GENE_ID	locusLine	bin_1_21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02.bam
2_MACS_peak_29370_lociStitched	chr7(.):73015357-73021495	1.6038
6_MACS_peak_29372_lociStitched	chr7(.):73024111-73032576	0.8765
2_MACS_peak_29378_lociStitched	chr7(.):73036323-73043779	1.1855
1_MACS_peak_29380_lociStitched	chr7(.):73045303-73045810	0.795
1_MACS_peak_29381_lociStitched	chr7(.):73051968-73052339	0.8646
1_MACS_peak_29382_lociStitched	chr7(.):73055706-73056195	0.8676
8_MACS_peak_29383_lociStitched	chr7(.):73057760-73069776	1.0172
5_MACS_peak_29391_lociStitched	chr7(.):73073949-73078410	0.8924
1_MACS_peak_29396_lociStitched	chr7(.):73080576-73081080	0.9269
1_MACS_peak_29397_lociStitched	chr7(.):73082558-73088387	1.4714
2_MACS_peak_29398_lociStitched	chr7(.):73135649-73137476	0.7126
1_MACS_peak_29400_lociStitched	chr7(.):73238247-73238598	0.7178
9_MACS_peak_29401_lociStitched	chr7(.):73283207-73297366	0.9977
3_MACS_peak_29410_lociStitched	chr7(.):73298672-73301865	0.7921
1_MACS_peak_29413_lociStitched	chr7(.):73306909-73307246	0.7173
2_MACS_peak_29414_lociStitched	chr7(.):73314669-73315695	0.6136
1_MACS_peak_29416_lociStitched	chr7(.):73317740-73318108	0.7243
1_MACS_peak_29417_lociStitched	chr7(.):73319524-73319909	0.6218
2_MACS_peak_29418_lociStitched	chr7(.):73323829-73324811	0.6013
2_MACS_peak_29420_lociStitched	chr7(.):73335446-73336328	0.659
1_MACS_peak_29422_lociStitched	chr7(.):73391152-73391654	0.7947
2_MACS_peak_29423_lociStitched	chr7(.):73399228-73400959	0.9832
1_MACS_peak_29425_lociStitched	chr7(.):73402359-73402787	0.9345
1_MACS_peak_29426_lociStitched	chr7(.):73406169-73406575	0.7988
4_MACS_peak_29427_lociStitched	chr7(.):73434999-73441329	1.2216
3_MACS_peak_29431_lociStitched	chr7(.):73442409-73449852	1.0766
3_MACS_peak_29434_lociStitched	chr7(.):73450967-73460070	1.2481
2_MACS_peak_29437_lociStitched	chr7(.):73470333-73475266	1.1123
2_MACS_peak_29439_lociStitched	chr7(.):73476951-73477845	0.7695
1_MACS_peak_29441_lociStitched	chr7(.):73618821-73621023	1.4224
1_MACS_peak_29442_lociStitched	chr7(.):73677197-73677696	0.9495
1_MACS_peak_29443_lociStitched	chr7(.):73699414-73699811	0.6701
2_MACS_peak_29444_lociStitched	chr7(.):73701121-73701772	0.8377
3_MACS_peak_29446_lociStitched	chr7(.):73703764-73707322	1.1834
1_MACS_peak_29449_lociStitched	chr7(.):73742203-73742615	0.8074
2_MACS_peak_29450_lociStitched	chr7(.):73790154-73791660	0.8699
1_MACS_peak_29452_lociStitched	chr7(.):73809903-73810293	0.7598
1_MACS_peak_29453_lociStitched	chr7(.):73812704-73813353	1.2106
1_MACS_peak_29454_lociStitched	chr7(.):73814555-73815888	1.0952
2_MACS_peak_29455_lociStitched	chr7(.):73817627-73820785	1.2426
1_MACS_peak_29457_lociStitched	chr7(.):75807929-75808532	1.0985
1_MACS_peak_29458_lociStitched	chr7(.):75818596-75818968	0.7039
3_MACS_peak_29459_lociStitched	chr7(.):75824396-75829583	1.1325
1_MACS_peak_29462_lociStitched	chr7(.):75833135-75833726	0.9272
1_MACS_peak_29463_lociStitched	chr7(.):75835239-75836982	0.9609
4_MACS_peak_29464_lociStitched	chr7(.):75839561-75843900	0.8457
3_MACS_peak_29468_lociStitched	chr7(.):75845378-75850471	1.0351
2_MACS_peak_29471_lociStitched	chr7(.):75851658-75852489	0.8466
3_MACS_peak_29473_lociStitched	chr7(.):75859960-75862788	0.7959
1_MACS_peak_29476_lociStitched	chr7(.):75864155-75864546	0.7008
2_MACS_peak_29477_lociStitched	chr7(.):75866666-75868404	0.8275
1_MACS_peak_29479_lociStitched	chr7(.):75870851-75871256	0.8309
1_MACS_peak_29480_lociStitched	chr7(.):75877598-75877971	0.606
3_MACS_peak_29481_lociStitched	chr7(.):75885587-75889251	0.9178
1_MACS_peak_29484_lociStitched	chr7(.):75896268-75896862	0.9802
1_MACS_peak_29485_lociStitched	chr7(.):75898100-75898666	0.8685
5_MACS_peak_29486_lociStitched	chr7(.):75905403-75917306	1.1838
4_MACS_peak_29491_lociStitched	chr7(.):75928661-75932876	1.0635
3_MACS_peak_29495_lociStitched	chr7(.):75937653-75940513	0.9003
1_MACS_peak_29498_lociStitched	chr7(.):76140808-76141280	0.8764
1_MACS_peak_29499_lociStitched	chr7(.):76634985-76635282	0.8066
1_MACS_peak_29500_lociStitched	chr7(.):79837646-79838020	0.7134
1_MACS_peak_29501_lociStitched	chr7(.):92145158-92145452	0.4894
3_MACS_peak_29502_lociStitched	chr7(.):96653255-96655864	0.8661
1_MACS_peak_29505_lociStitched	chr7(.):97556660-97557007	0.5714
2_MACS_peak_29506_lociStitched	chr7(.):98250236-98251972	0.6286
4_MACS_peak_29508_lociStitched	chr7(.):98255769-98258772	0.7617
1_MACS_peak_29512_lociStitched	chr7(.):98423956-98424528	0.7637
1_MACS_peak_29513_lociStitched	chr7(.):98451393-98451739	0.7257
2_MACS_peak_29514_lociStitched	chr7(.):98465793-98467757	1.1211
1_MACS_peak_29516_lociStitched	chr7(.):98468764-98469111	0.8131
1_MACS_peak_29517_lociStitched	chr7(.):99525340-99527321	0.9928
1_MACS_peak_29518_lociStitched	chr7(.):99531734-99532254	0.8872
1_MACS_peak_29519_lociStitched	chr7(.):99564399-99564959	0.8105
2_MACS_peak_29520_lociStitched	chr7(.):99580502-99581982	0.5683
2_MACS_peak_29522_lociStitched	chr7(.):99583538-99585578	1.049
1_MACS_peak_29524_lociStitched	chr7(.):99590307-99590698	0.6891
4_MACS_peak_29525_lociStitched	chr7(.):99757710-99774647	1.733
2_MACS_peak_29529_lociStitched	chr7(.):99777089-99778479	0.9209
2_MACS_peak_29531_lociStitched	chr7(.):99794728-99796647	0.8638
1_MACS_peak_29533_lociStitched	chr7(.):99798624-99799511	0.8183
1_MACS_peak_29534_lociStitched	chr7(.):99807435-99807934	0.9239
1_MACS_peak_29535_lociStitched	chr7(.):99995240-99996164	1.0843
5_MACS_peak_29536_lociStitched	chr7(.):100081430-100093337	1.3063
1_MACS_peak_29541_lociStitched	chr7(.):100096286-100096945	0.7151
1_MACS_peak_29542_lociStitched	chr7(.):100130720-100131310	0.7376
2_MACS_peak_29543_lociStitched	chr7(.):100166613-100168474	1.4218
5_MACS_peak_29545_lociStitched	chr7(.):100185272-100194463	1.064
6_MACS_peak_29550_lociStitched	chr7(.):100195783-100209020	1.4202
13_MACS_peak_29556_lociStitched	chr7(.):100210198-100240834	1.2951
3_MACS_peak_29569_lociStitched	chr7(.):100241895-100247630	1.4916
7_MACS_peak_29572_lociStitched	chr7(.):100249450-100260630	0.9408
2_MACS_peak_29579_lociStitched	chr7(.):100262131-100266432	1.1182
1_MACS_peak_29581_lociStitched	chr7(.):100267609-100268156	0.8513
2_MACS_peak_29582_lociStitched	chr7(.):100269340-100270499	0.919
4_MACS_peak_29584_lociStitched	chr7(.):100292266-100301146	1.0156
1_MACS_peak_29588_lociStitched	chr7(.):100312528-100322703	1.632
4_MACS_peak_29589_lociStitched	chr7(.):100324095-100338015	1.2967
10_MACS_peak_29593_lociStitched	chr7(.):100341996-100367481	1.1568
4_MACS_peak_29603_lociStitched	chr7(.):100368641-100377895	1.1014
13_MACS_peak_29607_lociStitched	chr7(.):100381965-100412670	1.1504
7_MACS_peak_29620_lociStitched	chr7(.):100414672-100434133	1.3681
2_MACS_peak_29627_lociStitched	chr7(.):100487754-100494590	1.8688
1_MACS_peak_29629_lociStitched	chr7(.):100505148-100505690	0.7296
1_MACS_peak_29630_lociStitched	chr7(.):100514717-100515213	0.8219
1_MACS_peak_29631_lociStitched	chr7(.):100521570-100522473	0.7949
2_MACS_peak_29632_lociStitched	chr7(.):100528177-100529523	0.7265
2_MACS_peak_29634_lociStitched	chr7(.):100530860-100532142	0.8072
1_MACS_peak_29636_lociStitched	chr7(.):100534119-100534491	0.744
2_MACS_peak_29637_lociStitched	chr7(.):100542772-100544262	0.7826
2_MACS_peak_29639_lociStitched	chr7(.):100545804-100548993	1.2038
2_MACS_peak_29642_lociStitched	chr7(.):100554078-100555153	0.8103
3_MACS_peak_29644_lociStitched	chr7(.):100607258-100612597	1.104
2_MACS_peak_29647_lociStitched	chr7(.):100614508-100616092	0.7528
1_MACS_peak_29649_lociStitched	chr7(.):100618729-100619183	0.6704
1_MACS_peak_29650_lociStitched	chr7(.):100625137-100625662	0.7753
3_MACS_peak_29651_lociStitched	chr7(.):100626771-100628269	0.7602
2_MACS_peak_29654_lociStitched	chr7(.):100634069-100649502	3.0566
4_MACS_peak_29656_lociStitched	chr7(.):100651632-100660988	0.9962
3_MACS_peak_29660_lociStitched	chr7(.):100662105-100666221	0.9378
1_MACS_peak_29663_lociStitched	chr7(.):100688777-100689277	0.8343
9_MACS_peak_29664_lociStitched	chr7(.):100690609-100703066	0.9746
8_MACS_peak_29673_lociStitched	chr7(.):100704630-100720149	1.0786
1_MACS_peak_29681_lociStitched	chr7(.):100722319-100722885	0.8333
12_MACS_peak_29682_lociStitched	chr7(.):100743247-100781839	1.3307
3_MACS_peak_29694_lociStitched	chr7(.):100787652-100796853	1.2455
4_MACS_peak_29697_lociStitched	chr7(.):100805718-100825636	1.6717
9_MACS_peak_29701_lociStitched	chr7(.):100827630-100847033	1.1689
4_MACS_peak_29710_lociStitched	chr7(.):100896838-100902407	0.9612
5_MACS_peak_29714_lociStitched	chr7(.):100904064-100910062	0.912
1_MACS_peak_29719_lociStitched	chr7(.):100911788-100912515	0.7404
1_MACS_peak_29720_lociStitched	chr7(.):100913866-100914316	0.7898
6_MACS_peak_29721_lociStitched	chr7(.):100915913-100944748	1.2638
4_MACS_peak_29727_lociStitched	chr7(.):100945871-100950001	0.9393
4_MACS_peak_29731_lociStitched	chr7(.):100968745-100973627	0.7726
1_MACS_peak_29735_lociStitched	chr7(.):100974919-100975501	0.7515
2_MACS_peak_29736_lociStitched	chr7(.):100976918-100978620	0.9686
1_MACS_peak_29738_lociStitched	chr7(.):100979923-100980522	0.8052
13_MACS_peak_29739_lociStitched	chr7(.):100983226-100995975	0.8158
4_MACS_peak_29752_lociStitched	chr7(.):100997030-101001381	0.9376
4_MACS_peak_29756_lociStitched	chr7(.):101003829-101008319	0.8937
3_MACS_peak_29760_lociStitched	chr7(.):101009362-101011774	0.718
1_MACS_peak_29763_lociStitched	chr7(.):101012824-101013206	0.6096
2_MACS_peak_29764_lociStitched	chr7(.):101015356-101017273	0.9379
2_MACS_peak_29766_lociStitched	chr7(.):101019632-101020962	0.5845
1_MACS_peak_29768_lociStitched	chr7(.):101037884-101040726	0.9707
6_MACS_peak_29769_lociStitched	chr7(.):101042743-101050790	0.8876
3_MACS_peak_29775_lociStitched	chr7(.):101054440-101059060	0.9353
6_MACS_peak_29778_lociStitched	chr7(.):101065535-101071357	0.8371
5_MACS_peak_29784_lociStitched	chr7(.):101075231-101083619	0.923
3_MACS_peak_29789_lociStitched	chr7(.):101089776-101092840	0.9115
2_MACS_peak_29792_lociStitched	chr7(.):101110290-101112664	0.7488
1_MACS_peak_29794_lociStitched	chr7(.):101115486-101116104	0.866
1_MACS_peak_29795_lociStitched	chr7(.):101117714-101118028	0.7067
1_MACS_peak_29796_lociStitched	chr7(.):101119957-101120448	0.6728
4_MACS_peak_29797_lociStitched	chr7(.):101129321-101134522	0.927
6_MACS_peak_29801_lociStitched	chr7(.):101137442-101152632	1.018
2_MACS_peak_29807_lociStitched	chr7(.):101153646-101155903	1.0231
7_MACS_peak_29809_lociStitched	chr7(.):101157447-101166206	0.9915
9_MACS_peak_29816_lociStitched	chr7(.):101168453-101181049	1.0833
1_MACS_peak_29825_lociStitched	chr7(.):101184549-101184989	0.9214
4_MACS_peak_29826_lociStitched	chr7(.):101188219-101194912	1.0843
8_MACS_peak_29830_lociStitched	chr7(.):101196115-101207178	0.9832
1_MACS_peak_29838_lociStitched	chr7(.):101228204-101228653	0.9097
1_MACS_peak_29839_lociStitched	chr7(.):101234793-101235263	0.8546
2_MACS_peak_29840_lociStitched	chr7(.):101244400-101245865	0.892
11_MACS_peak_29842_lociStitched	chr7(.):101256684-101274328	1.0686
1_MACS_peak_29853_lociStitched	chr7(.):101275441-101275793	0.5823
1_MACS_peak_29854_lociStitched	chr7(.):101279632-101280415	0.8625
1_MACS_peak_29855_lociStitched	chr7(.):102158296-102167562	2.2216
2_MACS_peak_29856_lociStitched	chr7(.):102214599-102219551	1.0781
1_MACS_peak_29858_lociStitched	chr7(.):102257278-102266901	2.2407
2_MACS_peak_29859_lociStitched	chr7(.):102313592-102316768	0.9501
1_MACS_peak_29861_lociStitched	chr7(.):103070548-103070867	0.6077
1_MACS_peak_29862_lociStitched	chr7(.):105517654-105518134	0.7386
1_MACS_peak_29863_lociStitched	chr7(.):107276844-107277578	0.6373
1_MACS_peak_29864_lociStitched	chr7(.):107279635-107280193	0.9128
1_MACS_peak_29865_lociStitched	chr7(.):107282911-107283409	0.8133
2_MACS_peak_29866_lociStitched	chr7(.):107772638-107775824	1.0366
2_MACS_peak_29868_lociStitched	chr7(.):107776894-107779695	1.0055
1_MACS_peak_29870_lociStitched	chr7(.):108095048-108096995	1.6504
1_MACS_peak_29871_lociStitched	chr7(.):111168850-111170691	0.987
1_MACS_peak_29872_lociStitched	chr7(.):117925846-117927046	0.9838
1_MACS_peak_29873_lociStitched	chr7(.):123171946-123174028	1.241
1_MACS_peak_29874_lociStitched	chr7(.):126890334-126892569	1.1023
2_MACS_peak_29875_lociStitched	chr7(.):127805464-127811058	1.4277
2_MACS_peak_29877_lociStitched	chr7(.):127841331-127843659	0.8588
2_MACS_peak_29879_lociStitched	chr7(.):127988502-127994991	1.3051
4_MACS_peak_29881_lociStitched	chr7(.):127997300-128003651	1.4188
1_MACS_peak_29885_lociStitched	chr7(.):128029153-128029766	0.7393
1_MACS_peak_29886_lociStitched	chr7(.):128046435-128049840	1.421
1_MACS_peak_29887_lociStitched	chr7(.):128429390-128431157	1.2663
5_MACS_peak_29888_lociStitched	chr7(.):128467647-128481063	1.4676
1_MACS_peak_29893_lociStitched	chr7(.):128482194-128498469	2.089
1_MACS_peak_29894_lociStitched	chr7(.):128528285-128532258	1.4537
3_MACS_peak_29895_lociStitched	chr7(.):128548438-128555270	1.2178
1_MACS_peak_29898_lociStitched	chr7(.):128827945-128829062	0.897
1_MACS_peak_29899_lociStitched	chr7(.):128856100-128856582	0.7449
3_MACS_peak_29900_lociStitched	chr7(.):129420571-129426326	2.2965
2_MACS_peak_29903_lociStitched	chr7(.):131370756-131375914	0.9887
1_MACS_peak_29905_lociStitched	chr7(.):131846457-131847201	0.7233
1_MACS_peak_29906_lociStitched	chr7(.):131848252-131848657	0.5856
3_MACS_peak_29907_lociStitched	chr7(.):132258948-132262636	1.0536
3_MACS_peak_29910_lociStitched	chr7(.):137850775-137858987	1.2172
1_MACS_peak_29913_lociStitched	chr7(.):138808188-138808696	0.7491
4_MACS_peak_29914_lociStitched	chr7(.):138810158-138813554	0.8925
1_MACS_peak_29918_lociStitched	chr7(.):138817543-138818251	0.9949
1_MACS_peak_29919_lociStitched	chr7(.):139207448-139208072	1.1929
1_MACS_peak_29920_lociStitched	chr7(.):139209300-139209984	1.0328
1_MACS_peak_29921_lociStitched	chr7(.):139877150-139878430	1.2104
1_MACS_peak_29922_lociStitched	chr7(.):139914744-139915653	1.0797
3_MACS_peak_29923_lociStitched	chr7(.):139929234-139932808	0.9518
3_MACS_peak_29926_lociStitched	chr7(.):139936982-139941531	1.1055
3_MACS_peak_29929_lociStitched	chr7(.):140088322-140092670	0.9765
1_MACS_peak_29932_lociStitched	chr7(.):140103561-140104124	0.9651
2_MACS_peak_29933_lociStitched	chr7(.):140338917-140342101	1.226
1_MACS_peak_29935_lociStitched	chr7(.):142494227-142495466	1.5369
1_MACS_peak_29936_lociStitched	chr7(.):142552531-142554116	1.1189
4_MACS_peak_29937_lociStitched	chr7(.):142561048-142575047	1.2231
4_MACS_peak_29941_lociStitched	chr7(.):143056724-143059856	0.9162
2_MACS_peak_29945_lociStitched	chr7(.):143094020-143095805	0.8774
2_MACS_peak_29947_lociStitched	chr7(.):143103754-143105493	0.9446
2_MACS_peak_29949_lociStitched	chr7(.):145697204-145699289	1.0294
1_MACS_peak_29951_lociStitched	chr7(.):145701230-145701899	0.9246
1_MACS_peak_29952_lociStitched	chr7(.):148036381-148036977	0.815
1_MACS_peak_29953_lociStitched	chr7(.):148678613-148679244	0.963
1_MACS_peak_29954_lociStitched	chr7(.):149324256-149325107	0.7914
1_MACS_peak_29955_lociStitched	chr7(.):149460945-149461308	0.6543
1_MACS_peak_29956_lociStitched	chr7(.):149470053-149495871	2.5272
2_MACS_peak_29957_lociStitched	chr7(.):149498279-149531646	2.4259
2_MACS_peak_29959_lociStitched	chr7(.):150038053-150039591	0.6923
2_MACS_peak_29961_lociStitched	chr7(.):150496964-150498828	0.9803
2_MACS_peak_29963_lociStitched	chr7(.):150555496-150557292	0.5505
2_MACS_peak_29965_lociStitched	chr7(.):150643289-150645180	0.7449
5_MACS_peak_29967_lociStitched	chr7(.):150675986-150689047	1.4495
5_MACS_peak_29972_lociStitched	chr7(.):150690337-150696752	0.9056
1_MACS_peak_29977_lociStitched	chr7(.):150704026-150704448	0.718
1_MACS_peak_29978_lociStitched	chr7(.):150706500-150708115	1.1429
4_MACS_peak_29979_lociStitched	chr7(.):150709893-150721233	1.6353
2_MACS_peak_29983_lociStitched	chr7(.):150745132-150748608	1.2228
7_MACS_peak_29985_lociStitched	chr7(.):150862156-150905519	1.679
4_MACS_peak_29992_lociStitched	chr7(.):150940710-150967740	2.4185
4_MACS_peak_29996_lociStitched	chr7(.):150968835-150979309	1.35
1_MACS_peak_30000_lociStitched	chr7(.):150989247-150989884	0.5697
3_MACS_peak_30001_lociStitched	chr7(.):150999483-151002721	0.8052
2_MACS_peak_30004_lociStitched	chr7(.):151004113-151005551	0.7308
1_MACS_peak_30006_lociStitched	chr7(.):151077540-151094603	1.9554
3_MACS_peak_30007_lociStitched	chr7(.):151095965-151098548	0.9197
3_MACS_peak_30010_lociStitched	chr7(.):151101287-151109815	1.1289
4_MACS_peak_30013_lociStitched	chr7(.):151130204-151137518	1.1331
1_MACS_peak_30017_lociStitched	chr7(.):151148856-151149326	0.8175
1_MACS_peak_30018_lociStitched	chr7(.):151376090-151376404	0.8405
1_MACS_peak_30019_lociStitched	chr7(.):151380249-151380603	0.4882
1_MACS_peak_30020_lociStitched	chr7(.):151386972-151387588	0.7874
1_MACS_peak_30021_lociStitched	chr7(.):151391337-151391748	0.6271
2_MACS_peak_30022_lociStitched	chr7(.):151397723-151399402	0.8954
6_MACS_peak_30024_lociStitched	chr7(.):151415082-151422275	0.9271
1_MACS_peak_30030_lociStitched	chr7(.):151425118-151425502	1.0408
1_MACS_peak_30031_lociStitched	chr7(.):151427896-151428257	0.7395
2_MACS_peak_30032_lociStitched	chr7(.):151432194-151434828	0.8048
2_MACS_peak_30034_lociStitched	chr7(.):151440624-151441514	0.8223
3_MACS_peak_30036_lociStitched	chr7(.):151452807-151456658	0.9027
1_MACS_peak_30039_lociStitched	chr7(.):151459754-151461357	1.0753
1_MACS_peak_30040_lociStitched	chr7(.):151463190-151463533	0.7013
1_MACS_peak_30041_lociStitched	chr7(.):151472048-151472595	0.7689
1_MACS_peak_30042_lociStitched	chr7(.):151477685-151478397	0.9889
2_MACS_peak_30043_lociStitched	chr7(.):151480563-151482284	0.9924
1_MACS_peak_30045_lociStitched	chr7(.):151487041-151487361	0.6454
1_MACS_peak_30046_lociStitched	chr7(.):151491214-151491521	0.4789
1_MACS_peak_30047_lociStitched	chr7(.):151494764-151495276	0.8613
2_MACS_peak_30048_lociStitched	chr7(.):151501725-151502675	0.6996
2_MACS_peak_30050_lociStitched	chr7(.):151506052-151507997	0.7742
2_MACS_peak_30052_lociStitched	chr7(.):151510950-151512305	0.9312
1_MACS_peak_30054_lociStitched	chr7(.):151528410-151528888	0.8148
2_MACS_peak_30055_lociStitched	chr7(.):151530303-151534020	1.0044
1_MACS_peak_30057_lociStitched	chr7(.):151542819-151543284	0.799
3_MACS_peak_30058_lociStitched	chr7(.):151548830-151550973	0.9036
2_MACS_peak_30061_lociStitched	chr7(.):151552121-151553669	0.6448
4_MACS_peak_30063_lociStitched	chr7(.):151554939-151558021	0.9657
1_MACS_peak_30067_lociStitched	chr7(.):151560203-151560584	0.7911
3_MACS_peak_30068_lociStitched	chr7(.):151564787-151568196	0.8176
1_MACS_peak_30071_lociStitched	chr7(.):151569551-151570105	0.926
2_MACS_peak_30072_lociStitched	chr7(.):151572183-151574204	0.9266
1_MACS_peak_30074_lociStitched	chr7(.):151582542-151583329	0.869
1_MACS_peak_30075_lociStitched	chr7(.):151586325-151586663	0.6736
1_MACS_peak_30076_lociStitched	chr7(.):151587883-151588490	0.8904
2_MACS_peak_30077_lociStitched	chr7(.):151590244-151592459	0.9731
1_MACS_peak_30079_lociStitched	chr7(.):151626964-151627365	0.7861
3_MACS_peak_30080_lociStitched	chr7(.):151629883-151632997	0.748
1_MACS_peak_30083_lociStitched	chr7(.):151634326-151634928	0.7758
1_MACS_peak_30084_lociStitched	chr7(.):153756929-153757253	0.4206
1_MACS_peak_30085_lociStitched	chr7(.):154539933-154543047	1.3013
2_MACS_peak_30086_lociStitched	chr7(.):154544325-154545797	0.8519
6_MACS_peak_30088_lociStitched	chr7(.):154548070-154551850	0.8533
1_MACS_peak_30094_lociStitched	chr7(.):154558915-154559340	0.6701
1_MACS_peak_30095_lociStitched	chr7(.):154560843-154561257	0.8991
1_MACS_peak_30096_lociStitched	chr7(.):154587489-154587933	0.6489
1_MACS_peak_30097_lociStitched	chr7(.):154590633-154591004	0.6671
1_MACS_peak_30098_lociStitched	chr7(.):154592097-154592630	0.7519
3_MACS_peak_30099_lociStitched	chr7(.):154596727-154598640	0.7251
1_MACS_peak_30102_lociStitched	chr7(.):154630106-154630428	0.5483
2_MACS_peak_30103_lociStitched	chr7(.):154631570-154633576	0.7519
2_MACS_peak_30105_lociStitched	chr7(.):154649201-154650267	0.8444
3_MACS_peak_30107_lociStitched	chr7(.):154660195-154664940	0.8206
4_MACS_peak_30110_lociStitched	chr7(.):154665972-154671037	0.8438
1_MACS_peak_30114_lociStitched	chr7(.):154672955-154673640	0.9346
1_MACS_peak_30115_lociStitched	chr7(.):154677592-154677965	0.7266
1_MACS_peak_30116_lociStitched	chr7(.):154679107-154679588	0.9729
5_MACS_peak_30117_lociStitched	chr7(.):154682972-154691737	1.0185
3_MACS_peak_30122_lociStitched	chr7(.):154696550-154702096	1.018
4_MACS_peak_30125_lociStitched	chr7(.):154705508-154712406	0.8546
1_MACS_peak_30129_lociStitched	chr7(.):154899523-154899916	0.8199
1_MACS_peak_30130_lociStitched	chr7(.):154956994-154958325	0.979
1_MACS_peak_30131_lociStitched	chr7(.):154960957-154961454	0.8697
1_MACS_peak_30132_lociStitched	chr7(.):154964327-154965094	1.194
1_MACS_peak_30133_lociStitched	chr7(.):154983020-154983413	0.6799
1_MACS_peak_30134_lociStitched	chr7(.):155011283-155012403	0.7721
8_MACS_peak_30135_lociStitched	chr7(.):155014544-155031345	1.0058
13_MACS_peak_30143_lociStitched	chr7(.):155034791-155055653	0.9061
2_MACS_peak_30156_lociStitched	chr7(.):155057170-155059564	0.9871
2_MACS_peak_30158_lociStitched	chr7(.):155067994-155069708	0.7412
