REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	22_0F28_0229Kronos_MM1S-No-Treatment-2_H3K27me3_hs-dm_i04.bam	36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
1_MACS_peak_17318_lociStitched	chr19	42151936	42152446	1	511	361.182	52.529999999999994
1_MACS_peak_18986_lociStitched	chr2	71694736	71695246	1	511	468.639	41.973
1_MACS_peak_20109_lociStitched	chr20	56442305	56442815	1	511	369.852	51.815999999999995
1_MACS_peak_28185_lociStitched	chr7	157430954	157431464	1	511	365.36400000000003	87.516
1_MACS_peak_3990_lociStitched	chr1	37242606	37243115	1	510	428.578	6.4134
1_MACS_peak_4441_lociStitched	chr1	160038872	160039381	1	510	331.2572	103.53059999999999
1_MACS_peak_6237_lociStitched	chr11	2905582	2906091	1	510	315.37640000000005	26.1626
1_MACS_peak_8385_lociStitched	chr12	53210945	53211454	1	510	407.20000000000005	41.5853
1_MACS_peak_10351_lociStitched	chr16	28949898	28950407	1	510	400.074	16.8479
1_MACS_peak_10378_lociStitched	chr16	29216376	29216885	1	510	365.9201	25.2973
1_MACS_peak_20400_lociStitched	chr20	60220853	60221362	1	510	359.4558	22.599600000000002
1_MACS_peak_26475_lociStitched	chr6	41480418	41480927	1	510	422.3173	37.8696
1_MACS_peak_28299_lociStitched	chr7	158045592	158046101	1	510	365.56379999999996	75.0775
1_MACS_peak_30260_lociStitched	chr9	133314948	133315457	1	510	423.3862	30.387300000000003
1_MACS_peak_622_lociStitched	chr1	3168006	3168514	1	509	330.962	45.7708
1_MACS_peak_4824_lociStitched	chr10	1229709	1230217	1	509	445.3636	46.0248
1_MACS_peak_6976_lociStitched	chr11	67982121	67982629	1	509	487.1212	52.882799999999996
1_MACS_peak_7055_lociStitched	chr11	68978041	68978549	1	509	374.142	38.2524
1_MACS_peak_7664_lociStitched	chr11	117350932	117351440	1	509	374.2944	14.224
1_MACS_peak_15815_lociStitched	chr19	12932914	12933422	1	509	346.3544	46.8376
1_MACS_peak_303_lociStitched	chr1	2346594	2347101	1	508	334.8735	43.4499
1_MACS_peak_15011_lociStitched	chr19	5168830	5169337	1	508	391.75890000000004	58.305
1_MACS_peak_18394_lociStitched	chr19	51187880	51188387	1	508	450.0132	7.2501
1_MACS_peak_19000_lociStitched	chr2	74729191	74729698	1	508	382.4301	74.5797
1_MACS_peak_166_lociStitched	chr1	1885624	1886130	1	507	345.598	67.5004
1_MACS_peak_3205_lociStitched	chr1	22935753	22936259	1	507	383.9528	37.14040000000001
1_MACS_peak_7501_lociStitched	chr11	71056267	71056773	1	507	454.6916	53.7372
1_MACS_peak_9170_lociStitched	chr15	33496418	33496924	1	507	337.9068	54.040800000000004
1_MACS_peak_12239_lociStitched	chr17	36695259	36695765	1	507	383.1432	55.0022
1_MACS_peak_15111_lociStitched	chr19	5421618	5422124	1	507	382.0806	15.4836
1_MACS_peak_15245_lociStitched	chr19	6112066	6112572	1	507	396.8052	69.4738
1_MACS_peak_17253_lociStitched	chr19	41654805	41655311	1	507	369.127	50.0434
1_MACS_peak_20331_lociStitched	chr20	58035893	58036399	1	507	406.9252	34.0032
1_MACS_peak_31077_lociStitched	chr9	137544055	137544561	1	507	359.4624	24.692800000000002
1_MACS_peak_11855_lociStitched	chr17	9053902	9054407	1	506	350.571	16.1095
1_MACS_peak_17607_lociStitched	chr19	46159038	46159543	1	506	429.149	45.5005
1_MACS_peak_29791_lociStitched	chr9	45732272	45732777	1	506	406.8785	57.671
1_MACS_peak_3993_lociStitched	chr1	37263202	37263706	1	505	321.45120000000003	0.0
1_MACS_peak_7000_lociStitched	chr11	68637032	68637536	1	505	364.0896	45.057599999999994
1_MACS_peak_12331_lociStitched	chr17	39726300	39726804	1	505	306.4824	49.291199999999996
1_MACS_peak_19688_lociStitched	chr20	33571651	33572155	1	505	296.2512	26.0064
1_MACS_peak_23837_lociStitched	chr3	13876801	13877305	1	505	428.148	57.204
1_MACS_peak_31824_lociStitched	chr9	140866470	140866974	1	505	376.1352	16.9848
1_MACS_peak_4090_lociStitched	chr1	37761264	37761767	1	504	403.0539	111.61569999999999
1_MACS_peak_21475_lociStitched	chr21	46572138	46572641	1	504	392.0382	70.67150000000001
1_MACS_peak_22148_lociStitched	chr22	30968226	30968729	1	504	404.7641	23.389499999999998
1_MACS_peak_28956_lociStitched	chr8	120221049	120221552	1	504	382.9842	45.1694
1_MACS_peak_482_lociStitched	chr1	2889952	2890454	1	503	324.8944	8.483799999999999
1_MACS_peak_5122_lociStitched	chr10	73327245	73327747	1	503	367.4138	56.3746
1_MACS_peak_11155_lociStitched	chr17	35611	36113	1	503	320.9788	18.2728
1_MACS_peak_12411_lociStitched	chr17	41675561	41676063	1	503	413.2966	32.4794
1_MACS_peak_12417_lociStitched	chr17	41698333	41698835	1	503	331.42040000000003	69.9286
1_MACS_peak_15269_lociStitched	chr19	6205339	6205841	1	503	389.2006	66.9166
1_MACS_peak_21418_lociStitched	chr21	46138569	46139071	1	503	474.6912	35.641999999999996
1_MACS_peak_24829_lociStitched	chr4	7138893	7139395	1	503	412.7946	28.664199999999997
1_MACS_peak_3556_lociStitched	chr1	29713174	29713675	1	502	408.5154	9.6192
1_MACS_peak_5592_lociStitched	chr10	134609983	134610484	1	502	310.3695	0.0
1_MACS_peak_7958_lociStitched	chr12	233902	234403	1	502	364.728	43.8375
1_MACS_peak_15769_lociStitched	chr19	11421411	11421912	1	502	476.5512	64.97970000000001
1_MACS_peak_16038_lociStitched	chr19	14471310	14471811	1	502	296.84250000000003	60.12
1_MACS_peak_19009_lociStitched	chr2	85360892	85361393	1	502	467.7837	36.5229
1_MACS_peak_21945_lociStitched	chr22	23752250	23752751	1	502	387.774	31.613100000000003
1_MACS_peak_26463_lociStitched	chr6	41410585	41411086	1	502	376.7019	30.1602
1_MACS_peak_3443_lociStitched	chr1	26668396	26668896	1	501	368.9	29.1
1_MACS_peak_4683_lociStitched	chr1	205915622	205916122	1	501	458.15	67.3
1_MACS_peak_10221_lociStitched	chr16	4841041	4841541	1	501	379.2	39.800000000000004
1_MACS_peak_13051_lociStitched	chr17	71451188	71451688	1	501	433.25	54.699999999999996
1_MACS_peak_14606_lociStitched	chr19	2378713	2379213	1	501	386.40000000000003	83.3
1_MACS_peak_16592_lociStitched	chr19	29379145	29379645	1	501	433.85	28.299999999999997
1_MACS_peak_16752_lociStitched	chr19	35586770	35587270	1	501	357.75	56.0
1_MACS_peak_19693_lociStitched	chr20	34189126	34189626	1	501	428.9	81.15
1_MACS_peak_23317_lociStitched	chr22	45998934	45999434	1	501	306.4	51.75
1_MACS_peak_25503_lociStitched	chr4	154386671	154387171	1	501	396.4	52.650000000000006
1_MACS_peak_26087_lociStitched	chr6	2562509	2563009	1	501	383.40000000000003	8.95
1_MACS_peak_3775_lociStitched	chr1	30884807	30885306	1	500	425.3476	28.8422
1_MACS_peak_4577_lociStitched	chr1	202239430	202239929	1	500	421.2059	53.393
1_MACS_peak_4699_lociStitched	chr1	214156546	214157045	1	500	385.1282	68.61250000000001
1_MACS_peak_4707_lociStitched	chr1	223362200	223362699	1	500	352.793	98.1034
1_MACS_peak_6812_lociStitched	chr11	66047515	66048014	1	500	493.9601	78.6424
1_MACS_peak_8474_lociStitched	chr12	54796583	54797082	1	500	337.3739	36.427
1_MACS_peak_9253_lociStitched	chr15	67135954	67136453	1	500	330.63739999999996	30.5388
1_MACS_peak_9600_lociStitched	chr15	82575833	82576332	1	500	538.0717	38.6725
1_MACS_peak_12155_lociStitched	chr17	34072816	34073315	1	500	295.8571	14.9201
1_MACS_peak_16242_lociStitched	chr19	17126520	17127019	1	500	403.99039999999997	25.648600000000002
1_MACS_peak_18405_lociStitched	chr19	51261745	51262244	1	500	381.3857	63.1235
1_MACS_peak_19209_lociStitched	chr2	200014219	200014718	1	500	1266.1625999999999	44.560700000000004
1_MACS_peak_19753_lociStitched	chr20	36536672	36537171	1	500	371.755	61.9758
1_MACS_peak_22728_lociStitched	chr22	43701428	43701927	1	500	303.6415	5.8383
1_MACS_peak_25469_lociStitched	chr4	78978209	78978708	1	500	362.1243	23.602700000000002
1_MACS_peak_25714_lociStitched	chr5	71475587	71476086	1	500	380.5374	47.105599999999995
1_MACS_peak_26050_lociStitched	chr5	180488594	180489093	1	500	430.38750000000005	80.339
1_MACS_peak_26547_lociStitched	chr6	107812113	107812612	1	500	378.9905	40.7184
1_MACS_peak_28302_lociStitched	chr7	158058689	158059188	1	500	276.3961	42.3651
1_MACS_peak_8402_lociStitched	chr12	53296957	53297455	1	499	426.6366	31.5732
1_MACS_peak_21489_lociStitched	chr21	46662562	46663060	1	499	363.1416	98.7036
1_MACS_peak_25224_lociStitched	chr4	8306671	8307169	1	499	306.17040000000003	30.2286
1_MACS_peak_26302_lociStitched	chr6	33849853	33850351	1	499	380.6712	42.081
1_MACS_peak_28828_lociStitched	chr8	22576166	22576664	1	499	317.9232	45.467400000000005
1_MACS_peak_2539_lociStitched	chr1	18785182	18785679	1	498	369.51950000000005	7.852600000000001
1_MACS_peak_4575_lociStitched	chr1	202217502	202217999	1	498	369.0722	42.245000000000005
1_MACS_peak_10803_lociStitched	chr16	85465876	85466373	1	498	396.7054	27.2356
1_MACS_peak_18771_lociStitched	chr2	565883	566380	1	498	289.80069999999995	21.868
1_MACS_peak_18838_lociStitched	chr2	10973552	10974049	1	498	314.7501	8.8466
1_MACS_peak_26650_lociStitched	chr6	171038857	171039354	1	498	309.2831	48.4078
1_MACS_peak_29563_lociStitched	chr8	144703420	144703917	1	498	471.2554	43.3881
1_MACS_peak_29724_lociStitched	chr9	37640	38137	1	498	269.7716	84.9373
1_MACS_peak_29725_lociStitched	chr9	46606	47103	1	498	503.1131	98.9527
1_MACS_peak_3457_lociStitched	chr1	27300175	27300671	1	497	376.5632	62.992000000000004
1_MACS_peak_15736_lociStitched	chr19	11339414	11339910	1	497	356.128	31.0
1_MACS_peak_17399_lociStitched	chr19	42346280	42346776	1	497	317.1424	34.0256
1_MACS_peak_20830_lociStitched	chr20	62214766	62215262	1	497	345.0672	70.0352
1_MACS_peak_27188_lociStitched	chr7	73468537	73469033	1	497	374.7776	24.8496
1_MACS_peak_28239_lociStitched	chr7	157626966	157627462	1	497	344.0256	29.1648
1_MACS_peak_29927_lociStitched	chr9	129419492	129419988	1	497	379.4896	19.790399999999998
1_MACS_peak_17012_lociStitched	chr19	38963048	38963543	1	496	381.348	46.332
1_MACS_peak_19088_lociStitched	chr2	119592505	119593000	1	496	375.2595	15.6915
1_MACS_peak_27685_lociStitched	chr7	140103969	140104464	1	496	350.658	111.573
1_MACS_peak_27849_lociStitched	chr7	154963199	154963694	1	496	409.26599999999996	41.9265
1_MACS_peak_28350_lociStitched	chr7	158290283	158290778	1	496	311.15700000000004	14.058000000000002
1_MACS_peak_29235_lociStitched	chr8	143127381	143127876	1	496	459.855	25.74
1_MACS_peak_29959_lociStitched	chr9	130912976	130913471	1	496	374.2695	26.2845
1_MACS_peak_1519_lociStitched	chr1	9191104	9191598	1	495	326.1882	17.3888
1_MACS_peak_9302_lociStitched	chr15	74181347	74181841	1	495	336.167	0.0
1_MACS_peak_9462_lociStitched	chr15	77878134	77878628	1	495	314.87559999999996	28.6026
1_MACS_peak_13477_lociStitched	chr17	75545593	75546087	1	495	457.98740000000004	40.014
1_MACS_peak_13537_lociStitched	chr17	75873595	75874089	1	495	356.4704	65.89959999999999
1_MACS_peak_15689_lociStitched	chr19	10119748	10120242	1	495	261.4248	43.471999999999994
1_MACS_peak_16666_lociStitched	chr19	33731626	33732120	1	495	380.9234	16.7466
1_MACS_peak_18434_lociStitched	chr19	54566785	54567279	1	495	362.4972	35.4692
1_MACS_peak_20023_lociStitched	chr20	55202048	55202542	1	495	431.8054	63.6272
1_MACS_peak_21005_lociStitched	chr21	36593137	36593631	1	495	385.8634	101.2206
1_MACS_peak_23185_lociStitched	chr22	45399169	45399663	1	495	318.9264	19.1672
1_MACS_peak_23972_lociStitched	chr3	48695951	48696445	1	495	431.262	52.6604
1_MACS_peak_24159_lociStitched	chr3	53529085	53529579	1	495	446.6254	12.1524
1_MACS_peak_1715_lociStitched	chr1	11366066	11366559	1	494	413.4791	25.3402
1_MACS_peak_2565_lociStitched	chr1	18901433	18901926	1	494	567.7881	11.1418
1_MACS_peak_3776_lociStitched	chr1	30887177	30887670	1	494	363.58750000000003	29.284200000000002
1_MACS_peak_3953_lociStitched	chr1	37026521	37027014	1	494	425.8534	42.644499999999994
1_MACS_peak_16934_lociStitched	chr19	36397315	36397808	1	494	281.15790000000004	10.353
1_MACS_peak_18764_lociStitched	chr2	464861	465354	1	494	469.5332	32.587300000000006
1_MACS_peak_22067_lociStitched	chr22	28031525	28032018	1	494	413.1833	21.692
1_MACS_peak_1345_lociStitched	chr1	7569333	7569825	1	493	366.3432	85.0668
1_MACS_peak_4876_lociStitched	chr10	11865693	11866185	1	493	373.8216	8.5116
1_MACS_peak_5685_lociStitched	chr10	134873090	134873582	1	493	375.19919999999996	14.1204
1_MACS_peak_7106_lociStitched	chr11	69346554	69347046	1	493	344.892	50.577600000000004
1_MACS_peak_10253_lociStitched	chr16	5047420	5047912	1	493	354.19079999999997	23.4192
1_MACS_peak_10862_lociStitched	chr16	85982062	85982554	1	493	450.3276	15.399600000000001
1_MACS_peak_11734_lociStitched	chr17	7452308	7452800	1	493	388.8276	32.226
1_MACS_peak_12160_lociStitched	chr17	34099666	34100158	1	493	306.5652	43.6404
1_MACS_peak_14265_lociStitched	chr17	80922922	80923414	1	493	331.2144	11.7096
1_MACS_peak_16617_lociStitched	chr19	30258332	30258824	1	493	357.93	24.7476
1_MACS_peak_27777_lociStitched	chr7	151517263	151517755	1	493	404.178	17.0232
1_MACS_peak_29681_lociStitched	chr8	145779122	145779614	1	493	355.42080000000004	25.485599999999998
1_MACS_peak_1549_lociStitched	chr1	9515936	9516427	1	492	378.9538	55.826699999999995
1_MACS_peak_7373_lociStitched	chr11	70405943	70406434	1	492	465.02610000000004	70.4585
1_MACS_peak_11707_lociStitched	chr17	7260075	7260566	1	492	377.97180000000003	39.329100000000004
1_MACS_peak_19016_lociStitched	chr2	87625308	87625799	1	492	373.6019	128.3965
1_MACS_peak_24285_lociStitched	chr3	184262859	184263350	1	492	358.921	96.0396
1_MACS_peak_26103_lociStitched	chr6	6005460	6005951	1	492	427.21909999999997	85.6304
1_MACS_peak_26635_lociStitched	chr6	168996760	168997251	1	492	365.9423	16.988599999999998
1_MACS_peak_28067_lociStitched	chr7	155883926	155884417	1	492	490.90180000000004	45.9085
1_MACS_peak_29268_lociStitched	chr8	143252418	143252909	1	492	413.2256	48.7563
1_MACS_peak_3436_lociStitched	chr1	26418864	26419354	1	491	364.609	14.161
1_MACS_peak_10783_lociStitched	chr16	85398231	85398721	1	491	374.36	8.477
1_MACS_peak_12178_lociStitched	chr17	34817569	34818059	1	491	349.125	48.265
1_MACS_peak_12854_lociStitched	chr17	48113545	48114035	1	491	351.722	78.057
1_MACS_peak_15152_lociStitched	chr19	5533437	5533927	1	491	401.79999999999995	17.198999999999998
1_MACS_peak_23425_lociStitched	chr22	46837109	46837599	1	491	366.226	29.89
1_MACS_peak_25658_lociStitched	chr5	1672138	1672628	1	491	392.147	14.7
1_MACS_peak_4446_lociStitched	chr1	161228556	161229045	1	490	405.6255	17.0172
1_MACS_peak_5407_lociStitched	chr10	114714930	114715419	1	490	325.3806	22.4451
1_MACS_peak_18552_lociStitched	chr19	55382182	55382671	1	490	382.8381	77.9955
1_MACS_peak_18553_lociStitched	chr19	55383822	55384311	1	490	421.4691	34.327799999999996
1_MACS_peak_18617_lociStitched	chr19	55720826	55721315	1	490	312.4221	53.741099999999996
1_MACS_peak_19357_lociStitched	chr2	239478375	239478864	1	490	401.469	17.0172
1_MACS_peak_27758_lociStitched	chr7	151425543	151426032	1	490	353.3025	52.6164
1_MACS_peak_3507_lociStitched	chr1	29610680	29611168	1	489	358.6312	87.01039999999999
1_MACS_peak_6770_lociStitched	chr11	64470672	64471160	1	489	327.44800000000004	37.332
1_MACS_peak_11508_lociStitched	chr17	3754721	3755209	1	489	293.9224	45.4328
1_MACS_peak_23444_lociStitched	chr22	46907358	46907846	1	489	372.7344	21.0816
1_MACS_peak_26652_lociStitched	chr7	33756	34244	1	489	279.67280000000005	71.1992
1_MACS_peak_28861_lociStitched	chr8	33123179	33123667	1	489	355.8008	9.4184
1_MACS_peak_3774_lociStitched	chr1	30883304	30883791	1	488	365.2987	48.7487
1_MACS_peak_3920_lociStitched	chr1	33349745	33350232	1	488	331.64700000000005	46.849399999999996
1_MACS_peak_4583_lociStitched	chr1	202621195	202621682	1	488	351.4192	68.66699999999999
1_MACS_peak_6210_lociStitched	chr11	2372236	2372723	1	488	434.20919999999995	27.9538
1_MACS_peak_28458_lociStitched	chr8	1615109	1615596	1	488	339.7312	15.291799999999999
1_MACS_peak_1486_lociStitched	chr1	9034319	9034805	1	487	383.697	39.366
1_MACS_peak_1551_lociStitched	chr1	9547055	9547541	1	487	332.03520000000003	44.711999999999996
1_MACS_peak_2421_lociStitched	chr1	18180588	18181074	1	487	394.3404	20.071800000000003
1_MACS_peak_3853_lociStitched	chr1	31356521	31357007	1	487	426.1734	47.7252
1_MACS_peak_4231_lociStitched	chr1	142721916	142722402	1	487	466.26840000000004	138.8502
1_MACS_peak_18302_lociStitched	chr19	50253990	50254476	1	487	376.7958	36.0612
1_MACS_peak_19662_lociStitched	chr20	31648758	31649244	1	487	304.479	54.286199999999994
1_MACS_peak_20154_lociStitched	chr20	56749064	56749550	1	487	307.34639999999996	57.299400000000006
1_MACS_peak_20205_lociStitched	chr20	57179393	57179879	1	487	384.8634	16.281000000000002
1_MACS_peak_1535_lociStitched	chr1	9401923	9402408	1	486	337.65700000000004	43.843999999999994
1_MACS_peak_5343_lociStitched	chr10	102769580	102770065	1	486	305.74399999999997	34.677499999999995
1_MACS_peak_6081_lociStitched	chr11	1869321	1869806	1	486	360.9855	0.0
1_MACS_peak_8202_lociStitched	chr12	50277271	50277756	1	486	300.50600000000003	39.285000000000004
1_MACS_peak_8901_lociStitched	chr14	104554713	104555198	1	486	386.254	33.271
1_MACS_peak_10778_lociStitched	chr16	85376875	85377360	1	486	328.3935	17.0235
1_MACS_peak_15828_lociStitched	chr19	12981948	12982433	1	486	349.685	45.5415
1_MACS_peak_20429_lociStitched	chr20	60308632	60309117	1	486	395.663	8.633
1_MACS_peak_21645_lociStitched	chr21	47564706	47565191	1	486	347.1145	52.962
1_MACS_peak_26148_lociStitched	chr6	30121311	30121796	1	486	341.149	40.158
1_MACS_peak_26775_lociStitched	chr7	1406467	1406952	1	486	421.562	49.615500000000004
1_MACS_peak_31039_lociStitched	chr9	137462582	137463067	1	486	379.9005	66.154
1_MACS_peak_4544_lociStitched	chr1	201391460	201391944	1	485	327.0872	75.7944
1_MACS_peak_7973_lociStitched	chr12	330784	331268	1	485	243.9844	47.72239999999999
1_MACS_peak_24522_lociStitched	chr4	3588352	3588836	1	485	364.3068	42.3016
1_MACS_peak_25489_lociStitched	chr4	123612084	123612568	1	485	403.0752	52.3204
1_MACS_peak_26502_lociStitched	chr6	43237015	43237499	1	485	311.6476	64.7108
1_MACS_peak_28019_lociStitched	chr7	155658975	155659459	1	485	460.768	26.9588
1_MACS_peak_28170_lociStitched	chr7	157398608	157399092	1	485	418.9988	14.6652
1_MACS_peak_4257_lociStitched	chr1	147532322	147532805	1	484	349.692	90.46589999999999
1_MACS_peak_10943_lociStitched	chr16	87692010	87692493	1	484	323.6583	10.143
1_MACS_peak_21408_lociStitched	chr21	46109759	46110242	1	484	352.59	59.0709
1_MACS_peak_24621_lociStitched	chr4	3787656	3788139	1	484	311.4384	8.5008
1_MACS_peak_25820_lociStitched	chr5	171920205	171920688	1	484	280.7196	23.3772
1_MACS_peak_29852_lociStitched	chr9	124344519	124345002	1	484	425.4747	36.708
1_MACS_peak_3596_lociStitched	chr1	30031865	30032347	1	483	390.4682	27.0402
1_MACS_peak_8515_lociStitched	chr12	91406338	91406820	1	483	459.587	58.6594
1_MACS_peak_9558_lociStitched	chr15	78174376	78174858	1	483	405.4584	24.8712
1_MACS_peak_9782_lociStitched	chr16	915006	915488	1	483	329.3506	23.618000000000002
1_MACS_peak_10186_lociStitched	chr16	4263916	4264398	1	483	266.9316	29.257399999999997
1_MACS_peak_10585_lociStitched	chr16	66462539	66463021	1	483	305.8772	41.3074
1_MACS_peak_11558_lociStitched	chr17	4696355	4696837	1	483	357.0656	72.0108
1_MACS_peak_12994_lociStitched	chr17	61973673	61974155	1	483	335.5684	55.5746
1_MACS_peak_25488_lociStitched	chr4	123609744	123610226	1	483	436.1618	71.9144
1_MACS_peak_25753_lociStitched	chr5	134914297	134914779	1	483	346.65439999999995	13.1586
1_MACS_peak_29514_lociStitched	chr8	144307978	144308460	1	483	364.8258	4.4344
1_MACS_peak_15377_lociStitched	chr19	7426721	7427202	1	482	732.6592	13.6123
1_MACS_peak_21031_lociStitched	chr21	40165857	40166338	1	482	377.58500000000004	83.06869999999999
1_MACS_peak_22668_lociStitched	chr22	42962621	42963102	1	482	376.3344	75.37270000000001
1_MACS_peak_28216_lociStitched	chr7	157534074	157534555	1	482	441.7023	21.8855
1_MACS_peak_30391_lociStitched	chr9	134629452	134629933	1	482	426.2141	27.5613
1_MACS_peak_31071_lociStitched	chr9	137532739	137533220	1	482	337.3734	16.9793
1_MACS_peak_4857_lociStitched	chr10	5882294	5882774	1	481	316.22400000000005	33.984
1_MACS_peak_7384_lociStitched	chr11	70510559	70511039	1	481	365.76	37.488
1_MACS_peak_9222_lociStitched	chr15	59664838	59665318	1	481	358.128	84.47999999999999
1_MACS_peak_9457_lociStitched	chr15	76077714	76078194	1	481	405.744	63.312
1_MACS_peak_11869_lociStitched	chr17	9807474	9807954	1	481	364.464	87.216
1_MACS_peak_17493_lociStitched	chr19	44959329	44959809	1	481	624.144	127.15200000000002
