GENE_ID	locusLine	bin_1_26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13.bam
7_MACS_peak_33525_lociStitched	chr7(.):155815166-155822219	0.8649
1_MACS_peak_33532_lociStitched	chr7(.):155827616-155828606	0.7815
4_MACS_peak_33533_lociStitched	chr7(.):155830263-155839706	1.0381
3_MACS_peak_33537_lociStitched	chr7(.):155847596-155852915	1.0645
2_MACS_peak_33540_lociStitched	chr7(.):155854987-155856293	0.9178
1_MACS_peak_33542_lociStitched	chr7(.):155862223-155862564	0.8934
4_MACS_peak_33543_lociStitched	chr7(.):155865402-155868290	0.7928
2_MACS_peak_33547_lociStitched	chr7(.):155872776-155874198	0.9877
3_MACS_peak_33549_lociStitched	chr7(.):155883540-155886702	0.8308
3_MACS_peak_33552_lociStitched	chr7(.):155896622-155899103	0.7959
1_MACS_peak_33555_lociStitched	chr7(.):155903492-155903936	0.5909
1_MACS_peak_33556_lociStitched	chr7(.):155911160-155911560	0.6482
6_MACS_peak_33557_lociStitched	chr7(.):155913416-155922761	1.2233
3_MACS_peak_33563_lociStitched	chr7(.):155936726-155939891	0.8276
4_MACS_peak_33566_lociStitched	chr7(.):155950110-155953971	0.8182
3_MACS_peak_33570_lociStitched	chr7(.):155960200-155963486	0.6991
3_MACS_peak_33573_lociStitched	chr7(.):155964604-155969029	1.0821
3_MACS_peak_33576_lociStitched	chr7(.):155971177-155972933	1.0488
1_MACS_peak_33579_lociStitched	chr7(.):155984339-155985005	0.6898
4_MACS_peak_33580_lociStitched	chr7(.):155987292-155992199	0.9336
4_MACS_peak_33584_lociStitched	chr7(.):155994576-156000180	0.9903
1_MACS_peak_33588_lociStitched	chr7(.):156011885-156013757	0.8437
1_MACS_peak_33589_lociStitched	chr7(.):156014908-156015370	0.7914
1_MACS_peak_33590_lociStitched	chr7(.):156025126-156026473	0.9888
4_MACS_peak_33591_lociStitched	chr7(.):156028023-156032350	0.886
2_MACS_peak_33595_lociStitched	chr7(.):156043607-156045044	0.7413
1_MACS_peak_33597_lociStitched	chr7(.):156135575-156136475	0.992
1_MACS_peak_33598_lociStitched	chr7(.):156140391-156140817	0.6599
1_MACS_peak_33599_lociStitched	chr7(.):156181485-156182337	0.9519
2_MACS_peak_33600_lociStitched	chr7(.):156233075-156234866	0.8365
1_MACS_peak_33602_lociStitched	chr7(.):156237641-156238098	0.7442
1_MACS_peak_33603_lociStitched	chr7(.):156239546-156239900	0.5039
3_MACS_peak_33604_lociStitched	chr7(.):156255378-156257719	0.7653
4_MACS_peak_33607_lociStitched	chr7(.):156296321-156299469	0.9491
2_MACS_peak_33611_lociStitched	chr7(.):156308389-156309646	0.8003
2_MACS_peak_33613_lociStitched	chr7(.):156736215-156737775	1.0251
3_MACS_peak_33615_lociStitched	chr7(.):156793363-156797590	0.9825
1_MACS_peak_33618_lociStitched	chr7(.):156801814-156802377	0.8705
2_MACS_peak_33619_lociStitched	chr7(.):156813177-156815199	0.7554
3_MACS_peak_33621_lociStitched	chr7(.):157069155-157077588	1.3394
4_MACS_peak_33624_lociStitched	chr7(.):157079363-157090378	1.4762
2_MACS_peak_33628_lociStitched	chr7(.):157215765-157225619	1.6632
4_MACS_peak_33630_lociStitched	chr7(.):157226789-157231805	0.9902
2_MACS_peak_33634_lociStitched	chr7(.):157236018-157239598	1.0608
2_MACS_peak_33636_lociStitched	chr7(.):157246021-157247387	0.7552
6_MACS_peak_33638_lociStitched	chr7(.):157248761-157263342	1.1465
1_MACS_peak_33644_lociStitched	chr7(.):157267412-157270653	1.1927
1_MACS_peak_33645_lociStitched	chr7(.):157277358-157277907	0.7026
1_MACS_peak_33646_lociStitched	chr7(.):157279783-157280497	0.9173
1_MACS_peak_33647_lociStitched	chr7(.):157282224-157282679	0.6469
3_MACS_peak_33648_lociStitched	chr7(.):157288795-157292307	0.8536
4_MACS_peak_33651_lociStitched	chr7(.):157305472-157310777	0.9184
1_MACS_peak_33655_lociStitched	chr7(.):157316420-157316857	0.6495
1_MACS_peak_33656_lociStitched	chr7(.):157318669-157320035	1.0586
2_MACS_peak_33657_lociStitched	chr7(.):157321838-157324958	1.0304
3_MACS_peak_33659_lociStitched	chr7(.):157330582-157337223	1.2374
4_MACS_peak_33662_lociStitched	chr7(.):157339404-157347923	1.1829
1_MACS_peak_33666_lociStitched	chr7(.):157349287-157349808	0.7771
3_MACS_peak_33667_lociStitched	chr7(.):157351596-157354985	0.8733
2_MACS_peak_33670_lociStitched	chr7(.):157357766-157359709	0.8789
10_MACS_peak_33672_lociStitched	chr7(.):157360885-157374446	1.0178
3_MACS_peak_33682_lociStitched	chr7(.):157375787-157382502	1.2522
1_MACS_peak_33685_lociStitched	chr7(.):157383542-157384233	1.0408
5_MACS_peak_33686_lociStitched	chr7(.):157386035-157392467	1.0169
13_MACS_peak_33691_lociStitched	chr7(.):157394480-157415977	1.1317
2_MACS_peak_33704_lociStitched	chr7(.):157417232-157419074	0.7301
3_MACS_peak_33706_lociStitched	chr7(.):157421281-157424038	0.9825
1_MACS_peak_33709_lociStitched	chr7(.):157427113-157427938	0.9172
1_MACS_peak_33710_lociStitched	chr7(.):157429827-157430514	0.8186
4_MACS_peak_33711_lociStitched	chr7(.):157434560-157438618	0.8948
3_MACS_peak_33715_lociStitched	chr7(.):157444032-157448814	1.1096
3_MACS_peak_33718_lociStitched	chr7(.):157451354-157458066	0.9253
5_MACS_peak_33721_lociStitched	chr7(.):157459767-157470331	1.2454
3_MACS_peak_33726_lociStitched	chr7(.):157474543-157476573	1.0462
1_MACS_peak_33729_lociStitched	chr7(.):157478290-157478562	0.5849
1_MACS_peak_33730_lociStitched	chr7(.):157482293-157482654	0.5565
1_MACS_peak_33731_lociStitched	chr7(.):157486918-157487233	0.645
4_MACS_peak_33732_lociStitched	chr7(.):157492001-157501392	1.225
1_MACS_peak_33736_lociStitched	chr7(.):157502435-157502744	0.5137
3_MACS_peak_33737_lociStitched	chr7(.):157505362-157509831	0.9812
7_MACS_peak_33740_lociStitched	chr7(.):157511205-157518823	0.9471
6_MACS_peak_33747_lociStitched	chr7(.):157529143-157536099	0.9695
1_MACS_peak_33753_lociStitched	chr7(.):157543521-157544074	0.9805
2_MACS_peak_33754_lociStitched	chr7(.):157545402-157547270	1.0452
2_MACS_peak_33756_lociStitched	chr7(.):157548833-157552579	0.8712
2_MACS_peak_33758_lociStitched	chr7(.):157562207-157563987	0.9409
2_MACS_peak_33760_lociStitched	chr7(.):157565437-157568605	0.9602
1_MACS_peak_33762_lociStitched	chr7(.):157570651-157571247	0.9161
3_MACS_peak_33763_lociStitched	chr7(.):157574436-157576718	0.9686
2_MACS_peak_33766_lociStitched	chr7(.):157577807-157580094	0.7996
1_MACS_peak_33768_lociStitched	chr7(.):157581156-157581788	1.2141
5_MACS_peak_33769_lociStitched	chr7(.):157584653-157593172	1.0098
1_MACS_peak_33774_lociStitched	chr7(.):157594428-157595324	0.8209
4_MACS_peak_33775_lociStitched	chr7(.):157601592-157606770	1.0639
3_MACS_peak_33779_lociStitched	chr7(.):157607778-157609749	0.9408
6_MACS_peak_33782_lociStitched	chr7(.):157622095-157627704	0.9072
1_MACS_peak_33788_lociStitched	chr7(.):157631524-157631989	0.8327
6_MACS_peak_33789_lociStitched	chr7(.):157633079-157650665	1.3945
4_MACS_peak_33795_lociStitched	chr7(.):157652510-157661996	1.3983
2_MACS_peak_33799_lociStitched	chr7(.):157664441-157667410	0.9942
1_MACS_peak_33801_lociStitched	chr7(.):157668586-157668947	0.6538
1_MACS_peak_33802_lociStitched	chr7(.):157673927-157674230	0.6413
2_MACS_peak_33803_lociStitched	chr7(.):157689694-157699373	1.1187
1_MACS_peak_33805_lociStitched	chr7(.):157717347-157717710	0.6945
1_MACS_peak_33806_lociStitched	chr7(.):157719348-157719703	0.7059
1_MACS_peak_33807_lociStitched	chr7(.):157721921-157722458	0.9483
3_MACS_peak_33808_lociStitched	chr7(.):157727883-157732187	0.9093
3_MACS_peak_33811_lociStitched	chr7(.):157737054-157738861	0.745
3_MACS_peak_33814_lociStitched	chr7(.):157744018-157746942	0.7961
1_MACS_peak_33817_lociStitched	chr7(.):157748226-157748627	0.6264
2_MACS_peak_33818_lociStitched	chr7(.):157754811-157756017	0.7216
1_MACS_peak_33820_lociStitched	chr7(.):157764740-157765529	0.7247
1_MACS_peak_33821_lociStitched	chr7(.):157766674-157766998	0.8597
1_MACS_peak_33822_lociStitched	chr7(.):157768669-157768954	0.6455
2_MACS_peak_33823_lociStitched	chr7(.):157780394-157782307	0.7882
1_MACS_peak_33825_lociStitched	chr7(.):157849857-157850371	0.9849
1_MACS_peak_33826_lociStitched	chr7(.):157852327-157852970	0.5963
6_MACS_peak_33827_lociStitched	chr7(.):157854623-157861842	0.962
5_MACS_peak_33833_lociStitched	chr7(.):157865057-157871093	0.9354
1_MACS_peak_33838_lociStitched	chr7(.):157888184-157888616	0.7677
1_MACS_peak_33839_lociStitched	chr7(.):157891173-157891776	0.7352
5_MACS_peak_33840_lociStitched	chr7(.):157913864-157921553	0.9591
7_MACS_peak_33845_lociStitched	chr7(.):157925541-157938549	1.0244
1_MACS_peak_33852_lociStitched	chr7(.):157943894-157944371	0.7992
1_MACS_peak_33853_lociStitched	chr7(.):157950855-157952254	0.8625
5_MACS_peak_33854_lociStitched	chr7(.):157955086-157961369	1.1423
2_MACS_peak_33859_lociStitched	chr7(.):157966722-157969319	1.0381
1_MACS_peak_33861_lociStitched	chr7(.):157978634-157979072	0.668
6_MACS_peak_33862_lociStitched	chr7(.):157981474-157988206	0.9774
1_MACS_peak_33868_lociStitched	chr7(.):157997768-157998098	0.9336
3_MACS_peak_33869_lociStitched	chr7(.):158028811-158033902	0.9464
1_MACS_peak_33872_lociStitched	chr7(.):158044323-158044646	0.7152
1_MACS_peak_33873_lociStitched	chr7(.):158045856-158046632	1.108
3_MACS_peak_33874_lociStitched	chr7(.):158047750-158051477	0.9551
2_MACS_peak_33877_lociStitched	chr7(.):158058446-158060174	0.9615
1_MACS_peak_33879_lociStitched	chr7(.):158062806-158063410	0.8119
6_MACS_peak_33880_lociStitched	chr7(.):158065086-158078455	1.1515
1_MACS_peak_33886_lociStitched	chr7(.):158089171-158089516	0.754
3_MACS_peak_33887_lociStitched	chr7(.):158108587-158111732	0.8749
2_MACS_peak_33890_lociStitched	chr7(.):158113996-158115690	0.789
2_MACS_peak_33892_lociStitched	chr7(.):158143730-158144896	0.9904
4_MACS_peak_33894_lociStitched	chr7(.):158148326-158151960	0.8967
1_MACS_peak_33898_lociStitched	chr7(.):158159631-158160406	0.8789
3_MACS_peak_33899_lociStitched	chr7(.):158164603-158167737	0.9509
4_MACS_peak_33902_lociStitched	chr7(.):158178596-158187874	1.1139
6_MACS_peak_33906_lociStitched	chr7(.):158192295-158200253	0.9916
1_MACS_peak_33912_lociStitched	chr7(.):158201804-158205005	1.2187
11_MACS_peak_33913_lociStitched	chr7(.):158206439-158218399	0.9787
2_MACS_peak_33924_lociStitched	chr7(.):158221226-158224003	1.1581
6_MACS_peak_33926_lociStitched	chr7(.):158235750-158243803	0.9212
6_MACS_peak_33932_lociStitched	chr7(.):158246554-158254681	0.8472
2_MACS_peak_33938_lociStitched	chr7(.):158261924-158263785	0.776
2_MACS_peak_33940_lociStitched	chr7(.):158265830-158274091	1.3879
2_MACS_peak_33942_lociStitched	chr7(.):158276113-158277895	0.9039
3_MACS_peak_33944_lociStitched	chr7(.):158280611-158285828	1.133
2_MACS_peak_33947_lociStitched	chr7(.):158287175-158288003	0.7113
3_MACS_peak_33949_lociStitched	chr7(.):158291307-158295586	1.1375
2_MACS_peak_33952_lociStitched	chr7(.):158298835-158300286	0.7672
3_MACS_peak_33954_lociStitched	chr7(.):158301663-158306182	1.1214
3_MACS_peak_33957_lociStitched	chr7(.):158307903-158312412	0.9707
1_MACS_peak_33960_lociStitched	chr7(.):158314526-158315052	0.7472
7_MACS_peak_33961_lociStitched	chr7(.):158317366-158326977	1.1291
2_MACS_peak_33968_lociStitched	chr7(.):158329472-158332575	0.9377
3_MACS_peak_33970_lociStitched	chr7(.):158334279-158343317	1.1187
1_MACS_peak_33973_lociStitched	chr7(.):158347192-158348258	0.9734
2_MACS_peak_33974_lociStitched	chr7(.):158349499-158350617	0.8562
2_MACS_peak_33976_lociStitched	chr7(.):158352660-158353808	1.0215
2_MACS_peak_33978_lociStitched	chr7(.):158355372-158357936	0.9346
2_MACS_peak_33980_lociStitched	chr7(.):158377432-158378692	0.9066
1_MACS_peak_33982_lociStitched	chr7(.):158749196-158749663	0.7
3_MACS_peak_33983_lociStitched	chr7(.):158782157-158786592	1.0119
2_MACS_peak_33986_lociStitched	chr7(.):158792057-158794554	1.0855
6_MACS_peak_33988_lociStitched	chr7(.):158799988-158808472	0.9814
5_MACS_peak_33994_lociStitched	chr7(.):158819704-158824828	0.8135
1_MACS_peak_33999_lociStitched	chr7(.):158878499-158878839	0.5889
1_MACS_peak_34000_lociStitched	chr7(.):158881739-158882110	0.4386
3_MACS_peak_34001_lociStitched	chr7(.):158884047-158887502	0.888
2_MACS_peak_34004_lociStitched	chr7(.):158888541-158891088	0.7966
2_MACS_peak_34006_lociStitched	chr7(.):158895574-158898599	0.8851
1_MACS_peak_34008_lociStitched	chr7(.):158901215-158901652	0.6733
2_MACS_peak_34009_lociStitched	chr7(.):158905223-158906416	0.7096
3_MACS_peak_34011_lociStitched	chr7(.):158908106-158911131	0.8417
1_MACS_peak_34014_lociStitched	chr7(.):158930542-158930878	0.6485
5_MACS_peak_34015_lociStitched	chr7(.):158945294-158951477	0.8177
2_MACS_peak_34020_lociStitched	chr7(.):158962300-158963490	1.0024
1_MACS_peak_34022_lociStitched	chr7(.):158997338-158997911	1.0864
3_MACS_peak_34023_lociStitched	chr7(.):159022554-159024795	0.9438
1_MACS_peak_34026_lociStitched	chr8(.):36678-37187	0.7571
3_MACS_peak_34027_lociStitched	chr8(.):253626-255556	0.6343
1_MACS_peak_34030_lociStitched	chr8(.):277465-277825	0.6426
1_MACS_peak_34031_lociStitched	chr8(.):287223-287551	0.4341
1_MACS_peak_34032_lociStitched	chr8(.):289614-289986	0.5605
1_MACS_peak_34033_lociStitched	chr8(.):295542-295843	0.5028
1_MACS_peak_34034_lociStitched	chr8(.):297260-297595	0.6877
6_MACS_peak_34035_lociStitched	chr8(.):328429-332832	0.9683
4_MACS_peak_34041_lociStitched	chr8(.):334588-338693	0.7664
1_MACS_peak_34045_lociStitched	chr8(.):519447-519712	0.5596
1_MACS_peak_34046_lociStitched	chr8(.):528839-529240	0.844
1_MACS_peak_34047_lociStitched	chr8(.):551993-552318	0.4554
1_MACS_peak_34048_lociStitched	chr8(.):564151-564456	0.6448
1_MACS_peak_34049_lociStitched	chr8(.):567256-567669	0.8631
1_MACS_peak_34050_lociStitched	chr8(.):577183-577496	0.794
2_MACS_peak_34051_lociStitched	chr8(.):584357-585843	0.7413
1_MACS_peak_34053_lociStitched	chr8(.):587148-587478	0.9056
4_MACS_peak_34054_lociStitched	chr8(.):681907-684663	0.9493
1_MACS_peak_34058_lociStitched	chr8(.):685726-686103	0.9411
3_MACS_peak_34059_lociStitched	chr8(.):699589-702572	0.8057
4_MACS_peak_34062_lociStitched	chr8(.):703680-708071	0.8988
3_MACS_peak_34066_lociStitched	chr8(.):709294-712295	0.8607
1_MACS_peak_34069_lociStitched	chr8(.):736171-736611	0.9443
1_MACS_peak_34070_lociStitched	chr8(.):739803-740196	0.8417
1_MACS_peak_34071_lociStitched	chr8(.):752324-752692	0.5496
2_MACS_peak_34072_lociStitched	chr8(.):761087-762022	0.8542
1_MACS_peak_34074_lociStitched	chr8(.):810891-811269	0.8056
1_MACS_peak_34075_lociStitched	chr8(.):881263-881562	0.6413
1_MACS_peak_34076_lociStitched	chr8(.):893509-893819	0.579
1_MACS_peak_34077_lociStitched	chr8(.):914563-915930	0.9043
1_MACS_peak_34078_lociStitched	chr8(.):927835-928363	0.7274
1_MACS_peak_34079_lociStitched	chr8(.):971937-972298	0.7413
1_MACS_peak_34080_lociStitched	chr8(.):974342-974595	0.747
1_MACS_peak_34081_lociStitched	chr8(.):1043511-1044212	0.6657
1_MACS_peak_34082_lociStitched	chr8(.):1387402-1387826	0.7476
1_MACS_peak_34083_lociStitched	chr8(.):1403461-1403792	0.5711
1_MACS_peak_34084_lociStitched	chr8(.):1412109-1412504	0.7427
2_MACS_peak_34085_lociStitched	chr8(.):1417973-1419544	0.7618
1_MACS_peak_34087_lociStitched	chr8(.):1424702-1425582	0.9992
1_MACS_peak_34088_lociStitched	chr8(.):1487690-1488010	0.8542
1_MACS_peak_34089_lociStitched	chr8(.):1531695-1532021	0.6153
1_MACS_peak_34090_lociStitched	chr8(.):1574039-1574348	0.5653
1_MACS_peak_34091_lociStitched	chr8(.):1575758-1576204	0.6842
1_MACS_peak_34092_lociStitched	chr8(.):1581382-1581745	0.8555
5_MACS_peak_34093_lociStitched	chr8(.):1584901-1590094	0.914
4_MACS_peak_34098_lociStitched	chr8(.):1599132-1602651	0.6865
2_MACS_peak_34102_lociStitched	chr8(.):1616629-1617547	0.9542
1_MACS_peak_34104_lociStitched	chr8(.):1624618-1625092	0.7803
2_MACS_peak_34105_lociStitched	chr8(.):1627154-1627850	0.6419
2_MACS_peak_34107_lociStitched	chr8(.):1636313-1637918	0.7188
2_MACS_peak_34109_lociStitched	chr8(.):1642459-1646500	1.1005
2_MACS_peak_34111_lociStitched	chr8(.):1648467-1649406	0.6687
3_MACS_peak_34113_lociStitched	chr8(.):1653512-1655286	0.9063
4_MACS_peak_34116_lociStitched	chr8(.):1677268-1682172	0.9235
2_MACS_peak_34120_lociStitched	chr8(.):1684749-1686551	0.8635
1_MACS_peak_34122_lociStitched	chr8(.):1703658-1704092	0.9206
1_MACS_peak_34123_lociStitched	chr8(.):1706088-1706630	1.0192
1_MACS_peak_34124_lociStitched	chr8(.):1759679-1761838	1.1019
4_MACS_peak_34125_lociStitched	chr8(.):1762881-1766707	0.8062
1_MACS_peak_34129_lociStitched	chr8(.):1774324-1780376	1.1341
1_MACS_peak_34130_lociStitched	chr8(.):1781564-1782930	0.9427
3_MACS_peak_34131_lociStitched	chr8(.):1784318-1787350	0.8025
4_MACS_peak_34134_lociStitched	chr8(.):1790405-1794300	1.0437
1_MACS_peak_34138_lociStitched	chr8(.):1796075-1796413	0.5233
9_MACS_peak_34139_lociStitched	chr8(.):1799382-1814598	1.1081
2_MACS_peak_34148_lociStitched	chr8(.):1817789-1819396	0.7761
9_MACS_peak_34150_lociStitched	chr8(.):1820460-1833231	1.0197
5_MACS_peak_34159_lociStitched	chr8(.):1844932-1858061	1.1533
3_MACS_peak_34164_lociStitched	chr8(.):1859650-1864757	1.2897
5_MACS_peak_34167_lociStitched	chr8(.):1869826-1874834	0.8239
2_MACS_peak_34172_lociStitched	chr8(.):1877323-1879317	1.3012
2_MACS_peak_34174_lociStitched	chr8(.):1883254-1889177	1.1931
9_MACS_peak_34176_lociStitched	chr8(.):1890287-1916608	1.3291
5_MACS_peak_34185_lociStitched	chr8(.):1918212-1925321	0.9121
4_MACS_peak_34190_lociStitched	chr8(.):1926532-1930222	0.9372
4_MACS_peak_34194_lociStitched	chr8(.):1931370-1935871	0.9921
5_MACS_peak_34198_lociStitched	chr8(.):1942044-1947221	1.0168
1_MACS_peak_34203_lociStitched	chr8(.):1948580-1949033	0.5977
5_MACS_peak_34204_lociStitched	chr8(.):1952789-1961322	1.165
1_MACS_peak_34209_lociStitched	chr8(.):1969685-1972092	1.3032
2_MACS_peak_34210_lociStitched	chr8(.):2195358-2198690	1.1756
1_MACS_peak_34212_lociStitched	chr8(.):2208816-2210285	0.911
1_MACS_peak_34213_lociStitched	chr8(.):2215500-2216054	0.6926
1_MACS_peak_34214_lociStitched	chr8(.):2362298-2363303	1.2266
1_MACS_peak_34215_lociStitched	chr8(.):4851615-4851955	0.6195
2_MACS_peak_34216_lociStitched	chr8(.):6661302-6662489	0.7067
3_MACS_peak_34218_lociStitched	chr8(.):6663850-6665781	0.8577
1_MACS_peak_34221_lociStitched	chr8(.):6758743-6759117	0.5387
1_MACS_peak_34222_lociStitched	chr8(.):7078261-7078822	0.7356
1_MACS_peak_34223_lociStitched	chr8(.):7080555-7080890	0.4778
2_MACS_peak_34224_lociStitched	chr8(.):7084364-7085387	0.6604
1_MACS_peak_34226_lociStitched	chr8(.):7107663-7108175	0.6559
6_MACS_peak_34227_lociStitched	chr8(.):7110646-7117507	0.8538
6_MACS_peak_34233_lociStitched	chr8(.):7118649-7125405	0.7462
14_MACS_peak_34239_lociStitched	chr8(.):7126821-7140311	0.7963
5_MACS_peak_34253_lociStitched	chr8(.):7141687-7148346	0.813
3_MACS_peak_34258_lociStitched	chr8(.):7149613-7154109	0.8326
1_MACS_peak_34261_lociStitched	chr8(.):7190581-7191003	1.1286
1_MACS_peak_34262_lociStitched	chr8(.):7192380-7192762	0.6263
1_MACS_peak_34263_lociStitched	chr8(.):7195305-7195819	0.9141
1_MACS_peak_34264_lociStitched	chr8(.):7399465-7399837	0.6415
3_MACS_peak_34265_lociStitched	chr8(.):7403692-7406697	0.5945
17_MACS_peak_34268_lociStitched	chr8(.):7408277-7421937	0.754
13_MACS_peak_34285_lociStitched	chr8(.):7423453-7444313	1.3084
1_MACS_peak_34298_lociStitched	chr8(.):7447518-7448000	0.4752
1_MACS_peak_34299_lociStitched	chr8(.):7468881-7469617	0.8003
1_MACS_peak_34300_lociStitched	chr8(.):7473756-7474162	0.6438
1_MACS_peak_34301_lociStitched	chr8(.):7535998-7536402	0.5394
2_MACS_peak_34302_lociStitched	chr8(.):7538453-7539486	0.6609
1_MACS_peak_34304_lociStitched	chr8(.):7543511-7543923	0.53
1_MACS_peak_34305_lociStitched	chr8(.):7566202-7566831	0.728
1_MACS_peak_34306_lociStitched	chr8(.):7568482-7568761	0.4377
50_MACS_peak_34307_lociStitched	chr8(.):7570006-7630151	0.7266
1_MACS_peak_34357_lociStitched	chr8(.):7635097-7635373	0.5562
2_MACS_peak_34358_lociStitched	chr8(.):7829589-7830881	1.0138
1_MACS_peak_34360_lociStitched	chr8(.):7834326-7834833	0.6258
16_MACS_peak_34361_lociStitched	chr8(.):7869846-7891190	1.2779
2_MACS_peak_34377_lociStitched	chr8(.):7893317-7894857	0.6794
1_MACS_peak_34379_lociStitched	chr8(.):7917093-7917368	0.5694
1_MACS_peak_34380_lociStitched	chr8(.):7919398-7919745	0.6328
1_MACS_peak_34381_lociStitched	chr8(.):7922271-7922672	0.4817
1_MACS_peak_34382_lociStitched	chr8(.):7924066-7924649	0.6492
3_MACS_peak_34383_lociStitched	chr8(.):9759135-9763298	0.9523
2_MACS_peak_34386_lociStitched	chr8(.):10452242-10453188	0.7833
1_MACS_peak_34388_lociStitched	chr8(.):10456196-10456826	0.9214
3_MACS_peak_34389_lociStitched	chr8(.):10466972-10469748	0.9178
2_MACS_peak_34392_lociStitched	chr8(.):10490457-10492220	0.8681
1_MACS_peak_34394_lociStitched	chr8(.):10493877-10494449	0.9786
1_MACS_peak_34395_lociStitched	chr8(.):10589651-10589966	0.47
1_MACS_peak_34396_lociStitched	chr8(.):11205848-11206178	0.723
