GENE_ID	locusLine	H3k18ac_5_DMSO_compare_signal
MACS_peak_26872_2	chr7(.):73499155-73499213	0.0303
MACS_peak_26873_1	chr7(.):73587547-73587704	0.0336
MACS_peak_26873_2	chr7(.):73587705-73589704	2.6605
MACS_peak_26873_3	chr7(.):73589705-73589875	0.1354
MACS_peak_26874_1	chr7(.):73623369-73625085	1.2288
MACS_peak_26874_2	chr7(.):73625086-73625918	0.7751
MACS_peak_26875_1	chr7(.):73667656-73667737	0.1159
MACS_peak_26875_2	chr7(.):73667738-73669737	2.5607
MACS_peak_26875_3	chr7(.):73669738-73670090	0.1632
MACS_peak_26876	chr7(.):73726274-73727615	0.7709
MACS_peak_26877	chr7(.):73785451-73786531	0.4633
MACS_peak_26878_1	chr7(.):73865791-73867118	1.0253
MACS_peak_26878_2	chr7(.):73867119-73869118	2.119
MACS_peak_26878_3	chr7(.):73869119-73869535	0.2774
MACS_peak_26879	chr7(.):73939601-73941189	0.4959
MACS_peak_26881	chr7(.):74057177-74058989	1.3242
MACS_peak_26882	chr7(.):74062947-74065808	1.257
MACS_peak_26883_1	chr7(.):74070517-74071028	0.68
MACS_peak_26883_2	chr7(.):74071029-74073028	4.2838
MACS_peak_26883_3	chr7(.):74073029-74076786	1.3612
MACS_peak_26884	chr7(.):74179017-74180790	0.4154
MACS_peak_26885_1	chr7(.):74187466-74189307	1.835
MACS_peak_26885_2	chr7(.):74189308-74189920	0.2935
MACS_peak_26886_1	chr7(.):74266438-74266840	0.1708
MACS_peak_26886_2	chr7(.):74266841-74268693	3.9367
MACS_peak_26887_1	chr7(.):74305568-74305730	0.0606
MACS_peak_26887_2	chr7(.):74305731-74305892	0.0451
MACS_peak_26887_3	chr7(.):74305893-74307730	2.7325
MACS_peak_26887_4	chr7(.):74307731-74307892	0.3555
MACS_peak_26887_5	chr7(.):74307893-74308921	0.4602
MACS_peak_26888	chr7(.):74331734-74332882	0.4128
MACS_peak_26889	chr7(.):74341175-74343265	1.0828
MACS_peak_26890	chr7(.):74343513-74345461	0.1986
MACS_peak_26891	chr7(.):74346312-74347830	0.2401
MACS_peak_26893_1	chr7(.):74488533-74488698	0.0767
MACS_peak_26893_2	chr7(.):74488699-74490523	1.3912
MACS_peak_26894_1	chr7(.):74507501-74509345	4.5317
MACS_peak_26894_2	chr7(.):74509346-74509808	0.2644
MACS_peak_26896_1	chr7(.):74586350-74586815	0.198
MACS_peak_26896_2	chr7(.):74586816-74588683	1.6965
MACS_peak_26897	chr7(.):74595824-74596751	0.2943
MACS_peak_26898	chr7(.):74652791-74654195	0.8869
MACS_peak_26899	chr7(.):74688681-74691029	0.723
MACS_peak_26900_1	chr7(.):74866712-74868340	0.8676
MACS_peak_26900_2	chr7(.):74868341-74868510	0.1638
MACS_peak_26901	chr7(.):74901775-74902712	0.2617
MACS_peak_26902	chr7(.):74902785-74905158	0.6837
MACS_peak_26903	chr7(.):74930268-74932144	0.4185
MACS_peak_26904	chr7(.):74933962-74935939	0.3044
MACS_peak_26905	chr7(.):74958223-74960083	0.3688
MACS_peak_26906_1	chr7(.):74962200-74963558	0.4561
MACS_peak_26906_2	chr7(.):74963559-74964044	0.309
MACS_peak_26907_1	chr7(.):74986060-74987445	0.3412
MACS_peak_26907_2	chr7(.):74987446-74989445	2.0872
MACS_peak_26907_3	chr7(.):74989446-74989668	0.1128
MACS_peak_26908	chr7(.):75027822-75029535	1.2106
MACS_peak_26909	chr7(.):75039239-75040659	0.9301
MACS_peak_26910	chr7(.):75071008-75072952	1.7852
MACS_peak_26911_1	chr7(.):75114620-75116197	0.9916
MACS_peak_26912_1	chr7(.):75156326-75156452	0.0995
MACS_peak_26912_2	chr7(.):75156453-75157930	1.0545
MACS_peak_26913	chr7(.):75199248-75201024	0.4296
MACS_peak_26914	chr7(.):75246523-75248027	0.6617
MACS_peak_26916	chr7(.):75290863-75293292	1.0132
MACS_peak_26917_1	chr7(.):75367592-75369278	1.0048
MACS_peak_26917_2	chr7(.):75369279-75369585	0.3138
MACS_peak_26918	chr7(.):75471712-75472994	0.6873
MACS_peak_26920_1	chr7(.):75504138-75507315	1.2911
MACS_peak_26920_2	chr7(.):75507316-75509315	1.9205
MACS_peak_26921_1	chr7(.):75543366-75543418	0.0076
MACS_peak_26921_2	chr7(.):75543419-75545234	1.2154
MACS_peak_26923_1	chr7(.):75676142-75676320	0.0015
MACS_peak_26923_2	chr7(.):75676321-75676391	0.0303
MACS_peak_26923_3	chr7(.):75676392-75678320	1.5673
MACS_peak_26923_4	chr7(.):75678321-75678391	0.0489
MACS_peak_26923_5	chr7(.):75678392-75678570	0.1206
MACS_peak_26924	chr7(.):75795190-75796751	0.6747
MACS_peak_26925_1	chr7(.):75931934-75932873	0.4269
MACS_peak_26925_2	chr7(.):75932874-75933431	0.811
MACS_peak_26926	chr7(.):75946562-75949119	1.3917
MACS_peak_26927_1	chr7(.):75986672-75987341	0.2721
MACS_peak_26927_2	chr7(.):75987342-75989341	3.5143
MACS_peak_26927_3	chr7(.):75989342-75989829	0.3037
MACS_peak_26928	chr7(.):75992825-75995153	1.5331
MACS_peak_26929	chr7(.):76008554-76010406	2.144
MACS_peak_26930	chr7(.):76017206-76019704	1.3489
MACS_peak_26931	chr7(.):76021678-76023578	1.4214
MACS_peak_26932_1	chr7(.):76026419-76027668	0.4158
MACS_peak_26933_1	chr7(.):76052267-76053270	0.1995
MACS_peak_26933_2	chr7(.):76053271-76055270	0.7954
MACS_peak_26933_3	chr7(.):76055271-76056150	0.1928
MACS_peak_26934	chr7(.):76074008-76075874	0.5878
MACS_peak_26935_1	chr7(.):76090568-76091970	1.1511
MACS_peak_26935_2	chr7(.):76091971-76092263	0.1434
MACS_peak_26936_1	chr7(.):76177920-76179656	1.1616
MACS_peak_26936_2	chr7(.):76179657-76179856	0.1339
MACS_peak_26937	chr7(.):76234694-76236195	0.514
MACS_peak_26938_1	chr7(.):76255404-76255619	0.1289
MACS_peak_26938_2	chr7(.):76255620-76257587	1.7561
MACS_peak_26939	chr7(.):76492087-76493144	0.3573
MACS_peak_26940	chr7(.):76541016-76542264	0.4544
MACS_peak_26941	chr7(.):76547238-76549514	0.492
MACS_peak_26942	chr7(.):76556585-76557968	0.6013
MACS_peak_26943	chr7(.):76588694-76590243	0.8402
MACS_peak_26944	chr7(.):76662005-76664054	0.327
MACS_peak_26945_1	chr7(.):76666390-76667795	0.3843
MACS_peak_26945_2	chr7(.):76667796-76668082	0.0478
MACS_peak_26946_1	chr7(.):76750617-76750932	0.0461
MACS_peak_26946_2	chr7(.):76750933-76752841	0.994
MACS_peak_26947	chr7(.):76757394-76758965	0.4914
MACS_peak_26948	chr7(.):76785994-76787586	0.9235
MACS_peak_26949	chr7(.):76821460-76823112	0.5284
MACS_peak_26950_1	chr7(.):76828150-76830149	0.6118
MACS_peak_26951	chr7(.):76831239-76833459	0.7399
MACS_peak_26952	chr7(.):76894560-76896956	0.3752
MACS_peak_26953	chr7(.):76897104-76900835	1.3673
MACS_peak_26954	chr7(.):76955805-76961726	1.1515
MACS_peak_26954	chr7(.):76955805-76961726	1.1515
MACS_peak_26955	chr7(.):76964537-76966329	0.4375
MACS_peak_26957_1	chr7(.):77044591-77044716	0.1206
MACS_peak_26957_2	chr7(.):77044717-77046716	2.5598
MACS_peak_26957_3	chr7(.):77046717-77046999	0.2948
MACS_peak_26958	chr7(.):77080789-77082154	0.5134
MACS_peak_26959	chr7(.):77127289-77129303	0.9479
MACS_peak_26960	chr7(.):77135453-77136685	0.4166
MACS_peak_26961_1	chr7(.):77165376-77165771	0.349
MACS_peak_26961_2	chr7(.):77165772-77166350	1.1813
MACS_peak_26961_3	chr7(.):77166351-77167771	0.997
MACS_peak_26961_4	chr7(.):77167772-77167970	0.2308
MACS_peak_26962_1	chr7(.):77324742-77326741	2.722
MACS_peak_26962_2	chr7(.):77326742-77327882	0.2638
MACS_peak_26963_1	chr7(.):77426695-77426746	0.1514
MACS_peak_26963_2	chr7(.):77426747-77427107	0.4008
MACS_peak_26963_3	chr7(.):77427108-77428746	2.6105
MACS_peak_26963_4	chr7(.):77428747-77429107	0.8795
MACS_peak_26963_5	chr7(.):77429108-77429362	0.2188
MACS_peak_26965	chr7(.):77883762-77884968	0.4764
MACS_peak_26966	chr7(.):77894590-77896030	0.6507
MACS_peak_26969	chr7(.):78113660-78128582	3.9593
MACS_peak_26971	chr7(.):78399557-78400832	0.5656
MACS_peak_26973	chr7(.):79734852-79737193	0.5626
MACS_peak_26974	chr7(.):79756190-79758770	0.7796
MACS_peak_26975_1	chr7(.):79763349-79765138	1.1464
MACS_peak_26975_2	chr7(.):79765139-79765670	0.5379
MACS_peak_26976	chr7(.):81269928-81272747	0.8082
MACS_peak_26977	chr7(.):81273742-81275901	0.9203
MACS_peak_26981	chr7(.):81441244-81443059	0.5828
MACS_peak_26982	chr7(.):81473856-81476511	1.6063
MACS_peak_26983	chr7(.):81501656-81504122	0.8101
MACS_peak_26984	chr7(.):81514414-81518878	1.0515
MACS_peak_26985_1	chr7(.):82072084-82074001	0.9062
MACS_peak_26986	chr7(.):82187750-82190179	0.4109
MACS_peak_26987	chr7(.):82305608-82309379	1.1286
MACS_peak_26987	chr7(.):82305608-82309379	1.1286
MACS_peak_26988	chr7(.):82593180-82594591	0.8709
MACS_peak_26989_1	chr7(.):82791197-82792978	0.9145
MACS_peak_26990	chr7(.):83686103-83688949	0.6314
MACS_peak_26991	chr7(.):84654267-84656114	1.3853
MACS_peak_26992	chr7(.):84668015-84669915	0.7036
MACS_peak_26993	chr7(.):86397682-86399454	0.217
MACS_peak_26994	chr7(.):86414858-86416254	0.7363
MACS_peak_26995	chr7(.):86417586-86420354	0.5223
MACS_peak_26995	chr7(.):86417586-86420354	0.5223
MACS_peak_26996	chr7(.):86592192-86593900	0.2241
MACS_peak_26997	chr7(.):86607446-86610319	0.3756
MACS_peak_27000_1	chr7(.):86688020-86689877	0.5355
MACS_peak_27001	chr7(.):86772818-86774080	0.536
MACS_peak_27002_1	chr7(.):86780437-86780675	0.0723
MACS_peak_27002_2	chr7(.):86780676-86780868	0.1438
MACS_peak_27002_3	chr7(.):86780869-86782675	4.2049
MACS_peak_27002_4	chr7(.):86782676-86782868	0.4912
MACS_peak_27002_5	chr7(.):86782869-86783245	0.2238
MACS_peak_27003_1	chr7(.):86844921-86848030	0.3861
MACS_peak_27003_2	chr7(.):86848031-86850030	2.394
MACS_peak_27003_3	chr7(.):86850031-86851022	0.3781
MACS_peak_27004	chr7(.):86920521-86921597	0.2053
MACS_peak_27006	chr7(.):86947742-86949473	2.3952
MACS_peak_27007_1	chr7(.):86974082-86975807	1.6402
MACS_peak_27008_1	chr7(.):87257214-87258727	0.4815
MACS_peak_27008_2	chr7(.):87258728-87258788	0.0909
MACS_peak_27009_1	chr7(.):87504244-87504542	0.2301
MACS_peak_27009_2	chr7(.):87504543-87504691	0.4154
MACS_peak_27009_3	chr7(.):87504692-87506542	3.0258
MACS_peak_27009_4	chr7(.):87506543-87506691	0.7037
MACS_peak_27009_5	chr7(.):87506692-87507052	0.3622
MACS_peak_27010	chr7(.):87555085-87557318	2.3401
MACS_peak_27011_1	chr7(.):87562701-87564304	1.1324
MACS_peak_27012_1	chr7(.):87846851-87848392	0.6453
MACS_peak_27012_2	chr7(.):87848393-87850121	1.7735
MACS_peak_27013	chr7(.):88631853-88633467	0.9363
MACS_peak_27014	chr7(.):88652406-88654138	0.4123
MACS_peak_27015	chr7(.):88658487-88660002	0.5689
MACS_peak_27016	chr7(.):89102936-89104834	0.4654
MACS_peak_27017	chr7(.):89468172-89469633	0.8742
MACS_peak_27018_1	chr7(.):89783068-89784457	0.702
MACS_peak_27019	chr7(.):89801808-89803864	0.4219
MACS_peak_27020	chr7(.):89807486-89811216	0.5444
MACS_peak_27021	chr7(.):89871361-89873094	0.3657
MACS_peak_27022_1	chr7(.):89873808-89875448	0.6007
MACS_peak_27023_1	chr7(.):89975056-89976988	1.0349
MACS_peak_27023_2	chr7(.):89976989-89977085	0.0265
MACS_peak_27024_1	chr7(.):90031766-90033652	1.2304
MACS_peak_27026_1	chr7(.):90337350-90337710	0.2076
MACS_peak_27026_2	chr7(.):90337711-90339710	4.1631
MACS_peak_27026_3	chr7(.):90339711-90345340	2.2091
MACS_peak_27027	chr7(.):90352112-90360047	1.6683
MACS_peak_27028	chr7(.):90365324-90367883	1.0071
MACS_peak_27030	chr7(.):90405296-90407581	0.4956
MACS_peak_27031	chr7(.):90558727-90564267	3.0186
MACS_peak_27033_1	chr7(.):90892689-90892781	0.213
MACS_peak_27033_2	chr7(.):90892782-90894781	1.9562
MACS_peak_27033_3	chr7(.):90894782-90895004	0.2503
MACS_peak_27034	chr7(.):91388502-91389641	0.5457
MACS_peak_27035	chr7(.):91472580-91474896	0.5859
MACS_peak_27036_1	chr7(.):91509154-91510823	0.5948
MACS_peak_27037_1	chr7(.):91569222-91571187	1.5424
MACS_peak_27037_2	chr7(.):91571188-91571369	0.2296
MACS_peak_27038_1	chr7(.):91762359-91762839	0.2756
MACS_peak_27038_2	chr7(.):91762840-91763058	0.4405
MACS_peak_27038_3	chr7(.):91763059-91764839	4.045
MACS_peak_27038_4	chr7(.):91764840-91765041	0.1761
MACS_peak_27039_1	chr7(.):91873767-91874211	0.3158
MACS_peak_27039_2	chr7(.):91874228-91874413	0.6289
MACS_peak_27039_3	chr7(.):91874414-91874546	0.6165
MACS_peak_27039_4	chr7(.):91874547-91876211	2.469
MACS_peak_27039_5	chr7(.):91876228-91876413	0.3973
MACS_peak_27039_6	chr7(.):91876414-91876546	0.2957
MACS_peak_27039_7	chr7(.):91876547-91876717	0.155
MACS_peak_27040_1	chr7(.):92076255-92077763	3.3862
MACS_peak_27040_2	chr7(.):92077764-92078340	1.0888
MACS_peak_27041_1	chr7(.):92156377-92156844	0.5959
MACS_peak_27041_2	chr7(.):92156845-92157085	1.1341
MACS_peak_27041_3	chr7(.):92157086-92158844	1.4103
MACS_peak_27041_4	chr7(.):92158845-92158986	0.1134
MACS_peak_27042_1	chr7(.):92218580-92218695	0.0606
MACS_peak_27042_2	chr7(.):92218706-92220126	2.1128
MACS_peak_27043	chr7(.):92240720-92243620	0.8335
MACS_peak_27044	chr7(.):92262018-92265270	0.6334
MACS_peak_27045	chr7(.):92346593-92352472	0.6272
MACS_peak_27046	chr7(.):92358928-92364650	0.4476
MACS_peak_27046	chr7(.):92358928-92364650	0.4476
MACS_peak_27047	chr7(.):92365307-92369914	0.6884
MACS_peak_27049	chr7(.):92396850-92399688	0.8795
MACS_peak_27050	chr7(.):92408194-92409501	0.4584
MACS_peak_27051	chr7(.):92411926-92413791	0.3931
MACS_peak_27052	chr7(.):92437095-92445975	1.8193
MACS_peak_27053_1	chr7(.):92460751-92462230	2.3525
MACS_peak_27053_2	chr7(.):92462231-92464230	2.6143
MACS_peak_27053_3	chr7(.):92464231-92464940	2.259
MACS_peak_27053_4	chr7(.):92464941-92466612	1.039
MACS_peak_27055_1	chr7(.):92746270-92746335	0.1961
MACS_peak_27055_2	chr7(.):92746336-92748335	0.7942
MACS_peak_27055_3	chr7(.):92748336-92748821	0.1317
MACS_peak_27056_1	chr7(.):92774923-92776679	1.4996
MACS_peak_27056_2	chr7(.):92776680-92778539	1.8169
MACS_peak_27057	chr7(.):92793846-92796414	1.0833
MACS_peak_27058_1	chr7(.):92860320-92860651	0.2676
MACS_peak_27058_2	chr7(.):92860652-92862553	1.2693
MACS_peak_27059	chr7(.):92995590-92997444	0.315
MACS_peak_27060	chr7(.):93006343-93008933	0.5449
MACS_peak_27061_1	chr7(.):93632602-93632689	0.0978
MACS_peak_27061_2	chr7(.):93632690-93634182	1.8118
MACS_peak_27062	chr7(.):93789889-93791119	0.9248
MACS_peak_27063_1	chr7(.):94138332-94140168	2.7003
MACS_peak_27063_2	chr7(.):94140169-94140532	0.2615
MACS_peak_27064	chr7(.):94249824-94251684	1.5441
MACS_peak_27065_1	chr7(.):94283904-94284520	0.8257
MACS_peak_27065_2	chr7(.):94284521-94284635	0.7412
MACS_peak_27065_3	chr7(.):94284681-94286520	1.5526
MACS_peak_27065_4	chr7(.):94286521-94286635	0.285
MACS_peak_27065_5	chr7(.):94286681-94287133	0.4347
MACS_peak_27066_1	chr7(.):94536445-94537947	0.9699
MACS_peak_27067_1	chr7(.):94953223-94954879	0.4705
MACS_peak_27068_1	chr7(.):95063326-95063383	0.0924
MACS_peak_27068_2	chr7(.):95063384-95064855	2.0329
MACS_peak_27069	chr7(.):95099152-95101192	0.5613
MACS_peak_27070	chr7(.):95128357-95132269	1.1283
MACS_peak_27072	chr7(.):95236777-95238902	0.6959
MACS_peak_27073_1	chr7(.):95401302-95402618	1.3761
MACS_peak_27074	chr7(.):95494768-95498189	0.9159
MACS_peak_27075	chr7(.):95498464-95505733	1.1525
MACS_peak_27075	chr7(.):95498464-95505733	1.1525
MACS_peak_27076	chr7(.):95535564-95537270	1.0279
MACS_peak_27078_1	chr7(.):95949090-95950458	0.1938
MACS_peak_27078_2	chr7(.):95950459-95952226	2.0122
MACS_peak_27079	chr7(.):96100462-96101639	0.3302
MACS_peak_27080_1	chr7(.):96338203-96339959	1.5782
MACS_peak_27081_1	chr7(.):96634130-96634288	0.266
MACS_peak_27081_2	chr7(.):96634289-96635514	0.7142
MACS_peak_27082_1	chr7(.):96746588-96746903	0.5319
MACS_peak_27082_2	chr7(.):96746904-96747866	0.8049
MACS_peak_27083	chr7(.):97252682-97254015	0.28
MACS_peak_27084_1	chr7(.):97500386-97500476	0.0757
MACS_peak_27084_2	chr7(.):97500477-97500853	0.2039
MACS_peak_27084_3	chr7(.):97500854-97502476	2.1126
MACS_peak_27084_4	chr7(.):97502477-97502694	0.1458
MACS_peak_27085	chr7(.):97543549-97546584	0.4869
MACS_peak_27086_1	chr7(.):97600529-97600637	0.1211
MACS_peak_27086_2	chr7(.):97600638-97602315	1.2758
MACS_peak_27087	chr7(.):97706491-97708892	0.876
MACS_peak_27088_1	chr7(.):97735764-97737195	1.0449
MACS_peak_27088_2	chr7(.):97737196-97737292	0.1814
MACS_peak_27089	chr7(.):97760131-97763668	0.4591
MACS_peak_27090	chr7(.):97830659-97833126	0.69
MACS_peak_27091_1	chr7(.):97840287-97840564	0.043
MACS_peak_27091_2	chr7(.):97840565-97841856	2.4984
MACS_peak_27092_1	chr7(.):97879377-97880467	0.9923
MACS_peak_27092_2	chr7(.):97880468-97882467	1.1665
MACS_peak_27092_3	chr7(.):97882468-97882524	0.0
MACS_peak_27093_1	chr7(.):97909401-97909977	0.1886
MACS_peak_27093_2	chr7(.):97909978-97911977	1.0723
MACS_peak_27093_3	chr7(.):97911978-97912255	0.1193
MACS_peak_27093_1	chr7(.):97909401-97909977	0.1886
MACS_peak_27093_2	chr7(.):97909978-97911977	1.0723
MACS_peak_27093_3	chr7(.):97911978-97912255	0.1193
MACS_peak_27094_1	chr7(.):98029647-98030823	1.2494
MACS_peak_27095	chr7(.):98269846-98272881	0.4294
MACS_peak_27096	chr7(.):98398836-98400959	0.2178
MACS_peak_27097_1	chr7(.):98475312-98477111	3.1351
MACS_peak_27097_2	chr7(.):98477112-98478271	1.4992
MACS_peak_27097_3	chr7(.):98478272-98480271	1.0087
MACS_peak_27097_4	chr7(.):98480272-98481082	0.671
MACS_peak_27098	chr7(.):98527148-98529727	1.4967
MACS_peak_27099_1	chr7(.):98740730-98742536	1.4527
MACS_peak_27100_1	chr7(.):98922503-98924494	1.8101
MACS_peak_27100_2	chr7(.):98924495-98925011	0.0964
MACS_peak_27101	chr7(.):98927393-98929487	0.4009
MACS_peak_27102_1	chr7(.):98971423-98973327	1.2139
MACS_peak_27102_2	chr7(.):98973328-98973632	0.3077
MACS_peak_27103	chr7(.):98976094-98979573	1.4273
MACS_peak_27104	chr7(.):98989919-98991486	0.6561
MACS_peak_27105_1	chr7(.):99004982-99005291	0.232
MACS_peak_27105_2	chr7(.):99005292-99005599	0.3529
MACS_peak_27105_3	chr7(.):99005600-99007291	4.3838
MACS_peak_27105_4	chr7(.):99007292-99007599	0.2433
MACS_peak_27105_5	chr7(.):99007600-99008101	0.0644
MACS_peak_27106_1	chr7(.):99035609-99037403	1.4752
MACS_peak_27107_1	chr7(.):99062736-99062807	0.0606
MACS_peak_27107_2	chr7(.):99062824-99064614	1.4176
MACS_peak_27108_1	chr7(.):99068704-99069513	0.3134
MACS_peak_27108_2	chr7(.):99069514-99071438	0.8762
MACS_peak_27109_1	chr7(.):99094992-99096876	0.492
MACS_peak_27109_2	chr7(.):99096877-99098522	1.7257
MACS_peak_27110_1	chr7(.):99101604-99103271	1.7336
MACS_peak_27110_2	chr7(.):99103272-99103571	0.0851
MACS_peak_27110_3	chr7(.):99103572-99103660	0.0
MACS_peak_27111	chr7(.):99110980-99112855	0.4787
MACS_peak_27112_1	chr7(.):99148808-99150678	0.8403
MACS_peak_27113_1	chr7(.):99155459-99157043	1.8719
MACS_peak_27113_2	chr7(.):99157044-99157446	0.4121
MACS_peak_27113_3	chr7(.):99157447-99157505	0.1405
MACS_peak_27114	chr7(.):99175150-99178825	1.2846
MACS_peak_27115_1	chr7(.):99213586-99215517	1.4144
MACS_peak_27116_1	chr7(.):99516152-99516222	0.0446
MACS_peak_27116_2	chr7(.):99516223-99518151	1.3755
MACS_peak_27117	chr7(.):99594614-99595748	0.518
MACS_peak_27118_1	chr7(.):99612470-99614217	0.832
MACS_peak_27118_2	chr7(.):99614218-99614510	0.0842
MACS_peak_27119_1	chr7(.):99646470-99648141	0.9451
MACS_peak_27120_1	chr7(.):99678379-99680370	1.7273
MACS_peak_27120_2	chr7(.):99680371-99681227	0.3704
MACS_peak_27121_1	chr7(.):99685519-99685581	0.0029
MACS_peak_27121_2	chr7(.):99685582-99687513	1.8498
MACS_peak_27122_1	chr7(.):99697422-99698128	0.496
MACS_peak_27122_2	chr7(.):99698129-99698426	2.1619
MACS_peak_27122_3	chr7(.):99698427-99699379	7.1331
MACS_peak_27122_4	chr7(.):99699380-99700128	1.6296
MACS_peak_27122_5	chr7(.):99700129-99700426	0.2682
MACS_peak_27122_6	chr7(.):99700427-99700502	0.1211
MACS_peak_27123_1	chr7(.):99716110-99716263	0.0833
MACS_peak_27123_2	chr7(.):99716264-99716480	0.2008
MACS_peak_27123_3	chr7(.):99716481-99717994	2.038
MACS_peak_27123_4	chr7(.):99718021-99718104	0.1551
MACS_peak_27124_1	chr7(.):99723554-99725318	3.6346
MACS_peak_27124_2	chr7(.):99725319-99726537	0.7092
MACS_peak_27125	chr7(.):99728129-99729154	0.381
MACS_peak_27126_1	chr7(.):99745534-99747528	1.2722
MACS_peak_27126_2	chr7(.):99747529-99748145	0.2242
MACS_peak_27127_1	chr7(.):99755517-99757160	0.9392
MACS_peak_27128	chr7(.):99787267-99788497	0.2987
MACS_peak_27129	chr7(.):99792496-99794789	0.2742
MACS_peak_27130_1	chr7(.):99814455-99815869	0.658
MACS_peak_27130_2	chr7(.):99815870-99817869	0.4901
MACS_peak_27130_3	chr7(.):99817870-99821012	2.0069
MACS_peak_27131_1	chr7(.):99868360-99868854	0.1537
MACS_peak_27131_2	chr7(.):99868855-99870791	0.8393
MACS_peak_27132	chr7(.):99885951-99891979	1.1298
MACS_peak_27133_1	chr7(.):99931469-99932686	0.3089
MACS_peak_27133_2	chr7(.):99932687-99932929	0.4415
MACS_peak_27133_3	chr7(.):99932930-99934686	2.2804
MACS_peak_27134	chr7(.):99938539-99940252	0.1498
MACS_peak_27135	chr7(.):99941437-99944230	0.452
MACS_peak_27136	chr7(.):99949480-99950847	0.1529
MACS_peak_27136	chr7(.):99949480-99950847	0.1529
MACS_peak_27137	chr7(.):99962335-99968550	1.1254
MACS_peak_27138_1	chr7(.):99969589-99970066	0.1038
MACS_peak_27138_2	chr7(.):99970067-99970859	0.1518
MACS_peak_27139	chr7(.):99993101-99996260	0.5977
MACS_peak_27140	chr7(.):100010424-100012318	0.3246
MACS_peak_27141	chr7(.):100020505-100021581	0.4974
MACS_peak_27142_1	chr7(.):100025175-100025301	0.006
MACS_peak_27142_2	chr7(.):100025302-100025411	0.0478
MACS_peak_27142_3	chr7(.):100025412-100026252	3.2327
MACS_peak_27142_4	chr7(.):100026253-100027301	6.5626
MACS_peak_27142_5	chr7(.):100027302-100027411	3.1976
MACS_peak_27142_6	chr7(.):100027412-100028252	4.4572
MACS_peak_27142_7	chr7(.):100028253-100028865	0.1941
MACS_peak_27143_1	chr7(.):100032545-100033093	0.3318
MACS_peak_27143_2	chr7(.):100033094-100034960	2.1724
MACS_peak_27144	chr7(.):100047251-100049448	1.4585
MACS_peak_27145_1	chr7(.):100075559-100075901	0.5018
MACS_peak_27145_2	chr7(.):100075902-100077561	1.5604
MACS_peak_27147_1	chr7(.):100135693-100135832	0.0763
MACS_peak_27147_2	chr7(.):100135833-100137467	0.55
MACS_peak_27148	chr7(.):100180680-100182064	0.5195
MACS_peak_27149_1	chr7(.):100182070-100182775	0.2324
MACS_peak_27149_2	chr7(.):100182776-100182954	0.2731
MACS_peak_27149_3	chr7(.):100182955-100184775	2.7351
MACS_peak_27149_4	chr7(.):100184776-100184954	0.1439
MACS_peak_27149_5	chr7(.):100184955-100185218	0.031
MACS_peak_27149_1	chr7(.):100182070-100182775	0.2324
MACS_peak_27149_2	chr7(.):100182776-100182954	0.2731
MACS_peak_27149_3	chr7(.):100182955-100184775	2.7351
MACS_peak_27149_4	chr7(.):100184776-100184954	0.1439
MACS_peak_27149_5	chr7(.):100184955-100185218	0.031
MACS_peak_27150_1	chr7(.):100208751-100209051	0.182
MACS_peak_27150_2	chr7(.):100209052-100209112	0.0848
MACS_peak_27150_3	chr7(.):100209113-100210723	1.8552
MACS_peak_27150_4	chr7(.):100210724-100210893	0.0133
MACS_peak_27151_1	chr7(.):100270528-100272361	3.1807
MACS_peak_27151_2	chr7(.):100272362-100274157	0.8073
MACS_peak_27152	chr7(.):100290606-100291742	1.2394
