GENE_ID	locusLine	bin_1_24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam
1_MACS_peak_35261_lociStitched	chr8(.):145862541-145862967	1.0091
1_MACS_peak_35262_lociStitched	chr8(.):145865175-145865443	0.5903
1_MACS_peak_35263_lociStitched	chr8(.):145866565-145867106	0.8783
1_MACS_peak_35264_lociStitched	chr8(.):145871856-145872239	0.7712
1_MACS_peak_35265_lociStitched	chr8(.):145887759-145888188	0.8515
1_MACS_peak_35266_lociStitched	chr8(.):145895552-145896007	0.6979
1_MACS_peak_35267_lociStitched	chr8(.):145896915-145897246	0.6922
1_MACS_peak_35268_lociStitched	chr8(.):145899495-145899850	0.7042
1_MACS_peak_35269_lociStitched	chr8(.):145906396-145906896	0.7902
1_MACS_peak_35270_lociStitched	chr8(.):145909546-145910036	0.9305
1_MACS_peak_35271_lociStitched	chr8(.):145915365-145915685	0.5498
1_MACS_peak_35272_lociStitched	chr8(.):145916534-145917030	0.7637
1_MACS_peak_35273_lociStitched	chr8(.):145917600-145917952	0.6674
1_MACS_peak_35274_lociStitched	chr8(.):145919484-145920016	0.8705
1_MACS_peak_35275_lociStitched	chr8(.):145920581-145920855	0.7111
1_MACS_peak_35276_lociStitched	chr8(.):146022255-146023273	0.9984
1_MACS_peak_35277_lociStitched	chr8(.):146036601-146038044	1.0016
1_MACS_peak_35278_lociStitched	chr8(.):146041125-146041721	0.7846
2_MACS_peak_35279_lociStitched	chr8(.):146042459-146043605	0.9941
1_MACS_peak_35281_lociStitched	chr8(.):146044507-146052236	1.8782
1_MACS_peak_35282_lociStitched	chr8(.):146296976-146297366	0.9023
6_MACS_peak_35283_lociStitched	chr9(.):30246-36207	0.8696
1_MACS_peak_35289_lociStitched	chr9(.):37286-38059	0.6104
1_MACS_peak_35290_lociStitched	chr9(.):39130-39516	0.5596
1_MACS_peak_35291_lociStitched	chr9(.):46652-47114	1.0734
1_MACS_peak_35292_lociStitched	chr9(.):48143-48612	0.6808
1_MACS_peak_35293_lociStitched	chr9(.):73831-74210	0.8064
1_MACS_peak_35294_lociStitched	chr9(.):113999-114777	1.3036
1_MACS_peak_35295_lociStitched	chr9(.):189561-189956	0.6086
1_MACS_peak_35296_lociStitched	chr9(.):14316828-14317101	0.7272
1_MACS_peak_35297_lociStitched	chr9(.):19473917-19474092	0.434
1_MACS_peak_35298_lociStitched	chr9(.):33387731-33388087	0.9156
1_MACS_peak_35299_lociStitched	chr9(.):34548997-34549725	1.1231
4_MACS_peak_35300_lociStitched	chr9(.):34550856-34561159	1.8223
5_MACS_peak_35304_lociStitched	chr9(.):34562407-34571543	1.2777
3_MACS_peak_35309_lociStitched	chr9(.):34572720-34580939	1.7245
1_MACS_peak_35312_lociStitched	chr9(.):34583700-34583969	0.6605
2_MACS_peak_35313_lociStitched	chr9(.):34584656-34593787	1.7293
1_MACS_peak_35315_lociStitched	chr9(.):34622538-34631645	1.8186
1_MACS_peak_35316_lociStitched	chr9(.):35674199-35674498	0.718
1_MACS_peak_35317_lociStitched	chr9(.):35675556-35675955	0.9354
1_MACS_peak_35318_lociStitched	chr9(.):35689797-35690063	0.5413
1_MACS_peak_35319_lociStitched	chr9(.):36135601-36136149	1.0733
1_MACS_peak_35320_lociStitched	chr9(.):36746402-36746903	0.7498
2_MACS_peak_35321_lociStitched	chr9(.):36760010-36761659	0.8463
3_MACS_peak_35323_lociStitched	chr9(.):36769686-36773029	1.1641
1_MACS_peak_35326_lociStitched	chr9(.):36775052-36775458	0.8501
2_MACS_peak_35327_lociStitched	chr9(.):36779287-36780350	0.7238
1_MACS_peak_35329_lociStitched	chr9(.):36781008-36781905	1.5272
1_MACS_peak_35330_lociStitched	chr9(.):36817361-36817602	0.6306
1_MACS_peak_35331_lociStitched	chr9(.):36818578-36818859	0.4917
1_MACS_peak_35332_lociStitched	chr9(.):36859302-36859875	0.9613
1_MACS_peak_35333_lociStitched	chr9(.):36863664-36863962	0.7811
1_MACS_peak_35334_lociStitched	chr9(.):36864557-36865450	1.1312
1_MACS_peak_35335_lociStitched	chr9(.):36866137-36866569	0.8007
1_MACS_peak_35336_lociStitched	chr9(.):36867324-36869248	1.0217
1_MACS_peak_35337_lociStitched	chr9(.):37024364-37027657	1.7095
2_MACS_peak_35338_lociStitched	chr9(.):37028229-37032372	1.97
1_MACS_peak_35340_lociStitched	chr9(.):37034246-37036989	1.8656
1_MACS_peak_35341_lociStitched	chr9(.):37037795-37038256	1.0171
1_MACS_peak_35342_lociStitched	chr9(.):37370295-37370884	1.0707
2_MACS_peak_35343_lociStitched	chr9(.):37410316-37414746	1.6577
1_MACS_peak_35345_lociStitched	chr9(.):37650946-37652272	1.0548
1_MACS_peak_35346_lociStitched	chr9(.):38066956-38068742	1.9711
2_MACS_peak_35347_lociStitched	chr9(.):42742673-42744071	0.6953
1_MACS_peak_35353_lociStitched	chr9(.):44990473-44991075	0.8186
1_MACS_peak_35354_lociStitched	chr9(.):44992328-44993615	9.2921
1_MACS_peak_35355_lociStitched	chr9(.):44996835-44997182	1.4148
2_MACS_peak_35356_lociStitched	chr9(.):45728987-45730414	0.9839
1_MACS_peak_35358_lociStitched	chr9(.):45732244-45732719	0.9934
1_MACS_peak_35359_lociStitched	chr9(.):46113112-46114089	0.7828
1_MACS_peak_35360_lociStitched	chr9(.):46115300-46115635	0.9898
2_MACS_peak_35361_lociStitched	chr9(.):46389781-46390618	0.6979
1_MACS_peak_35363_lociStitched	chr9(.):66454643-66458870	3.2397
1_MACS_peak_35366_lociStitched	chr9(.):67787095-67787654	0.9473
1_MACS_peak_35368_lociStitched	chr9(.):67793847-67794185	0.7527
1_MACS_peak_35370_lociStitched	chr9(.):69179964-69180547	0.8259
1_MACS_peak_35371_lociStitched	chr9(.):69181429-69181791	0.5711
1_MACS_peak_35373_lociStitched	chr9(.):69785023-69785360	0.5141
1_MACS_peak_35374_lociStitched	chr9(.):69786372-69786776	0.9276
1_MACS_peak_35375_lociStitched	chr9(.):69787563-69788614	0.7577
1_MACS_peak_35376_lociStitched	chr9(.):70152523-70153006	1.0908
2_MACS_peak_35377_lociStitched	chr9(.):70402991-70404336	0.894
1_MACS_peak_35379_lociStitched	chr9(.):70500626-70501045	0.7219
2_MACS_peak_35380_lociStitched	chr9(.):70937643-70938254	0.7969
2_MACS_peak_35382_lociStitched	chr9(.):70939147-70939773	0.5866
1_MACS_peak_35384_lociStitched	chr9(.):76045832-76046069	1.0558
1_MACS_peak_35385_lociStitched	chr9(.):79631404-79631743	0.714
1_MACS_peak_35386_lociStitched	chr9(.):79632280-79632635	0.6179
1_MACS_peak_35387_lociStitched	chr9(.):84303221-84303555	0.7679
1_MACS_peak_35388_lociStitched	chr9(.):84445104-84445498	0.7034
1_MACS_peak_35389_lociStitched	chr9(.):87285263-87285973	1.1049
1_MACS_peak_35390_lociStitched	chr9(.):91540105-91540475	0.9574
1_MACS_peak_35391_lociStitched	chr9(.):92219997-92221446	1.774
1_MACS_peak_35392_lociStitched	chr9(.):92238404-92238725	0.7731
1_MACS_peak_35393_lociStitched	chr9(.):94896940-94899461	1.4307
4_MACS_peak_35394_lociStitched	chr9(.):94901082-94905173	1.0604
1_MACS_peak_35398_lociStitched	chr9(.):95569531-95569980	1.235
1_MACS_peak_35399_lociStitched	chr9(.):96705127-96705386	0.5488
2_MACS_peak_35400_lociStitched	chr9(.):96707282-96708550	0.8304
4_MACS_peak_35402_lociStitched	chr9(.):96709770-96717294	1.5733
4_MACS_peak_35406_lociStitched	chr9(.):96717844-96723130	1.331
2_MACS_peak_35410_lociStitched	chr9(.):99001077-99002088	0.8614
1_MACS_peak_35412_lociStitched	chr9(.):99002646-99003170	1.0249
2_MACS_peak_35413_lociStitched	chr9(.):100610363-100611849	1.0846
2_MACS_peak_35415_lociStitched	chr9(.):100614811-100615770	0.7774
1_MACS_peak_35417_lociStitched	chr9(.):100953953-100954850	1.2084
1_MACS_peak_35418_lociStitched	chr9(.):101706396-101706670	0.5192
1_MACS_peak_35419_lociStitched	chr9(.):112082036-112082433	0.6343
1_MACS_peak_35420_lociStitched	chr9(.):114360876-114361439	0.8767
1_MACS_peak_35421_lociStitched	chr9(.):114994183-114994319	0.7666
1_MACS_peak_35422_lociStitched	chr9(.):115822104-115822765	0.6842
3_MACS_peak_35423_lociStitched	chr9(.):115823774-115833344	0.9904
3_MACS_peak_35426_lociStitched	chr9(.):115834289-115838718	0.9145
1_MACS_peak_35429_lociStitched	chr9(.):115839575-115840167	0.6271
1_MACS_peak_35430_lociStitched	chr9(.):115840817-115844283	1.1401
2_MACS_peak_35431_lociStitched	chr9(.):115845302-115849662	1.0552
1_MACS_peak_35433_lociStitched	chr9(.):115850378-115850737	0.5447
1_MACS_peak_35434_lociStitched	chr9(.):115851668-115852270	0.6115
2_MACS_peak_35435_lociStitched	chr9(.):115871711-115873480	0.6523
1_MACS_peak_35437_lociStitched	chr9(.):116857442-116857725	0.587
1_MACS_peak_35438_lociStitched	chr9(.):116880027-116880516	0.8927
1_MACS_peak_35439_lociStitched	chr9(.):116900512-116900830	0.6398
3_MACS_peak_35440_lociStitched	chr9(.):116915145-116917275	0.9623
1_MACS_peak_35443_lociStitched	chr9(.):116918911-116919886	1.3422
1_MACS_peak_35444_lociStitched	chr9(.):116929699-116933353	1.5878
1_MACS_peak_35445_lociStitched	chr9(.):116934646-116934901	0.608
1_MACS_peak_35446_lociStitched	chr9(.):116999046-116999678	0.9277
6_MACS_peak_35447_lociStitched	chr9(.):117026215-117030382	0.9378
1_MACS_peak_35453_lociStitched	chr9(.):117049071-117049407	0.7993
1_MACS_peak_35454_lociStitched	chr9(.):117050069-117051270	1.1238
2_MACS_peak_35455_lociStitched	chr9(.):124062270-124062982	0.8878
1_MACS_peak_35457_lociStitched	chr9(.):124260453-124262869	1.3493
2_MACS_peak_35458_lociStitched	chr9(.):124328480-124330216	0.9267
1_MACS_peak_35460_lociStitched	chr9(.):124337283-124337687	0.9411
2_MACS_peak_35461_lociStitched	chr9(.):124339429-124340675	0.8621
1_MACS_peak_35463_lociStitched	chr9(.):124342680-124342948	0.6584
2_MACS_peak_35464_lociStitched	chr9(.):124344115-124345168	1.1363
1_MACS_peak_35466_lociStitched	chr9(.):124410811-124411240	0.7766
1_MACS_peak_35467_lociStitched	chr9(.):124412409-124415496	1.5264
1_MACS_peak_35468_lociStitched	chr9(.):124448119-124448485	0.6921
2_MACS_peak_35469_lociStitched	chr9(.):124460014-124461165	0.8818
1_MACS_peak_35471_lociStitched	chr9(.):124461836-124462954	1.412
1_MACS_peak_35472_lociStitched	chr9(.):124463860-124464129	1.0582
1_MACS_peak_35473_lociStitched	chr9(.):124887825-124890107	1.6142
3_MACS_peak_35474_lociStitched	chr9(.):124980595-124983210	1.0945
1_MACS_peak_35477_lociStitched	chr9(.):124990522-124991116	0.9102
1_MACS_peak_35478_lociStitched	chr9(.):125109576-125110091	0.8432
2_MACS_peak_35479_lociStitched	chr9(.):126124679-126125392	0.6534
1_MACS_peak_35481_lociStitched	chr9(.):126126937-126127377	0.8871
1_MACS_peak_35482_lociStitched	chr9(.):126130427-126139666	2.0726
1_MACS_peak_35483_lociStitched	chr9(.):126757008-126757315	1.0012
1_MACS_peak_35484_lociStitched	chr9(.):126762405-126763721	1.2224
1_MACS_peak_35485_lociStitched	chr9(.):126768969-126773503	1.6374
1_MACS_peak_35486_lociStitched	chr9(.):126775192-126776371	1.0531
1_MACS_peak_35487_lociStitched	chr9(.):126777676-126777964	0.6227
2_MACS_peak_35488_lociStitched	chr9(.):126779670-126781118	0.7781
1_MACS_peak_35490_lociStitched	chr9(.):126823373-126824032	1.0401
3_MACS_peak_35491_lociStitched	chr9(.):127211794-127215185	1.1874
1_MACS_peak_35494_lociStitched	chr9(.):127232642-127232934	0.7746
4_MACS_peak_35495_lociStitched	chr9(.):127233541-127244918	1.627
5_MACS_peak_35499_lociStitched	chr9(.):127245806-127265168	1.6849
1_MACS_peak_35504_lociStitched	chr9(.):127265930-127266180	0.7736
1_MACS_peak_35505_lociStitched	chr9(.):127267402-127268782	1.3921
1_MACS_peak_35506_lociStitched	chr9(.):127539142-127540229	1.1117
1_MACS_peak_35507_lociStitched	chr9(.):128813656-128814311	1.1367
1_MACS_peak_35508_lociStitched	chr9(.):128876068-128876374	1.0033
1_MACS_peak_35509_lociStitched	chr9(.):128984720-128985093	0.7574
1_MACS_peak_35510_lociStitched	chr9(.):128988142-128988579	0.9468
1_MACS_peak_35511_lociStitched	chr9(.):128989234-128990055	0.9775
1_MACS_peak_35512_lociStitched	chr9(.):129261750-129263457	2.141
6_MACS_peak_35513_lociStitched	chr9(.):129268474-129274168	1.0642
1_MACS_peak_35519_lociStitched	chr9(.):129275014-129278460	1.4099
3_MACS_peak_35520_lociStitched	chr9(.):129280546-129285602	1.3895
3_MACS_peak_35523_lociStitched	chr9(.):129286336-129290086	1.1096
1_MACS_peak_35526_lociStitched	chr9(.):129290590-129290872	0.653
3_MACS_peak_35527_lociStitched	chr9(.):129293675-129297885	1.3014
1_MACS_peak_35530_lociStitched	chr9(.):129307625-129308184	1.0138
1_MACS_peak_35531_lociStitched	chr9(.):129310144-129314745	1.2607
1_MACS_peak_35532_lociStitched	chr9(.):129319246-129319671	0.8687
1_MACS_peak_35533_lociStitched	chr9(.):129324635-129326827	1.2091
1_MACS_peak_35534_lociStitched	chr9(.):129327630-129328774	0.9695
1_MACS_peak_35535_lociStitched	chr9(.):129344690-129346045	1.1248
3_MACS_peak_35536_lociStitched	chr9(.):129347364-129350293	0.9901
1_MACS_peak_35539_lociStitched	chr9(.):129369608-129369882	0.6401
2_MACS_peak_35540_lociStitched	chr9(.):129370667-129375959	2.3492
5_MACS_peak_35542_lociStitched	chr9(.):129376644-129416465	2.022
1_MACS_peak_35547_lociStitched	chr9(.):129417131-129417685	0.9271
1_MACS_peak_35548_lociStitched	chr9(.):129419898-129420253	0.6674
6_MACS_peak_35549_lociStitched	chr9(.):129427356-129440491	1.5275
1_MACS_peak_35555_lociStitched	chr9(.):129441239-129441658	0.842
4_MACS_peak_35556_lociStitched	chr9(.):129443186-129467338	1.8431
1_MACS_peak_35560_lociStitched	chr9(.):129467890-129468410	1.1086
1_MACS_peak_35561_lociStitched	chr9(.):129485928-129486315	0.8136
1_MACS_peak_35562_lociStitched	chr9(.):129518568-129518984	0.8273
1_MACS_peak_35563_lociStitched	chr9(.):129535646-129535964	0.7019
2_MACS_peak_35564_lociStitched	chr9(.):129538778-129540747	0.8479
2_MACS_peak_35566_lociStitched	chr9(.):130484247-130487453	1.2345
2_MACS_peak_35568_lociStitched	chr9(.):130601543-130602751	0.9883
1_MACS_peak_35570_lociStitched	chr9(.):130609872-130610464	0.9235
2_MACS_peak_35571_lociStitched	chr9(.):130611798-130613237	0.982
2_MACS_peak_35573_lociStitched	chr9(.):130615654-130616853	0.8217
1_MACS_peak_35575_lociStitched	chr9(.):130892919-130895739	1.3829
4_MACS_peak_35576_lociStitched	chr9(.):130899280-130902551	0.9882
2_MACS_peak_35580_lociStitched	chr9(.):130903963-130904811	0.906
1_MACS_peak_35582_lociStitched	chr9(.):130907653-130909837	1.2087
4_MACS_peak_35583_lociStitched	chr9(.):130912691-130915819	0.9798
1_MACS_peak_35587_lociStitched	chr9(.):130916348-130916766	0.9705
2_MACS_peak_35588_lociStitched	chr9(.):130965663-130969611	1.9467
1_MACS_peak_35590_lociStitched	chr9(.):130970954-130972145	1.264
2_MACS_peak_35591_lociStitched	chr9(.):130973258-130974428	0.9486
3_MACS_peak_35593_lociStitched	chr9(.):130981286-130989116	1.4351
1_MACS_peak_35596_lociStitched	chr9(.):130992085-130992396	0.6592
2_MACS_peak_35597_lociStitched	chr9(.):130993393-130998698	1.7099
3_MACS_peak_35599_lociStitched	chr9(.):131001357-131011008	1.1873
1_MACS_peak_35602_lociStitched	chr9(.):131011968-131012403	0.9772
1_MACS_peak_35603_lociStitched	chr9(.):131013018-131015604	1.4777
1_MACS_peak_35604_lociStitched	chr9(.):131159722-131160002	0.6693
2_MACS_peak_35605_lociStitched	chr9(.):131167373-131168589	0.9003
1_MACS_peak_35607_lociStitched	chr9(.):131181241-131182230	1.2131
1_MACS_peak_35608_lociStitched	chr9(.):131195903-131196943	1.2357
1_MACS_peak_35609_lociStitched	chr9(.):131197509-131198208	1.0861
1_MACS_peak_35610_lociStitched	chr9(.):131477416-131478073	0.7532
1_MACS_peak_35611_lociStitched	chr9(.):131862850-131863325	0.9496
2_MACS_peak_35612_lociStitched	chr9(.):131863990-131866092	1.0084
1_MACS_peak_35614_lociStitched	chr9(.):131866673-131867293	0.6215
1_MACS_peak_35615_lociStitched	chr9(.):131867939-131868643	0.9362
1_MACS_peak_35616_lociStitched	chr9(.):131870758-131871080	0.7187
2_MACS_peak_35617_lociStitched	chr9(.):131933200-131936527	1.574
3_MACS_peak_35619_lociStitched	chr9(.):131955679-131958290	1.1552
1_MACS_peak_35622_lociStitched	chr9(.):131959176-131959482	0.6894
1_MACS_peak_35623_lociStitched	chr9(.):131960094-131960568	0.8546
1_MACS_peak_35624_lociStitched	chr9(.):132004992-132005844	1.0298
1_MACS_peak_35625_lociStitched	chr9(.):132006603-132006904	1.0109
1_MACS_peak_35626_lociStitched	chr9(.):132007413-132008122	1.1442
1_MACS_peak_35627_lociStitched	chr9(.):132015998-132016361	0.6991
2_MACS_peak_35628_lociStitched	chr9(.):132077744-132079004	0.9001
1_MACS_peak_35630_lociStitched	chr9(.):132082295-132082655	0.8959
1_MACS_peak_35631_lociStitched	chr9(.):132083979-132084256	0.4889
1_MACS_peak_35632_lociStitched	chr9(.):132086564-132086906	0.5509
1_MACS_peak_35633_lociStitched	chr9(.):132097094-132097538	0.7644
1_MACS_peak_35634_lociStitched	chr9(.):132098317-132100195	0.9731
2_MACS_peak_35635_lociStitched	chr9(.):132103635-132104575	0.8139
1_MACS_peak_35637_lociStitched	chr9(.):132106626-132106886	0.5495
1_MACS_peak_35638_lociStitched	chr9(.):132108179-132108454	0.7331
1_MACS_peak_35639_lociStitched	chr9(.):132109553-132115365	1.4565
2_MACS_peak_35640_lociStitched	chr9(.):132115948-132117535	0.9514
2_MACS_peak_35642_lociStitched	chr9(.):132119038-132122060	1.3099
1_MACS_peak_35644_lociStitched	chr9(.):132139447-132139756	1.0823
6_MACS_peak_35645_lociStitched	chr9(.):132140608-132148395	1.1658
2_MACS_peak_35651_lociStitched	chr9(.):132153046-132153827	0.7796
1_MACS_peak_35653_lociStitched	chr9(.):132156248-132157556	1.1802
1_MACS_peak_35654_lociStitched	chr9(.):132158089-132158455	0.8085
7_MACS_peak_35655_lociStitched	chr9(.):132159729-132168763	1.3292
1_MACS_peak_35662_lociStitched	chr9(.):132183439-132183858	0.7509
4_MACS_peak_35663_lociStitched	chr9(.):132187289-132190684	0.9132
3_MACS_peak_35667_lociStitched	chr9(.):132193614-132195441	0.9894
3_MACS_peak_35670_lociStitched	chr9(.):132198815-132203440	1.798
1_MACS_peak_35673_lociStitched	chr9(.):132204094-132204432	0.6749
3_MACS_peak_35674_lociStitched	chr9(.):132204939-132206942	0.8724
1_MACS_peak_35677_lociStitched	chr9(.):132207917-132208209	0.864
1_MACS_peak_35678_lociStitched	chr9(.):132209030-132209742	1.017
1_MACS_peak_35679_lociStitched	chr9(.):132211396-132212336	1.2339
2_MACS_peak_35680_lociStitched	chr9(.):132213001-132214676	1.0593
1_MACS_peak_35682_lociStitched	chr9(.):132215213-132215528	0.8612
1_MACS_peak_35683_lociStitched	chr9(.):132217451-132218032	0.842
3_MACS_peak_35684_lociStitched	chr9(.):132226157-132227774	1.111
3_MACS_peak_35687_lociStitched	chr9(.):132228327-132229770	0.7543
1_MACS_peak_35690_lociStitched	chr9(.):132230409-132230743	0.7794
1_MACS_peak_35691_lociStitched	chr9(.):132231471-132232032	0.9039
1_MACS_peak_35692_lociStitched	chr9(.):132232685-132233245	0.9631
1_MACS_peak_35693_lociStitched	chr9(.):132234141-132234853	0.7747
1_MACS_peak_35694_lociStitched	chr9(.):132236172-132236700	0.7513
3_MACS_peak_35695_lociStitched	chr9(.):132242265-132246926	1.4144
3_MACS_peak_35698_lociStitched	chr9(.):132248642-132250767	0.9454
1_MACS_peak_35701_lociStitched	chr9(.):132257938-132259308	1.0542
1_MACS_peak_35702_lociStitched	chr9(.):132269481-132269780	0.7525
1_MACS_peak_35703_lociStitched	chr9(.):132281394-132281872	0.9341
2_MACS_peak_35704_lociStitched	chr9(.):132282486-132283185	0.7739
1_MACS_peak_35706_lociStitched	chr9(.):132283768-132284263	0.9157
1_MACS_peak_35707_lociStitched	chr9(.):132287109-132287341	0.5521
1_MACS_peak_35708_lociStitched	chr9(.):132303492-132303787	0.8237
2_MACS_peak_35709_lociStitched	chr9(.):132306987-132314772	1.4674
3_MACS_peak_35711_lociStitched	chr9(.):132316069-132325421	1.1842
1_MACS_peak_35714_lociStitched	chr9(.):132327036-132327316	0.774
3_MACS_peak_35715_lociStitched	chr9(.):132328755-132332180	1.5762
1_MACS_peak_35718_lociStitched	chr9(.):132351564-132351841	0.5746
1_MACS_peak_35719_lociStitched	chr9(.):132352594-132352937	0.6487
2_MACS_peak_35720_lociStitched	chr9(.):132358395-132362037	1.1845
1_MACS_peak_35722_lociStitched	chr9(.):132373562-132379093	1.8174
3_MACS_peak_35723_lociStitched	chr9(.):132379985-132385618	1.5139
2_MACS_peak_35726_lociStitched	chr9(.):132405595-132409782	1.4486
5_MACS_peak_35728_lociStitched	chr9(.):132410308-132422506	1.4814
1_MACS_peak_35733_lociStitched	chr9(.):132423049-132424038	0.8714
1_MACS_peak_35734_lociStitched	chr9(.):132424866-132426331	1.5099
17_MACS_peak_35735_lociStitched	chr9(.):132426935-132478745	1.6032
3_MACS_peak_35752_lociStitched	chr9(.):132479976-132492870	1.5455
9_MACS_peak_35755_lociStitched	chr9(.):132493594-132519637	1.6774
4_MACS_peak_35764_lociStitched	chr9(.):132521686-132526172	1.274
1_MACS_peak_35768_lociStitched	chr9(.):132527484-132527753	0.6432
5_MACS_peak_35769_lociStitched	chr9(.):132529037-132534435	1.085
3_MACS_peak_35774_lociStitched	chr9(.):132534987-132541440	1.2919
2_MACS_peak_35777_lociStitched	chr9(.):132544237-132545893	1.1216
1_MACS_peak_35779_lociStitched	chr9(.):132547203-132552486	1.6892
1_MACS_peak_35780_lociStitched	chr9(.):132554191-132555022	1.1466
4_MACS_peak_35781_lociStitched	chr9(.):132555951-132559079	1.0877
1_MACS_peak_35785_lociStitched	chr9(.):132561537-132561894	0.9241
1_MACS_peak_35786_lociStitched	chr9(.):132804332-132804954	0.6684
1_MACS_peak_35787_lociStitched	chr9(.):132903963-132906715	1.3998
1_MACS_peak_35788_lociStitched	chr9(.):132908426-132908776	0.7197
