GENE	H3k27ac_19_DMSO_compare_TSS_SIGNAL	H3k27ac_19_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
TRIM8	25740	56594.335	30854.335	0.687372224479617	1.13664559532119
ANKRD46	1492.5312	32348.0711	30855.5399	0.955895253081828	4.43784669242905
FAM90A1	0	30871.953	30871.953	1	8
RHOF	391.9356	31264.7134	30872.7778	0.987619169672697	6.31777486138231
MIR3676	5672.2	36549.2432	30877.0432	0.86565594233406	2.68786122603131
PRR14	6935.4	37857.128	30921.728	0.845166140209814	2.44851396865068
DDX12	10412.8	41339.2491	30926.4491	0.798794440392506	1.98915412216855
MIR3943	0	30932.1568	30932.1568	1	8
CNTNAP1	1134.8202	32109.5025	30974.6823	0.965864240633183	4.82246467103534
GPR15	0	30978.4551	30978.4551	1	8
AARS2	1725.5106	32705.6013	30980.0907	0.949885132812106	4.24444249740942
VAMP2	5517.6	36549.2432	31031.6432	0.868837317462414	2.72772875659213
NT5C1A	0	31073.0381	31073.0381	1	8
PRKCI	9057.1308	40145.5493	31088.4185	0.815922002996743	2.14811405578106
TEX28	0	31138.4389	31138.4389	1	8
METTL10	3386.0685	34549.329	31163.2605	0.910741188358445	3.35097462728378
ERF	2068.6545	33249.0167	31180.3622	0.941427211089728	4.00654705910093
MAK16	4909.4592	36090.4386	31180.9794	0.880256794201082	2.8779806573637
SF3A2	11236.6177	42453.4755	31216.8578	0.790713388070632	1.91767482674122
KLHL5	4810.312	36031.1636	31220.8516	0.882219926451433	2.90504286700325
GOPC	10838.4	42068.2505	31229.8505	0.795141066433605	1.95658002467531
TNFSF9	1099.1154	32338.3167	31239.2013	0.967129192316177	4.87882981145676
LOC100287216	567.9625	31812.8589	31244.8964	0.982459910667986	5.80767053873211
GM2A	4436.2	35713.0268	31276.8268	0.889507212128927	3.0090540983896
TKTL1	0	31280.0362	31280.0362	1	8
ABR	6031.4	37363.4226	31332.0226	0.86101106909468	2.63106179379991
HSD17B1	0	31343.1612	31343.1612	1	8
PRDM15	3991.4724	35342.1748	31350.7024	0.898522697890065	3.14639787928213
DNALI1	0	31399.5407	31399.5407	1	8
TRAF3IP3	18855.6	50270.3438	31414.7438	0.727228317423711	1.41471449679131
KLHDC4	1943.7324	33412.9936	31469.2612	0.945025102154538	4.10350772794095
ERGIC1	5445.6	36940.4449	31494.8449	0.871523752384833	2.76203832186877
PDXK	7038	38544.4536	31506.4536	0.845598482658248	2.45328585755595
CREB3L2	7199.8132	38718.8738	31519.0606	0.843205159590038	2.42700560888321
AURKB	5212.0047	36732.6992	31520.6945	0.875741053926	2.8171546223978
DEFB124	0	31551.8519	31551.8519	1	8
NCRNA00028	0	31551.8519	31551.8519	1	8
REM1	0	31551.8519	31551.8519	1	8
MIR3647	0	31558.8604	31558.8604	1	8
SNORD111B	0	31558.8604	31558.8604	1	8
LEKR1	0	31560.3554	31560.3554	1	8
PA2G4P4	0	31560.3554	31560.3554	1	8
CLPTM1	11224	42852.2923	31628.2923	0.792441391178737	1.93278546649574
SLC13A1	0	31670.556	31670.556	1	8
PIM1	6579.4	38265.9139	31686.5139	0.853286789012753	2.54003192544122
SEMA7A	1158.425	32851.4037	31692.9787	0.96593852294234	4.82571846862453
PDK1	6016	37714.6429	31698.6429	0.862430561248392	2.64824829374488
GRK5	1674.432	33413.5663	31739.1343	0.952279067455381	4.31869027939093
MIR4265	0	31812.8589	31812.8589	1	8
UQCRHL	0	31833.3649	31833.3649	1	8
KCNQ1DN	0	31886.5107	31886.5107	1	8
CPOX	1665.2475	33559.1938	31893.9463	0.952724658261649	4.33289953686939
DHDH	0	31894.9839	31894.9839	1	8
RNF111	4008.7476	35919.7509	31911.0033	0.89960184453217	3.16355385511143
FLJ34503	0	31912.5399	31912.5399	1	8
GTPBP1	7305.6	39254.8551	31949.2551	0.843094317177325	2.425796429962
ST6GALNAC4	10498.6	42475.4362	31976.8362	0.801816120630053	2.0164318074641
CRYAA	0	31983.5678	31983.5678	1	8
MEGF8	1900.0362	33892.7452	31992.709	0.94691565936812	4.15687768452592
TNFRSF17	74845.4	106868.2307	32022.8307	0.588113452404867	0.513847482943521
CYP26A1	2213.789	34256.5251	32042.7361	0.939298877604128	3.9517891872451
SF3B4	16044.8	48092.1789	32047.3789	0.749835426064947	1.583696485111
PRSS1	0	32064.5742	32064.5742	1	8
PRSS2	0	32064.5742	32064.5742	1	8
TRY6	0	32064.5742	32064.5742	1	8
FAM156A	125.847	32196.8798	32071.0328	0.996106547545364	7.99910624802977
SUPT3H	7610.0345	39685.0342	32074.9997	0.839094546023992	2.38262014947971
HPSE	0	32077.5015	32077.5015	1	8
PHB	0	32101.56	32101.56	1	8
DEDD2	5016.2	37122.1757	32105.9757	0.880958866670316	2.88761449227446
FUT10	3979.4034	36090.4386	32111.0352	0.900688318162073	3.18099261572098
CIC	1131.6996	33249.0167	32117.3171	0.967083303613427	4.87674871224665
C17orf69	0	32159.9583	32159.9583	1	8
LOC644172	0	32159.9583	32159.9583	1	8
MGC57346	0	32159.9583	32159.9583	1	8
FAM156B	0	32196.8798	32196.8798	1	8
MIR1244-1	821.4688	33052.3668	32230.898	0.975749164939562	5.33040399152905
C6orf150	8935.316	41218.92	32283.604	0.821843243709265	2.20571604790849
SPDYE3	0	32336.8577	32336.8577	1	8
TXN2	11439.5788	43800.03	32360.4512	0.792909851309447	1.93689792424329
ZNF114	0	32384.9856	32384.9856	1	8
CHST14	0	32401.6096	32401.6096	1	8
NKRF	3559.2288	35968.2395	32409.0107	0.909955558676648	3.33708696455222
BAGE	0	32411.7072	32411.7072	1	8
BAGE4	0	32411.7072	32411.7072	1	8
GAPDH	12808.2	45241.2141	32433.0141	0.779356946171141	1.8205699054066
KCNN4	0	32436.5511	32436.5511	1	8
PPIAL4A	0	32445.3559	32445.3559	1	8
LDLR	3283.4326	35735.359	32451.9264	0.915849967019481	3.44407553573947
C17orf59	4020.2	36549.2432	32529.0432	0.90090571418047	3.18450235299054
IL6ST	14694.8	47298.175	32603.375	0.762960238639943	1.68647879457991
TMEM151B	0	32675.8149	32675.8149	1	8
CORO7	4229.4218	36918.8411	32689.4193	0.897215058378564	3.12582491425994
TCTE1	0	32705.6013	32705.6013	1	8
SLC11A2	2691.2462	35405.725	32714.4788	0.929358001037101	3.71763637620795
IRAK1	7837.0876	40552.1149	32715.0273	0.838040571137745	2.37138762864538
KIAA0040	13875.056	46597.2678	32722.2118	0.770555270111846	1.74775177166907
TET1	0	32730.8622	32730.8622	1	8
TUBB4	0	32745.6934	32745.6934	1	8
CECR6	0	32761.2602	32761.2602	1	8
ANPEP	0	32786.0789	32786.0789	1	8
GAS2	87552.873	120349.5946	32796.7216	0.578875258140515	0.459004856270856
SLC2A9	0	32812.5094	32812.5094	1	8
CD70	1517.8572	34345.6611	32827.8039	0.957676846222865	4.50001988085352
TMEM107	3687.192	36549.2432	32862.0512	0.908361862036923	3.30924708586754
SDHC	5346.4944	38212.2191	32865.7247	0.877257752343857	2.8373688843452
MAFF	4068.1858	36944.9159	32876.7301	0.900807653374824	3.1829183686588
IFFO2	676.2786	33558.8856	32882.607	0.980246082768898	5.63293329615747
MIR718	7658.5512	40552.1149	32893.5637	0.841144049241834	2.40463375431504
PFN3	0	32898.7595	32898.7595	1	8
IMPDH1	991.6592	33895.4476	32903.7884	0.971575195223698	5.09510331202808
ZCCHC11	8172.6	41097.6942	32925.0942	0.834127233606005	2.33019042324406
CBS	0	32961.4555	32961.4555	1	8
HECA	2894.6	35874.755	32980.155	0.925337937657204	3.63153307575073
TMEM143	7488.04	40496.1004	33008.0604	0.843947605655138	2.43512294265123
CAV1	6144.915	39160.7873	33015.8723	0.864367735449496	2.67194480993844
CHD9	3242.3899	36383.7359	33141.346	0.9181754502985	3.48816419559395
RFPL4A	0	33175.2816	33175.2816	1	8
TMEM86B	0	33214.9351	33214.9351	1	8
PTGES3	26094.8	59329.8698	33235.0698	0.694528523656055	1.18499627212911
EPS15L1	1874.4954	35151.5996	33277.1042	0.949373667409431	4.22901615133705
EEF1A1	17290.8	50568.2486	33277.4486	0.745195366620569	1.54822719223751
GALK1	1245.0915	34567.8186	33322.7271	0.965233445242977	4.79510589238923
GRID1	0	33335.3427	33335.3427	1	8
PTPRH	0	33378.5591	33378.5591	1	8
TMEM120B	725.307	34108.6376	33383.3306	0.979178154862197	5.55540154781631
INTS5	4000.8822	37392.6424	33391.7602	0.903345215497788	3.2243643683101
RRP1	9512	42964.5966	33452.5966	0.818738244926501	2.17532772920893
HEY1	1446.81	34903.7771	33456.9671	0.960198442021862	4.59243578580896
CNBP	9830.2	43291.857	33461.657	0.8149506898801	2.13880301186117
FAM194B	0	33471.5196	33471.5196	1	8
ODC1	11035.9848	44510.5507	33474.5659	0.801320015719072	2.01193197566171
AKR1D1	0	33482.1042	33482.1042	1	8
SYNGR4	7003.8096	40496.1004	33492.2908	0.852551097465237	2.53157121991217
NEU1	3303.2	36814.6858	33511.4858	0.91766266007966	3.47834515994441
EXOC6	3939.1586	37452.6877	33513.5291	0.904832498375411	3.24910984425326
XKR8	3084.9732	36624.9836	33540.0104	0.922312350639475	3.56949825206435
TAS1R2	0	33558.8856	33558.8856	1	8
ZNF608	0	33626.5648	33626.5648	1	8
ITGB3	0	33639.1872	33639.1872	1	8
MYL4	0	33639.1872	33639.1872	1	8
AVPR2	0	33687.7198	33687.7198	1	8
LOC728129	224.6365	33944.5338	33719.8973	0.99342575491217	7.23944309832518
C17orf63	2075.4312	35811.2753	33735.8441	0.945220068152401	4.10893088349586
SLU7	4371.4	38111.4832	33740.0832	0.897102087459073	3.12405845373866
OAZ1	6060.3744	39805.2647	33744.8903	0.867866783960283	2.71548042735348
BARX2	16114.2	49933.9505	33819.7505	0.756023448378013	1.63168848265745
GLRX	12213	46056.3031	33843.3031	0.7904042205715	1.91498098457135
NBPF10	0	33845.5014	33845.5014	1	8
TRAPPC6A	3921.3775	37795.1213	33873.7438	0.905999362055763	3.26876758149964
UPF3A	28337.4	62242.668	33905.268	0.687156339957705	1.13519650719065
MIR4266	0	33955.1828	33955.1828	1	8
MRPL51	8567.1513	42592.4854	34025.3341	0.832540810439336	2.31371144544111
PNKD	3004.9173	37051.3443	34046.427	0.924982582498413	3.62412869608092
MIR922	0	34046.8403	34046.8403	1	8
PLEKHO1	2377.617	36450.368	34072.751	0.938765377600718	3.93834513852795
FAM55C	17228.5448	51301.4326	34072.8878	0.748598417019177	1.57419826363572
HIST2H4B	13644.4	47736.7815	34092.3815	0.777710372029903	1.80679234578095
BLOC1S3	3696.1427	37795.1213	34098.9786	0.91091756809337	3.35410765710485
SECTM1	3183.8202	37321.8065	34137.9863	0.921398075788814	3.5511880492125
HOXB3	0	34151.208	34151.208	1	8
JOSD1	5088.5175	39254.8551	34166.3376	0.885247395458594	2.94755379510025
SLC30A1	13096.8	47289.4813	34192.6813	0.783116301947211	1.85230496286253
ZNF511	4855.2186	39051.7409	34196.5223	0.889420295659507	3.00777870644658
MTA2	6670.45	40894.3837	34223.9337	0.859760888851799	2.61604672529706
PAFAH1B3	1026.4765	35250.9393	34224.4628	0.97170480649286	5.10188919612575
PRR19	1026.4765	35250.9393	34224.4628	0.97170480649286	5.10188919612575
PVRL1	3622.2	37863.5047	34241.3047	0.912687996354561	3.38586984303587
CYP26C1	0	34256.5251	34256.5251	1	8
ST14	2163.33	36433.9307	34270.6007	0.943951203770272	4.0739569899736
EFNA4	1546.8832	35825.2062	34278.323	0.958608597356079	4.53353883535286
WDR53	4513.1472	38798.1001	34284.9529	0.895797339459212	3.10378026785024
FGL2	1286.5296	35582.5416	34296.012	0.965105451313891	4.78961300795801
FBXO45	4456.9806	38798.1001	34341.1195	0.89696052977194	3.12184742053785
FHL1	2303.2658	36738.7672	34435.5014	0.941005485037114	3.9955504016083
IRGC	0	34439.197	34439.197	1	8
MS4A10	0	34441.2168	34441.2168	1	8
MCM3	3391.4	37839.2514	34447.8514	0.91774566045299	3.47993068838631
ECHS1	3265.908	37719.9533	34454.0453	0.920316228660052	3.52977183371155
AGPAT3	6289.6	40756.2372	34466.6372	0.866309106727938	2.69598068753884
EFNA3	0	34477.6751	34477.6751	1	8
BRSK1	0	34482.0499	34482.0499	1	8
C5orf54	3624.6132	38111.4832	34486.87	0.913153995877774	3.39432680369786
ZNF526	2626.2774	37122.1757	34495.8983	0.933927557044981	3.82119005435284
TNFRSF1A	7009.6856	41553.3769	34543.6913	0.855658081695321	2.56754408190686
TUT1	6327.8	40894.3837	34566.5837	0.865999420098821	2.69212681477062
FSIP2	0	34577.9258	34577.9258	1	8
TUBGCP2	4446.1392	39051.7409	34605.6017	0.897784922166816	3.13476184199289
ZNF780B	2420.3256	37027.4057	34607.0801	0.938644745331654	3.93532042398799
MRPL50	5278.5896	39905.6114	34627.0218	0.883176210197896	2.91836721912646
COX6B2	0	34632.8073	34632.8073	1	8
TMEM150B	0	34632.8073	34632.8073	1	8
FAM71A	0	34642.7038	34642.7038	1	8
CREG1	2146.1298	36798.7615	34652.6317	0.944893162405617	4.09984797228723
GPR124	0	34662.822	34662.822	1	8
MTO1	7701.6	42389.193	34687.593	0.846247193571082	2.46046640024581
ZNF189	5210.015	39905.6114	34695.5964	0.884518615483526	2.93723219665177
KDELR1	5825.7875	40539.1798	34713.3923	0.874349366790128	2.79879191593222
TMED4	11018	45734.7316	34716.7316	0.805859565004621	2.0534278164415
IL20	0	34732.1106	34732.1106	1	8
EYA3	6816.9861	41577.0921	34760.106	0.859135944860295	2.60858291322807
NBPF14	0	34790.0715	34790.0715	1	8
SLC7A5	1335.7952	36154.4282	34818.633	0.96436950546419	4.75840161918689
NCAPD2	7743.1372	42592.4854	34849.3482	0.846169833608058	2.45960880746716
YIPF2	2963.8714	37820.9447	34857.0733	0.927329048321981	3.67363064296148
TMPRSS13	0	34863.966	34863.966	1	8
C19orf52	2955.4168	37820.9447	34865.5279	0.927521321391071	3.67775188773793
HADH	2928.3183	37836.5779	34908.2596	0.928165687319964	3.69163732697203
C20orf123	151.6572	35167.9424	35016.2852	0.995706146113842	7.85730312600765
TMPRSS4	0	35018.9396	35018.9396	1	8
RBM47	21582.4	56625.4504	35043.0504	0.724037933665033	1.3915953165141
APOBEC3C	18664.4	53724.5507	35060.1507	0.74216507050433	1.52529238098818
CSTB	7902.5178	42964.5966	35062.0788	0.84464387466807	2.44276406456541
KCP	0	35085.2039	35085.2039	1	8
SMEK1	11212.4	46320.2269	35107.8269	0.805112323143374	2.04654720215584
LOC728989	715.0176	35862.1957	35147.1781	0.980451829554768	5.64834125723301
MAN1C1	599.101	35759.3117	35160.2107	0.983522355474006	5.89937591577176
TSR1	2393.8487	37555.3329	35161.4842	0.940077653555736	3.97161390995538
ZNF334	0	35167.9424	35167.9424	1	8
RIN3	0	35172.8073	35172.8073	1	8
TOP1	6384.016	41580.8964	35196.8804	0.866902373410777	2.70338468767235
DUSP26	0	35225.0847	35225.0847	1	8
PBRM1	6451.863	41690.1034	35238.2404	0.865982561942048	2.6919172408403
SGSM2	2303.7168	37555.3329	35251.6161	0.942203418863747	4.02698250689558
GNL3	6436.3932	41690.1034	35253.7102	0.866260923717435	2.69538058205813
EPB41L1	0	35287.7152	35287.7152	1	8
LRRC41	11373.5224	46682.0733	35308.5509	0.804092572595892	2.03718950852558
MAT1A	0	35351.7263	35351.7263	1	8
LDLRAP1	3182.6412	38621.6377	35438.9965	0.923868051698411	3.60111291439362
HES7	0	35472.2751	35472.2751	1	8
MAP3K11	7309.572	42803.2267	35493.6547	0.854137621732949	2.54986071845407
PER1	1042.538	36549.2432	35506.7052	0.972266863481319	5.13166965832535
RPA3	867.2541	36392.8803	35525.6262	0.97672434321654	5.39105767103457
FEZF1	1609.9535	37153.7581	35543.8046	0.958467509081354	4.52841722169535
LOC154860	1609.9535	37153.7581	35543.8046	0.958467509081354	4.52841722169535
UNK	20815.8	56381.9048	35566.1048	0.730357268341999	1.43755321288377
TMEM14E	0	35570.41	35570.41	1	8
ANXA11	7630.9004	43233.4084	35602.508	0.849975344597625	2.50222137723847
C16orf75	782.6511	36388.6166	35605.9655	0.978944729399154	5.53897408632463
BUB1	14397	50082.1701	35685.1701	0.776718590241285	1.79852885785303
ETS1	2539.6	38260.1594	35720.5594	0.937754534895615	3.91316969612307
HEXDC	4023.1014	39800.1765	35777.0751	0.908197159300126	3.30639482278738
C17orf101	4023.1014	39803.5989	35780.4975	0.908204328127345	3.30651887417781
LOC220980	8947.0555	44740.5214	35793.4659	0.833349612394222	2.32209719868138
RASSF4	8947.0555	44740.5214	35793.4659	0.833349612394222	2.32209719868138
LOC100240726	0	35821.7105	35821.7105	1	8
KDM4C	11738	47588.539	35850.539	0.802145882806344	2.01942755024702
DFNB31	11829.4686	47699.0265	35869.5579	0.801280570252481	2.01157455544859
B3GNT8	0	35918.7388	35918.7388	1	8
CD7	0	35929.7438	35929.7438	1	8
SLC25A34	0	35954.3377	35954.3377	1	8
TMEM82	0	35954.3377	35954.3377	1	8
MIR3183	0	35964.711	35964.711	1	8
MIR766	0	35968.2395	35968.2395	1	8
CHPT1	6210.2	42228.6536	36018.4536	0.871793002136615	2.76551061319352
TMEM156	0	36031.1636	36031.1636	1	8
HIST2H2BF	16814.315	52906.154	36091.839	0.758832445605035	1.65374553922258
LOC678655	26667.8984	62781.1765	36113.2781	0.70186501727588	1.23522792901229
GANAB	3023.888	39176.7624	36152.8744	0.928344990626021	3.69552156648957
ZNF688	8239.4754	44444.7227	36205.2473	0.843606324151302	2.43138773542235
PDLIM1	4715.2	40931.2054	36216.0054	0.896701614099059	3.11781028324249
CNTN5	2259.9072	38476.4461	36216.5389	0.944523576193552	4.08964011320009
KANK1	7987.8516	44240.5505	36252.6989	0.847059238291343	2.46948990217307
TAPBPL	26513.4458	62781.1765	36267.7307	0.703079030773839	1.2436078836722
C11orf88	0	36312.1875	36312.1875	1	8
MIR34C	0	36312.1875	36312.1875	1	8
SETBP1	16176.1475	52530.4664	36354.3189	0.76456200383352	1.69928633631213
C9orf129	0	36376.0228	36376.0228	1	8
SSBP2	25134	61515.3542	36381.3542	0.709934364404068	1.29130626128315
ABHD4	4670.0529	41056.2236	36386.1707	0.89786938151415	3.13609013549241
CARM1	1738.8532	38125.8199	36386.9667	0.956381099736147	4.45456031761989
PRM1	0	36388.6166	36388.6166	1	8
PRM2	0	36388.6166	36388.6166	1	8
PRM3	0	36388.6166	36388.6166	1	8
TNP2	0	36388.6166	36388.6166	1	8
SNORA77	0	36399.9252	36399.9252	1	8
EEF1G	4473	40894.3837	36421.3837	0.901404938191311	3.19258805832983
DCBLD1	7554.6	43982.5432	36427.9432	0.853414459340851	2.5415037525836
BCL8	1972.1241	38404.6075	36432.4834	0.951156915831196	4.28345716091874
PCDHGA10	0	36436.56	36436.56	1	8
PCDHGA11	0	36436.56	36436.56	1	8
PCDHGA12	0	36436.56	36436.56	1	8
PCDHGB6	0	36436.56	36436.56	1	8
PCDHGB7	0	36436.56	36436.56	1	8
PCDHGB8P	0	36436.56	36436.56	1	8
ATOH8	0	36479.2334	36479.2334	1	8
SLC44A4	0	36481.1455	36481.1455	1	8
SLC34A1	0	36493.8719	36493.8719	1	8
ZNF764	7890.624	44444.7227	36554.0987	0.849229545660008	2.49380082585457
POTEB	0	36563.2903	36563.2903	1	8
TP53INP1	5894.2	42506.4344	36612.2344	0.878220604480341	2.85031332590737
SMPDL3B	0	36624.9836	36624.9836	1	8
PTTG1	1468.0624	38111.4832	36643.4208	0.962908558505533	4.69824055883151
UQCRH	10028.6525	46682.0733	36653.4208	0.823161274017763	2.21874086592604
CCDC86	8838.6	45564.1049	36725.5049	0.83753381350713	2.36600795072056
TMC8	28314.7934	65062.3499	36747.5565	0.696769547671523	1.20026692690976
YWHAB	3671.454	40444.3308	36772.8768	0.916776863051522	3.46151406051496
ZFP62	7894.9143	44711.9436	36817.0293	0.849926138622318	2.50166474958794
BTG4	0	36820.8675	36820.8675	1	8
MIR34B	0	36820.8675	36820.8675	1	8
DAD1	4219.2	41056.2236	36837.0236	0.906810369411983	3.28255955132538
MIR3202-1	3596.168	40448.2423	36852.0743	0.918351319145712	3.49154468588406
CAV2	2308.2275	39160.7873	36852.5598	0.944338501622662	4.08455244078608
POM121L1P	0	36853.7888	36853.7888	1	8
MIR3202-2	3583.568	40448.2423	36864.6743	0.918614111580145	3.49660837518316
IKBKE	10247.6	47112.6251	36865.0251	0.821346586730881	2.20082765232805
BAT5	7781.6467	44648.4025	36866.7558	0.851580404391457	2.52046117118169
CA14	0	36867.4087	36867.4087	1	8
SPRED1	14977.4	51853.6987	36876.2987	0.775891758607285	1.79165969841389
TMEM50B	5999.4	42913.9662	36914.5662	0.877346409252038	2.83855711507571
TRIM69	3059.8464	39983.002	36923.1556	0.928911619148328	3.70785565786318
EDDM3B	0	36964.8518	36964.8518	1	8
C4orf36	0	36969.0844	36969.0844	1	8
CCRL1	0	36981.3172	36981.3172	1	8
SPATA24	5243.4	42226.9548	36983.5548	0.889543694752414	3.00958969768396
FXYD4	0	36986.2054	36986.2054	1	8
BPHL	1419.6411	38408.024	36988.3829	0.964355402295476	4.75780958994254
FLJ36031	8403.2278	45406.4764	37003.2486	0.843834343174107	2.43388258688246
LARGE	3384.1864	40428.6995	37044.5131	0.922758194752928	3.57849885713215
ZNF780A	4648.5117	41852.3192	37203.8075	0.900033792729497	3.17046677840993
FAM53B	960.4334	38173.2346	37212.8012	0.975457618744044	5.3127320523751
C19orf38	0	37250.3781	37250.3781	1	8
PLAC9	0	37276.4236	37276.4236	1	8
SMARCA4	5945.951	43241.9457	37295.9947	0.879117600082298	2.86245196025377
HEYL	0	37307.7017	37307.7017	1	8
TMEM109	7485.8966	44875.0031	37389.1065	0.857032697243741	2.58366501253828
KLHL24	6540	43934.5555	37394.5555	0.870429765349791	2.74799355696748
TMEM200A	0	37463.2958	37463.2958	1	8
SPINK2	0	37481.6134	37481.6134	1	8
C3orf37	5131.5677	42618.9012	37487.3335	0.892533668920684	3.05402185473024
TMEM19	18510.8	56015.2548	37504.4548	0.75161975164691	1.59745252711673
SNORD91A	0	37555.3329	37555.3329	1	8
SNORD91B	0	37555.3329	37555.3329	1	8
PPIE	1565.5556	39128.8835	37563.3279	0.961529004094321	4.64348729393523
VAMP1	5024.7648	42592.4854	37567.7206	0.894475956110544	3.08347094486919
PATL2	338.6445	37913.5486	37574.9041	0.991147056611507	6.80679811992401
TOMM22	1675.3968	39254.8551	37579.4583	0.959067029343154	4.55029637154675
USP39	2317.3535	39929.5644	37612.2109	0.945147395000855	4.10690729180535
HIVEP1	3948	41567.3168	37619.3168	0.913259968784838	3.3962557290652
FMN1	16097.292	53783.7671	37686.4751	0.769647280574773	1.7403527989728
PRPF19	7181.8	44875.0031	37693.2031	0.862039165443873	2.64349465634287
DDX11	9933.2	47630.003	37696.803	0.827438372392169	2.26154017476861
MIR3944	0	37719.9533	37719.9533	1	8
PCF11	26282	64005.3577	37723.3577	0.708907197314071	1.28411760829477
FAM100A	1520.6	39271.354	37750.754	0.962723040921256	4.69076473888705
KIAA1949	6870.8877	44630.7725	37759.8848	0.866589005610347	2.69947036948799
OGDH	7931.4	45711.0966	37779.6966	0.852143347108867	2.52689698049957
ZNRF2	5315.4156	43116.2801	37800.8645	0.890249236100978	3.01997831125477
FBRS	0	37805.3962	37805.3962	1	8
PLEKHH3	4608	42492.1281	37884.1281	0.902165871179446	3.20498297693447
SLC38A1	6183.8127	44103.6006	37919.7879	0.877030606782075	2.83432791402904
IL10	0	37951.291	37951.291	1	8
ATP8B3	459.2385	38494.897	38035.6585	0.98821078958356	6.38927980563159
C1QTNF2	0	38111.4832	38111.4832	1	8
C2orf68	1790.5826	39929.5644	38138.9818	0.957081105203201	4.47895635622322
PCDHGC3	0	38158.9873	38158.9873	1	8
PCDHGC4	0	38158.9873	38158.9873	1	8
PCDHGC5	0	38158.9873	38158.9873	1	8
ZNF689	6595.512	44754.8941	38159.3821	0.871558717818981	2.76248889136313
MYO5A	8043.2	46221.003	38177.803	0.851777054571316	2.52270706750124
NEK4	3485.3548	41690.1034	38204.7486	0.92284849033363	3.58032751906746
COPG	5521.6566	43728.9246	38207.268	0.887886468231161	2.98541479700794
