#02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_ROSE/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam
#Using cutoff of 14943.2417 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuper
1_MACS_peak_9503_lociStitched	chr15	70021352	70022260	1	909	414.6836	119.7652	23892	0
1_MACS_peak_21638_lociStitched	chr4	124520827	124521625	1	799	397.9626	103.1016	23893	0
1_MACS_peak_8628_lociStitched	chr14	91475758	91476621	1	864	379.8926	85.0918	23894	0
1_MACS_peak_7969_lociStitched	chr13	107188164	107188899	1	736	385.581	91.14	23895	0
1_MACS_peak_12891_lociStitched	chr18	46895033	46895958	1	926	428.83	134.5875	23896	0
1_MACS_peak_5757_lociStitched	chr11	124351169	124352106	1	938	439.6404	145.4224	23897	0
1_MACS_peak_27285_lociStitched	chr8	11018448	11019315	1	868	412.4319	118.6923	23898	0
1_MACS_peak_15920_lociStitched	chr2	161684098	161684756	1	659	322.8148	29.0836	23899	0
1_MACS_peak_7456_lociStitched	chr12	132568773	132569276	1	504	309.4959	15.8445	23900	0
1_MACS_peak_22693_lociStitched	chr5	78190311	78191234	1	924	452.1777	158.5714	23901	0
1_MACS_peak_28404_lociStitched	chr8	143743254	143744088	1	835	391.563	97.995	23902	0
1_MACS_peak_4553_lociStitched	chr11	12145957	12146805	1	849	400.4256	107.1872	23903	0
1_MACS_peak_10882_lociStitched	chr16	75109224	75109987	1	764	426.8985	133.6776	23904	0
1_MACS_peak_12858_lociStitched	chr18	43895290	43895985	1	696	350.6275	57.407	23905	0
1_MACS_peak_23940_lociStitched	chr6	15845443	15846219	1	777	364.6424	71.4696	23906	0
1_MACS_peak_13734_lociStitched	chr19	21688265	21689143	1	879	347.4246	54.5238	23907	0
1_MACS_peak_8521_lociStitched	chr14	75389292	75390081	1	790	321.9909	29.1141	23908	0
1_MACS_peak_27231_lociStitched	chr8	4495743	4496591	1	849	370.4912	77.6768	23909	0
1_MACS_peak_8746_lociStitched	chr14	100604113	100604818	1	706	309.777	16.9905	23910	0
1_MACS_peak_8096_lociStitched	chr14	22314601	22315448	1	848	378.609	85.8858	23911	0
1_MACS_peak_29779_lociStitched	chrX	1612504	1613355	1	852	358.1859	65.6972	23912	0
1_MACS_peak_73_lociStitched	chr1	4404000	4404673	1	674	328.1548	35.669	23913	0
1_MACS_peak_7103_lociStitched	chr12	105035901	105036654	1	754	323.4888	31.0236	23914	0
1_MACS_peak_3224_lociStitched	chr10	22029429	22030369	1	941	389.442	97.008	23915	0
1_MACS_peak_27731_lociStitched	chr8	59124660	59125459	1	800	355.3952	62.9612	23916	0
1_MACS_peak_10955_lociStitched	chr16	83841390	83842244	1	855	367.4762	75.0666	23917	0
1_MACS_peak_20771_lociStitched	chr4	8160529	8161556	1	1028	478.2739	185.887	23918	0
1_MACS_peak_6979_lociStitched	chr12	94196914	94197764	1	851	397.035	104.72	23919	0
1_MACS_peak_11180_lociStitched	chr17	5796475	5797381	1	907	378.5268	87.2478	23920	0
1_MACS_peak_8139_lociStitched	chr14	24422777	24423574	1	798	355.8605	64.9555	23921	0
1_MACS_peak_29695_lociStitched	chr9	138799569	138800287	1	719	393.7512	103.033	23922	0
1_MACS_peak_30003_lociStitched	chrX	37431397	37432105	1	709	337.6452	47.082	23923	0
1_MACS_peak_24322_lociStitched	chr6	36355205	36355949	1	745	391.1952	100.7376	23924	0
1_MACS_peak_11801_lociStitched	chr17	41623112	41623970	1	859	376.7478	86.3148	23925	0
1_MACS_peak_7803_lociStitched	chr13	72538464	72539344	1	881	374.176	83.864	23926	0
1_MACS_peak_18505_lociStitched	chr22	41953459	41954184	1	726	384.83	94.54	23927	0
1_MACS_peak_30410_lociStitched	chrX	102611050	102611801	1	752	347.2624	57.0009	23928	0
1_MACS_peak_1278_lociStitched	chr1	101777605	101778519	1	915	382.3262	92.4054	23929	0
1_MACS_peak_12979_lociStitched	chr18	55190605	55191403	1	799	412.8054	123.0516	23930	0
1_MACS_peak_8851_lociStitched	chr15	21219501	21220338	1	838	380.6676	91.4004	23931	0
1_MACS_peak_15711_lociStitched	chr2	130634612	130635338	1	727	347.1006	57.8622	23932	0
1_MACS_peak_14926_lociStitched	chr2	56575305	56576137	1	833	388.0448	99.1744	23933	0
1_MACS_peak_13727_lociStitched	chr19	20747920	20748649	1	730	375.5808	86.8239	23934	0
1_MACS_peak_30644_lociStitched	chrX	148655279	148656088	1	810	347.3846	58.8952	23935	0
1_MACS_peak_15797_lociStitched	chr2	143343943	143344737	1	795	393.1888	104.7286	23936	0
1_MACS_peak_4816_lociStitched	chr11	44715509	44716442	1	934	438.7899	150.4929	23937	0
1_MACS_peak_2252_lociStitched	chr1	191838970	191839924	1	955	429.6816	141.7644	23938	0
1_MACS_peak_112_lociStitched	chr1	9188533	9189253	1	721	346.752	58.896	23939	0
1_MACS_peak_28784_lociStitched	chr9	37066096	37066946	1	851	440.555	152.745	23940	0
1_MACS_peak_21645_lociStitched	chr4	125867659	125868529	1	871	396.372	108.663	23941	0
1_MACS_peak_8850_lociStitched	chr15	21208118	21209034	1	917	376.8424	89.4016	23942	0
1_MACS_peak_19048_lociStitched	chr3	41564203	41564980	1	778	381.7401	94.4055	23943	0
1_MACS_peak_29977_lociStitched	chrX	24430641	24431540	1	900	366.9718	79.6514	23944	0
1_MACS_peak_8719_lociStitched	chr14	97354749	97355383	1	635	305.905	18.8298	23945	0
1_MACS_peak_7482_lociStitched	chr13	20793329	20793995	1	667	321.2118	34.299	23946	0
1_MACS_peak_19265_lociStitched	chr3	51004847	51005637	1	791	401.873	115.498	23947	0
1_MACS_peak_7889_lociStitched	chr13	91983503	91984143	1	641	317.76	31.488	23948	0
1_MACS_peak_29967_lociStitched	chrX	23791133	23791882	1	750	340.8699	54.6021	23949	0
1_MACS_peak_30015_lociStitched	chrX	38420737	38421442	1	706	358.281	72.051	23950	0
1_MACS_peak_15211_lociStitched	chr2	81088314	81089483	1	1170	523.4782	237.307	23951	0
1_MACS_peak_11002_lociStitched	chr16	88600643	88601115	1	473	294.4336	8.496	23952	0
1_MACS_peak_30399_lociStitched	chrX	101212370	101213110	1	741	327.08	41.144	23953	0
1_MACS_peak_17105_lociStitched	chr20	32155963	32156824	1	862	438.5073	152.6553	23954	0
1_MACS_peak_21549_lociStitched	chr4	111009404	111010222	1	819	379.4702	93.7428	23955	0
1_MACS_peak_22630_lociStitched	chr5	72921291	72921912	1	622	316.6479	31.05	23956	0
1_MACS_peak_28653_lociStitched	chr9	22176085	22176952	1	868	374.7174	89.2143	23957	0
1_MACS_peak_10402_lociStitched	chr16	25421252	25422184	1	933	377.0872	91.802	23958	0
1_MACS_peak_1485_lociStitched	chr1	143167778	143168643	1	866	437.9495	152.6725	23959	0
1_MACS_peak_27354_lociStitched	chr8	18870440	18871077	1	638	335.062	50.1319	23960	0
1_MACS_peak_29987_lociStitched	chrX	28984114	28984963	1	850	369.2301	84.3057	23961	0
1_MACS_peak_9964_lociStitched	chr15	100881730	100882317	1	588	293.2065	8.4528	23962	0
1_MACS_peak_9695_lociStitched	chr15	80696028	80696784	1	757	330.5988	45.8892	23963	0
1_MACS_peak_8656_lociStitched	chr14	93004430	93005033	1	604	331.4691	46.9134	23964	0
1_MACS_peak_30718_lociStitched	chrX	154459033	154459788	1	756	419.8555	135.6735	23965	0
1_MACS_peak_14468_lociStitched	chr2	18727758	18728642	1	885	390.728	106.6988	23966	0
1_MACS_peak_30396_lociStitched	chrX	100931461	100932231	1	771	412.643	128.821	23967	0
1_MACS_peak_29350_lociStitched	chr9	115546091	115546965	1	875	408.5076	124.982	23968	0
1_MACS_peak_24226_lociStitched	chr6	32557119	32557923	1	805	401.1156	117.8664	23969	0
1_MACS_peak_10782_lociStitched	chr16	68227788	68228666	1	879	440.317	157.2498	23970	0
1_MACS_peak_3999_lociStitched	chr10	101600173	101600981	1	809	363.7616	80.8808	23971	0
1_MACS_peak_5329_lociStitched	chr11	77259520	77260369	1	850	419.406	136.689	23972	0
1_MACS_peak_24601_lociStitched	chr6	67102179	67103304	1	1126	492.075	209.475	23973	0
1_MACS_peak_7317_lociStitched	chr12	121163433	121164211	1	779	350.8002	68.2306	23974	0
1_MACS_peak_23500_lociStitched	chr5	161924011	161924711	1	701	332.78	50.68	23975	0
1_MACS_peak_898_lociStitched	chr1	54743226	54743926	1	701	347.2	65.24	23976	0
1_MACS_peak_16177_lociStitched	chr2	190735897	190736690	1	794	370.6482	88.7367	23977	0
1_MACS_peak_7145_lociStitched	chr12	108130061	108131082	1	1022	473.744	191.8459	23978	0
1_MACS_peak_7468_lociStitched	chr13	20040066	20040833	1	768	314.0865	32.214	23979	0
1_MACS_peak_7353_lociStitched	chr12	122680917	122681655	1	739	363.465	81.8442	23980	0
1_MACS_peak_20958_lociStitched	chr4	35343922	35344564	1	643	323.889	42.4362	23981	0
1_MACS_peak_29700_lociStitched	chr9	139158443	139159339	1	897	389.4912	108.0576	23982	0
1_MACS_peak_28650_lociStitched	chr9	21813093	21813930	1	838	396.5706	115.2549	23983	0
1_MACS_peak_4603_lociStitched	chr11	15256442	15257293	1	852	388.3113	107.1409	23984	0
1_MACS_peak_21769_lociStitched	chr4	145875421	145876302	1	882	407.1982	126.0711	23985	0
1_MACS_peak_9258_lociStitched	chr15	51386327	51386926	1	600	304.6514	23.7803	23986	0
1_MACS_peak_12424_lociStitched	chr17	77826189	77827083	1	895	401.2272	120.4218	23987	0
1_MACS_peak_8013_lociStitched	chr13	113548675	113549333	1	659	297.745	16.9764	23988	0
1_MACS_peak_7252_lociStitched	chr12	115792112	115792908	1	797	350.7972	70.446	23989	0
1_MACS_peak_1262_lociStitched	chr1	100315231	100316180	1	950	402.4709	122.3261	23990	0
1_MACS_peak_18862_lociStitched	chr3	18485706	18486401	1	696	369.5315	89.7245	23991	0
1_MACS_peak_28929_lociStitched	chr9	74021791	74022623	1	833	338.624	59.072	23992	0
1_MACS_peak_25722_lociStitched	chr7	18460064	18460843	1	780	389.8116	110.5401	23993	0
1_MACS_peak_10451_lociStitched	chr16	29086052	29086907	1	856	403.9875	124.83	23994	0
1_MACS_peak_18039_lociStitched	chr22	18921515	18922372	1	858	397.9051	118.7802	23995	0
1_MACS_peak_16642_lociStitched	chr2	234225510	234226367	1	858	383.8503	105.1539	23996	0
1_MACS_peak_7233_lociStitched	chr12	112554198	112555052	1	855	385.6664	107.0062	23997	0
1_MACS_peak_25779_lociStitched	chr7	23040818	23041760	1	943	392.6256	114.0762	23998	0
1_MACS_peak_10409_lociStitched	chr16	27200604	27201355	1	752	354.1716	75.6257	23999	0
1_MACS_peak_16732_lociStitched	chr2	242448168	242448776	1	609	324.3072	45.904	24000	0
1_MACS_peak_26371_lociStitched	chr7	83965459	83966262	1	804	397.0835	118.6834	24001	0
1_MACS_peak_23457_lociStitched	chr5	157549726	157550731	1	1006	462.1995	183.8145	24002	0
1_MACS_peak_7896_lociStitched	chr13	94402917	94403696	1	780	369.4797	91.143	24003	0
1_MACS_peak_28097_lociStitched	chr8	105384774	105385515	1	742	383.7639	105.4443	24004	0
1_MACS_peak_827_lociStitched	chr1	49649596	49650363	1	768	384.267	106.0761	24005	0
1_MACS_peak_23668_lociStitched	chr5	178286724	178287476	1	753	363.7424	85.5776	24006	0
1_MACS_peak_16760_lociStitched	chr20	991362	992214	1	853	393.3684	115.446	24007	0
1_MACS_peak_4326_lociStitched	chr10	131434273	131435044	1	772	328.9086	51.0402	24008	0
1_MACS_peak_30036_lociStitched	chrX	39750872	39751566	1	695	328.5396	50.8008	24009	0
1_MACS_peak_17660_lociStitched	chr21	19303050	19303698	1	649	342.9216	65.5776	24010	0
1_MACS_peak_8930_lociStitched	chr15	30022988	30023851	1	864	361.4244	84.3151	24011	0
1_MACS_peak_16446_lociStitched	chr2	216696140	216696955	1	816	351.265	74.817	24012	0
1_MACS_peak_18114_lociStitched	chr22	23040310	23040971	1	662	344.3149	67.8847	24013	0
1_MACS_peak_27615_lociStitched	chr8	40602609	40603460	1	852	357.42	81.0152	24014	0
1_MACS_peak_24365_lociStitched	chr6	38322911	38323656	1	746	364.3795	87.9845	24015	0
1_MACS_peak_28129_lociStitched	chr8	110657030	110657711	1	682	328.3101	52.7094	24016	0
1_MACS_peak_8449_lociStitched	chr14	68698732	68699456	1	725	322.7592	47.422	24017	0
1_MACS_peak_14888_lociStitched	chr2	54696474	54697265	1	792	366.1539	90.8859	24018	0
1_MACS_peak_30318_lociStitched	chrX	73489837	73490553	1	717	352.8448	77.6144	24019	0
1_MACS_peak_7789_lociStitched	chr13	63086417	63087199	1	783	351.4308	76.4796	24020	0
1_MACS_peak_24974_lociStitched	chr6	110631886	110632772	1	887	364.7662	89.929	24021	0
1_MACS_peak_3041_lociStitched	chr10	5264515	5265313	1	799	324.4668	49.875	24022	0
1_MACS_peak_5634_lociStitched	chr11	115211987	115212793	1	807	362.2164	87.6928	24023	0
1_MACS_peak_11129_lociStitched	chr17	3658367	3659168	1	802	333.6165	59.9949	24024	0
1_MACS_peak_15832_lociStitched	chr2	150954314	150955021	1	708	327.9066	54.2976	24025	0
1_MACS_peak_30547_lociStitched	chrX	130092751	130093699	1	949	373.2276	99.6348	24026	0
1_MACS_peak_25410_lociStitched	chr6	155673561	155674336	1	776	314.65	41.23	24027	0
1_MACS_peak_23610_lociStitched	chr5	174049518	174050206	1	689	342.1424	68.7312	24028	0
1_MACS_peak_17449_lociStitched	chr20	51431137	51431833	1	697	317.4456	44.1264	24029	0
1_MACS_peak_5939_lociStitched	chr12	3185747	3186467	1	721	358.488	85.248	24030	0
1_MACS_peak_18605_lociStitched	chr22	48074656	48075335	1	680	320.2843	47.1905	24031	0
1_MACS_peak_11762_lociStitched	chr17	40440017	40440772	1	756	321.1015	48.169	24032	0
1_MACS_peak_22447_lociStitched	chr5	55199227	55199971	1	745	334.5024	62.1984	24033	0
1_MACS_peak_11340_lociStitched	chr17	17686084	17686704	1	621	300.452	28.148	24034	0
1_MACS_peak_8138_lociStitched	chr14	24036383	24037121	1	739	331.6572	59.4828	24035	0
1_MACS_peak_8442_lociStitched	chr14	67999535	68000398	1	864	309.817	38.1446	24036	0
1_MACS_peak_28440_lociStitched	chr8	145103567	145104248	1	682	317.346	46.1037	24037	0
1_MACS_peak_7802_lociStitched	chr13	72440659	72441189	1	531	287.048	16.218	24038	0
1_MACS_peak_12618_lociStitched	chr18	10593624	10594409	1	786	312.587	42.39	24039	0
1_MACS_peak_26001_lociStitched	chr7	43731148	43732130	1	983	399.8704	129.8204	24040	0
1_MACS_peak_30563_lociStitched	chrX	131956251	131956935	1	685	306.7056	36.936	24041	0
1_MACS_peak_4828_lociStitched	chr11	45149090	45149832	1	743	334.7904	65.0734	24042	0
1_MACS_peak_8078_lociStitched	chr14	21492600	21493242	1	643	317.5332	48.0858	24043	0
1_MACS_peak_21720_lociStitched	chr4	140339923	140340731	1	809	363.5192	94.132	24044	0
1_MACS_peak_24371_lociStitched	chr6	39384576	39385398	1	823	348.3636	79.734	24045	0
1_MACS_peak_9725_lociStitched	chr15	82737302	82738240	1	939	347.9042	79.3548	24046	0
1_MACS_peak_17644_lociStitched	chr21	16108217	16109026	1	810	373.8389	105.3318	24047	0
1_MACS_peak_30018_lociStitched	chrX	38511982	38512626	1	645	281.106	12.6224	24048	0
1_MACS_peak_22870_lociStitched	chr5	102607499	102608166	1	668	348.0406	80.04	24049	0
1_MACS_peak_27378_lociStitched	chr8	21066979	21067724	1	746	389.5605	121.733	24050	0
1_MACS_peak_26147_lociStitched	chr7	63924033	63924930	1	898	375.0357	107.3709	24051	0
1_MACS_peak_20887_lociStitched	chr4	20622719	20623577	1	859	336.0786	68.7258	24052	0
1_MACS_peak_11399_lociStitched	chr17	19627637	19628567	1	931	411.525	144.243	24053	0
1_MACS_peak_21502_lociStitched	chr4	107917227	107918025	1	799	367.878	100.8672	24054	0
1_MACS_peak_14256_lociStitched	chr19	56591937	56592802	1	866	371.5175	104.5785	24055	0
1_MACS_peak_29728_lociStitched	chr9	139894188	139895189	1	1002	466.1657	199.4993	24056	0
1_MACS_peak_29825_lociStitched	chrX	9134182	9134835	1	654	286.014	19.3941	24057	0
1_MACS_peak_24562_lociStitched	chr6	55937878	55938624	1	747	342.4886	76.0174	24058	0
1_MACS_peak_25967_lociStitched	chr7	39894506	39894976	1	471	300.189	33.793	24059	0
1_MACS_peak_30597_lociStitched	chrX	135717542	135718338	1	797	307.0968	40.8348	24060	0
1_MACS_peak_22183_lociStitched	chr5	6765352	6766161	1	810	364.5354	98.2935	24061	0
1_MACS_peak_13495_lociStitched	chr19	12145985	12146831	1	847	357.6888	91.5372	24062	0
1_MACS_peak_19335_lociStitched	chr3	56039250	56040008	1	759	352.47	86.3362	24063	0
1_MACS_peak_7679_lociStitched	chr13	44690999	44691676	1	678	316.4975	50.5042	24064	0
1_MACS_peak_26097_lociStitched	chr7	50662444	50663182	1	739	336.6018	70.6266	24065	0
1_MACS_peak_4703_lociStitched	chr11	29277659	29278513	1	855	353.3852	87.535	24066	0
1_MACS_peak_29330_lociStitched	chr9	114423785	114424541	1	757	312.228	46.494	24067	0
1_MACS_peak_11417_lociStitched	chr17	20678054	20678860	1	807	310.6324	45.0554	24068	0
1_MACS_peak_23849_lociStitched	chr6	10309434	10310225	1	792	350.5712	85.0325	24069	0
1_MACS_peak_15796_lociStitched	chr2	143252168	143252883	1	716	284.856	19.8055	24070	0
1_MACS_peak_9210_lociStitched	chr15	47016765	47017668	1	904	387.6579	122.808	24071	0
1_MACS_peak_22544_lociStitched	chr5	62026288	62027093	1	806	345.7475	80.9025	24072	0
1_MACS_peak_9354_lociStitched	chr15	59730394	59731146	1	753	404.2	139.496	24073	0
1_MACS_peak_13018_lociStitched	chr18	56935802	56936529	1	728	305.0492	40.4212	24074	0
1_MACS_peak_7891_lociStitched	chr13	92429994	92430688	1	695	337.8392	73.217	24075	0
1_MACS_peak_8693_lociStitched	chr14	94595374	94596029	1	656	313.352	48.994	24076	0
1_MACS_peak_9392_lociStitched	chr15	63569002	63569641	1	640	359.5653	95.3388	24077	0
1_MACS_peak_21133_lociStitched	chr4	65022230	65023037	1	808	406.728	142.5162	24078	0
1_MACS_peak_11432_lociStitched	chr17	25371987	25372845	1	859	356.7564	92.5782	24079	0
1_MACS_peak_16620_lociStitched	chr2	232790458	232791113	1	656	287.938	23.9075	24080	0
1_MACS_peak_12482_lociStitched	chr17	80009704	80010390	1	687	330.7892	67.0222	24081	0
1_MACS_peak_16167_lociStitched	chr2	189027274	189027953	1	680	315.9387	52.2151	24082	0
1_MACS_peak_23571_lociStitched	chr5	171709974	171710785	1	812	386.2793	122.6232	24083	0
1_MACS_peak_6176_lociStitched	chr12	18276222	18276980	1	759	331.5492	68.0684	24084	0
1_MACS_peak_29742_lociStitched	chr9	140196866	140197531	1	666	341.145	77.938	24085	0
1_MACS_peak_19486_lociStitched	chr3	75229160	75229956	1	797	362.6576	99.7388	24086	0
1_MACS_peak_3356_lociStitched	chr10	35182537	35183220	1	684	318.4829	55.5962	24087	0
1_MACS_peak_24589_lociStitched	chr6	63054630	63055484	1	855	352.4458	89.8408	24088	0
1_MACS_peak_3958_lociStitched	chr10	98776495	98777386	1	892	347.9355	85.4469	24089	0
1_MACS_peak_7631_lociStitched	chr13	40782895	40783577	1	683	315.6978	53.3324	24090	0
1_MACS_peak_17041_lociStitched	chr20	25070807	25071629	1	823	334.554	72.2538	24091	0
1_MACS_peak_6397_lociStitched	chr12	43678363	43679125	1	763	355.3206	93.0402	24092	0
1_MACS_peak_21658_lociStitched	chr4	128777970	128778616	1	647	334.951	72.7396	24093	0
1_MACS_peak_6766_lociStitched	chr12	68024006	68024700	1	695	321.3914	59.7534	24094	0
1_MACS_peak_7796_lociStitched	chr13	68759703	68760436	1	734	326.5515	65.5302	24095	0
1_MACS_peak_3507_lociStitched	chr10	56660401	56661193	1	793	320.1264	59.1624	24096	0
1_MACS_peak_19975_lociStitched	chr3	137833932	137834628	1	697	328.0944	67.164	24097	0
1_MACS_peak_23330_lociStitched	chr5	147920906	147921693	1	788	345.0995	84.3664	24098	0
1_MACS_peak_19569_lociStitched	chr3	99626218	99626967	1	750	332.2564	71.6044	24099	0
1_MACS_peak_12539_lociStitched	chr18	2325315	2325992	1	678	310.8784	50.3011	24100	0
1_MACS_peak_29271_lociStitched	chr9	109183141	109184127	1	987	426.6422	166.141	24101	0
1_MACS_peak_16380_lociStitched	chr2	206634702	206635443	1	742	373.3899	113.2248	24102	0
1_MACS_peak_29787_lociStitched	chrX	2418008	2418726	1	719	289.7848	29.9406	24103	0
1_MACS_peak_29991_lociStitched	chrX	29505498	29506204	1	707	299.344	39.536	24104	0
1_MACS_peak_26540_lociStitched	chr7	100660373	100661072	1	700	327.2718	67.5234	24105	0
1_MACS_peak_15322_lociStitched	chr2	89948092	89948920	1	829	449.4384	189.8604	24106	0
1_MACS_peak_1123_lociStitched	chr1	84543717	84544434	1	718	318.1329	58.5789	24107	0
1_MACS_peak_28092_lociStitched	chr8	104843394	104844133	1	740	314.2228	54.8338	24108	0
1_MACS_peak_5431_lociStitched	chr11	89060907	89061640	1	734	350.5206	91.2585	24109	0
1_MACS_peak_13089_lociStitched	chr18	69410228	69410976	1	749	301.07	41.8132	24110	0
1_MACS_peak_29889_lociStitched	chrX	13971261	13971929	1	669	310.2192	51.436	24111	0
1_MACS_peak_13381_lociStitched	chr19	7616041	7616667	1	627	341.5456	83.3832	24112	0
1_MACS_peak_11270_lociStitched	chr17	8842909	8843711	1	803	333.5518	75.6286	24113	0
1_MACS_peak_30633_lociStitched	chrX	146956836	146957525	1	690	294.6853	36.7926	24114	0
1_MACS_peak_14987_lociStitched	chr2	63527549	63528281	1	733	341.6976	83.9604	24115	0
1_MACS_peak_30406_lociStitched	chrX	102410760	102411551	1	792	341.712	84.0833	24116	0
1_MACS_peak_861_lociStitched	chr1	52800710	52801398	1	689	353.4944	95.976	24117	0
1_MACS_peak_14567_lociStitched	chr2	26814073	26814990	1	918	377.4372	120.0353	24118	0
1_MACS_peak_28662_lociStitched	chr9	25677946	25678602	1	657	322.9488	65.6	24119	0
1_MACS_peak_6271_lociStitched	chr12	28904114	28904914	1	801	363.92	106.72	24120	0
1_MACS_peak_27241_lociStitched	chr8	7528959	7529574	1	616	272.3835	15.5595	24121	0
1_MACS_peak_8681_lociStitched	chr14	93849861	93850639	1	779	307.699	50.8812	24122	0
1_MACS_peak_8522_lociStitched	chr14	75408079	75408894	1	816	362.7565	105.95	24123	0
1_MACS_peak_29792_lociStitched	chrX	3562650	3563373	1	724	332.8692	76.1319	24124	0
1_MACS_peak_14645_lociStitched	chr2	32128844	32129586	1	743	320.4698	64.2572	24125	0
1_MACS_peak_25863_lociStitched	chr7	30028639	30029392	1	754	313.6245	57.5292	24126	0
1_MACS_peak_27742_lociStitched	chr8	60032026	60032442	1	417	312.2912	56.2432	24127	0
1_MACS_peak_490_lociStitched	chr1	31627908	31628736	1	829	352.9764	97.4556	24128	0
1_MACS_peak_7067_lociStitched	chr12	102436976	102437626	1	651	324.48	69.225	24129	0
1_MACS_peak_25389_lociStitched	chr6	151815156	151815808	1	653	267.32	12.1272	24130	0
1_MACS_peak_17706_lociStitched	chr21	28242179	28243101	1	923	328.5086	73.3912	24131	0
1_MACS_peak_10152_lociStitched	chr16	5819888	5820583	1	696	298.5025	43.507	24132	0
1_MACS_peak_24613_lociStitched	chr6	70944072	70944897	1	826	364.815	109.9725	24133	0
1_MACS_peak_22617_lociStitched	chr5	71202617	71203338	1	722	346.0079	91.2065	24134	0
1_MACS_peak_4335_lociStitched	chr10	134005065	134005869	1	805	350.4636	95.8368	24135	0
1_MACS_peak_22134_lociStitched	chr5	1209138	1209935	1	798	345.3401	90.7783	24136	0
1_MACS_peak_21583_lociStitched	chr4	119034212	119034919	1	708	363.2566	108.9487	24137	0
1_MACS_peak_7527_lociStitched	chr13	26100179	26100947	1	769	335.4624	81.1776	24138	0
1_MACS_peak_7693_lociStitched	chr13	45965149	45965579	1	431	308.31	54.137	24139	0
1_MACS_peak_21978_lociStitched	chr4	181200634	181201444	1	811	338.661	84.564	24140	0
1_MACS_peak_8795_lociStitched	chr14	105156153	105156837	1	685	303.5592	49.59	24141	0
