GENE_ID	locusLine	bin_1_33_0EX9_0229Kronos_MM1S-No-Treatment-1_p300_hs_i49.bam
1_MACS_peak_8896_lociStitched	chr5(.):139630759-139631788	1.1499
1_MACS_peak_8897_lociStitched	chr5(.):139646227-139647556	0.9545
1_MACS_peak_8898_lociStitched	chr5(.):139664074-139664875	0.7598
1_MACS_peak_8899_lociStitched	chr5(.):139721638-139722455	0.9099
1_MACS_peak_8900_lociStitched	chr5(.):139943736-139944764	0.6767
1_MACS_peak_8901_lociStitched	chr5(.):140090271-140091243	0.6951
1_MACS_peak_8902_lociStitched	chr5(.):140943469-140944363	0.878
1_MACS_peak_8903_lociStitched	chr5(.):141218287-141218941	0.4496
1_MACS_peak_8904_lociStitched	chr5(.):141229015-141230017	0.6627
1_MACS_peak_8905_lociStitched	chr5(.):141243640-141245258	2.4272
1_MACS_peak_8906_lociStitched	chr5(.):141258168-141259270	0.6977
1_MACS_peak_8907_lociStitched	chr5(.):141320168-141321106	0.6433
1_MACS_peak_8908_lociStitched	chr5(.):141736092-141737016	0.6058
1_MACS_peak_8909_lociStitched	chr5(.):141851717-141852337	0.4206
1_MACS_peak_8910_lociStitched	chr5(.):142388176-142389510	1.8326
2_MACS_peak_8911_lociStitched	chr5(.):142433715-142437842	0.6378
1_MACS_peak_8913_lociStitched	chr5(.):142498401-142499731	1.1059
1_MACS_peak_8914_lociStitched	chr5(.):142540303-142541442	1.1856
1_MACS_peak_8915_lociStitched	chr5(.):142943700-142944396	0.6593
1_MACS_peak_8916_lociStitched	chr5(.):142961669-142963221	0.8518
1_MACS_peak_8917_lociStitched	chr5(.):142971969-142972874	0.7328
1_MACS_peak_8918_lociStitched	chr5(.):142984667-142985644	0.8398
1_MACS_peak_8919_lociStitched	chr5(.):143652422-143653545	0.8625
1_MACS_peak_8920_lociStitched	chr5(.):143715010-143715733	0.6825
1_MACS_peak_8921_lociStitched	chr5(.):144787316-144788073	1.0134
1_MACS_peak_8922_lociStitched	chr5(.):144808552-144809268	0.703
1_MACS_peak_8923_lociStitched	chr5(.):146550087-146550829	0.5959
1_MACS_peak_8924_lociStitched	chr5(.):146783534-146784728	1.5875
2_MACS_peak_8925_lociStitched	chr5(.):147184254-147187260	0.7045
3_MACS_peak_8927_lociStitched	chr5(.):148205375-148214859	0.6231
1_MACS_peak_8930_lociStitched	chr5(.):148929179-148930015	0.8863
1_MACS_peak_8931_lociStitched	chr5(.):148941140-148941984	0.8042
1_MACS_peak_8932_lociStitched	chr5(.):149159604-149161034	1.1032
1_MACS_peak_8933_lociStitched	chr5(.):149185077-149185895	0.8144
1_MACS_peak_8934_lociStitched	chr5(.):149379818-149381041	0.9533
1_MACS_peak_8935_lociStitched	chr5(.):149399567-149400558	0.577
2_MACS_peak_8936_lociStitched	chr5(.):149718496-149722647	0.4477
1_MACS_peak_8938_lociStitched	chr5(.):149791688-149793063	0.9293
1_MACS_peak_8939_lociStitched	chr5(.):149829019-149830134	0.9035
1_MACS_peak_8940_lociStitched	chr5(.):149855969-149857738	1.4517
2_MACS_peak_8941_lociStitched	chr5(.):150459895-150463645	0.5641
1_MACS_peak_8943_lociStitched	chr5(.):150473061-150474416	1.088
1_MACS_peak_8944_lociStitched	chr5(.):150520685-150521810	1.2575
1_MACS_peak_8945_lociStitched	chr5(.):150575840-150576823	0.9765
1_MACS_peak_8946_lociStitched	chr5(.):150593907-150594722	0.816
1_MACS_peak_8947_lociStitched	chr5(.):150612794-150614949	0.7421
1_MACS_peak_8948_lociStitched	chr5(.):150635318-150636081	0.8883
1_MACS_peak_8949_lociStitched	chr5(.):150826926-150827508	0.6192
1_MACS_peak_8950_lociStitched	chr5(.):151128602-151130256	0.9658
1_MACS_peak_8951_lociStitched	chr5(.):152977520-152978225	0.6812
1_MACS_peak_8952_lociStitched	chr5(.):153437407-153439602	1.005
1_MACS_peak_8953_lociStitched	chr5(.):153652324-153653263	0.7354
1_MACS_peak_8954_lociStitched	chr5(.):153658240-153659084	0.7536
1_MACS_peak_8955_lociStitched	chr5(.):153763961-153764536	0.9219
1_MACS_peak_8956_lociStitched	chr5(.):153774684-153775974	1.5012
1_MACS_peak_8957_lociStitched	chr5(.):153893130-153893687	0.5044
1_MACS_peak_8958_lociStitched	chr5(.):154061764-154063090	0.8026
1_MACS_peak_8959_lociStitched	chr5(.):154133862-154134818	0.95
2_MACS_peak_8960_lociStitched	chr5(.):155051299-155057110	0.3425
1_MACS_peak_8962_lociStitched	chr5(.):155254653-155255696	0.8286
1_MACS_peak_8963_lociStitched	chr5(.):156048522-156049288	0.6182
1_MACS_peak_8964_lociStitched	chr5(.):156306399-156307247	0.8403
1_MACS_peak_8965_lociStitched	chr5(.):156358888-156360666	1.0747
1_MACS_peak_8966_lociStitched	chr5(.):156501690-156502742	1.568
1_MACS_peak_8967_lociStitched	chr5(.):156593883-156594987	0.6685
1_MACS_peak_8968_lociStitched	chr5(.):156679535-156680384	0.8805
2_MACS_peak_8969_lociStitched	chr5(.):156693123-156700310	0.6318
1_MACS_peak_8971_lociStitched	chr5(.):157034346-157035515	0.9299
2_MACS_peak_8972_lociStitched	chr5(.):157287233-157290120	0.703
1_MACS_peak_8974_lociStitched	chr5(.):157339412-157340554	1.1228
1_MACS_peak_8975_lociStitched	chr5(.):157836518-157837132	0.6463
1_MACS_peak_8976_lociStitched	chr5(.):158016683-158017503	0.7476
1_MACS_peak_8977_lociStitched	chr5(.):158689792-158690566	0.8788
1_MACS_peak_8978_lociStitched	chr5(.):158728989-158729803	0.6569
1_MACS_peak_8979_lociStitched	chr5(.):158883536-158884462	0.9991
1_MACS_peak_8980_lociStitched	chr5(.):159199947-159201175	1.2864
1_MACS_peak_8981_lociStitched	chr5(.):159253229-159254119	0.8629
1_MACS_peak_8982_lociStitched	chr5(.):159413631-159414826	1.0914
1_MACS_peak_8983_lociStitched	chr5(.):159586780-159587790	1.0565
1_MACS_peak_8984_lociStitched	chr5(.):159846041-159846821	0.6705
1_MACS_peak_8985_lociStitched	chr5(.):159894049-159895760	1.9232
1_MACS_peak_8986_lociStitched	chr5(.):159953279-159954284	0.59
1_MACS_peak_8987_lociStitched	chr5(.):160129798-160130410	0.4609
1_MACS_peak_8988_lociStitched	chr5(.):160174762-160175555	0.7795
1_MACS_peak_8989_lociStitched	chr5(.):160262667-160263555	0.5774
1_MACS_peak_8990_lociStitched	chr5(.):160270022-160270775	0.7584
1_MACS_peak_8991_lociStitched	chr5(.):160738099-160738912	1.2355
1_MACS_peak_8992_lociStitched	chr5(.):161923404-161923994	0.6871
1_MACS_peak_8993_lociStitched	chr5(.):162521439-162522282	0.6822
1_MACS_peak_8994_lociStitched	chr5(.):162602420-162603329	0.8145
2_MACS_peak_8995_lociStitched	chr5(.):162615865-162618275	0.7582
1_MACS_peak_8997_lociStitched	chr5(.):162931374-162933061	0.6327
1_MACS_peak_8998_lociStitched	chr5(.):163342418-163343662	0.624
1_MACS_peak_8999_lociStitched	chr5(.):164168520-164169999	0.8376
1_MACS_peak_9000_lociStitched	chr5(.):164787852-164788788	0.9718
1_MACS_peak_9001_lociStitched	chr5(.):165729107-165729884	0.5289
1_MACS_peak_9002_lociStitched	chr5(.):165944346-165945347	0.6923
1_MACS_peak_9003_lociStitched	chr5(.):166887274-166888249	0.8554
1_MACS_peak_9004_lociStitched	chr5(.):167600983-167602113	1.1228
1_MACS_peak_9005_lociStitched	chr5(.):167718315-167718862	0.7032
1_MACS_peak_9006_lociStitched	chr5(.):167745137-167745877	0.6025
1_MACS_peak_9007_lociStitched	chr5(.):167755327-167756512	1.6548
1_MACS_peak_9008_lociStitched	chr5(.):168440132-168440923	0.5664
1_MACS_peak_9009_lociStitched	chr5(.):169064012-169065193	0.5639
1_MACS_peak_9010_lociStitched	chr5(.):169680879-169681981	0.9072
1_MACS_peak_9011_lociStitched	chr5(.):169960881-169961703	0.8045
1_MACS_peak_9012_lociStitched	chr5(.):170270740-170272214	0.692
1_MACS_peak_9013_lociStitched	chr5(.):170292480-170293208	0.8614
1_MACS_peak_9014_lociStitched	chr5(.):170302550-170303458	0.9774
2_MACS_peak_9015_lociStitched	chr5(.):170790611-170795508	0.5294
1_MACS_peak_9017_lociStitched	chr5(.):170815122-170816031	0.5479
2_MACS_peak_9018_lociStitched	chr5(.):171057493-171060237	0.4115
1_MACS_peak_9020_lociStitched	chr5(.):171087115-171088160	0.8856
1_MACS_peak_9021_lociStitched	chr5(.):171169120-171170491	0.7067
1_MACS_peak_9022_lociStitched	chr5(.):171493446-171494296	0.8032
1_MACS_peak_9023_lociStitched	chr5(.):171538166-171538802	0.6314
1_MACS_peak_9024_lociStitched	chr5(.):171605726-171607206	0.727
2_MACS_peak_9025_lociStitched	chr5(.):172191776-172199996	0.6344
1_MACS_peak_9027_lociStitched	chr5(.):172261509-172262966	0.5783
1_MACS_peak_9028_lociStitched	chr5(.):172461831-172463803	1.0896
1_MACS_peak_9029_lociStitched	chr5(.):173043324-173044133	0.6444
1_MACS_peak_9030_lociStitched	chr5(.):173124969-173125854	1.0169
1_MACS_peak_9031_lociStitched	chr5(.):173170458-173173561	1.109
1_MACS_peak_9032_lociStitched	chr5(.):173217036-173218350	0.846
1_MACS_peak_9033_lociStitched	chr5(.):173247841-173248844	1.2356
2_MACS_peak_9034_lociStitched	chr5(.):173311197-173315579	0.5564
1_MACS_peak_9036_lociStitched	chr5(.):173330130-173331360	0.9403
1_MACS_peak_9037_lociStitched	chr5(.):173335922-173337029	0.7083
1_MACS_peak_9038_lociStitched	chr5(.):173353180-173353837	0.7896
1_MACS_peak_9039_lociStitched	chr5(.):173497977-173499093	0.9701
1_MACS_peak_9040_lociStitched	chr5(.):173699500-173701480	1.9078
1_MACS_peak_9041_lociStitched	chr5(.):174708586-174709261	0.9179
3_MACS_peak_9042_lociStitched	chr5(.):175077558-175084217	0.686
1_MACS_peak_9045_lociStitched	chr5(.):175136002-175136794	0.5811
1_MACS_peak_9046_lociStitched	chr5(.):175863344-175864783	1.0277
2_MACS_peak_9047_lociStitched	chr5(.):176421418-176423686	0.8886
1_MACS_peak_9049_lociStitched	chr5(.):176433125-176434254	0.5894
1_MACS_peak_9050_lociStitched	chr5(.):176717960-176718742	0.8838
1_MACS_peak_9051_lociStitched	chr5(.):176726943-176727978	1.2217
1_MACS_peak_9052_lociStitched	chr5(.):176830683-176831743	0.6777
1_MACS_peak_9053_lociStitched	chr5(.):176839271-176840498	1.4285
1_MACS_peak_9054_lociStitched	chr5(.):176858047-176859327	1.5622
1_MACS_peak_9055_lociStitched	chr5(.):178053355-178054214	0.5622
1_MACS_peak_9056_lociStitched	chr5(.):178971334-178972144	0.7122
1_MACS_peak_9057_lociStitched	chr5(.):179110686-179111443	0.5808
1_MACS_peak_9058_lociStitched	chr5(.):179125031-179126437	0.7206
1_MACS_peak_9059_lociStitched	chr5(.):179245484-179248204	1.0853
1_MACS_peak_9060_lociStitched	chr5(.):180230197-180231491	0.7838
1_MACS_peak_9061_lociStitched	chr5(.):180236586-180238437	0.8036
1_MACS_peak_9062_lociStitched	chr5(.):180247511-180248659	1.243
1_MACS_peak_9063_lociStitched	chr5(.):180257330-180258960	0.5882
1_MACS_peak_9064_lociStitched	chr5(.):180288059-180288827	0.5205
1_MACS_peak_9065_lociStitched	chr5(.):180610772-180611640	0.6143
1_MACS_peak_9066_lociStitched	chr5(.):180618398-180619297	0.7329
1_MACS_peak_9067_lociStitched	chr5(.):180648727-180650930	0.7643
1_MACS_peak_9068_lociStitched	chr5(.):180687953-180689590	0.6325
1_MACS_peak_9069_lociStitched	chr6(.):156512-157417	0.8122
1_MACS_peak_9070_lociStitched	chr6(.):257365-258500	1.3333
1_MACS_peak_9071_lociStitched	chr6(.):290446-294004	1.0948
1_MACS_peak_9072_lociStitched	chr6(.):304150-307201	1.559
2_MACS_peak_9073_lociStitched	chr6(.):318958-329583	1.1693
3_MACS_peak_9075_lociStitched	chr6(.):395390-400420	0.6044
1_MACS_peak_9078_lociStitched	chr6(.):1179853-1180715	0.8379
1_MACS_peak_9079_lociStitched	chr6(.):1767933-1768645	0.7113
1_MACS_peak_9080_lociStitched	chr6(.):1797011-1798042	1.6434
1_MACS_peak_9081_lociStitched	chr6(.):1821870-1822506	0.7077
1_MACS_peak_9082_lociStitched	chr6(.):2245819-2246693	0.6155
1_MACS_peak_9083_lociStitched	chr6(.):2542857-2543707	1.0218
1_MACS_peak_9084_lociStitched	chr6(.):2989041-2991078	0.9734
2_MACS_peak_9085_lociStitched	chr6(.):3023650-3027868	0.7435
1_MACS_peak_9087_lociStitched	chr6(.):4018219-4019320	0.7931
1_MACS_peak_9088_lociStitched	chr6(.):4281898-4282731	0.8928
1_MACS_peak_9089_lociStitched	chr6(.):4727939-4728483	0.7249
1_MACS_peak_9090_lociStitched	chr6(.):4879501-4880783	1.6439
1_MACS_peak_9091_lociStitched	chr6(.):4901536-4902442	1.1729
2_MACS_peak_9092_lociStitched	chr6(.):4940400-4943149	0.4591
1_MACS_peak_9094_lociStitched	chr6(.):5053889-5054680	0.9401
1_MACS_peak_9095_lociStitched	chr6(.):5072318-5073219	0.7572
1_MACS_peak_9096_lociStitched	chr6(.):5174068-5175261	0.9537
2_MACS_peak_9097_lociStitched	chr6(.):5869434-5874822	0.4887
1_MACS_peak_9099_lociStitched	chr6(.):6007511-6008393	0.6237
1_MACS_peak_9100_lociStitched	chr6(.):6331417-6332127	0.7871
1_MACS_peak_9101_lociStitched	chr6(.):6461143-6461930	0.7201
1_MACS_peak_9102_lociStitched	chr6(.):6543133-6544310	1.1496
1_MACS_peak_9103_lociStitched	chr6(.):6609857-6611392	1.2609
1_MACS_peak_9104_lociStitched	chr6(.):6616445-6617584	1.372
2_MACS_peak_9105_lociStitched	chr6(.):6799646-6804436	0.4513
1_MACS_peak_9107_lociStitched	chr6(.):6810741-6811987	0.6033
1_MACS_peak_9108_lociStitched	chr6(.):6826453-6827498	1.2699
1_MACS_peak_9109_lociStitched	chr6(.):7086631-7087369	0.6496
2_MACS_peak_9110_lociStitched	chr6(.):7135602-7138504	0.8451
1_MACS_peak_9112_lociStitched	chr6(.):7188498-7189616	0.9941
1_MACS_peak_9113_lociStitched	chr6(.):7647691-7648414	0.7053
1_MACS_peak_9114_lociStitched	chr6(.):7721730-7722382	0.7815
6_MACS_peak_9115_lociStitched	chr6(.):7895871-7918601	0.906
2_MACS_peak_9121_lociStitched	chr6(.):7960827-7964678	2.6638
1_MACS_peak_9123_lociStitched	chr6(.):7975819-7977446	0.8389
1_MACS_peak_9124_lociStitched	chr6(.):8494218-8495518	0.7671
1_MACS_peak_9125_lociStitched	chr6(.):9388732-9389578	0.627
1_MACS_peak_9126_lociStitched	chr6(.):9708731-9709482	0.6152
1_MACS_peak_9127_lociStitched	chr6(.):10404477-10405436	1.2979
1_MACS_peak_9128_lociStitched	chr6(.):10426328-10427492	0.5884
1_MACS_peak_9129_lociStitched	chr6(.):10694346-10695657	0.9745
1_MACS_peak_9130_lociStitched	chr6(.):10747492-10748465	0.886
1_MACS_peak_9131_lociStitched	chr6(.):10889422-10890223	0.7726
1_MACS_peak_9132_lociStitched	chr6(.):10901999-10902575	0.9623
1_MACS_peak_9133_lociStitched	chr6(.):11093138-11094447	0.7113
1_MACS_peak_9134_lociStitched	chr6(.):11374049-11375237	1.1137
2_MACS_peak_9135_lociStitched	chr6(.):11381857-11387150	0.4943
1_MACS_peak_9137_lociStitched	chr6(.):11714318-11715282	0.9516
2_MACS_peak_9138_lociStitched	chr6(.):11727664-11733069	0.838
3_MACS_peak_9140_lociStitched	chr6(.):11828106-11836730	1.5085
1_MACS_peak_9143_lociStitched	chr6(.):11876760-11878018	1.4374
2_MACS_peak_9144_lociStitched	chr6(.):12008235-12012066	0.7042
1_MACS_peak_9146_lociStitched	chr6(.):12051741-12052922	1.3889
1_MACS_peak_9147_lociStitched	chr6(.):12060568-12062128	1.3207
1_MACS_peak_9148_lociStitched	chr6(.):12118951-12120041	1.2835
1_MACS_peak_9149_lociStitched	chr6(.):12232432-12233135	0.5483
1_MACS_peak_9150_lociStitched	chr6(.):12357508-12358407	0.9331
1_MACS_peak_9151_lociStitched	chr6(.):12363545-12364452	1.3649
1_MACS_peak_9152_lociStitched	chr6(.):13259357-13260222	0.916
1_MACS_peak_9153_lociStitched	chr6(.):13272606-13274610	0.5813
1_MACS_peak_9154_lociStitched	chr6(.):13355309-13357157	1.2211
1_MACS_peak_9155_lociStitched	chr6(.):13383436-13384385	0.7971
1_MACS_peak_9156_lociStitched	chr6(.):13428266-13429029	0.7682
1_MACS_peak_9157_lociStitched	chr6(.):13526477-13527595	1.2608
1_MACS_peak_9158_lociStitched	chr6(.):13574654-13575812	0.6433
1_MACS_peak_9159_lociStitched	chr6(.):13712019-13712687	0.5025
1_MACS_peak_9160_lociStitched	chr6(.):13814101-13815160	0.6914
1_MACS_peak_9161_lociStitched	chr6(.):14240789-14241897	0.6531
1_MACS_peak_9162_lociStitched	chr6(.):14661006-14662055	1.026
1_MACS_peak_9163_lociStitched	chr6(.):15023407-15024252	1.079
1_MACS_peak_9164_lociStitched	chr6(.):15151147-15151983	0.7333
1_MACS_peak_9165_lociStitched	chr6(.):15255373-15256377	0.9982
1_MACS_peak_9166_lociStitched	chr6(.):15662394-15663402	0.7375
1_MACS_peak_9167_lociStitched	chr6(.):15901501-15902390	0.7042
2_MACS_peak_9168_lociStitched	chr6(.):16128385-16131697	0.5884
1_MACS_peak_9170_lociStitched	chr6(.):16322649-16323820	1.0319
1_MACS_peak_9171_lociStitched	chr6(.):16420826-16421856	1.0857
1_MACS_peak_9172_lociStitched	chr6(.):16591937-16592603	0.63
1_MACS_peak_9173_lociStitched	chr6(.):16731666-16732798	0.6508
2_MACS_peak_9174_lociStitched	chr6(.):16761573-16766957	0.4394
1_MACS_peak_9176_lociStitched	chr6(.):17022745-17023432	0.7203
1_MACS_peak_9177_lociStitched	chr6(.):17599897-17601117	0.6153
2_MACS_peak_9178_lociStitched	chr6(.):17702089-17707490	0.4954
1_MACS_peak_9180_lociStitched	chr6(.):18260446-18261446	0.7331
1_MACS_peak_9181_lociStitched	chr6(.):18359463-18360271	0.7426
1_MACS_peak_9182_lociStitched	chr6(.):18586168-18587139	1.2567
1_MACS_peak_9183_lociStitched	chr6(.):18984983-18985822	0.8097
1_MACS_peak_9184_lociStitched	chr6(.):19587333-19588412	0.9493
1_MACS_peak_9185_lociStitched	chr6(.):20201977-20202852	0.8066
1_MACS_peak_9186_lociStitched	chr6(.):20319819-20320796	1.0526
1_MACS_peak_9187_lociStitched	chr6(.):20409566-20410447	0.787
1_MACS_peak_9188_lociStitched	chr6(.):20542897-20544057	1.263
1_MACS_peak_9189_lociStitched	chr6(.):21438322-21439783	0.8468
2_MACS_peak_9190_lociStitched	chr6(.):21588844-21594706	0.2813
1_MACS_peak_9192_lociStitched	chr6(.):22373058-22373669	0.5929
1_MACS_peak_9193_lociStitched	chr6(.):23154129-23155115	1.351
1_MACS_peak_9194_lociStitched	chr6(.):23413791-23414864	0.9818
1_MACS_peak_9195_lociStitched	chr6(.):23456435-23457110	0.5744
1_MACS_peak_9196_lociStitched	chr6(.):24255613-24256349	0.6577
1_MACS_peak_9197_lociStitched	chr6(.):24359838-24360804	0.7632
1_MACS_peak_9198_lociStitched	chr6(.):24482937-24483976	0.7505
1_MACS_peak_9199_lociStitched	chr6(.):24513611-24514457	0.8774
1_MACS_peak_9200_lociStitched	chr6(.):24666458-24667706	0.6027
1_MACS_peak_9201_lociStitched	chr6(.):24720866-24722341	0.8913
1_MACS_peak_9202_lociStitched	chr6(.):25027337-25028052	0.6937
1_MACS_peak_9203_lociStitched	chr6(.):25278752-25280062	0.7037
1_MACS_peak_9204_lociStitched	chr6(.):25332610-25333413	0.5898
2_MACS_peak_9205_lociStitched	chr6(.):25369493-25374472	0.465
2_MACS_peak_9207_lociStitched	chr6(.):25383964-25388662	0.5771
4_MACS_peak_9209_lociStitched	chr6(.):25404418-25414326	1.0477
1_MACS_peak_9213_lociStitched	chr6(.):25962255-25963248	0.9441
1_MACS_peak_9214_lociStitched	chr6(.):25991828-25993111	0.6093
5_MACS_peak_9215_lociStitched	chr6(.):26020488-26034306	0.4606
1_MACS_peak_9220_lociStitched	chr6(.):26103756-26104825	1.0019
1_MACS_peak_9221_lociStitched	chr6(.):26122813-26124908	1.0588
1_MACS_peak_9222_lociStitched	chr6(.):26156190-26159067	0.7679
1_MACS_peak_9223_lociStitched	chr6(.):26171623-26172722	0.6496
1_MACS_peak_9224_lociStitched	chr6(.):26188763-26189651	1.0535
1_MACS_peak_9225_lociStitched	chr6(.):26196648-26197852	0.7645
1_MACS_peak_9226_lociStitched	chr6(.):26204262-26205783	0.8068
1_MACS_peak_9227_lociStitched	chr6(.):26233533-26234973	0.9008
1_MACS_peak_9228_lociStitched	chr6(.):26249907-26251462	0.6846
1_MACS_peak_9229_lociStitched	chr6(.):26284938-26286607	1.1246
1_MACS_peak_9230_lociStitched	chr6(.):26312599-26313407	0.5978
2_MACS_peak_9231_lociStitched	chr6(.):26358138-26366055	1.3059
2_MACS_peak_9233_lociStitched	chr6(.):26520418-26522837	0.5404
1_MACS_peak_9235_lociStitched	chr6(.):26537345-26538819	0.9807
1_MACS_peak_9236_lociStitched	chr6(.):26553359-26556085	0.7177
1_MACS_peak_9237_lociStitched	chr6(.):26673223-26674629	1.0469
1_MACS_peak_9238_lociStitched	chr6(.):26705454-26706657	0.9067
1_MACS_peak_9239_lociStitched	chr6(.):26795328-26796039	0.4047
1_MACS_peak_9240_lociStitched	chr6(.):26923825-26925099	0.7035
1_MACS_peak_9241_lociStitched	chr6(.):27099088-27101874	0.7292
1_MACS_peak_9242_lociStitched	chr6(.):27106614-27107631	0.8684
1_MACS_peak_9243_lociStitched	chr6(.):27113281-27115568	0.7292
1_MACS_peak_9244_lociStitched	chr6(.):27446350-27447797	0.7441
1_MACS_peak_9245_lociStitched	chr6(.):27775049-27776952	0.5925
1_MACS_peak_9246_lociStitched	chr6(.):27791422-27792678	0.7856
1_MACS_peak_9247_lociStitched	chr6(.):27798374-27799791	0.9925
1_MACS_peak_9248_lociStitched	chr6(.):27804465-27806847	0.7682
1_MACS_peak_9249_lociStitched	chr6(.):27839531-27840310	0.4322
2_MACS_peak_9250_lociStitched	chr6(.):27858032-27863589	0.5494
1_MACS_peak_9252_lociStitched	chr6(.):27870233-27871133	0.7448
1_MACS_peak_9253_lociStitched	chr6(.):28047373-28049359	0.9353
1_MACS_peak_9254_lociStitched	chr6(.):28072172-28073074	0.7119
1_MACS_peak_9255_lociStitched	chr6(.):28303437-28304685	0.7228
1_MACS_peak_9256_lociStitched	chr6(.):28410908-28411822	0.8619
1_MACS_peak_9257_lociStitched	chr6(.):28863385-28864585	0.672
1_MACS_peak_9258_lociStitched	chr6(.):29932411-29933656	0.9288
1_MACS_peak_9259_lociStitched	chr6(.):30476402-30477651	0.9093
1_MACS_peak_9260_lociStitched	chr6(.):30524408-30525482	0.7559
1_MACS_peak_9261_lociStitched	chr6(.):30584392-30586104	0.8194
1_MACS_peak_9262_lociStitched	chr6(.):30649983-30650829	0.7021
1_MACS_peak_9263_lociStitched	chr6(.):30684695-30685849	1.029
1_MACS_peak_9264_lociStitched	chr6(.):30778575-30779155	0.637
2_MACS_peak_9265_lociStitched	chr6(.):31164761-31172466	0.5163
1_MACS_peak_9267_lociStitched	chr6(.):31509040-31510621	0.8676
1_MACS_peak_9268_lociStitched	chr6(.):31527826-31528560	0.6475
1_MACS_peak_9269_lociStitched	chr6(.):31536177-31537020	0.9664
1_MACS_peak_9270_lociStitched	chr6(.):31587319-31589132	0.7735
1_MACS_peak_9271_lociStitched	chr6(.):31619470-31621002	0.8366
1_MACS_peak_9272_lociStitched	chr6(.):31696629-31697866	0.5806
2_MACS_peak_9273_lociStitched	chr6(.):31705035-31708349	0.8689
1_MACS_peak_9275_lociStitched	chr6(.):31744371-31745430	1.2004
1_MACS_peak_9276_lociStitched	chr6(.):31756874-31757972	1.0161
2_MACS_peak_9277_lociStitched	chr6(.):31800532-31803152	0.4983
1_MACS_peak_9279_lociStitched	chr6(.):31869557-31870401	0.4925
1_MACS_peak_9280_lociStitched	chr6(.):31926436-31927158	0.6369
