GENE_ID	locusLine	bin_1_32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48.bam
1_MACS_peak_17168_lociStitched	chr5(.):43017178-43020960	0.8856
2_MACS_peak_17169_lociStitched	chr5(.):43037215-43043710	0.9877
1_MACS_peak_17171_lociStitched	chr5(.):43064434-43067667	1.082
3_MACS_peak_17172_lociStitched	chr5(.):43104055-43109961	0.4112
1_MACS_peak_17175_lociStitched	chr5(.):43120389-43121501	0.6149
1_MACS_peak_17176_lociStitched	chr5(.):43312733-43314296	0.8154
1_MACS_peak_17177_lociStitched	chr5(.):43483170-43485070	0.807
1_MACS_peak_17178_lociStitched	chr5(.):43514815-43515678	0.6006
1_MACS_peak_17179_lociStitched	chr5(.):43556148-43557649	0.6445
1_MACS_peak_17180_lociStitched	chr5(.):43601757-43604518	0.681
1_MACS_peak_17181_lociStitched	chr5(.):44808458-44809475	0.7941
1_MACS_peak_17182_lociStitched	chr5(.):44875454-44876450	0.7125
1_MACS_peak_17183_lociStitched	chr5(.):44885777-44886479	0.772
1_MACS_peak_17184_lociStitched	chr5(.):44932883-44933956	0.5998
1_MACS_peak_17186_lociStitched	chr5(.):49724197-49725160	0.7049
2_MACS_peak_17187_lociStitched	chr5(.):49736129-49741864	0.4617
1_MACS_peak_17189_lociStitched	chr5(.):49772311-49772980	0.4698
1_MACS_peak_17190_lociStitched	chr5(.):49797226-49798022	0.9746
1_MACS_peak_17191_lociStitched	chr5(.):49833302-49833879	0.6101
1_MACS_peak_17192_lociStitched	chr5(.):49908701-49909419	0.5613
1_MACS_peak_17193_lociStitched	chr5(.):49961281-49964584	0.9521
1_MACS_peak_17194_lociStitched	chr5(.):50006883-50007785	0.7734
2_MACS_peak_17195_lociStitched	chr5(.):50148637-50153084	0.5714
1_MACS_peak_17197_lociStitched	chr5(.):50258560-50259341	0.5008
1_MACS_peak_17198_lociStitched	chr5(.):50271585-50272234	0.4496
1_MACS_peak_17199_lociStitched	chr5(.):50775578-50776174	0.4539
1_MACS_peak_17200_lociStitched	chr5(.):51558403-51559359	0.5545
1_MACS_peak_17201_lociStitched	chr5(.):52095240-52097057	0.5126
1_MACS_peak_17202_lociStitched	chr5(.):52319652-52320239	0.4624
1_MACS_peak_17203_lociStitched	chr5(.):52336700-52337857	0.8905
1_MACS_peak_17204_lociStitched	chr5(.):52385019-52385982	0.7758
1_MACS_peak_17205_lociStitched	chr5(.):52463557-52464107	0.5111
1_MACS_peak_17206_lociStitched	chr5(.):52541856-52542799	0.7039
1_MACS_peak_17207_lociStitched	chr5(.):52549146-52550018	0.7891
1_MACS_peak_17208_lociStitched	chr5(.):52777460-52778208	0.5788
1_MACS_peak_17209_lociStitched	chr5(.):53121649-53122345	0.3924
1_MACS_peak_17210_lociStitched	chr5(.):53621674-53622295	0.5238
1_MACS_peak_17211_lociStitched	chr5(.):53735813-53737024	0.8373
1_MACS_peak_17212_lociStitched	chr5(.):53765190-53766204	1.1567
1_MACS_peak_17213_lociStitched	chr5(.):53787915-53788586	0.4942
2_MACS_peak_17214_lociStitched	chr5(.):53813093-53816082	0.488
1_MACS_peak_17216_lociStitched	chr5(.):53906100-53907058	1.0758
1_MACS_peak_17217_lociStitched	chr5(.):53941703-53943470	1.1868
1_MACS_peak_17218_lociStitched	chr5(.):53969373-53970254	0.6744
1_MACS_peak_17219_lociStitched	chr5(.):54039720-54040830	0.8045
1_MACS_peak_17220_lociStitched	chr5(.):54048549-54049348	0.5392
1_MACS_peak_17221_lociStitched	chr5(.):54081293-54082719	1.7756
1_MACS_peak_17222_lociStitched	chr5(.):54095162-54096172	1.0144
1_MACS_peak_17223_lociStitched	chr5(.):54190900-54191977	0.6368
1_MACS_peak_17224_lociStitched	chr5(.):54198299-54199393	1.5595
1_MACS_peak_17225_lociStitched	chr5(.):54368365-54369157	0.8043
1_MACS_peak_17226_lociStitched	chr5(.):54397621-54398903	0.9119
1_MACS_peak_17227_lociStitched	chr5(.):54423594-54424487	0.9965
1_MACS_peak_17228_lociStitched	chr5(.):54469146-54469827	0.662
2_MACS_peak_17229_lociStitched	chr5(.):54522003-54529879	0.3413
1_MACS_peak_17231_lociStitched	chr5(.):54602991-54604637	0.7944
1_MACS_peak_17232_lociStitched	chr5(.):54716802-54717632	0.8705
1_MACS_peak_17233_lociStitched	chr5(.):54829731-54831490	0.7487
1_MACS_peak_17234_lociStitched	chr5(.):54929462-54930382	0.936
1_MACS_peak_17235_lociStitched	chr5(.):55007691-55009004	0.6665
1_MACS_peak_17236_lociStitched	chr5(.):55273408-55274619	1.6106
2_MACS_peak_17237_lociStitched	chr5(.):55287372-55291646	0.8031
1_MACS_peak_17239_lociStitched	chr5(.):55307709-55308952	0.8774
1_MACS_peak_17240_lociStitched	chr5(.):55322441-55323287	0.7476
1_MACS_peak_17241_lociStitched	chr5(.):55346426-55347175	0.5812
1_MACS_peak_17242_lociStitched	chr5(.):55368009-55368717	0.5736
1_MACS_peak_17243_lociStitched	chr5(.):55390771-55392203	0.7949
1_MACS_peak_17244_lociStitched	chr5(.):55401122-55402154	0.725
5_MACS_peak_17245_lociStitched	chr5(.):55437642-55453247	0.6854
1_MACS_peak_17250_lociStitched	chr5(.):55463406-55464566	0.5163
1_MACS_peak_17251_lociStitched	chr5(.):55565198-55565943	0.5348
1_MACS_peak_17252_lociStitched	chr5(.):55624420-55626050	0.6375
2_MACS_peak_17253_lociStitched	chr5(.):55708326-55711772	0.7378
2_MACS_peak_17255_lociStitched	chr5(.):55774694-55777821	0.6545
1_MACS_peak_17257_lociStitched	chr5(.):55797751-55798617	0.6082
1_MACS_peak_17258_lociStitched	chr5(.):55861318-55862189	0.9329
1_MACS_peak_17259_lociStitched	chr5(.):55884125-55886106	1.19
1_MACS_peak_17260_lociStitched	chr5(.):55954542-55955550	0.8371
2_MACS_peak_17261_lociStitched	chr5(.):55960631-55966578	0.6464
1_MACS_peak_17263_lociStitched	chr5(.):55982032-55982920	1.0811
2_MACS_peak_17264_lociStitched	chr5(.):56109968-56113226	0.7024
1_MACS_peak_17266_lociStitched	chr5(.):56124742-56125610	0.7793
1_MACS_peak_17267_lociStitched	chr5(.):56136128-56137065	0.7997
2_MACS_peak_17268_lociStitched	chr5(.):56325750-56328470	0.8507
2_MACS_peak_17270_lociStitched	chr5(.):56467525-56472679	0.8033
2_MACS_peak_17272_lociStitched	chr5(.):56791091-56795923	0.3801
1_MACS_peak_17274_lociStitched	chr5(.):56825474-56826284	0.8242
1_MACS_peak_17275_lociStitched	chr5(.):57362221-57363194	0.6613
1_MACS_peak_17276_lociStitched	chr5(.):57389569-57390470	0.9389
1_MACS_peak_17277_lociStitched	chr5(.):57520242-57521116	0.6613
2_MACS_peak_17278_lociStitched	chr5(.):57755523-57758583	0.6679
1_MACS_peak_17280_lociStitched	chr5(.):57801886-57802664	0.5827
1_MACS_peak_17281_lociStitched	chr5(.):57878058-57879238	0.593
1_MACS_peak_17282_lociStitched	chr5(.):57896288-57897026	0.6448
1_MACS_peak_17283_lociStitched	chr5(.):58334691-58335479	0.5158
1_MACS_peak_17284_lociStitched	chr5(.):58423226-58424147	0.8922
1_MACS_peak_17285_lociStitched	chr5(.):58676039-58676690	0.7704
1_MACS_peak_17286_lociStitched	chr5(.):58858230-58859941	1.5806
1_MACS_peak_17287_lociStitched	chr5(.):58886795-58888565	0.8056
1_MACS_peak_17288_lociStitched	chr5(.):58957505-58958746	0.6862
1_MACS_peak_17289_lociStitched	chr5(.):59127232-59128065	0.6269
1_MACS_peak_17290_lociStitched	chr5(.):59544584-59545264	0.6779
1_MACS_peak_17291_lociStitched	chr5(.):59607874-59608568	0.6938
1_MACS_peak_17292_lociStitched	chr5(.):59799358-59800696	0.517
1_MACS_peak_17293_lociStitched	chr5(.):59893257-59894058	0.7236
1_MACS_peak_17294_lociStitched	chr5(.):59995087-59996741	0.7359
2_MACS_peak_17295_lociStitched	chr5(.):60122316-60127074	0.301
1_MACS_peak_17297_lociStitched	chr5(.):60139593-60140248	0.5733
1_MACS_peak_17298_lociStitched	chr5(.):60240606-60241803	0.7747
1_MACS_peak_17299_lociStitched	chr5(.):60457548-60458792	0.7261
1_MACS_peak_17300_lociStitched	chr5(.):60602191-60603285	0.8051
1_MACS_peak_17301_lociStitched	chr5(.):60614973-60616389	1.1209
1_MACS_peak_17302_lociStitched	chr5(.):60626176-60627026	0.4879
1_MACS_peak_17303_lociStitched	chr5(.):60704003-60704982	1.6806
1_MACS_peak_17304_lociStitched	chr5(.):61518951-61520172	0.535
1_MACS_peak_17305_lociStitched	chr5(.):61601266-61602556	0.8257
1_MACS_peak_17306_lociStitched	chr5(.):61698839-61700420	0.7093
1_MACS_peak_17307_lociStitched	chr5(.):61708081-61709248	0.8118
1_MACS_peak_17308_lociStitched	chr5(.):61874136-61874886	0.4607
1_MACS_peak_17309_lociStitched	chr5(.):61913666-61914310	0.6463
1_MACS_peak_17310_lociStitched	chr5(.):61923404-61924262	0.6138
2_MACS_peak_17311_lociStitched	chr5(.):61985515-61989932	0.7372
1_MACS_peak_17313_lociStitched	chr5(.):62015781-62016492	0.5761
1_MACS_peak_17314_lociStitched	chr5(.):62079163-62080171	0.7087
1_MACS_peak_17315_lociStitched	chr5(.):62111443-62112202	0.6492
1_MACS_peak_17316_lociStitched	chr5(.):62858741-62859766	0.7123
1_MACS_peak_17317_lociStitched	chr5(.):62869196-62869867	0.596
1_MACS_peak_17318_lociStitched	chr5(.):63457015-63457872	0.6846
1_MACS_peak_17319_lociStitched	chr5(.):64064101-64065221	0.8364
1_MACS_peak_17320_lociStitched	chr5(.):64149387-64150245	0.7664
1_MACS_peak_17321_lociStitched	chr5(.):64183557-64184105	0.8163
1_MACS_peak_17322_lociStitched	chr5(.):64330934-64332087	0.7753
1_MACS_peak_17323_lociStitched	chr5(.):64919611-64921341	0.6461
1_MACS_peak_17324_lociStitched	chr5(.):65017863-65018443	0.5204
1_MACS_peak_17325_lociStitched	chr5(.):65117564-65118461	0.6201
1_MACS_peak_17326_lociStitched	chr5(.):65140901-65141680	0.9772
1_MACS_peak_17327_lociStitched	chr5(.):65191457-65192429	0.734
1_MACS_peak_17328_lociStitched	chr5(.):65220590-65222724	0.7469
1_MACS_peak_17329_lociStitched	chr5(.):65306101-65306887	0.4924
1_MACS_peak_17330_lociStitched	chr5(.):65439458-65441321	0.9099
1_MACS_peak_17331_lociStitched	chr5(.):65735892-65736873	0.8105
2_MACS_peak_17332_lociStitched	chr5(.):65849678-65855109	0.5501
1_MACS_peak_17334_lociStitched	chr5(.):65912872-65913653	0.5164
1_MACS_peak_17335_lociStitched	chr5(.):66003968-66004809	0.6551
1_MACS_peak_17336_lociStitched	chr5(.):66125406-66126111	0.8183
1_MACS_peak_17337_lociStitched	chr5(.):66136300-66137099	0.6935
1_MACS_peak_17338_lociStitched	chr5(.):66299545-66300842	0.6413
1_MACS_peak_17339_lociStitched	chr5(.):66360634-66361672	1.5307
1_MACS_peak_17340_lociStitched	chr5(.):66461737-66462617	0.6195
1_MACS_peak_17341_lociStitched	chr5(.):66502512-66503317	0.9407
1_MACS_peak_17342_lociStitched	chr5(.):66511306-66512482	0.9532
1_MACS_peak_17343_lociStitched	chr5(.):66916244-66917112	0.6092
1_MACS_peak_17344_lociStitched	chr5(.):66974814-66975594	0.8922
1_MACS_peak_17345_lociStitched	chr5(.):67510758-67511574	0.6681
1_MACS_peak_17346_lociStitched	chr5(.):67583514-67584504	0.6617
1_MACS_peak_17347_lociStitched	chr5(.):67665098-67665955	0.8402
1_MACS_peak_17348_lociStitched	chr5(.):67729879-67730849	1.0224
1_MACS_peak_17349_lociStitched	chr5(.):68388973-68390358	1.0199
1_MACS_peak_17350_lociStitched	chr5(.):68484733-68486543	0.7919
1_MACS_peak_17351_lociStitched	chr5(.):68530368-68531367	0.7345
1_MACS_peak_17352_lociStitched	chr5(.):68628260-68629262	0.6695
2_MACS_peak_17353_lociStitched	chr5(.):68664869-68671584	0.4023
1_MACS_peak_17355_lociStitched	chr5(.):68710550-68711386	0.507
1_MACS_peak_17356_lociStitched	chr5(.):68763050-68764129	0.9481
1_MACS_peak_17357_lociStitched	chr5(.):68787972-68789486	0.627
1_MACS_peak_17358_lociStitched	chr5(.):68855450-68856743	0.6093
2_MACS_peak_17359_lociStitched	chr5(.):69005881-69007230	0.4411
1_MACS_peak_17361_lociStitched	chr5(.):69139657-69140465	0.5062
1_MACS_peak_17362_lociStitched	chr5(.):69344734-69346160	0.9884
1_MACS_peak_17363_lociStitched	chr5(.):69586184-69587017	0.5496
1_MACS_peak_17364_lociStitched	chr5(.):69696409-69697194	0.4878
1_MACS_peak_17365_lociStitched	chr5(.):69710609-69711525	0.6847
1_MACS_peak_17366_lociStitched	chr5(.):69752740-69753453	0.5056
1_MACS_peak_17367_lociStitched	chr5(.):69881710-69882486	0.4426
1_MACS_peak_17368_lociStitched	chr5(.):70014767-70015578	0.4658
1_MACS_peak_17369_lociStitched	chr5(.):70220254-70221578	1.0743
1_MACS_peak_17370_lociStitched	chr5(.):70363021-70363963	0.5392
1_MACS_peak_17371_lociStitched	chr5(.):70585733-70586458	0.7507
1_MACS_peak_17372_lociStitched	chr5(.):70751096-70752422	0.8208
1_MACS_peak_17373_lociStitched	chr5(.):70882413-70884047	0.7386
1_MACS_peak_17374_lociStitched	chr5(.):71035659-71036368	0.5811
1_MACS_peak_17375_lociStitched	chr5(.):71389422-71390380	0.6634
1_MACS_peak_17376_lociStitched	chr5(.):71403368-71404828	0.6815
1_MACS_peak_17377_lociStitched	chr5(.):71490289-71491245	1.3139
1_MACS_peak_17378_lociStitched	chr5(.):71603495-71604951	0.8266
1_MACS_peak_17379_lociStitched	chr5(.):71615441-71616871	0.8886
1_MACS_peak_17380_lociStitched	chr5(.):71761069-71762340	0.8576
1_MACS_peak_17381_lociStitched	chr5(.):71894418-71895165	0.4929
2_MACS_peak_17382_lociStitched	chr5(.):72111652-72118853	0.3565
1_MACS_peak_17384_lociStitched	chr5(.):72143630-72144530	0.939
1_MACS_peak_17385_lociStitched	chr5(.):72287073-72287747	0.5956
1_MACS_peak_17386_lociStitched	chr5(.):72455737-72456750	2.3497
1_MACS_peak_17387_lociStitched	chr5(.):72682827-72684364	1.0796
1_MACS_peak_17388_lociStitched	chr5(.):72793500-72794722	0.6624
1_MACS_peak_17389_lociStitched	chr5(.):72832569-72833198	0.4362
1_MACS_peak_17390_lociStitched	chr5(.):72860683-72862082	0.7051
1_MACS_peak_17391_lociStitched	chr5(.):73085492-73086134	0.4247
1_MACS_peak_17392_lociStitched	chr5(.):73622506-73623307	0.7195
1_MACS_peak_17393_lociStitched	chr5(.):73786575-73787178	0.5115
2_MACS_peak_17394_lociStitched	chr5(.):73872525-73875519	0.3753
1_MACS_peak_17396_lociStitched	chr5(.):73980496-73981723	0.4951
1_MACS_peak_17397_lociStitched	chr5(.):74062017-74063498	0.8729
1_MACS_peak_17398_lociStitched	chr5(.):74343887-74345101	0.8418
1_MACS_peak_17399_lociStitched	chr5(.):74532151-74533287	0.8225
1_MACS_peak_17400_lociStitched	chr5(.):74662260-74663400	1.0677
1_MACS_peak_17401_lociStitched	chr5(.):74807103-74808357	0.767
1_MACS_peak_17402_lociStitched	chr5(.):74819474-74820553	0.6178
1_MACS_peak_17403_lociStitched	chr5(.):75012466-75013956	0.8759
1_MACS_peak_17404_lociStitched	chr5(.):75134924-75136686	0.8971
1_MACS_peak_17405_lociStitched	chr5(.):75142953-75144453	1.2466
1_MACS_peak_17406_lociStitched	chr5(.):75394521-75396112	0.8464
1_MACS_peak_17407_lociStitched	chr5(.):75471451-75472466	0.8928
1_MACS_peak_17408_lociStitched	chr5(.):75588386-75589411	1.2815
1_MACS_peak_17409_lociStitched	chr5(.):75599630-75600360	0.6071
1_MACS_peak_17410_lociStitched	chr5(.):75697181-75701345	0.9467
1_MACS_peak_17411_lociStitched	chr5(.):75841895-75844543	0.8968
1_MACS_peak_17412_lociStitched	chr5(.):75877776-75879068	1.4014
1_MACS_peak_17413_lociStitched	chr5(.):75885728-75886640	0.9157
1_MACS_peak_17414_lociStitched	chr5(.):76016570-76017660	0.8371
2_MACS_peak_17415_lociStitched	chr5(.):76032592-76038027	1.0299
1_MACS_peak_17417_lociStitched	chr5(.):76070228-76070889	0.5519
1_MACS_peak_17418_lociStitched	chr5(.):76169611-76172017	0.6775
1_MACS_peak_17419_lociStitched	chr5(.):76325776-76326677	0.718
1_MACS_peak_17420_lociStitched	chr5(.):76382410-76383596	0.6929
1_MACS_peak_17421_lociStitched	chr5(.):76786684-76788660	0.7787
1_MACS_peak_17422_lociStitched	chr5(.):76925995-76927399	0.698
1_MACS_peak_17423_lociStitched	chr5(.):77071276-77072740	0.7215
1_MACS_peak_17424_lociStitched	chr5(.):77232627-77233628	0.8489
1_MACS_peak_17425_lociStitched	chr5(.):77517466-77518566	0.9152
1_MACS_peak_17426_lociStitched	chr5(.):77590109-77591719	0.8347
1_MACS_peak_17427_lociStitched	chr5(.):77655295-77657332	1.2092
1_MACS_peak_17428_lociStitched	chr5(.):77805986-77806549	0.4747
1_MACS_peak_17429_lociStitched	chr5(.):77957362-77958141	0.4927
1_MACS_peak_17430_lociStitched	chr5(.):78023335-78024598	1.1742
1_MACS_peak_17431_lociStitched	chr5(.):78053665-78054551	0.6017
1_MACS_peak_17432_lociStitched	chr5(.):78096931-78097946	0.7057
1_MACS_peak_17433_lociStitched	chr5(.):78189594-78190464	0.8088
2_MACS_peak_17434_lociStitched	chr5(.):78279723-78281944	0.5595
3_MACS_peak_17436_lociStitched	chr5(.):78525105-78533947	0.3826
1_MACS_peak_17439_lociStitched	chr5(.):78712015-78713009	1.0563
1_MACS_peak_17440_lociStitched	chr5(.):78752518-78753786	0.9725
1_MACS_peak_17441_lociStitched	chr5(.):78809255-78811077	0.8681
1_MACS_peak_17442_lociStitched	chr5(.):78843079-78844017	0.7161
1_MACS_peak_17443_lociStitched	chr5(.):78856578-78857943	0.7957
1_MACS_peak_17444_lociStitched	chr5(.):78907330-78908916	0.8545
1_MACS_peak_17445_lociStitched	chr5(.):79182429-79183354	0.6478
1_MACS_peak_17446_lociStitched	chr5(.):79285822-79287541	0.7677
1_MACS_peak_17447_lociStitched	chr5(.):79420965-79422398	0.5773
1_MACS_peak_17448_lociStitched	chr5(.):79477262-79478107	0.7013
1_MACS_peak_17449_lociStitched	chr5(.):79551101-79552633	0.6613
1_MACS_peak_17450_lociStitched	chr5(.):79603104-79603696	0.4368
1_MACS_peak_17451_lociStitched	chr5(.):79695013-79696051	0.9042
1_MACS_peak_17452_lociStitched	chr5(.):79702672-79704369	0.6093
1_MACS_peak_17453_lociStitched	chr5(.):79783298-79784645	0.7099
1_MACS_peak_17454_lociStitched	chr5(.):80050388-80052138	1.0176
1_MACS_peak_17455_lociStitched	chr5(.):80301982-80303480	0.6624
1_MACS_peak_17456_lociStitched	chr5(.):80450246-80451106	0.7138
1_MACS_peak_17457_lociStitched	chr5(.):80596787-80598417	0.6631
1_MACS_peak_17458_lociStitched	chr5(.):80926695-80927492	0.9428
2_MACS_peak_17459_lociStitched	chr5(.):81045058-81048305	0.7274
1_MACS_peak_17461_lociStitched	chr5(.):81069268-81069955	0.625
1_MACS_peak_17462_lociStitched	chr5(.):81100610-81101580	0.6788
2_MACS_peak_17463_lociStitched	chr5(.):81146892-81149971	0.9495
1_MACS_peak_17465_lociStitched	chr5(.):81266800-81268596	0.6329
1_MACS_peak_17466_lociStitched	chr5(.):81469515-81470911	0.8208
1_MACS_peak_17467_lociStitched	chr5(.):81573471-81575053	0.7874
1_MACS_peak_17468_lociStitched	chr5(.):81795549-81796203	0.5176
1_MACS_peak_17469_lociStitched	chr5(.):82177275-82178177	0.6391
1_MACS_peak_17470_lociStitched	chr5(.):82237683-82238965	0.5528
1_MACS_peak_17471_lociStitched	chr5(.):82307496-82308594	1.1723
1_MACS_peak_17472_lociStitched	chr5(.):82372553-82374156	0.7559
1_MACS_peak_17473_lociStitched	chr5(.):82602331-82603005	0.4464
1_MACS_peak_17474_lociStitched	chr5(.):82769087-82770133	0.9204
1_MACS_peak_17475_lociStitched	chr5(.):82949200-82950097	0.7794
1_MACS_peak_17476_lociStitched	chr5(.):83018000-83018659	0.4417
1_MACS_peak_17477_lociStitched	chr5(.):83036271-83037113	0.678
1_MACS_peak_17478_lociStitched	chr5(.):83140021-83141164	0.7235
1_MACS_peak_17479_lociStitched	chr5(.):83476711-83477433	0.8069
2_MACS_peak_17480_lociStitched	chr5(.):83913934-83919455	0.2207
1_MACS_peak_17482_lociStitched	chr5(.):84014099-84014624	0.4723
1_MACS_peak_17483_lociStitched	chr5(.):84834006-84834806	0.635
1_MACS_peak_17484_lociStitched	chr5(.):85247343-85248166	0.6162
1_MACS_peak_17485_lociStitched	chr5(.):85913182-85914567	0.8148
1_MACS_peak_17486_lociStitched	chr5(.):86164950-86165651	0.8441
1_MACS_peak_17487_lociStitched	chr5(.):86275272-86276194	0.7362
1_MACS_peak_17488_lociStitched	chr5(.):86315234-86316505	0.9131
1_MACS_peak_17489_lociStitched	chr5(.):86370524-86371626	0.9235
1_MACS_peak_17490_lociStitched	chr5(.):86377081-86378112	0.8588
3_MACS_peak_17491_lociStitched	chr5(.):86408719-86418902	0.5356
1_MACS_peak_17494_lociStitched	chr5(.):86562802-86564353	0.7374
1_MACS_peak_17495_lociStitched	chr5(.):86603591-86604256	0.5231
1_MACS_peak_17496_lociStitched	chr5(.):86636250-86637131	1.3705
1_MACS_peak_17497_lociStitched	chr5(.):86642910-86643655	0.7349
1_MACS_peak_17498_lociStitched	chr5(.):86685607-86686550	0.7475
1_MACS_peak_17499_lociStitched	chr5(.):86707691-86709188	0.8326
1_MACS_peak_17500_lociStitched	chr5(.):86982662-86983482	0.875
1_MACS_peak_17501_lociStitched	chr5(.):87103458-87104170	0.5778
1_MACS_peak_17502_lociStitched	chr5(.):87132365-87133119	0.5585
1_MACS_peak_17503_lociStitched	chr5(.):87146091-87147216	0.8757
2_MACS_peak_17504_lociStitched	chr5(.):87955128-87963382	0.5575
1_MACS_peak_17506_lociStitched	chr5(.):87969729-87972338	1.0074
1_MACS_peak_17507_lociStitched	chr5(.):87986521-87987314	0.6301
1_MACS_peak_17508_lociStitched	chr5(.):88103786-88104541	0.5761
5_MACS_peak_17509_lociStitched	chr5(.):88113950-88126623	0.6929
4_MACS_peak_17514_lociStitched	chr5(.):88175202-88185826	0.6487
1_MACS_peak_17518_lociStitched	chr5(.):88366983-88368269	0.5856
1_MACS_peak_17519_lociStitched	chr5(.):88527760-88528531	0.7529
1_MACS_peak_17520_lociStitched	chr5(.):88566251-88568962	1.5863
1_MACS_peak_17521_lociStitched	chr5(.):88596982-88599534	0.9224
1_MACS_peak_17522_lociStitched	chr5(.):88608666-88610609	1.0616
1_MACS_peak_17523_lociStitched	chr5(.):88615830-88616799	0.8318
2_MACS_peak_17524_lociStitched	chr5(.):88637515-88640237	1.1555
1_MACS_peak_17526_lociStitched	chr5(.):88649203-88650615	0.8408
1_MACS_peak_17527_lociStitched	chr5(.):88893505-88894336	0.8838
2_MACS_peak_17528_lociStitched	chr5(.):89226235-89230501	0.3376
1_MACS_peak_17530_lociStitched	chr5(.):89316891-89317442	0.5707
1_MACS_peak_17531_lociStitched	chr5(.):89596931-89597739	0.7931
1_MACS_peak_17532_lociStitched	chr5(.):89704690-89706421	0.7151
1_MACS_peak_17533_lociStitched	chr5(.):89769618-89771275	0.8888
1_MACS_peak_17534_lociStitched	chr5(.):89824665-89826339	0.6795
1_MACS_peak_17535_lociStitched	chr5(.):89854121-89855204	0.854
1_MACS_peak_17536_lociStitched	chr5(.):90458298-90459122	0.6936
1_MACS_peak_17537_lociStitched	chr5(.):90575050-90577015	0.9935
1_MACS_peak_17538_lociStitched	chr5(.):90607054-90608634	1.0763
1_MACS_peak_17539_lociStitched	chr5(.):90656599-90657824	0.9571
