GENE_ID	locusLine	bin_1_01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam
1_MACS_peak_23349_lociStitched	chr5(.):88366568-88369026	0.8046
1_MACS_peak_23350_lociStitched	chr5(.):88526938-88529657	0.9101
1_MACS_peak_23351_lociStitched	chr5(.):88565031-88570217	2.5321
1_MACS_peak_23352_lociStitched	chr5(.):88595789-88600410	2.5225
2_MACS_peak_23353_lociStitched	chr5(.):88607949-88617549	1.3763
1_MACS_peak_23355_lociStitched	chr5(.):88633926-88641962	1.8112
1_MACS_peak_23356_lociStitched	chr5(.):88648616-88650979	0.9681
1_MACS_peak_23357_lociStitched	chr5(.):88669055-88670966	0.6188
1_MACS_peak_23358_lociStitched	chr5(.):88691453-88693318	0.9327
1_MACS_peak_23359_lociStitched	chr5(.):88716350-88717689	0.4851
1_MACS_peak_23360_lociStitched	chr5(.):88730177-88734145	1.1042
1_MACS_peak_23361_lociStitched	chr5(.):88893691-88894847	0.6551
1_MACS_peak_23362_lociStitched	chr5(.):88902638-88904187	0.5407
1_MACS_peak_23363_lociStitched	chr5(.):88972327-88973799	0.6249
1_MACS_peak_23364_lociStitched	chr5(.):89025162-89026260	0.5165
1_MACS_peak_23365_lociStitched	chr5(.):89225922-89227439	0.4401
1_MACS_peak_23366_lociStitched	chr5(.):89704446-89706897	2.1788
1_MACS_peak_23367_lociStitched	chr5(.):89768854-89771288	1.4019
1_MACS_peak_23368_lociStitched	chr5(.):89814490-89815457	0.5209
1_MACS_peak_23369_lociStitched	chr5(.):89824057-89826771	1.6833
1_MACS_peak_23370_lociStitched	chr5(.):89935725-89937707	0.869
1_MACS_peak_23371_lociStitched	chr5(.):90484963-90487138	1.5058
1_MACS_peak_23372_lociStitched	chr5(.):90544770-90546197	0.5701
4_MACS_peak_23373_lociStitched	chr5(.):90561431-90577712	0.7821
1_MACS_peak_23377_lociStitched	chr5(.):90586796-90590700	1.2249
1_MACS_peak_23378_lociStitched	chr5(.):90606083-90611336	1.5399
1_MACS_peak_23379_lociStitched	chr5(.):90627025-90629424	0.9783
2_MACS_peak_23380_lociStitched	chr5(.):90649887-90658905	0.6589
1_MACS_peak_23382_lociStitched	chr5(.):90674369-90681127	4.0736
1_MACS_peak_23383_lociStitched	chr5(.):90775013-90776089	0.4282
1_MACS_peak_23384_lociStitched	chr5(.):91057418-91058844	0.8147
1_MACS_peak_23385_lociStitched	chr5(.):91737032-91740065	1.1262
2_MACS_peak_23386_lociStitched	chr5(.):91836030-91842129	0.5249
1_MACS_peak_23388_lociStitched	chr5(.):92241702-92246119	1.4185
1_MACS_peak_23389_lociStitched	chr5(.):92413275-92415034	0.6455
1_MACS_peak_23390_lociStitched	chr5(.):93446568-93448093	1.2859
1_MACS_peak_23391_lociStitched	chr5(.):93505154-93506961	0.9814
1_MACS_peak_23392_lociStitched	chr5(.):93908568-93910373	0.5031
1_MACS_peak_23393_lociStitched	chr5(.):93953201-93955224	0.9427
1_MACS_peak_23394_lociStitched	chr5(.):94037622-94039601	0.5829
1_MACS_peak_23395_lociStitched	chr5(.):94127674-94130214	0.7716
2_MACS_peak_23396_lociStitched	chr5(.):94416767-94424660	0.3899
1_MACS_peak_23398_lociStitched	chr5(.):94889374-94891891	1.6023
1_MACS_peak_23399_lociStitched	chr5(.):94955705-94957282	0.3751
1_MACS_peak_23400_lociStitched	chr5(.):94982019-94983593	1.3914
2_MACS_peak_23401_lociStitched	chr5(.):95061379-95068038	0.5993
1_MACS_peak_23403_lociStitched	chr5(.):95094087-95098413	1.0498
1_MACS_peak_23404_lociStitched	chr5(.):95143515-95146046	0.6148
1_MACS_peak_23405_lociStitched	chr5(.):95156489-95161058	2.1743
3_MACS_peak_23406_lociStitched	chr5(.):95169325-95179960	0.8755
1_MACS_peak_23409_lociStitched	chr5(.):95204124-95207304	1.2655
2_MACS_peak_23410_lociStitched	chr5(.):95258713-95265066	0.7656
1_MACS_peak_23412_lociStitched	chr5(.):95295715-95298515	1.826
1_MACS_peak_23413_lociStitched	chr5(.):95650571-95652562	0.7462
1_MACS_peak_23414_lociStitched	chr5(.):95662064-95663865	0.5463
1_MACS_peak_23415_lociStitched	chr5(.):95672686-95675080	0.5617
1_MACS_peak_23416_lociStitched	chr5(.):95774391-95777001	1.0268
1_MACS_peak_23417_lociStitched	chr5(.):95996407-95999309	1.0848
1_MACS_peak_23418_lociStitched	chr5(.):96038202-96039989	0.5656
2_MACS_peak_23419_lociStitched	chr5(.):96142437-96153362	0.867
1_MACS_peak_23421_lociStitched	chr5(.):96211194-96213550	1.2692
1_MACS_peak_23422_lociStitched	chr5(.):96220242-96222782	0.9005
1_MACS_peak_23423_lociStitched	chr5(.):96231355-96233442	0.8565
1_MACS_peak_23424_lociStitched	chr5(.):96268807-96273175	2.0332
1_MACS_peak_23425_lociStitched	chr5(.):96430185-96431459	0.4705
1_MACS_peak_23426_lociStitched	chr5(.):96518334-96520325	2.7696
1_MACS_peak_23427_lociStitched	chr5(.):96527755-96529660	0.7917
1_MACS_peak_23428_lociStitched	chr5(.):97386251-97387104	0.435
2_MACS_peak_23429_lociStitched	chr5(.):98104690-98110990	0.6675
1_MACS_peak_23431_lociStitched	chr5(.):98262745-98266091	2.4044
2_MACS_peak_23432_lociStitched	chr5(.):98368328-98374530	0.3596
1_MACS_peak_23434_lociStitched	chr5(.):98665445-98666384	0.3681
1_MACS_peak_23435_lociStitched	chr5(.):99278448-99283106	1.5399
1_MACS_peak_23436_lociStitched	chr5(.):99851788-99854942	1.606
1_MACS_peak_23437_lociStitched	chr5(.):99870057-99872295	1.4953
1_MACS_peak_23438_lociStitched	chr5(.):99885579-99887597	0.6365
2_MACS_peak_23439_lociStitched	chr5(.):100110296-100117165	0.71
1_MACS_peak_23441_lociStitched	chr5(.):100187736-100190701	0.9617
1_MACS_peak_23442_lociStitched	chr5(.):100208044-100209675	0.733
1_MACS_peak_23443_lociStitched	chr5(.):100224540-100227556	1.0669
1_MACS_peak_23444_lociStitched	chr5(.):100235242-100241213	1.5101
1_MACS_peak_23445_lociStitched	chr5(.):100681513-100683144	0.5567
1_MACS_peak_23446_lociStitched	chr5(.):101233226-101234304	0.6338
1_MACS_peak_23447_lociStitched	chr5(.):101630629-101633477	0.9981
2_MACS_peak_23448_lociStitched	chr5(.):102089853-102098919	0.456
1_MACS_peak_23450_lociStitched	chr5(.):102454095-102457118	1.9215
1_MACS_peak_23451_lociStitched	chr5(.):102546723-102548634	0.843
1_MACS_peak_23452_lociStitched	chr5(.):102593987-102596289	1.4332
1_MACS_peak_23453_lociStitched	chr5(.):102606903-102608359	0.4923
1_MACS_peak_23454_lociStitched	chr5(.):102881929-102883098	0.5972
1_MACS_peak_23455_lociStitched	chr5(.):102897546-102898827	0.7187
1_MACS_peak_23456_lociStitched	chr5(.):103224555-103226190	0.5475
1_MACS_peak_23457_lociStitched	chr5(.):103512989-103515687	2.0585
1_MACS_peak_23458_lociStitched	chr5(.):105429385-105430976	0.5379
1_MACS_peak_23459_lociStitched	chr5(.):105461995-105465045	1.0676
1_MACS_peak_23460_lociStitched	chr5(.):105936514-105938046	0.5094
1_MACS_peak_23461_lociStitched	chr5(.):106598837-106599914	0.4733
1_MACS_peak_23462_lociStitched	chr5(.):106811618-106814189	0.7212
1_MACS_peak_23463_lociStitched	chr5(.):106906362-106908180	0.616
1_MACS_peak_23464_lociStitched	chr5(.):107715838-107719640	3.1714
1_MACS_peak_23465_lociStitched	chr5(.):107796483-107798275	0.4796
1_MACS_peak_23466_lociStitched	chr5(.):107855026-107858618	1.1833
1_MACS_peak_23467_lociStitched	chr5(.):108016793-108018429	0.9018
1_MACS_peak_23468_lociStitched	chr5(.):108062791-108065100	2.3392
1_MACS_peak_23469_lociStitched	chr5(.):108083245-108085879	1.4145
1_MACS_peak_23470_lociStitched	chr5(.):108193321-108195623	0.6504
1_MACS_peak_23471_lociStitched	chr5(.):108259909-108260967	0.5507
1_MACS_peak_23472_lociStitched	chr5(.):108363818-108367201	0.7708
1_MACS_peak_23473_lociStitched	chr5(.):108582516-108585515	1.0899
2_MACS_peak_23474_lociStitched	chr5(.):108744005-108749799	1.7627
1_MACS_peak_23476_lociStitched	chr5(.):108803943-108805399	0.5022
1_MACS_peak_23477_lociStitched	chr5(.):108980618-108982394	0.6328
1_MACS_peak_23478_lociStitched	chr5(.):108991717-108993562	0.6648
1_MACS_peak_23479_lociStitched	chr5(.):109023966-109034276	1.481
1_MACS_peak_23480_lociStitched	chr5(.):109075048-109080267	1.2397
2_MACS_peak_23481_lociStitched	chr5(.):109190668-109197976	1.4789
1_MACS_peak_23483_lociStitched	chr5(.):109236284-109238042	0.5002
5_MACS_peak_23484_lociStitched	chr5(.):109251459-109282823	0.7876
1_MACS_peak_23489_lociStitched	chr5(.):109388621-109391072	0.8341
1_MACS_peak_23490_lociStitched	chr5(.):109603279-109605536	0.7375
1_MACS_peak_23491_lociStitched	chr5(.):109736924-109738793	0.4558
1_MACS_peak_23492_lociStitched	chr5(.):110073591-110075866	1.9499
1_MACS_peak_23493_lociStitched	chr5(.):110086673-110089379	1.4013
1_MACS_peak_23494_lociStitched	chr5(.):110187003-110189106	0.7189
1_MACS_peak_23495_lociStitched	chr5(.):110427343-110429142	1.4243
1_MACS_peak_23496_lociStitched	chr5(.):110559341-110560615	0.437
1_MACS_peak_23497_lociStitched	chr5(.):110588237-110591877	1.0624
1_MACS_peak_23498_lociStitched	chr5(.):110847182-110849258	1.2099
1_MACS_peak_23499_lociStitched	chr5(.):111092167-111094509	1.5465
1_MACS_peak_23500_lociStitched	chr5(.):111495807-111497832	1.4422
1_MACS_peak_23501_lociStitched	chr5(.):111753152-111754685	0.6584
2_MACS_peak_23502_lociStitched	chr5(.):111855473-111860605	0.6715
1_MACS_peak_23504_lociStitched	chr5(.):111884065-111885475	0.5944
1_MACS_peak_23505_lociStitched	chr5(.):111963767-111965054	0.5872
1_MACS_peak_23506_lociStitched	chr5(.):112027172-112029058	0.7455
1_MACS_peak_23507_lociStitched	chr5(.):112042657-112044168	1.3137
3_MACS_peak_23508_lociStitched	chr5(.):112195982-112217167	0.6008
2_MACS_peak_23511_lociStitched	chr5(.):112256430-112267671	1.5511
3_MACS_peak_23513_lociStitched	chr5(.):112298908-112313523	0.4148
1_MACS_peak_23516_lociStitched	chr5(.):112357272-112360270	0.8799
1_MACS_peak_23517_lociStitched	chr5(.):112382286-112388792	1.2381
1_MACS_peak_23518_lociStitched	chr5(.):112396176-112400348	1.1411
1_MACS_peak_23519_lociStitched	chr5(.):112449582-112454342	0.7492
1_MACS_peak_23520_lociStitched	chr5(.):112548364-112550760	0.5658
2_MACS_peak_23521_lociStitched	chr5(.):112580237-112590261	0.5115
1_MACS_peak_23523_lociStitched	chr5(.):112596961-112600306	1.3406
1_MACS_peak_23524_lociStitched	chr5(.):112615837-112617752	0.6076
1_MACS_peak_23525_lociStitched	chr5(.):112628230-112631195	1.0496
1_MACS_peak_23526_lociStitched	chr5(.):112655782-112657912	0.5883
1_MACS_peak_23527_lociStitched	chr5(.):112848712-112850715	1.4391
1_MACS_peak_23528_lociStitched	chr5(.):113696155-113698744	0.7139
1_MACS_peak_23529_lociStitched	chr5(.):114036172-114037350	0.4398
1_MACS_peak_23530_lociStitched	chr5(.):114504476-114506700	0.8557
1_MACS_peak_23531_lociStitched	chr5(.):114544134-114546113	0.6055
1_MACS_peak_23532_lociStitched	chr5(.):114597330-114599260	1.7113
1_MACS_peak_23533_lociStitched	chr5(.):114606153-114608284	0.5798
1_MACS_peak_23534_lociStitched	chr5(.):114631181-114632514	1.308
2_MACS_peak_23535_lociStitched	chr5(.):114710924-114716812	1.0511
1_MACS_peak_23537_lociStitched	chr5(.):114877116-114881328	1.3968
1_MACS_peak_23538_lociStitched	chr5(.):114936928-114938609	1.0298
1_MACS_peak_23539_lociStitched	chr5(.):114960742-114962276	1.3199
1_MACS_peak_23540_lociStitched	chr5(.):115176447-115178640	1.7124
1_MACS_peak_23541_lociStitched	chr5(.):115312442-115313695	0.6016
1_MACS_peak_23542_lociStitched	chr5(.):115419745-115421790	1.7144
1_MACS_peak_23543_lociStitched	chr5(.):115693498-115696747	0.8497
1_MACS_peak_23544_lociStitched	chr5(.):115910169-115913645	0.5772
2_MACS_peak_23545_lociStitched	chr5(.):116790270-116798123	0.2584
1_MACS_peak_23547_lociStitched	chr5(.):116957900-116959747	0.6671
1_MACS_peak_23548_lociStitched	chr5(.):117208183-117209342	0.571
1_MACS_peak_23549_lociStitched	chr5(.):117223616-117225209	0.5738
1_MACS_peak_23550_lociStitched	chr5(.):117583029-117584076	0.4565
1_MACS_peak_23551_lociStitched	chr5(.):118323419-118324697	1.1517
1_MACS_peak_23552_lociStitched	chr5(.):118366172-118368097	0.5262
1_MACS_peak_23553_lociStitched	chr5(.):118405699-118407965	2.1689
1_MACS_peak_23554_lociStitched	chr5(.):118522957-118523954	0.4097
2_MACS_peak_23555_lociStitched	chr5(.):118603517-118612029	0.4567
1_MACS_peak_23557_lociStitched	chr5(.):118643382-118646135	0.9317
1_MACS_peak_23558_lociStitched	chr5(.):118657711-118659857	0.6791
1_MACS_peak_23559_lociStitched	chr5(.):118667779-118678769	1.4027
1_MACS_peak_23560_lociStitched	chr5(.):118702048-118704905	0.6047
1_MACS_peak_23561_lociStitched	chr5(.):118787386-118789503	1.5383
1_MACS_peak_23562_lociStitched	chr5(.):118872490-118874864	0.8901
1_MACS_peak_23563_lociStitched	chr5(.):119704118-119705961	0.5988
1_MACS_peak_23564_lociStitched	chr5(.):119722508-119724972	0.5049
1_MACS_peak_23565_lociStitched	chr5(.):119740845-119743166	0.6358
1_MACS_peak_23566_lociStitched	chr5(.):119793013-119794467	0.7437
1_MACS_peak_23567_lociStitched	chr5(.):119959730-119960671	0.4044
1_MACS_peak_23568_lociStitched	chr5(.):121296609-121299007	1.1301
1_MACS_peak_23569_lociStitched	chr5(.):121412304-121413712	0.4606
2_MACS_peak_23570_lociStitched	chr5(.):121632428-121637554	0.6628
3_MACS_peak_23572_lociStitched	chr5(.):121647045-121661401	0.6417
2_MACS_peak_23575_lociStitched	chr5(.):121798014-121810350	0.4476
1_MACS_peak_23577_lociStitched	chr5(.):122110179-122112068	1.6702
1_MACS_peak_23578_lociStitched	chr5(.):122179651-122182218	1.2577
1_MACS_peak_23579_lociStitched	chr5(.):122757862-122760641	1.6852
1_MACS_peak_23580_lociStitched	chr5(.):122790109-122791858	0.485
1_MACS_peak_23581_lociStitched	chr5(.):122846826-122849328	1.408
1_MACS_peak_23582_lociStitched	chr5(.):122883548-122886951	0.9136
1_MACS_peak_23583_lociStitched	chr5(.):122907869-122908850	0.4656
1_MACS_peak_23584_lociStitched	chr5(.):123138331-123139942	0.4395
1_MACS_peak_23585_lociStitched	chr5(.):123242254-123243598	0.6146
1_MACS_peak_23586_lociStitched	chr5(.):123370864-123371929	0.4949
1_MACS_peak_23587_lociStitched	chr5(.):123746265-123747299	0.5203
1_MACS_peak_23588_lociStitched	chr5(.):123787711-123790406	0.8901
1_MACS_peak_23589_lociStitched	chr5(.):123854308-123856724	0.7275
2_MACS_peak_23590_lociStitched	chr5(.):123911818-123921701	0.6446
1_MACS_peak_23592_lociStitched	chr5(.):123965373-123968675	1.0874
2_MACS_peak_23593_lociStitched	chr5(.):123980871-123988487	1.2567
1_MACS_peak_23595_lociStitched	chr5(.):124039641-124042004	0.6879
1_MACS_peak_23596_lociStitched	chr5(.):124081894-124085435	1.4801
2_MACS_peak_23597_lociStitched	chr5(.):124236430-124243093	0.8016
1_MACS_peak_23599_lociStitched	chr5(.):124257813-124259712	0.6119
1_MACS_peak_23600_lociStitched	chr5(.):124269533-124272955	1.756
2_MACS_peak_23601_lociStitched	chr5(.):124286368-124293317	1.2395
1_MACS_peak_23603_lociStitched	chr5(.):124663131-124664812	0.4826
1_MACS_peak_23604_lociStitched	chr5(.):124743534-124749177	1.2554
2_MACS_peak_23605_lociStitched	chr5(.):125295515-125304763	0.9035
1_MACS_peak_23607_lociStitched	chr5(.):125322975-125324566	0.4724
1_MACS_peak_23608_lociStitched	chr5(.):125414863-125415870	0.4087
1_MACS_peak_23609_lociStitched	chr5(.):125438938-125440940	0.515
1_MACS_peak_23610_lociStitched	chr5(.):125576811-125578506	0.5223
1_MACS_peak_23611_lociStitched	chr5(.):125695208-125696598	0.4401
1_MACS_peak_23612_lociStitched	chr5(.):125758483-125759845	0.8815
2_MACS_peak_23613_lociStitched	chr5(.):125778582-125787311	0.825
1_MACS_peak_23615_lociStitched	chr5(.):125812772-125813808	0.4497
2_MACS_peak_23616_lociStitched	chr5(.):125832477-125836229	0.7113
1_MACS_peak_23618_lociStitched	chr5(.):125898471-125899623	0.4742
1_MACS_peak_23619_lociStitched	chr5(.):125936179-125937975	1.4545
1_MACS_peak_23620_lociStitched	chr5(.):125948658-125952530	1.1902
1_MACS_peak_23621_lociStitched	chr5(.):126082662-126084770	1.2785
2_MACS_peak_23622_lociStitched	chr5(.):126093728-126099174	0.5903
1_MACS_peak_23624_lociStitched	chr5(.):126111167-126116271	2.4488
1_MACS_peak_23625_lociStitched	chr5(.):126127627-126129029	0.5189
1_MACS_peak_23626_lociStitched	chr5(.):126282739-126284193	0.4177
1_MACS_peak_23627_lociStitched	chr5(.):126306732-126309547	1.247
1_MACS_peak_23628_lociStitched	chr5(.):126322951-126325426	0.944
1_MACS_peak_23629_lociStitched	chr5(.):126333343-126335015	0.9526
1_MACS_peak_23630_lociStitched	chr5(.):126365024-126367488	1.2224
1_MACS_peak_23631_lociStitched	chr5(.):126408249-126409861	0.7058
1_MACS_peak_23632_lociStitched	chr5(.):126431432-126435037	0.7227
1_MACS_peak_23633_lociStitched	chr5(.):126655412-126657821	0.9829
1_MACS_peak_23634_lociStitched	chr5(.):126852485-126854681	1.63
1_MACS_peak_23635_lociStitched	chr5(.):127277976-127279593	0.5602
1_MACS_peak_23636_lociStitched	chr5(.):127295303-127298433	1.169
1_MACS_peak_23637_lociStitched	chr5(.):127344027-127344950	0.4415
1_MACS_peak_23638_lociStitched	chr5(.):127417162-127420880	1.9059
1_MACS_peak_23639_lociStitched	chr5(.):128429541-128431553	1.3513
1_MACS_peak_23640_lociStitched	chr5(.):128461033-128462976	1.0543
2_MACS_peak_23641_lociStitched	chr5(.):128712463-128716084	0.5821
1_MACS_peak_23643_lociStitched	chr5(.):128795669-128798816	1.1947
1_MACS_peak_23644_lociStitched	chr5(.):129239515-129241367	0.8505
1_MACS_peak_23645_lociStitched	chr5(.):129438083-129438997	0.4279
1_MACS_peak_23646_lociStitched	chr5(.):129446638-129448730	0.6947
1_MACS_peak_23647_lociStitched	chr5(.):129658309-129662099	2.4088
1_MACS_peak_23648_lociStitched	chr5(.):129876894-129878714	0.6195
1_MACS_peak_23649_lociStitched	chr5(.):130058820-130061442	0.7843
2_MACS_peak_23650_lociStitched	chr5(.):130399723-130406242	0.5339
1_MACS_peak_23652_lociStitched	chr5(.):130499354-130501691	1.5823
4_MACS_peak_23653_lociStitched	chr5(.):130587619-130610953	0.6001
2_MACS_peak_23657_lociStitched	chr5(.):130708933-130718862	1.6167
1_MACS_peak_23659_lociStitched	chr5(.):130751779-130753457	0.5184
2_MACS_peak_23660_lociStitched	chr5(.):130823082-130832702	0.5028
1_MACS_peak_23662_lociStitched	chr5(.):130849829-130851739	0.6926
1_MACS_peak_23663_lociStitched	chr5(.):130969401-130973112	2.385
1_MACS_peak_23664_lociStitched	chr5(.):130982404-130983703	0.5189
1_MACS_peak_23665_lociStitched	chr5(.):131093229-131095209	0.6378
1_MACS_peak_23666_lociStitched	chr5(.):131131460-131133827	2.0763
1_MACS_peak_23667_lociStitched	chr5(.):131353390-131357282	1.1373
2_MACS_peak_23668_lociStitched	chr5(.):131400160-131411514	0.536
6_MACS_peak_23670_lociStitched	chr5(.):131418329-131444867	1.5736
1_MACS_peak_23676_lociStitched	chr5(.):131451890-131454108	1.6625
1_MACS_peak_23677_lociStitched	chr5(.):131469557-131470500	0.55
1_MACS_peak_23678_lociStitched	chr5(.):131544134-131546215	0.6219
1_MACS_peak_23679_lociStitched	chr5(.):131562919-131564186	0.5178
1_MACS_peak_23680_lociStitched	chr5(.):131628302-131630504	1.7174
1_MACS_peak_23681_lociStitched	chr5(.):131704741-131706532	1.1264
1_MACS_peak_23682_lociStitched	chr5(.):131720977-131722990	0.5362
2_MACS_peak_23683_lociStitched	chr5(.):131744667-131768439	2.7182
8_MACS_peak_23685_lociStitched	chr5(.):131789694-131842804	1.5258
2_MACS_peak_23693_lociStitched	chr5(.):131855636-131863055	1.0871
1_MACS_peak_23695_lociStitched	chr5(.):131891842-131893742	1.933
1_MACS_peak_23696_lociStitched	chr5(.):131963695-131966937	1.7053
1_MACS_peak_23697_lociStitched	chr5(.):131974283-131978217	0.7348
1_MACS_peak_23698_lociStitched	chr5(.):131998644-131999621	0.4648
1_MACS_peak_23699_lociStitched	chr5(.):132010256-132011652	0.5119
1_MACS_peak_23700_lociStitched	chr5(.):132072119-132074026	0.9354
1_MACS_peak_23701_lociStitched	chr5(.):132082528-132083553	0.5218
1_MACS_peak_23702_lociStitched	chr5(.):132112111-132113929	0.9626
1_MACS_peak_23703_lociStitched	chr5(.):132165163-132167379	1.5432
1_MACS_peak_23704_lociStitched	chr5(.):132201369-132203424	2.2429
1_MACS_peak_23705_lociStitched	chr5(.):132231571-132233245	0.5322
1_MACS_peak_23706_lociStitched	chr5(.):132297800-132300395	1.8218
1_MACS_peak_23707_lociStitched	chr5(.):132361042-132362706	1.3058
3_MACS_peak_23708_lociStitched	chr5(.):132386286-132400699	0.9347
1_MACS_peak_23711_lociStitched	chr5(.):132442030-132443582	0.5224
1_MACS_peak_23712_lociStitched	chr5(.):132579399-132581091	0.6861
1_MACS_peak_23713_lociStitched	chr5(.):132641598-132645224	0.7608
1_MACS_peak_23714_lociStitched	chr5(.):133222956-133224826	0.5255
1_MACS_peak_23715_lociStitched	chr5(.):133303105-133305188	1.2731
1_MACS_peak_23716_lociStitched	chr5(.):133338475-133341782	1.785
1_MACS_peak_23717_lociStitched	chr5(.):133434908-133437823	1.2168
1_MACS_peak_23718_lociStitched	chr5(.):133449594-133450358	0.4219
1_MACS_peak_23719_lociStitched	chr5(.):133457719-133459164	0.5227
1_MACS_peak_23720_lociStitched	chr5(.):133510919-133513961	2.4135
1_MACS_peak_23721_lociStitched	chr5(.):133560426-133563621	3.4745
1_MACS_peak_23722_lociStitched	chr5(.):133610753-133612923	0.6261
2_MACS_peak_23723_lociStitched	chr5(.):133702145-133708424	1.6071
1_MACS_peak_23725_lociStitched	chr5(.):133746628-133748561	1.1014
1_MACS_peak_23726_lociStitched	chr5(.):133770194-133774827	2.7309
1_MACS_peak_23727_lociStitched	chr5(.):133838531-133839971	0.5702
1_MACS_peak_23728_lociStitched	chr5(.):133859341-133863815	2.4822
2_MACS_peak_23729_lociStitched	chr5(.):133926548-133932011	1.1176
1_MACS_peak_23731_lociStitched	chr5(.):133967594-133969354	0.9401
2_MACS_peak_23732_lociStitched	chr5(.):133977460-133985720	1.4499
1_MACS_peak_23734_lociStitched	chr5(.):134073246-134075518	0.9999
1_MACS_peak_23735_lociStitched	chr5(.):134093681-134095680	1.0699
1_MACS_peak_23736_lociStitched	chr5(.):134180664-134182896	1.5389
2_MACS_peak_23737_lociStitched	chr5(.):134209011-134214598	1.2823
1_MACS_peak_23739_lociStitched	chr5(.):134239609-134242209	2.7675
1_MACS_peak_23740_lociStitched	chr5(.):134366167-134371019	1.0276
