GENE_ID	locusLine	bin_1_11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20.bam
2_MACS_peak_28963_lociStitched	chr9(.):132645916-132657874	4.4739
1_MACS_peak_28965_lociStitched	chr9(.):132670182-132672097	1.0803
1_MACS_peak_28966_lociStitched	chr9(.):132750861-132752308	0.6176
3_MACS_peak_28967_lociStitched	chr9(.):132768942-132779947	1.4144
2_MACS_peak_28970_lociStitched	chr9(.):132801275-132805845	0.5188
1_MACS_peak_28972_lociStitched	chr9(.):132815401-132817301	2.5299
1_MACS_peak_28973_lociStitched	chr9(.):133016770-133017586	0.6121
1_MACS_peak_28974_lociStitched	chr9(.):133322553-133324390	0.8498
1_MACS_peak_28975_lociStitched	chr9(.):133454141-133455997	1.7477
1_MACS_peak_28976_lociStitched	chr9(.):133568377-133570201	1.5427
1_MACS_peak_28977_lociStitched	chr9(.):133587691-133589294	5.5055
1_MACS_peak_28978_lociStitched	chr9(.):133999909-134001957	2.0154
1_MACS_peak_28979_lociStitched	chr9(.):134044285-134045308	0.546
1_MACS_peak_28980_lociStitched	chr9(.):134112442-134115124	4.4377
5_MACS_peak_28981_lociStitched	chr9(.):134126990-134152396	1.9539
1_MACS_peak_28986_lociStitched	chr9(.):134247820-134250034	2.1626
1_MACS_peak_28987_lociStitched	chr9(.):134268008-134274570	1.9563
2_MACS_peak_28988_lociStitched	chr9(.):134355203-134362411	0.5029
1_MACS_peak_28990_lociStitched	chr9(.):134374134-134379302	3.4464
1_MACS_peak_28991_lociStitched	chr9(.):134405354-134407317	1.2327
2_MACS_peak_28992_lociStitched	chr9(.):134529363-134534866	1.9936
1_MACS_peak_28994_lociStitched	chr9(.):134550819-134555735	6.0546
4_MACS_peak_28995_lociStitched	chr9(.):134595114-134615390	1.6682
1_MACS_peak_28999_lociStitched	chr9(.):134623481-134624601	0.732
1_MACS_peak_29000_lociStitched	chr9(.):134954426-134955648	0.9587
1_MACS_peak_29001_lociStitched	chr9(.):135116558-135118192	0.6632
1_MACS_peak_29002_lociStitched	chr9(.):135144707-135146109	0.6812
2_MACS_peak_29003_lociStitched	chr9(.):135226066-135231288	0.9085
1_MACS_peak_29005_lociStitched	chr9(.):135256815-135258686	2.3207
2_MACS_peak_29006_lociStitched	chr9(.):135281047-135285835	0.5156
1_MACS_peak_29008_lociStitched	chr9(.):135544664-135546932	3.9888
1_MACS_peak_29009_lociStitched	chr9(.):135702803-135704429	1.7732
1_MACS_peak_29010_lociStitched	chr9(.):135818925-135820935	3.0628
1_MACS_peak_29011_lociStitched	chr9(.):135894592-135895777	0.4627
1_MACS_peak_29012_lociStitched	chr9(.):135904946-135907116	1.9751
1_MACS_peak_29013_lociStitched	chr9(.):135935826-135937139	0.5361
2_MACS_peak_29014_lociStitched	chr9(.):136019141-136025683	1.6853
1_MACS_peak_29016_lociStitched	chr9(.):136202345-136203998	1.3084
2_MACS_peak_29017_lociStitched	chr9(.):136213641-136224329	0.9955
1_MACS_peak_29019_lociStitched	chr9(.):136241661-136243397	1.8174
1_MACS_peak_29020_lociStitched	chr9(.):136282324-136283951	2.1026
1_MACS_peak_29021_lociStitched	chr9(.):136324453-136326473	1.9241
1_MACS_peak_29022_lociStitched	chr9(.):136343423-136344399	0.4377
1_MACS_peak_29023_lociStitched	chr9(.):136423396-136424015	0.405
1_MACS_peak_29024_lociStitched	chr9(.):136857772-136858616	0.3761
2_MACS_peak_29025_lociStitched	chr9(.):136889920-136896925	0.3011
2_MACS_peak_29027_lociStitched	chr9(.):136924527-136934225	0.4891
1_MACS_peak_29029_lociStitched	chr9(.):136975904-136976899	0.5688
1_MACS_peak_29030_lociStitched	chr9(.):136999874-137002495	2.3578
1_MACS_peak_29031_lociStitched	chr9(.):137028283-137030924	3.4364
1_MACS_peak_29032_lociStitched	chr9(.):137159354-137161225	1.9609
1_MACS_peak_29033_lociStitched	chr9(.):137217081-137217978	0.7263
1_MACS_peak_29034_lociStitched	chr9(.):137282846-137283979	0.4973
1_MACS_peak_29035_lociStitched	chr9(.):137298518-137299669	0.5416
1_MACS_peak_29036_lociStitched	chr9(.):138391529-138393668	1.367
1_MACS_peak_29037_lociStitched	chr9(.):138471253-138472982	0.8864
1_MACS_peak_29038_lociStitched	chr9(.):138799305-138800255	0.6202
1_MACS_peak_29039_lociStitched	chr9(.):138852305-138853378	0.7332
1_MACS_peak_29040_lociStitched	chr9(.):139001022-139002449	0.7785
1_MACS_peak_29041_lociStitched	chr9(.):139009410-139011652	2.1443
1_MACS_peak_29042_lociStitched	chr9(.):139135222-139137730	0.6978
1_MACS_peak_29043_lociStitched	chr9(.):139257444-139258618	2.0022
3_MACS_peak_29044_lociStitched	chr9(.):139293573-139306200	0.5191
1_MACS_peak_29047_lociStitched	chr9(.):139333168-139334624	0.789
1_MACS_peak_29048_lociStitched	chr9(.):139376099-139378925	3.6007
2_MACS_peak_29049_lociStitched	chr9(.):139432201-139441699	1.992
1_MACS_peak_29051_lociStitched	chr9(.):139468454-139469394	0.4434
1_MACS_peak_29052_lociStitched	chr9(.):139621482-139623330	1.1888
1_MACS_peak_29053_lociStitched	chr9(.):139659636-139661906	0.924
1_MACS_peak_29054_lociStitched	chr9(.):139684940-139687035	3.3254
2_MACS_peak_29055_lociStitched	chr9(.):139694626-139703345	0.6052
2_MACS_peak_29057_lociStitched	chr9(.):139736556-139744487	1.1486
1_MACS_peak_29059_lociStitched	chr9(.):139759544-139761697	1.0384
2_MACS_peak_29060_lociStitched	chr9(.):139775707-139782435	2.523
1_MACS_peak_29062_lociStitched	chr9(.):139792091-139798328	6.3314
2_MACS_peak_29063_lociStitched	chr9(.):139837760-139845226	0.8483
1_MACS_peak_29065_lociStitched	chr9(.):139886526-139887423	0.5565
2_MACS_peak_29066_lociStitched	chr9(.):139962147-139966062	0.7114
1_MACS_peak_29068_lociStitched	chr9(.):139979920-139982511	2.1764
1_MACS_peak_29069_lociStitched	chr9(.):139989582-139991174	1.5081
1_MACS_peak_29070_lociStitched	chr9(.):140008582-140009552	0.5272
1_MACS_peak_29071_lociStitched	chr9(.):140044774-140045548	0.381
1_MACS_peak_29072_lociStitched	chr9(.):140082074-140084898	3.2877
2_MACS_peak_29073_lociStitched	chr9(.):140094629-140101271	0.9608
1_MACS_peak_29075_lociStitched	chr9(.):140117281-140118778	1.2508
1_MACS_peak_29076_lociStitched	chr9(.):140134184-140136973	2.116
1_MACS_peak_29077_lociStitched	chr9(.):140149036-140150949	1.1064
1_MACS_peak_29078_lociStitched	chr9(.):140163335-140164451	0.4652
1_MACS_peak_29079_lociStitched	chr9(.):140171611-140172924	0.5372
1_MACS_peak_29080_lociStitched	chr9(.):140306197-140307037	0.7824
1_MACS_peak_29081_lociStitched	chr9(.):140316456-140318019	0.9117
2_MACS_peak_29082_lociStitched	chr9(.):140348496-140354762	0.4122
2_MACS_peak_29084_lociStitched	chr9(.):140371124-140377619	0.618
1_MACS_peak_29086_lociStitched	chr9(.):140406878-140409589	1.8323
2_MACS_peak_29087_lociStitched	chr9(.):140444194-140447227	0.6073
1_MACS_peak_29089_lociStitched	chr9(.):140468598-140473908	3.5323
2_MACS_peak_29090_lociStitched	chr9(.):140483751-140486093	0.7516
4_MACS_peak_29092_lociStitched	chr9(.):140500004-140514730	0.6566
1_MACS_peak_29096_lociStitched	chr9(.):140533096-140534560	0.568
1_MACS_peak_29097_lociStitched	chr9(.):140560781-140562442	1.3469
2_MACS_peak_29098_lociStitched	chr9(.):140573177-140578314	0.6666
1_MACS_peak_29100_lociStitched	chr9(.):140632110-140633133	0.4392
1_MACS_peak_29101_lociStitched	chrX(.):199688-200438	0.4931
1_MACS_peak_29102_lociStitched	chrX(.):347121-348378	1.7787
1_MACS_peak_29103_lociStitched	chrX(.):925029-926120	0.543
1_MACS_peak_29104_lociStitched	chrX(.):950082-951485	0.7535
1_MACS_peak_29105_lociStitched	chrX(.):959427-960828	1.4058
1_MACS_peak_29106_lociStitched	chrX(.):968113-971054	2.3225
1_MACS_peak_29107_lociStitched	chrX(.):986521-988745	2.6135
3_MACS_peak_29108_lociStitched	chrX(.):1324697-1335414	1.1775
1_MACS_peak_29111_lociStitched	chrX(.):1510056-1512151	2.3357
2_MACS_peak_29112_lociStitched	chrX(.):1571074-1573004	0.6923
1_MACS_peak_29114_lociStitched	chrX(.):1585511-1590043	1.6468
1_MACS_peak_29115_lociStitched	chrX(.):1599989-1601844	1.1397
2_MACS_peak_29116_lociStitched	chrX(.):1612293-1620549	0.2889
1_MACS_peak_29118_lociStitched	chrX(.):1639801-1641965	0.9358
1_MACS_peak_29119_lociStitched	chrX(.):1653169-1657234	2.7051
3_MACS_peak_29120_lociStitched	chrX(.):1701279-1711883	0.3301
1_MACS_peak_29123_lociStitched	chrX(.):1780129-1781213	0.7083
1_MACS_peak_29124_lociStitched	chrX(.):2526579-2527537	0.4553
1_MACS_peak_29125_lociStitched	chrX(.):2547004-2550006	2.0399
1_MACS_peak_29126_lociStitched	chrX(.):3060620-3061651	0.5039
1_MACS_peak_29127_lociStitched	chrX(.):3170387-3171594	0.6905
1_MACS_peak_29128_lociStitched	chrX(.):3378668-3380873	1.4843
1_MACS_peak_29129_lociStitched	chrX(.):3562449-3563451	0.5314
1_MACS_peak_29130_lociStitched	chrX(.):3617168-3619009	1.9584
1_MACS_peak_29131_lociStitched	chrX(.):3630373-3632345	0.7222
2_MACS_peak_29132_lociStitched	chrX(.):3729405-3735807	1.8836
1_MACS_peak_29134_lociStitched	chrX(.):3760746-3762174	0.4807
1_MACS_peak_29135_lociStitched	chrX(.):3799705-3800723	0.4861
1_MACS_peak_29136_lociStitched	chrX(.):3838180-3839124	0.4871
1_MACS_peak_29137_lociStitched	chrX(.):4157529-4159778	1.4545
1_MACS_peak_29138_lociStitched	chrX(.):4672458-4674287	0.9551
2_MACS_peak_29139_lociStitched	chrX(.):5151616-5154803	1.1565
1_MACS_peak_29141_lociStitched	chrX(.):5561884-5566657	1.8935
1_MACS_peak_29142_lociStitched	chrX(.):6102473-6103690	0.5541
1_MACS_peak_29143_lociStitched	chrX(.):6121087-6122356	0.8478
1_MACS_peak_29144_lociStitched	chrX(.):6143740-6145304	0.883
1_MACS_peak_29145_lociStitched	chrX(.):6612788-6613484	0.491
1_MACS_peak_29146_lociStitched	chrX(.):6636507-6637743	0.7883
2_MACS_peak_29147_lociStitched	chrX(.):6649859-6658688	1.7362
1_MACS_peak_29149_lociStitched	chrX(.):6666288-6667543	0.5257
1_MACS_peak_29150_lociStitched	chrX(.):6695260-6696628	0.5466
1_MACS_peak_29151_lociStitched	chrX(.):6976577-6979047	1.9362
2_MACS_peak_29152_lociStitched	chrX(.):7000266-7004404	1.8948
1_MACS_peak_29154_lociStitched	chrX(.):7064954-7067173	1.861
1_MACS_peak_29155_lociStitched	chrX(.):7179314-7180619	0.7537
2_MACS_peak_29156_lociStitched	chrX(.):7532215-7536672	0.5293
1_MACS_peak_29158_lociStitched	chrX(.):7572389-7573392	0.6931
1_MACS_peak_29159_lociStitched	chrX(.):7894827-7896338	2.2207
1_MACS_peak_29160_lociStitched	chrX(.):7918144-7919927	0.8805
1_MACS_peak_29161_lociStitched	chrX(.):8005691-8006439	0.4358
2_MACS_peak_29162_lociStitched	chrX(.):8949627-8956575	0.2242
1_MACS_peak_29164_lociStitched	chrX(.):9226207-9227071	0.419
1_MACS_peak_29165_lociStitched	chrX(.):9246661-9247916	0.8562
2_MACS_peak_29166_lociStitched	chrX(.):9307101-9311081	2.9863
1_MACS_peak_29168_lociStitched	chrX(.):9319249-9321958	2.2006
3_MACS_peak_29169_lociStitched	chrX(.):9430772-9435345	1.2959
1_MACS_peak_29172_lociStitched	chrX(.):9644569-9646471	1.0989
1_MACS_peak_29173_lociStitched	chrX(.):9759682-9760414	4.4415
1_MACS_peak_29174_lociStitched	chrX(.):9797125-9798618	0.4397
2_MACS_peak_29175_lociStitched	chrX(.):9964723-9972559	0.449
2_MACS_peak_29177_lociStitched	chrX(.):9982365-9984540	0.7062
1_MACS_peak_29179_lociStitched	chrX(.):9999298-10001378	2.2999
1_MACS_peak_29180_lociStitched	chrX(.):10049895-10054226	2.549
4_MACS_peak_29181_lociStitched	chrX(.):10064991-10091072	1.6612
1_MACS_peak_29185_lociStitched	chrX(.):10587506-10588921	1.822
1_MACS_peak_29186_lociStitched	chrX(.):11128690-11132803	3.3892
1_MACS_peak_29187_lociStitched	chrX(.):11208383-11210703	1.4151
1_MACS_peak_29188_lociStitched	chrX(.):11219474-11221366	1.2309
1_MACS_peak_29189_lociStitched	chrX(.):11256905-11258240	0.6715
1_MACS_peak_29190_lociStitched	chrX(.):11277520-11278404	0.4394
1_MACS_peak_29191_lociStitched	chrX(.):11308494-11309395	0.5031
1_MACS_peak_29192_lociStitched	chrX(.):11337042-11339310	1.3793
1_MACS_peak_29193_lociStitched	chrX(.):11354101-11355338	0.712
1_MACS_peak_29194_lociStitched	chrX(.):11379773-11383579	2.6482
3_MACS_peak_29195_lociStitched	chrX(.):11440200-11454374	1.4061
2_MACS_peak_29198_lociStitched	chrX(.):11775307-11787463	0.9866
1_MACS_peak_29200_lociStitched	chrX(.):11810024-11811933	1.338
1_MACS_peak_29201_lociStitched	chrX(.):12512635-12513712	0.6112
1_MACS_peak_29202_lociStitched	chrX(.):12532432-12534603	1.1938
1_MACS_peak_29203_lociStitched	chrX(.):12588464-12590137	0.9109
1_MACS_peak_29204_lociStitched	chrX(.):12809044-12810186	0.646
2_MACS_peak_29205_lociStitched	chrX(.):12884643-12893776	1.1029
2_MACS_peak_29207_lociStitched	chrX(.):12905294-12911709	2.0471
2_MACS_peak_29209_lociStitched	chrX(.):12973553-12979997	1.8965
1_MACS_peak_29211_lociStitched	chrX(.):12992035-12997298	2.2626
2_MACS_peak_29212_lociStitched	chrX(.):13016936-13024936	0.9662
1_MACS_peak_29214_lociStitched	chrX(.):13104903-13106703	1.4669
2_MACS_peak_29215_lociStitched	chrX(.):13271800-13276397	0.5684
1_MACS_peak_29217_lociStitched	chrX(.):13301443-13302222	0.4275
1_MACS_peak_29218_lociStitched	chrX(.):13491363-13493105	1.4639
1_MACS_peak_29219_lociStitched	chrX(.):13670329-13672575	2.2969
2_MACS_peak_29220_lociStitched	chrX(.):13679197-13688368	1.2726
1_MACS_peak_29222_lociStitched	chrX(.):13706375-13708497	1.4839
2_MACS_peak_29223_lociStitched	chrX(.):13751603-13761808	1.3378
3_MACS_peak_29225_lociStitched	chrX(.):13768410-13778424	0.5335
1_MACS_peak_29228_lociStitched	chrX(.):13826005-13826829	0.4078
2_MACS_peak_29229_lociStitched	chrX(.):13853501-13862030	0.2034
1_MACS_peak_29231_lociStitched	chrX(.):14046348-14048891	1.8017
1_MACS_peak_29232_lociStitched	chrX(.):14514643-14516105	0.9131
1_MACS_peak_29233_lociStitched	chrX(.):14688349-14690324	0.6444
1_MACS_peak_29234_lociStitched	chrX(.):14890789-14892308	1.0913
1_MACS_peak_29235_lociStitched	chrX(.):14914079-14915271	0.5488
1_MACS_peak_29236_lociStitched	chrX(.):15176455-15177540	0.6443
1_MACS_peak_29237_lociStitched	chrX(.):15352734-15354488	1.0104
1_MACS_peak_29238_lociStitched	chrX(.):15483432-15484289	0.4287
1_MACS_peak_29239_lociStitched	chrX(.):15510634-15512416	1.3302
1_MACS_peak_29240_lociStitched	chrX(.):15692308-15694759	4.3287
1_MACS_peak_29241_lociStitched	chrX(.):15767569-15768975	1.2359
2_MACS_peak_29242_lociStitched	chrX(.):15799574-15809749	0.8156
2_MACS_peak_29244_lociStitched	chrX(.):15866538-15875294	1.1046
1_MACS_peak_29246_lociStitched	chrX(.):15900543-15901959	0.7447
1_MACS_peak_29247_lociStitched	chrX(.):15920442-15922951	1.556
1_MACS_peak_29248_lociStitched	chrX(.):16137155-16138826	1.0519
1_MACS_peak_29249_lociStitched	chrX(.):16736805-16738839	2.425
1_MACS_peak_29250_lociStitched	chrX(.):16803679-16805596	1.1055
1_MACS_peak_29251_lociStitched	chrX(.):16886988-16889943	1.8722
3_MACS_peak_29252_lociStitched	chrX(.):16900372-16911313	0.4031
1_MACS_peak_29255_lociStitched	chrX(.):16920807-16922852	1.6165
1_MACS_peak_29256_lociStitched	chrX(.):16974435-16975206	0.6075
1_MACS_peak_29257_lociStitched	chrX(.):17036129-17037212	0.5934
1_MACS_peak_29258_lociStitched	chrX(.):17055985-17057383	1.3282
1_MACS_peak_29259_lociStitched	chrX(.):17080003-17081221	0.7894
2_MACS_peak_29260_lociStitched	chrX(.):17564913-17568383	1.0945
2_MACS_peak_29262_lociStitched	chrX(.):17609177-17612812	0.5645
1_MACS_peak_29264_lociStitched	chrX(.):17631845-17633230	0.6426
2_MACS_peak_29265_lociStitched	chrX(.):17754351-17757122	1.5891
1_MACS_peak_29267_lociStitched	chrX(.):18005735-18006625	0.522
1_MACS_peak_29268_lociStitched	chrX(.):18371815-18373091	0.4934
1_MACS_peak_29269_lociStitched	chrX(.):18692238-18694162	1.4546
1_MACS_peak_29270_lociStitched	chrX(.):18902585-18905605	3.8331
1_MACS_peak_29271_lociStitched	chrX(.):19001355-19003700	2.3917
1_MACS_peak_29272_lociStitched	chrX(.):19361281-19363023	0.9103
1_MACS_peak_29273_lociStitched	chrX(.):19470044-19470598	94.9772
1_MACS_peak_29274_lociStitched	chrX(.):19583729-19585691	2.7271
1_MACS_peak_29275_lociStitched	chrX(.):19647028-19649341	1.0599
1_MACS_peak_29276_lociStitched	chrX(.):19761014-19762383	0.9543
1_MACS_peak_29277_lociStitched	chrX(.):19773534-19774696	0.8467
2_MACS_peak_29278_lociStitched	chrX(.):19790409-19796149	0.8446
1_MACS_peak_29280_lociStitched	chrX(.):19824937-19826790	1.5521
1_MACS_peak_29281_lociStitched	chrX(.):19857409-19860093	1.0628
1_MACS_peak_29282_lociStitched	chrX(.):19873755-19876173	1.8268
3_MACS_peak_29283_lociStitched	chrX(.):19901941-19907103	0.3804
1_MACS_peak_29286_lociStitched	chrX(.):19923958-19925266	0.6177
1_MACS_peak_29287_lociStitched	chrX(.):19941888-19943315	0.5611
1_MACS_peak_29288_lociStitched	chrX(.):20008142-20009282	0.7219
1_MACS_peak_29289_lociStitched	chrX(.):20078442-20080825	1.6327
1_MACS_peak_29290_lociStitched	chrX(.):20158772-20160862	1.8157
1_MACS_peak_29291_lociStitched	chrX(.):20283268-20285854	1.1174
1_MACS_peak_29292_lociStitched	chrX(.):20533311-20534873	1.2455
1_MACS_peak_29293_lociStitched	chrX(.):20541611-20542570	0.5879
1_MACS_peak_29294_lociStitched	chrX(.):20686345-20687358	0.4745
1_MACS_peak_29295_lociStitched	chrX(.):21391234-21393466	1.3452
1_MACS_peak_29296_lociStitched	chrX(.):21456803-21457610	0.5189
1_MACS_peak_29297_lociStitched	chrX(.):21521618-21522572	0.4722
1_MACS_peak_29298_lociStitched	chrX(.):21857009-21858758	1.4602
1_MACS_peak_29299_lociStitched	chrX(.):21944226-21945786	0.7807
1_MACS_peak_29300_lociStitched	chrX(.):21958400-21960001	0.6196
1_MACS_peak_29301_lociStitched	chrX(.):22153095-22154191	0.5414
1_MACS_peak_29302_lociStitched	chrX(.):22987076-22988500	0.6124
1_MACS_peak_29303_lociStitched	chrX(.):23575180-23576022	0.356
1_MACS_peak_29304_lociStitched	chrX(.):23684900-23687320	1.8224
1_MACS_peak_29305_lociStitched	chrX(.):23750222-23752004	1.2384
1_MACS_peak_29306_lociStitched	chrX(.):23760248-23762004	1.2785
1_MACS_peak_29307_lociStitched	chrX(.):23791162-23792120	0.4582
2_MACS_peak_29308_lociStitched	chrX(.):23798769-23802361	1.3118
1_MACS_peak_29310_lociStitched	chrX(.):23924836-23927542	2.6334
1_MACS_peak_29311_lociStitched	chrX(.):23970863-23972047	0.8154
1_MACS_peak_29312_lociStitched	chrX(.):24042360-24044462	2.1998
1_MACS_peak_29313_lociStitched	chrX(.):24071302-24074034	3.3252
1_MACS_peak_29314_lociStitched	chrX(.):24098146-24099179	0.5313
1_MACS_peak_29315_lociStitched	chrX(.):24165758-24169912	2.164
1_MACS_peak_29316_lociStitched	chrX(.):24260283-24261929	1.0062
1_MACS_peak_29317_lociStitched	chrX(.):24430501-24431686	0.6409
1_MACS_peak_29318_lociStitched	chrX(.):24482554-24484128	0.9077
1_MACS_peak_29319_lociStitched	chrX(.):24496691-24498907	2.0046
4_MACS_peak_29320_lociStitched	chrX(.):24711188-24722921	0.5869
1_MACS_peak_29324_lociStitched	chrX(.):24795405-24796297	0.4345
1_MACS_peak_29325_lociStitched	chrX(.):24895170-24896894	0.5764
1_MACS_peak_29326_lociStitched	chrX(.):26134110-26135870	1.4887
1_MACS_peak_29327_lociStitched	chrX(.):26156046-26157141	0.501
1_MACS_peak_29328_lociStitched	chrX(.):26295606-26296470	0.4648
1_MACS_peak_29329_lociStitched	chrX(.):27263719-27265419	0.6764
1_MACS_peak_29330_lociStitched	chrX(.):27461795-27463018	0.4836
1_MACS_peak_29331_lociStitched	chrX(.):28999520-29000436	0.4545
1_MACS_peak_29332_lociStitched	chrX(.):29030652-29031131	0.4541
1_MACS_peak_29333_lociStitched	chrX(.):29495983-29497161	1.5548
1_MACS_peak_29334_lociStitched	chrX(.):29506490-29507976	0.6221
1_MACS_peak_29335_lociStitched	chrX(.):30379727-30381023	0.7638
1_MACS_peak_29336_lociStitched	chrX(.):30501900-30502649	0.4612
3_MACS_peak_29337_lociStitched	chrX(.):30579035-30597265	1.1182
2_MACS_peak_29340_lociStitched	chrX(.):30610609-30616253	0.3704
1_MACS_peak_29342_lociStitched	chrX(.):30670321-30672573	2.0084
2_MACS_peak_29343_lociStitched	chrX(.):30730081-30734725	1.2353
1_MACS_peak_29345_lociStitched	chrX(.):30839980-30841025	0.6834
1_MACS_peak_29346_lociStitched	chrX(.):30848680-30850095	0.9908
1_MACS_peak_29347_lociStitched	chrX(.):30906439-30908763	1.6865
1_MACS_peak_29348_lociStitched	chrX(.):32466029-32467633	0.6973
1_MACS_peak_29349_lociStitched	chrX(.):33019181-33019879	0.4185
1_MACS_peak_29350_lociStitched	chrX(.):34137167-34138031	0.4645
1_MACS_peak_29351_lociStitched	chrX(.):34622843-34623380	0.7414
1_MACS_peak_29352_lociStitched	chrX(.):37431604-37433021	0.3835
2_MACS_peak_29353_lociStitched	chrX(.):37540495-37546418	1.3803
1_MACS_peak_29355_lociStitched	chrX(.):37612632-37615572	2.1235
1_MACS_peak_29356_lociStitched	chrX(.):37635585-37636733	0.537
1_MACS_peak_29357_lociStitched	chrX(.):37644483-37647865	2.137
1_MACS_peak_29358_lociStitched	chrX(.):37655202-37657011	0.7312
1_MACS_peak_29359_lociStitched	chrX(.):37676702-37678344	0.8751
1_MACS_peak_29360_lociStitched	chrX(.):37705878-37707334	0.7368
1_MACS_peak_29361_lociStitched	chrX(.):37946250-37947048	0.4359
1_MACS_peak_29362_lociStitched	chrX(.):37955098-37955919	0.4714
1_MACS_peak_29363_lociStitched	chrX(.):37962548-37964483	1.1825
1_MACS_peak_29364_lociStitched	chrX(.):38130433-38131204	0.4603
1_MACS_peak_29365_lociStitched	chrX(.):38185705-38187221	1.6823
2_MACS_peak_29366_lociStitched	chrX(.):38465486-38472437	0.7525
1_MACS_peak_29368_lociStitched	chrX(.):38512007-38513331	0.5375
