REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_29036_lociStitched	chr6	137081410	137094463	3	7604	8252.1066	1167	1	MAP3K5	PEX7	MAP3K5	MAP3K5	0.2217	1167	1
2_MACS_peak_24356_lociStitched	chr4	48195261	48206266	2	7596	15099.9605	1168	1	TEC		TXK	TXK	NONE	1168	1
3_MACS_peak_13539_lociStitched	chr17	31313079	31326333	3	7595	9084.2916	1169	1	SPACA3		SPACA3	SPACA3	0.5192	1169	1
1_MACS_peak_1253_lociStitched	chr1	76249596	76257186	1	7591	16373.148	1170	1	RABGGTB,SNORD45C,SNORD45A,SNORD45B	MSH4	SNORD45A	SNORD45A	1.6512	1170	1
1_MACS_peak_2185_lociStitched	chr1	160763943	160771528	1	7586	30267.9425	1171	1	LY9		LY9	LY9	1.93	1171	1
2_MACS_peak_26254_lociStitched	chr5	88025370	88032961	2	7581	16485.3747	1172	1	MEF2C	LOC645323	LOC645323	LOC645323	0.1819	1172	1
2_MACS_peak_3606_lociStitched	chr10	15756842	15768359	2	7581	17255.9211	1173	1	ITGA8		ITGA8	ITGA8	0.1395	1173	1
4_MACS_peak_19646_lociStitched	chr20	5092727	5108920	4	7577	8187.1808	1174	1	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	PCNA	0.3892	1174	1
1_MACS_peak_16613_lociStitched	chr19	48946374	48953949	1	7576	19042.035	1175	1	GRIN2D,GRWD1	KCNJ14,CYTH2	GRWD1	GRWD1	1.1308	1175	1
3_MACS_peak_5748_lociStitched	chr11	63948166	63956475	3	7575	15668.2813	1176	1	STIP1	FERMT3,NUDT22,DNAJC4,VEGFB,MACROD1,TRPT1	STIP1	VEGFB	1.2777	1176	1
1_MACS_peak_8292_lociStitched	chr12	122144891	122152461	1	7571	14123.349	1177	1	TMEM120B	MORN3	TMEM120B	TMEM120B	0.2435	1177	1
2_MACS_peak_26504_lociStitched	chr5	118357685	118370204	2	7570	25140.6558	1178	1		DMXL1,DTWD2	DTWD2	DMXL1	0.241	1178	1
1_MACS_peak_34047_lociStitched	chr9	117793281	117800847	1	7567	13582.4832	1179	1	TNC		TNC	TNC	0.1952	1179	1
1_MACS_peak_26156_lociStitched	chr5	76031200	76038764	1	7565	20049.8948	1180	1	F2R	NCRUPAR	F2R	NCRUPAR	1.8985	1180	1
1_MACS_peak_6150_lociStitched	chr11	82866498	82874061	1	7564	19874.0514	1181	1	PCF11	ANKRD42	PCF11	PCF11	0.6064	1181	1
1_MACS_peak_16019_lociStitched	chr19	19173390	19180951	1	7562	18254.5223	1182	1	SLC25A42	ARMC6,SUGP2	SLC25A42	SLC25A42	0.3603	1182	1
1_MACS_peak_28757_lociStitched	chr6	109274446	109281999	1	7554	11636.1518	1183	1	ARMC2		ARMC2	ARMC2	1.2227	1183	1
2_MACS_peak_19231_lociStitched	chr2	217080070	217088124	2	7553	15529.7228	1184	1			XRCC5	XRCC5	0.2914	1184	1
3_MACS_peak_24796_lociStitched	chr4	108951460	108965295	3	7550	12288.247	1185	1	HADH		HADH	HADH	0.3461	1185	1
2_MACS_peak_26695_lociStitched	chr5	133978074	133987156	2	7549	18406.4894	1186	1	SEC24A	SAR1B	SEC24A	SEC24A	0.2121	1186	1
4_MACS_peak_15288_lociStitched	chr18	75104564	75114456	4	7548	12688.4684	1187	1			GALR1	GALR1	NONE	1187	1
3_MACS_peak_780_lociStitched	chr1	39956008	39965444	3	7544	10294.676	1188	1	BMP8A		BMP8A	BMP8A	1.1141	1188	1
1_MACS_peak_9699_lociStitched	chr14	64967883	64975425	1	7543	13476.7998	1189	1	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB1	ZBTB1	0.5482	1189	1
3_MACS_peak_31111_lociStitched	chr7	150100203	150113287	3	7538	26093.4212	1190	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	LOC728743	1.5794	1190	1
3_MACS_peak_5251_lociStitched	chr11	16923010	16933439	3	7536	6608.8573	1191	1	PLEKHA7		PLEKHA7	PLEKHA7	0.2425	1191	1
1_MACS_peak_22943_lociStitched	chr3	123531839	123539368	1	7530	8262.3246	1192	1	MYLK		MYLK	MYLK	0.1622	1192	1
2_MACS_peak_16667_lociStitched	chr19	49989759	50001663	2	7527	18815.4624	1193	1	RPL13AP5,RPL13A,SNORD32A,SNORD33,SNORD35A,SNORD34,RPS11,SNORD35B	ALDH16A1,FLT3LG,FCGRT,RCN3,SLC17A7,PIH1D1,MIR150	SNORD35A	ALDH16A1	1.7248	1193	1
1_MACS_peak_15599_lociStitched	chr19	7399437	7406961	1	7525	26968.2732	1194	1			ARHGEF18	ARHGEF18	NONE	1194	1
1_MACS_peak_2854_lociStitched	chr1	207992783	208000307	1	7525	23100.9372	1195	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.7004	1195	1
1_MACS_peak_2911_lociStitched	chr1	212207291	212214811	1	7521	11085.984	1196	1	DTL,INTS7	MIR3122	DTL	DTL	0.2019	1196	1
3_MACS_peak_14299_lociStitched	chr17	71222931	71234446	3	7520	11716.5125	1197	1	C17orf80,FAM104A	COG1,CPSF4L	C17orf80	C17orf80	0.5232	1197	1
1_MACS_peak_15418_lociStitched	chr19	2234685	2242199	1	7515	25836.1376	1198	1	SF3A2,PLEKHJ1	AMH,MIR4321,OAZ1,MIR1227,JSRP1,C19orf35	SF3A2	MIR1227	2.0078	1198	1
3_MACS_peak_26799_lociStitched	chr5	139935444	139950031	3	7515	13029.1084	1199	1	SLC35A4,SRA1,APBB3	EIF4EBP3	APBB3	APBB3	0.7596	1199	1
4_MACS_peak_5123_lociStitched	chr11	6623383	6641282	4	7511	11979.8007	1200	1	ILK,RRP8,TAF10,TPP1	DCHS1	TAF10	TAF10	0.4953	1200	1
3_MACS_peak_12201_lociStitched	chr16	30378510	30390983	3	7510	18679.5648	1201	1	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2	MYLPF	MYLPF	1.0841	1201	1
3_MACS_peak_14068_lociStitched	chr17	55553442	55563217	3	7508	10737.8375	1202	1	MSI2		MSI2	MSI2	0.223	1202	1
3_MACS_peak_31130_lociStitched	chr7	150776611	150785933	3	7503	17412.5638	1203	1	AGAP3,FASTK,TMUB1	ACCN3,SLC4A2,CDK5	TMUB1	TMUB1	1.4092	1203	1
4_MACS_peak_13299_lociStitched	chr17	17816582	17831179	4	7500	9343.5397	1204	1	TOM1L2	LRRC48	TOM1L2	TOM1L2	0.4493	1204	1
3_MACS_peak_31578_lociStitched	chr8	27177305	27191561	3	7497	12799.0368	1205	1	PTK2B	TRIM35	PTK2B	PTK2B	0.9776	1205	1
1_MACS_peak_32082_lociStitched	chr8	72268513	72276008	1	7496	6399.231	1206	1	EYA1		EYA1	EYA1	0.0831	1206	1
2_MACS_peak_27860_lociStitched	chr6	30474539	30485231	2	7492	23079.7512	1207	1		HLA-E,PRR3,GNL1	HLA-E	HLA-E	0.7372	1207	1
1_MACS_peak_12275_lociStitched	chr16	33443099	33450588	1	7490	15070.1147	1208	1			SLC6A10P	SLC6A10P	NONE	1208	1
3_MACS_peak_1549_lociStitched	chr1	110879201	110891840	3	7486	15590.2065	1209	1	RBM15,LOC440600	SLC16A4	RBM15	RBM15	0.9354	1209	1
4_MACS_peak_12543_lociStitched	chr16	67202949	67218707	4	7486	10732.7738	1210	1	HSF4,NOL3,KIAA0895L,EXOC3L	FBXL8,E2F4,ELMO3,TMEM208,B3GNT9,TRADD,MIR328,LRRC29	NOL3	NOL3	0.5253	1210	1
1_MACS_peak_23412_lociStitched	chr3	160116107	160123590	1	7484	19161.7181	1211	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.4962	1211	1
2_MACS_peak_3066_lociStitched	chr1	226123660	226133714	2	7483	31667.0838	1212	1	LEFTY2	LEFTY1,PYCR2	LEFTY2	LEFTY2	2.1795	1212	1
1_MACS_peak_26291_lociStitched	chr5	90673603	90681081	1	7479	25485.7718	1213	1	LOC100129716,ARRDC3		LOC100129716	LOC100129716	0.5609	1213	1
3_MACS_peak_32178_lociStitched	chr8	82968189	82981698	3	7476	6193.8765	1214	1			SNX16	SNX16	NONE	1214	1
1_MACS_peak_29796_lociStitched	chr7	35728467	35735937	1	7471	12997.8	1215	1	HERPUD2		HERPUD2	HERPUD2	0.2612	1215	1
1_MACS_peak_23144_lociStitched	chr3	135963679	135971148	1	7470	12196.1301	1216	1	PCCB	MSL2	PCCB	MSL2	0.5434	1216	1
3_MACS_peak_4158_lociStitched	chr10	74056033	74069026	3	7470	16708.998	1217	1		DDIT4,DNAJB12	DDIT4	DDIT4	2.4813	1217	1
1_MACS_peak_22105_lociStitched	chr3	45729228	45736696	1	7469	9191.6144	1218	1	SACM1L,LOC644714		SACM1L	SACM1L	0.1858	1218	1
1_MACS_peak_19851_lociStitched	chr20	30790147	30797609	1	7463	35785.5134	1219	1	POFUT1,PLAGL2	TSPY26P	PLAGL2	PLAGL2	1.4981	1219	1
1_MACS_peak_20390_lociStitched	chr20	56190973	56198429	1	7457	35644.1536	1220	1	ZBP1		ZBP1	ZBP1	2.0798	1220	1
1_MACS_peak_17322_lociStitched	chr2	33717228	33724684	1	7457	16651.4848	1221	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.2669	1221	1
4_MACS_peak_20930_lociStitched	chr22	17082222	17098876	4	7450	5116.1088	1222	1	psiTPTE22	CCT8L2	psiTPTE22	psiTPTE22	0.1248	1222	1
4_MACS_peak_13936_lociStitched	chr17	46907738	46919531	4	7447	9080.61	1223	1	CALCOCO2	TTLL6	CALCOCO2	CALCOCO2	0.2503	1223	1
3_MACS_peak_4797_lociStitched	chr10	121063820	121075962	3	7446	15234.5674	1224	1	GRK5		GRK5	GRK5	0.1749	1224	1
2_MACS_peak_29601_lociStitched	chr7	22600270	22610435	2	7445	22557.1515	1225	1			MGC87042	MGC87042	0.36	1225	1
2_MACS_peak_28280_lociStitched	chr6	52393003	52404080	2	7438	20541.1888	1226	1	TRAM2		TRAM2	TRAM2	0.5929	1226	1
2_MACS_peak_19621_lociStitched	chr20	3819312	3828989	2	7437	11196.289	1227	1	MAVS	CDC25B,C20orf29,PANK2	MAVS	C20orf29	0.452	1227	1
2_MACS_peak_22796_lociStitched	chr3	111965091	111974037	2	7433	11917.8612	1228	1	SLC9A10		SLC9A10	SLC9A10	0.3579	1228	1
3_MACS_peak_8712_lociStitched	chr13	42613654	42630761	3	7432	11711.4522	1229	1	DGKH		DGKH	DGKH	0.0727	1229	1
2_MACS_peak_21555_lociStitched	chr22	46447487	46455376	2	7427	23071.3805	1230	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	C22orf26	1.7099	1230	1
4_MACS_peak_33360_lociStitched	chr9	37290432	37303489	4	7426	5053.059	1231	1	ZCCHC7		GRHPR	GRHPR	NONE	1231	1
2_MACS_peak_17350_lociStitched	chr2	37310109	37320710	2	7422	11163.9131	1232	1	CCDC75,HEATR5B		CCDC75	CCDC75	0.5613	1232	1
3_MACS_peak_30495_lociStitched	chr7	99062654	99078344	3	7421	10622.13	1233	1	ZNF789,ATP5J2,ATP5J2-PTCD1	CPSF4,ZKSCAN5,PTCD1,ZNF394	ZNF789	ZNF394	0.558	1233	1
3_MACS_peak_11025_lociStitched	chr15	70042018	70054032	3	7418	9694.0966	1234	1			C15orf50	C15orf50	NONE	1234	1
3_MACS_peak_16616_lociStitched	chr19	48992633	49005911	3	7413	10988.8728	1235	1	LMTK3	GRWD1,KCNJ14,CYTH2,SULT2B1	LMTK3	GRWD1	1.1308	1235	1
1_MACS_peak_31787_lociStitched	chr8	42872395	42879806	1	7412	13126.3632	1236	1	HOOK3	FNTA	FNTA	FNTA	0.45	1236	1
2_MACS_peak_27652_lociStitched	chr6	21586795	21597692	2	7407	24793.9441	1237	1	SOX4		SOX4	SOX4	1.0882	1237	1
1_MACS_peak_16562_lociStitched	chr19	47285221	47292626	1	7406	39778.179	1238	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	SLC1A5	1.7371	1238	1
2_MACS_peak_24599_lociStitched	chr4	83810677	83823145	2	7406	12036.6072	1239	1	THAP9,SEC31A,LOC100499177		SEC31A	SEC31A	0.1234	1239	1
1_MACS_peak_11142_lociStitched	chr15	75334006	75341410	1	7405	42301.2732	1240	1	PPCDC	SCAMP5	PPCDC	PPCDC	1.3677	1240	1
2_MACS_peak_30787_lociStitched	chr7	120627882	120638947	2	7405	6551.5865	1241	1	C7orf58	ING3	C7orf58	ING3	0.2054	1241	1
2_MACS_peak_17397_lociStitched	chr2	38973041	38982107	2	7404	13698.726	1242	1	SRSF7	GEMIN6	SRSF7	SRSF7	0.8542	1242	1
5_MACS_peak_26861_lociStitched	chr5	142099883	142115203	5	7395	6294.988	1243	1		ARHGAP26,FGF1	FGF1	ARHGAP26	0.1575	1243	1
4_MACS_peak_27689_lociStitched	chr6	25366776	25378780	4	7392	9072.6232	1244	1	LRRC16A		LRRC16A	LRRC16A	0.1491	1244	1
1_MACS_peak_18255_lociStitched	chr2	114642952	114650342	1	7391	21554.413	1245	1	ACTR3		ACTR3	ACTR3	0.3228	1245	1
3_MACS_peak_23749_lociStitched	chr3	193848463	193860131	3	7391	7961.0764	1246	1	HES1		HES1	HES1	0.6279	1246	1
3_MACS_peak_19457_lociStitched	chr2	235391906	235406588	3	7387	7141.3248	1247	1	ARL4C		ARL4C	ARL4C	0.4618	1247	1
4_MACS_peak_4988_lociStitched	chr11	308124	319606	4	7381	12067.582	1248	1	IFITM2,IFITM1	NLRP6,ATHL1,IFITM5,IFITM3	IFITM1	IFITM1	1.0441	1248	1
1_MACS_peak_15078_lociStitched	chr18	49917364	49924743	1	7380	29921.845	1249	1	DCC		DCC	DCC	0.0871	1249	1
4_MACS_peak_35129_lociStitched	chrX	75362655	75372134	4	7379	9679.9548	1250	1		CXorf26	CXorf26	CXorf26	0.1663	1250	1
2_MACS_peak_34030_lociStitched	chr9	117258799	117268509	2	7378	17271.177	1251	1	DFNB31		DFNB31	DFNB31	0.4047	1251	1
1_MACS_peak_32814_lociStitched	chr8	134579223	134586595	1	7373	25984.0884	1252	1	ST3GAL1		ST3GAL1	ST3GAL1	0.4824	1252	1
1_MACS_peak_25371_lociStitched	chr4	185301079	185308446	1	7368	32728.6342	1253	1			IRF2	IRF2	0.9866	1253	1
1_MACS_peak_19742_lociStitched	chr20	17945723	17953088	1	7366	11764.851	1254	1	C20orf72,SNX5	SNORD17	SNX5	SNORD17	0.3966	1254	1
2_MACS_peak_30737_lociStitched	chr7	114561908	114573216	2	7357	14371.3372	1255	1	MDFIC		MDFIC	MDFIC	0.6398	1255	1
5_MACS_peak_34609_lociStitched	chrX	13670409	13688010	5	7357	8400.9573	1256	1	TCEANC	RAB9A	TCEANC	TCEANC	0.395	1256	1
1_MACS_peak_15389_lociStitched	chr19	1646622	1653976	1	7355	49377.6976	1257	1	TCF3	UQCR11	TCF3	TCF3	1.2227	1257	1
3_MACS_peak_6301_lociStitched	chr11	102317291	102328037	3	7354	16813.1916	1258	1	TMEM123		TMEM123	TMEM123	0.3445	1258	1
3_MACS_peak_20489_lociStitched	chr20	62256834	62274449	3	7349	19651.294	1259	1	GMEB2,STMN3	RTEL1	GMEB2	GMEB2	0.3449	1259	1
1_MACS_peak_9980_lociStitched	chr14	89891541	89898885	1	7345	17840.7792	1260	1	FOXN3	LOC400236,FOXN3	LOC400236	LOC400236	0.5342	1260	1
4_MACS_peak_5060_lociStitched	chr11	2905520	2924800	4	7342	7877.808	1261	1	SLC22A18,CDKN1C,SLC22A18AS	KCNQ1DN,PHLDA2	SLC22A18	PHLDA2	0.637	1261	1
3_MACS_peak_17274_lociStitched	chr2	28693787	28710083	3	7340	13698.4176	1262	1		PLB1	PLB1	PLB1	0.1216	1262	1
4_MACS_peak_17982_lociStitched	chr2	89039483	89055821	4	7334	8275.197	1263	1	RPIA	ANKRD36BP2	ANKRD36BP2	ANKRD36BP2	0.091	1263	1
2_MACS_peak_25513_lociStitched	chr5	1791583	1802640	2	7332	19013.6172	1264	1	NDUFS6,MRPL36		MRPL36	MRPL36	1.2284	1264	1
1_MACS_peak_12890_lociStitched	chr16	88617426	88624755	1	7330	23754.7548	1265	1		ZC3H18	ZC3H18	ZC3H18	0.0942	1265	1
1_MACS_peak_3628_lociStitched	chr10	17268315	17275644	1	7330	29610.6258	1266	1	VIM	TRDMT1	VIM	VIM	1.6077	1266	1
4_MACS_peak_14188_lociStitched	chr17	62784106	62796692	4	7324	7160.1754	1267	1	PLEKHM1P	LOC146880	LOC146880	LOC146880	0.0959	1267	1
2_MACS_peak_2025_lociStitched	chr1	155106136	155113572	2	7323	32064.032	1268	1	EFNA1,SLC50A1,DPM3	TRIM46,KRTCAP2,MUC1	SLC50A1	SLC50A1	2.5112	1268	1
1_MACS_peak_31789_lociStitched	chr8	42944361	42951682	1	7322	23004.7783	1269	1	SGK196	FNTA,HGSNAT	SGK196	SGK196	0.6372	1269	1
2_MACS_peak_29196_lociStitched	chr6	151213204	151220585	2	7315	8067.433	1270	1	MTHFD1L		MTHFD1L	MTHFD1L	0.1199	1270	1
3_MACS_peak_9606_lociStitched	chr14	55564239	55575346	3	7315	12166.6078	1271	1		MAPK1IP1L,LGALS3	LGALS3	MAPK1IP1L	0.1389	1271	1
3_MACS_peak_14551_lociStitched	chr17	79978981	79996082	3	7314	8781.3635	1272	1	LRRC45,RAC3,STRA13,DCXR	ASPSCR1,GPS1,RFNG,DUS1L	RAC3	RAC3	0.4091	1272	1
3_MACS_peak_1620_lociStitched	chr1	114521343	114536929	3	7313	12139.9354	1273	1	OLFML3	HIPK1	OLFML3	OLFML3	0.228	1273	1
4_MACS_peak_19774_lociStitched	chr20	23329861	23344258	4	7311	10072.1412	1274	1	NXT1	GZF1	NXT1	NXT1	0.5122	1274	1
3_MACS_peak_541_lociStitched	chr1	27152486	27166862	3	7305	8259.012	1275	1	ZDHHC18	PIGV,SFN	ZDHHC18	PIGV	1.0739	1275	1
3_MACS_peak_10630_lociStitched	chr15	41708190	41722864	3	7302	12490.5088	1276	1	RTF1	NDUFAF1	RTF1	RTF1	0.2048	1276	1
3_MACS_peak_18037_lociStitched	chr2	97192549	97205351	3	7300	17207.1682	1277	1	ARID5A	NEURL3	ARID5A	ARID5A	0.6244	1277	1
2_MACS_peak_11008_lociStitched	chr15	68515973	68523436	2	7297	15050.6321	1278	1	CLN6	FEM1B,CALML4	CLN6	CALML4	3.0548	1278	1
4_MACS_peak_31619_lociStitched	chr8	29133303	29150857	4	7296	9516.0234	1279	1		KIF13B	KIF13B	KIF13B	0.3784	1279	1
1_MACS_peak_9942_lociStitched	chr14	81992953	82000243	1	7291	16594.956	1280	1	SEL1L		SEL1L	SEL1L	1.1439	1280	1
4_MACS_peak_10401_lociStitched	chr15	28529339	28542885	4	7289	5827.4892	1281	1	HERC2		HERC2	HERC2	0.1064	1281	1
2_MACS_peak_5188_lociStitched	chr11	10672857	10681000	2	7284	6463.9134	1282	1	MRVI1		MRVI1	MRVI1	0.1151	1282	1
3_MACS_peak_32731_lociStitched	chr8	128800640	128812547	3	7282	18345.1149	1283	1	PVT1,MIR1204		PVT1	PVT1	0.1958	1283	1
3_MACS_peak_13347_lociStitched	chr17	19084253	19100704	3	7273	13600.0417	1284	1		EPN2	EPN2	EPN2	0.1047	1284	1
2_MACS_peak_27506_lociStitched	chr6	10403479	10414979	2	7269	21413	1285	1	LOC100130275,TFAP2A	C6orf218	LOC100130275	LOC100130275	1.0906	1285	1
3_MACS_peak_11985_lociStitched	chr16	19116619	19129466	3	7266	11636.8126	1286	1	ITPRIPL2	COQ7	ITPRIPL2	ITPRIPL2	0.5906	1286	1
3_MACS_peak_12235_lociStitched	chr16	30952777	30970581	3	7260	19803.3892	1287	1	FBXL19,ORAI3,SETD1A	MIR762,CTF1,HSD3B7,BCL7C,NCRNA00095	ORAI3	ORAI3	1.1763	1287	1
1_MACS_peak_7479_lociStitched	chr12	54671657	54678913	1	7257	16701.1352	1288	1	HNRNPA1,HNRNPA1P10,CBX5	COPZ1,CBX5,NFE2	HNRNPA1P10	HNRNPA1P10	1.236	1288	1
1_MACS_peak_30904_lociStitched	chr7	130788981	130796236	1	7256	22083.4945	1289	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.2779	1289	1
3_MACS_peak_14870_lociStitched	chr18	29659733	29674163	3	7255	15519.465	1290	1	RNF138		RNF138	RNF138	0.2516	1290	1
1_MACS_peak_28728_lociStitched	chr6	108273452	108280704	1	7253	17223.5	1291	1	SEC63		SEC63	SEC63	0.2317	1291	1
1_MACS_peak_8305_lociStitched	chr12	122515405	122522657	1	7253	30427.2164	1292	1	MLXIP		MLXIP	MLXIP	0.3129	1292	1
2_MACS_peak_14491_lociStitched	chr17	77809608	77818972	2	7253	20847.0732	1293	1	CBX4	CBX8	CBX4	CBX4	1.2816	1293	1
1_MACS_peak_11160_lociStitched	chr15	75741882	75749130	1	7249	19820.3808	1294	1	SIN3A		SIN3A	SIN3A	0.3197	1294	1
3_MACS_peak_3464_lociStitched	chr10	5620010	5632798	3	7248	5441.294	1295	1			CALML3	CALML3	NONE	1295	1
2_MACS_peak_4219_lociStitched	chr10	77159170	77169977	2	7246	17674.8485	1296	1	NCRNA00245,ZNF503		NCRNA00245	NCRNA00245	1.0282	1296	1
2_MACS_peak_22409_lociStitched	chr3	61614804	61624944	2	7245	10321.506	1297	1	PTPRG		PTPRG	PTPRG	0.1413	1297	1
3_MACS_peak_32798_lociStitched	chr8	134214629	134231930	3	7242	14276.7852	1298	1	WISP1		WISP1	WISP1	0.3668	1298	1
3_MACS_peak_8259_lociStitched	chr12	121265925	121280103	3	7237	8383.4514	1299	1	SPPL3		SPPL3	SPPL3	0.1631	1299	1
2_MACS_peak_4931_lociStitched	chr10	133972424	133981311	2	7236	10238.7127	1300	1	JAKMIP3	DPYSL4	DPYSL4	DPYSL4	0.0759	1300	1
4_MACS_peak_2217_lociStitched	chr1	161493436	161511119	4	7236	19044.591	1301	1	HSPA6	FCGR2A,FCGR2C,FCGR3A	HSPA6	HSPA6	1.1288	1301	1
2_MACS_peak_23372_lociStitched	chr3	156534015	156545216	2	7235	12042.1951	1302	1	LEKR1	PA2G4P4	LEKR1	PA2G4P4	0.1618	1302	1
1_MACS_peak_3354_lociStitched	chr1	245022833	245030066	1	7234	19343.9352	1303	1	HNRNPU	FAM36A,NCRNA00201	HNRNPU	FAM36A	1.131	1303	1
1_MACS_peak_18149_lociStitched	chr2	109742383	109749613	1	7231	12749.382	1304	1	SH3RF3,LOC100287216	MIR4265	SH3RF3	MIR4265	0.2139	1304	1
2_MACS_peak_22894_lociStitched	chr3	121263469	121272145	2	7230	11060.1648	1305	1	POLQ	ARGFX,FBXO40	POLQ	ARGFX	0.1752	1305	1
3_MACS_peak_21142_lociStitched	chr22	27054075	27071884	3	7221	9932.0793	1306	1	MIAT	CRYBA4,CRYBB1	MIAT	CRYBB1	0.375	1306	1
2_MACS_peak_31517_lociStitched	chr8	23074958	23084455	2	7219	15916.0223	1307	1	LOC389641,TNFRSF10A	CHMP7	TNFRSF10A	TNFRSF10A	0.4209	1307	1
4_MACS_peak_4884_lociStitched	chr10	127471860	127487596	4	7219	8163.8368	1308	1	UROS	BCCIP,MMP21	MMP21	BCCIP	0.226	1308	1
2_MACS_peak_5772_lociStitched	chr11	64539203	64547740	2	7215	13735.1793	1309	1	SF1	NRXN2,RASGRP2,PYGM,MAP4K2,MEN1	SF1	SF1	0.6147	1309	1
4_MACS_peak_15390_lociStitched	chr19	1660732	1672714	4	7215	14356.8324	1310	1		TCF3	TCF3	TCF3	1.2227	1310	1
1_MACS_peak_4097_lociStitched	chr10	70846468	70853681	1	7214	10117.6751	1311	1	SRGN	VPS26A	SRGN	SRGN	0.446	1311	1
3_MACS_peak_10953_lociStitched	chr15	65587450	65598196	3	7214	9746.622	1312	1		PARP16	PARP16	PARP16	0.1525	1312	1
2_MACS_peak_30870_lociStitched	chr7	128572420	128582395	2	7210	28369.8975	1313	1	IRF5	KCP	IRF5	IRF5	1.3502	1313	1
2_MACS_peak_35276_lociStitched	chrX	106953480	106963065	2	7206	10621.1385	1314	1	TSC22D3		TSC22D3	TSC22D3	0.7934	1314	1
2_MACS_peak_30042_lociStitched	chr7	55635201	55642924	2	7200	13984.8084	1315	1	VOPP1		VOPP1	VOPP1	0.6296	1315	1
1_MACS_peak_33041_lociStitched	chr9	5625980	5633174	1	7195	21225.897	1316	1	KIAA1432	KIAA1432	KIAA1432	KIAA1432	0.2473	1316	1
2_MACS_peak_32601_lociStitched	chr8	119534493	119543402	2	7195	8730.82	1317	1	SAMD12		SAMD12	SAMD12	0.2732	1317	1
3_MACS_peak_21984_lociStitched	chr3	36948969	36960669	3	7195	9756.63	1318	1	TRANK1		TRANK1	TRANK1	0.126	1318	1
3_MACS_peak_13656_lociStitched	chr17	37351020	37363859	3	7195	16163.0171	1319	1	RPL19,CACNB1	PLXDC1,ARL5C,STAC2	RPL19	RPL19	1.1067	1319	1
2_MACS_peak_23394_lociStitched	chr3	158068339	158075550	2	7193	11152.5326	1320	1	RSRC1		MLF1	MLF1	NONE	1320	1
2_MACS_peak_17270_lociStitched	chr2	28612350	28619728	2	7193	20649.5464	1321	1	FOSL2		FOSL2	FOSL2	0.7033	1321	1
2_MACS_peak_784_lociStitched	chr1	39989080	39997406	2	7182	17687.7544	1322	1	BMP8A,PPIEL	SNORA55,PABPC4	PPIEL	SNORA55	1.8641	1322	1
3_MACS_peak_12018_lociStitched	chr16	21524032	21532369	3	7181	13020.7266	1323	1	SLC7A5P2	LOC100271836	SLC7A5P2	SLC7A5P2	1.051	1323	1
2_MACS_peak_1574_lociStitched	chr1	111757447	111766120	2	7181	10660.8516	1324	1		CHI3L2,DENND2D	CHI3L2	DENND2D	0.5342	1324	1
2_MACS_peak_24539_lociStitched	chr4	77221701	77230388	2	7179	16973.5293	1325	1	STBD1	FAM47E	STBD1	STBD1	1.1156	1325	1
1_MACS_peak_9299_lociStitched	chr14	21147632	21154800	1	7169	15072.8704	1326	1	RNASE4,ANG	RNASE4,OR6S1	ANG	ANG	0.8017	1326	1
1_MACS_peak_5042_lociStitched	chr11	1870538	1877704	1	7167	32033.4532	1327	1	LSP1	SYT8,TNNI2,LSP1,MIR4298	LSP1	LSP1	0.7076	1327	1
1_MACS_peak_34327_lociStitched	chr9	134126600	134133762	1	7163	28871.4544	1328	1	FAM78A	PPAPDC3	FAM78A	FAM78A	1.7984	1328	1
2_MACS_peak_15444_lociStitched	chr19	2696391	2703560	2	7160	30066.786	1329	1	GNG7	DIRAS1,SLC39A3	GNG7	GNG7	0.3989	1329	1
2_MACS_peak_23048_lociStitched	chr3	128899252	128908449	2	7157	14270.0652	1330	1	CNBP	ISY1	CNBP	CNBP	0.592	1330	1
3_MACS_peak_11638_lociStitched	chr16	2008973	2023073	3	7153	11999.1	1331	1	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,RPS2,SNORA10,SNORA64	GFER,SYNGR3,NPW,HS3ST6,SEPX1,RPL3L,NOXO1,ZNF598	SNORA78	ZNF598	0.7599	1331	1
1_MACS_peak_29817_lociStitched	chr7	37379032	37386183	1	7152	17381.2206	1332	1	ELMO1		ELMO1	ELMO1	0.1256	1332	1
2_MACS_peak_28144_lociStitched	chr6	43138032	43150978	2	7152	11093.4274	1333	1	SRF,CUL9	C6orf108	CUL9	C6orf108	0.318	1333	1
