REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02.bam	35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
1_MACS_peak_9619_lociStitched	chr14	101269315	101269648	1	334	204.6951	13.9194
1_MACS_peak_10141_lociStitched	chr15	42433570	42433903	1	334	255.3444	12.7539
1_MACS_peak_10288_lociStitched	chr15	74413921	74414254	1	334	252.48059999999998	31.1355
1_MACS_peak_11248_lociStitched	chr16	27974879	27975212	1	334	217.1826	41.7915
1_MACS_peak_13285_lociStitched	chr17	18391002	18391335	1	334	144.9549	16.3836
1_MACS_peak_15737_lociStitched	chr18	10789087	10789420	1	334	287.8119	4.4622
1_MACS_peak_19108_lociStitched	chr19	45301868	45302201	1	334	237.9618	16.0839
1_MACS_peak_19751_lociStitched	chr19	49691595	49691928	1	334	249.91649999999998	20.5461
1_MACS_peak_19809_lociStitched	chr19	50195772	50196105	1	334	234.9315	31.968
1_MACS_peak_22295_lociStitched	chr20	58014097	58014430	1	334	184.11569999999998	15.2847
1_MACS_peak_24008_lociStitched	chr22	27979213	27979546	1	334	220.5792	5.3613
1_MACS_peak_24981_lociStitched	chr22	45143849	45144182	1	334	211.2219	0.0
1_MACS_peak_27092_lociStitched	chr4	7982118	7982451	1	334	220.8789	20.3796
1_MACS_peak_27317_lociStitched	chr4	8673481	8673814	1	334	169.9632	29.1708
1_MACS_peak_29214_lociStitched	chr7	5308328	5308661	1	334	197.802	56.8431
1_MACS_peak_30257_lociStitched	chr7	155347473	155347806	1	334	211.38840000000002	0.0
1_MACS_peak_31123_lociStitched	chr8	7895929	7896262	1	334	173.1933	41.2587
1_MACS_peak_31748_lociStitched	chr8	143293305	143293638	1	334	228.8043	12.2544
1_MACS_peak_6177_lociStitched	chr10	135441232	135441564	1	333	178.7488	17.496399999999998
1_MACS_peak_8086_lociStitched	chr11	78740946	78741278	1	333	177.4872	25.3648
1_MACS_peak_8435_lociStitched	chr11	134379264	134379596	1	333	219.8836	3.3531999999999997
1_MACS_peak_9580_lociStitched	chr14	101051969	101052301	1	333	224.9964	7.0052
1_MACS_peak_14504_lociStitched	chr17	71524459	71524791	1	333	176.7568	21.978399999999997
1_MACS_peak_14576_lociStitched	chr17	71965081	71965413	1	333	277.4192	3.7848
1_MACS_peak_16302_lociStitched	chr19	3781159	3781491	1	333	293.02320000000003	18.8244
1_MACS_peak_17678_lociStitched	chr19	15725155	15725487	1	333	164.6388	26.1616
1_MACS_peak_18251_lociStitched	chr19	34023797	34024129	1	333	156.7372	12.616
1_MACS_peak_19965_lociStitched	chr19	51214566	51214898	1	333	214.1732	32.5692
1_MACS_peak_20362_lociStitched	chr19	59039757	59040089	1	333	246.70919999999998	36.0552
1_MACS_peak_23963_lociStitched	chr22	27492513	27492845	1	333	200.9596	9.7608
1_MACS_peak_24985_lociStitched	chr22	45154328	45154660	1	333	189.904	34.5944
1_MACS_peak_25337_lociStitched	chr22	46910592	46910924	1	333	203.4828	23.538800000000002
1_MACS_peak_30238_lociStitched	chr7	155301075	155301407	1	333	202.8852	16.6332
1_MACS_peak_31213_lociStitched	chr8	22417032	22417364	1	333	253.648	27.1576
1_MACS_peak_3625_lociStitched	chr1	30233766	30234097	1	332	293.266	12.247
1_MACS_peak_5062_lociStitched	chr10	1356312	1356643	1	332	212.00549999999998	16.881
1_MACS_peak_5940_lociStitched	chr10	134562319	134562650	1	332	197.44150000000002	21.8791
1_MACS_peak_7683_lociStitched	chr11	70277306	70277637	1	332	210.71460000000002	19.462799999999998
1_MACS_peak_7865_lociStitched	chr11	70874640	70874971	1	332	179.071	13.2731
1_MACS_peak_8180_lociStitched	chr11	117577945	117578276	1	332	250.236	27.3737
1_MACS_peak_8283_lociStitched	chr11	119386899	119387230	1	332	285.8516	31.974600000000002
1_MACS_peak_8447_lociStitched	chr11	134813568	134813899	1	332	196.97809999999998	18.2712
1_MACS_peak_8993_lociStitched	chr12	53082299	53082630	1	332	241.2328	8.275
1_MACS_peak_9287_lociStitched	chr13	31606656	31606987	1	332	173.8412	25.3546
1_MACS_peak_9429_lociStitched	chr13	114011084	114011415	1	332	202.3072	23.037599999999998
1_MACS_peak_13524_lociStitched	chr17	32978392	32978723	1	332	251.4276	36.1452
1_MACS_peak_14580_lociStitched	chr17	72002380	72002711	1	332	204.45870000000002	14.895
1_MACS_peak_15755_lociStitched	chr18	33768153	33768484	1	332	200.2881	18.205000000000002
1_MACS_peak_16792_lociStitched	chr19	6949702	6950033	1	332	230.045	16.318299999999997
1_MACS_peak_17394_lociStitched	chr19	13472091	13472422	1	332	217.5332	1.0923
1_MACS_peak_17726_lociStitched	chr19	16861648	16861979	1	332	231.36899999999997	15.9211
1_MACS_peak_19224_lociStitched	chr19	46382502	46382833	1	332	256.6243	32.0408
1_MACS_peak_20424_lociStitched	chr2	2733907	2734238	1	332	183.37400000000002	19.86
1_MACS_peak_20716_lociStitched	chr2	97542398	97542729	1	332	279.9929	6.752400000000001
1_MACS_peak_21358_lociStitched	chr20	21495290	21495621	1	332	179.2696	46.4393
1_MACS_peak_21693_lociStitched	chr20	44812227	44812558	1	332	227.1653	20.522
1_MACS_peak_22023_lociStitched	chr20	56507403	56507734	1	332	254.2411	14.5971
1_MACS_peak_23958_lociStitched	chr22	26722395	26722726	1	332	234.81140000000002	4.600899999999999
1_MACS_peak_27454_lociStitched	chr4	42400241	42400572	1	332	218.2614	21.713600000000003
1_MACS_peak_30211_lociStitched	chr7	155236398	155236729	1	332	291.7103	35.3177
1_MACS_peak_31108_lociStitched	chr8	7834486	7834817	1	332	210.9132	60.5399
1_MACS_peak_32285_lociStitched	chr9	71736015	71736346	1	332	193.6019	17.609199999999998
1_MACS_peak_34201_lociStitched	chr9	140906423	140906754	1	332	248.2169	48.094300000000004
1_MACS_peak_2839_lociStitched	chr1	20568000	20568330	1	331	216.216	38.511
1_MACS_peak_2914_lociStitched	chr1	20739927	20740257	1	331	206.283	18.447
1_MACS_peak_3988_lociStitched	chr1	34101896	34102226	1	331	222.915	0.09899999999999999
1_MACS_peak_5470_lociStitched	chr10	88409700	88410030	1	331	267.102	5.445
1_MACS_peak_6166_lociStitched	chr10	135280181	135280511	1	331	260.469	24.486
1_MACS_peak_6596_lociStitched	chr11	2465140	2465470	1	331	250.404	23.628
1_MACS_peak_9655_lociStitched	chr14	101796952	101797282	1	331	254.76000000000002	1.32
1_MACS_peak_9706_lociStitched	chr14	104551255	104551585	1	331	258.489	8.712
1_MACS_peak_9802_lociStitched	chr14	104908357	104908687	1	331	198.66	0.0
1_MACS_peak_10038_lociStitched	chr14	106225469	106225799	1	331	177.17700000000002	14.19
1_MACS_peak_10230_lociStitched	chr15	73634871	73635201	1	331	218.79000000000002	15.245999999999999
1_MACS_peak_12034_lociStitched	chr16	86002657	86002987	1	331	194.601	0.264
1_MACS_peak_12065_lociStitched	chr16	86515692	86516022	1	331	246.44400000000002	8.679
1_MACS_peak_12075_lociStitched	chr16	86556604	86556934	1	331	176.319	18.810000000000002
1_MACS_peak_14764_lociStitched	chr17	72584025	72584355	1	331	190.57500000000002	28.149
1_MACS_peak_15655_lociStitched	chr17	80939384	80939714	1	331	298.98	35.673
1_MACS_peak_17104_lociStitched	chr19	9130024	9130354	1	331	189.816	1.518
1_MACS_peak_18109_lociStitched	chr19	29968912	29969242	1	331	184.14000000000001	2.871
1_MACS_peak_18266_lociStitched	chr19	34191784	34192114	1	331	211.10100000000003	9.866999999999999
1_MACS_peak_20410_lociStitched	chr2	1507982	1508312	1	331	160.248	2.211
1_MACS_peak_22348_lociStitched	chr20	58255311	58255641	1	331	293.17199999999997	33.594
1_MACS_peak_22681_lociStitched	chr20	61742428	61742758	1	331	289.31100000000004	16.83
1_MACS_peak_23927_lociStitched	chr22	25763570	25763900	1	331	206.38199999999998	35.903999999999996
1_MACS_peak_24017_lociStitched	chr22	28068729	28069059	1	331	200.904	4.125
1_MACS_peak_26872_lociStitched	chr4	7351235	7351565	1	331	303.237	28.247999999999998
1_MACS_peak_28834_lociStitched	chr6	169245445	169245775	1	331	259.941	0.0
1_MACS_peak_31161_lociStitched	chr8	11995249	11995579	1	331	185.955	77.616
1_MACS_peak_32365_lociStitched	chr9	124877787	124878117	1	331	190.905	11.748
1_MACS_peak_32919_lociStitched	chr9	134966618	134966948	1	331	167.14499999999998	14.949
1_MACS_peak_772_lociStitched	chr1	4468381	4468710	1	330	231.08960000000002	3.1254999999999997
1_MACS_peak_887_lociStitched	chr1	5485620	5485949	1	330	199.9333	14.146999999999998
1_MACS_peak_1129_lociStitched	chr1	6819585	6819914	1	330	223.09490000000002	29.9061
1_MACS_peak_5489_lociStitched	chr10	94451321	94451650	1	330	205.03279999999998	35.5649
1_MACS_peak_6062_lociStitched	chr10	134868027	134868356	1	330	161.2429	0.42769999999999997
1_MACS_peak_6686_lociStitched	chr11	20619619	20619948	1	330	223.062	6.9748
1_MACS_peak_11475_lociStitched	chr16	49724815	49725144	1	330	226.35199999999998	9.6068
1_MACS_peak_12093_lociStitched	chr16	86766758	86767087	1	330	247.24349999999998	10.8241
1_MACS_peak_17562_lociStitched	chr19	14787575	14787904	1	330	198.58440000000002	30.8273
1_MACS_peak_20151_lociStitched	chr19	55211734	55212063	1	330	138.3774	18.7201
1_MACS_peak_20949_lociStitched	chr2	219833652	219833981	1	330	196.8078	4.9679
1_MACS_peak_21319_lociStitched	chr20	3214639	3214968	1	330	195.3602	23.2603
1_MACS_peak_21974_lociStitched	chr20	56346091	56346420	1	330	157.8542	11.5808
1_MACS_peak_22294_lociStitched	chr20	58012491	58012820	1	330	182.23309999999998	26.4516
1_MACS_peak_25663_lociStitched	chr3	10974699	10975028	1	330	168.5138	13.192899999999998
1_MACS_peak_27727_lociStitched	chr5	1707150	1707479	1	330	251.25730000000001	25.958099999999998
1_MACS_peak_28224_lociStitched	chr5	180497439	180497768	1	330	241.94660000000002	1.4805
1_MACS_peak_28862_lociStitched	chr7	158442	158771	1	330	249.382	22.404899999999998
1_MACS_peak_32027_lociStitched	chr8	144491392	144491721	1	330	245.5656	0.7896
1_MACS_peak_866_lociStitched	chr1	5203039	5203367	1	329	215.06959999999998	12.4968
1_MACS_peak_1462_lociStitched	chr1	8304791	8305119	1	329	211.2648	9.512
1_MACS_peak_3664_lociStitched	chr1	30396546	30396874	1	329	213.0032	5.3136
1_MACS_peak_3767_lociStitched	chr1	30761404	30761732	1	329	246.2624	29.159200000000002
1_MACS_peak_5145_lociStitched	chr10	46822514	46822842	1	329	131.036	25.8136
1_MACS_peak_6074_lociStitched	chr10	134898143	134898471	1	329	243.17919999999998	31.652
1_MACS_peak_9586_lociStitched	chr14	101099160	101099488	1	329	201.6872	14.3008
1_MACS_peak_10300_lociStitched	chr15	74463463	74463791	1	329	289.1976	18.4992
1_MACS_peak_11439_lociStitched	chr16	31448006	31448334	1	329	213.75759999999997	15.120800000000001
1_MACS_peak_13371_lociStitched	chr17	20422781	20423109	1	329	236.19279999999998	11.6112
1_MACS_peak_21088_lociStitched	chr2	241153679	241154007	1	329	154.5864	0.0
1_MACS_peak_21922_lociStitched	chr20	55802330	55802658	1	329	162.6224	22.927200000000003
1_MACS_peak_23280_lociStitched	chr21	46079247	46079575	1	329	170.1008	26.568
1_MACS_peak_23913_lociStitched	chr22	25599641	25599969	1	329	200.3424	15.4488
1_MACS_peak_23928_lociStitched	chr22	25770775	25771103	1	329	284.9664	14.4648
1_MACS_peak_25800_lociStitched	chr3	13879335	13879663	1	329	233.044	9.84
1_MACS_peak_27282_lociStitched	chr4	8559974	8560302	1	329	255.9384	27.9456
1_MACS_peak_27835_lociStitched	chr5	72742423	72742751	1	329	169.6744	43.6568
1_MACS_peak_28825_lociStitched	chr6	168493358	168493686	1	329	254.9544	8.2656
1_MACS_peak_30563_lociStitched	chr7	157594793	157595121	1	329	242.3592	29.355999999999998
1_MACS_peak_33719_lociStitched	chr9	138116173	138116501	1	329	162.1632	0.0
1_MACS_peak_34427_lociStitched	chrX	153515781	153516109	1	329	180.4656	32.6688
1_MACS_peak_1017_lociStitched	chr1	5866834	5867161	1	328	322.8471	30.018600000000003
1_MACS_peak_1392_lociStitched	chr1	7761952	7762279	1	328	176.1549	11.3796
1_MACS_peak_3794_lociStitched	chr1	30840953	30841280	1	328	223.014	21.4512
1_MACS_peak_5847_lociStitched	chr10	132007088	132007415	1	328	237.5328	28.5144
1_MACS_peak_5939_lociStitched	chr10	134547267	134547594	1	328	238.7754	12.2625
1_MACS_peak_9493_lociStitched	chr14	24046163	24046490	1	328	177.07049999999998	22.563000000000002
1_MACS_peak_9533_lociStitched	chr14	94225867	94226194	1	328	218.8611	0.0
1_MACS_peak_9663_lociStitched	chr14	101970219	101970546	1	328	175.5336	7.0959
1_MACS_peak_10231_lociStitched	chr15	73636298	73636625	1	328	223.995	14.6169
1_MACS_peak_20022_lociStitched	chr19	54571272	54571599	1	328	221.70600000000002	11.4777
1_MACS_peak_20036_lociStitched	chr19	54733085	54733412	1	328	241.4568	37.5069
1_MACS_peak_20126_lociStitched	chr19	55055277	55055604	1	328	232.23540000000003	26.683200000000003
1_MACS_peak_21018_lociStitched	chr2	223163594	223163921	1	328	223.4391	15.728699999999998
1_MACS_peak_21062_lociStitched	chr2	238396485	238396812	1	328	215.10060000000001	1.7331
1_MACS_peak_21086_lociStitched	chr2	241084023	241084350	1	328	223.668	2.3544
1_MACS_peak_21491_lociStitched	chr20	31700004	31700331	1	328	182.2371	24.2307
1_MACS_peak_22124_lociStitched	chr20	57093998	57094325	1	328	250.5801	26.9121
1_MACS_peak_23935_lociStitched	chr22	26162391	26162718	1	328	173.1465	50.8485
1_MACS_peak_24666_lociStitched	chr22	43762130	43762457	1	328	195.70950000000002	29.9532
1_MACS_peak_25451_lociStitched	chr22	49561512	49561839	1	328	190.80450000000002	21.255
1_MACS_peak_28145_lociStitched	chr5	178113272	178113599	1	328	203.0016	8.9925
1_MACS_peak_28896_lociStitched	chr7	1210474	1210801	1	328	284.8497	9.0252
1_MACS_peak_31136_lociStitched	chr8	11306838	11307165	1	328	260.9787	8.2731
1_MACS_peak_31837_lociStitched	chr8	143722701	143723028	1	328	234.6552	19.7181
1_MACS_peak_1567_lociStitched	chr1	9408107	9408433	1	327	238.11040000000003	25.428
1_MACS_peak_1933_lociStitched	chr1	16096817	16097143	1	327	182.5926	23.5698
1_MACS_peak_5356_lociStitched	chr10	73192695	73193021	1	327	196.9692	30.1876
1_MACS_peak_9231_lociStitched	chr12	131260560	131260886	1	327	220.34339999999997	23.798
1_MACS_peak_9774_lociStitched	chr14	104768138	104768464	1	327	305.0056	10.8232
1_MACS_peak_11623_lociStitched	chr16	84035459	84035785	1	327	197.7842	16.0066
1_MACS_peak_12088_lociStitched	chr16	86611693	86612019	1	327	243.8154	7.954400000000001
1_MACS_peak_18108_lociStitched	chr19	29966955	29967281	1	327	215.0296	5.7702
1_MACS_peak_18732_lociStitched	chr19	40395701	40396027	1	327	156.1866	14.5396
1_MACS_peak_22494_lociStitched	chr20	60412903	60413229	1	327	186.8306	16.0392
1_MACS_peak_23162_lociStitched	chr21	45241277	45241603	1	327	183.47279999999998	35.1102
1_MACS_peak_23985_lociStitched	chr22	27802237	27802563	1	327	240.13160000000002	14.637400000000001
1_MACS_peak_26138_lociStitched	chr3	126765599	126765925	1	327	196.0238	7.5958000000000006
1_MACS_peak_27204_lociStitched	chr4	8241529	8241855	1	327	306.2444	16.528200000000002
1_MACS_peak_27232_lociStitched	chr4	8304734	8305060	1	327	194.1982	14.833
1_MACS_peak_28134_lociStitched	chr5	177775858	177776184	1	327	279.056	16.463
1_MACS_peak_31252_lociStitched	chr8	22642706	22643032	1	327	183.375	31.5894
1_MACS_peak_31515_lociStitched	chr8	142581769	142582095	1	327	199.838	17.3432
1_MACS_peak_31723_lociStitched	chr8	143238584	143238910	1	327	257.6052	8.4108
1_MACS_peak_32531_lociStitched	chr9	132016123	132016449	1	327	165.6732	9.747399999999999
1_MACS_peak_33857_lociStitched	chr9	138468046	138468372	1	327	191.0034	2.3798
1_MACS_peak_2428_lociStitched	chr1	18357968	18358293	1	326	223.6	13.3575
1_MACS_peak_2617_lociStitched	chr1	18917487	18917812	1	326	219.57	25.025
1_MACS_peak_4186_lociStitched	chr1	37712204	37712529	1	326	161.98	25.1875
1_MACS_peak_4238_lociStitched	chr1	38712775	38713100	1	326	217.71750000000003	3.445
1_MACS_peak_6744_lociStitched	chr11	44760303	44760628	1	326	238.42000000000002	24.927500000000002
1_MACS_peak_7232_lociStitched	chr11	66660727	66661052	1	326	296.855	33.1175
1_MACS_peak_7388_lociStitched	chr11	68950922	68951247	1	326	241.83249999999998	19.175
1_MACS_peak_8406_lociStitched	chr11	133829280	133829605	1	326	207.48	33.865
1_MACS_peak_9757_lociStitched	chr14	104665214	104665539	1	326	235.5925	0.0
1_MACS_peak_10591_lociStitched	chr15	82890956	82891281	1	326	154.375	17.42
1_MACS_peak_13169_lociStitched	chr17	8295798	8296123	1	326	193.895	17.095
1_MACS_peak_13763_lociStitched	chr17	41485111	41485436	1	326	278.6875	19.89
1_MACS_peak_17556_lociStitched	chr19	14718522	14718847	1	326	232.47250000000003	16.087500000000002
1_MACS_peak_18290_lociStitched	chr19	34405159	34405484	1	326	189.02	10.270000000000001
1_MACS_peak_20421_lociStitched	chr2	2654058	2654383	1	326	139.425	30.8425
1_MACS_peak_20422_lociStitched	chr2	2672125	2672450	1	326	202.215	0.0
1_MACS_peak_21475_lociStitched	chr20	31628093	31628418	1	326	234.91	26.389999999999997
1_MACS_peak_25782_lociStitched	chr3	13720819	13721144	1	326	161.1025	17.29
1_MACS_peak_27494_lociStitched	chr4	86580990	86581315	1	326	185.60750000000002	20.995
1_MACS_peak_31312_lociStitched	chr8	77586475	77586800	1	326	190.25500000000002	12.1875
1_MACS_peak_31391_lociStitched	chr8	139176426	139176751	1	326	168.9025	14.1375
1_MACS_peak_32284_lociStitched	chr9	70940464	70940789	1	326	200.4275	6.2725
1_MACS_peak_32594_lociStitched	chr9	132264038	132264363	1	326	275.145	29.64
1_MACS_peak_790_lociStitched	chr1	4624092	4624416	1	325	221.29200000000003	8.5212
1_MACS_peak_4148_lociStitched	chr1	37493925	37494249	1	325	218.7972	33.3072
1_MACS_peak_8716_lociStitched	chr12	8371875	8372199	1	325	169.9056	17.9172
1_MACS_peak_9579_lociStitched	chr14	101047308	101047632	1	325	205.9992	7.905600000000001
1_MACS_peak_12283_lociStitched	chr16	88372359	88372683	1	325	328.536	20.4768
1_MACS_peak_12794_lociStitched	chr17	2842782	2843106	1	325	166.82760000000002	16.8156
1_MACS_peak_12832_lociStitched	chr17	4436517	4436841	1	325	177.9732	26.3736
1_MACS_peak_18654_lociStitched	chr19	39297345	39297669	1	325	192.48839999999998	24.364800000000002
1_MACS_peak_18662_lociStitched	chr19	39465684	39466008	1	325	217.6632	28.2528
1_MACS_peak_26706_lociStitched	chr4	6502431	6502755	1	325	224.7912	19.1484
1_MACS_peak_30084_lociStitched	chr7	153756929	153757253	1	325	136.27439999999999	10.0116
1_MACS_peak_31655_lociStitched	chr8	143087841	143088165	1	325	285.4116	23.749200000000002
1_MACS_peak_31898_lociStitched	chr8	144012643	144012967	1	325	253.1412	5.346
1_MACS_peak_3577_lociStitched	chr1	30030114	30030437	1	324	205.29880000000003	0.0
1_MACS_peak_5091_lociStitched	chr10	2963869	2964192	1	324	145.4469	23.1268
1_MACS_peak_5466_lociStitched	chr10	81206325	81206648	1	324	224.0328	20.0583
1_MACS_peak_6174_lociStitched	chr10	135390697	135391020	1	324	142.4107	11.014299999999999
1_MACS_peak_7132_lociStitched	chr11	64761771	64762094	1	324	244.9955	6.976800000000001
1_MACS_peak_8675_lociStitched	chr12	3471617	3471940	1	324	192.34650000000002	14.0182
1_MACS_peak_9286_lociStitched	chr13	28554641	28554964	1	324	159.4328	20.995
1_MACS_peak_9523_lociStitched	chr14	75018185	75018508	1	324	196.9977	10.982000000000001
1_MACS_peak_11150_lociStitched	chr16	4971535	4971858	1	324	184.8206	15.3102
1_MACS_peak_13173_lociStitched	chr17	8772940	8773263	1	324	207.4629	1.615
1_MACS_peak_20024_lociStitched	chr19	54595056	54595379	1	324	161.2416	6.1693
1_MACS_peak_20406_lociStitched	chr2	940155	940478	1	324	279.10429999999997	30.5558
1_MACS_peak_20623_lociStitched	chr2	71316877	71317200	1	324	250.4219	23.869699999999998
1_MACS_peak_24103_lociStitched	chr22	30910613	30910936	1	324	322.8062	28.8439
1_MACS_peak_24638_lociStitched	chr22	43674789	43675112	1	324	194.51059999999998	16.020799999999998
1_MACS_peak_28203_lociStitched	chr5	180047063	180047386	1	324	226.03539999999998	19.573800000000002
1_MACS_peak_28852_lociStitched	chr6	171029786	171030109	1	324	184.6268	18.411
1_MACS_peak_28865_lociStitched	chr7	357675	357998	1	324	156.84879999999998	4.4574
1_MACS_peak_28869_lociStitched	chr7	472551	472874	1	324	100.1946	0.0
1_MACS_peak_32445_lociStitched	chr9	129419935	129420258	1	324	232.4954	10.6267
1_MACS_peak_33514_lociStitched	chr9	137637717	137638040	1	324	160.3695	1.3889
1_MACS_peak_34234_lociStitched	chr9	141004009	141004332	1	324	288.0514	13.662899999999999
1_MACS_peak_5250_lociStitched	chr10	71591525	71591847	1	323	196.1624	35.2268
1_MACS_peak_5849_lociStitched	chr10	132283800	132284122	1	323	229.8114	9.4346
1_MACS_peak_15813_lociStitched	chr18	77938059	77938381	1	323	183.5722	14.5222
1_MACS_peak_18809_lociStitched	chr19	41368381	41368703	1	323	263.4282	15.0374
1_MACS_peak_23359_lociStitched	chr21	46639650	46639972	1	323	243.52859999999998	36.1928
1_MACS_peak_23659_lociStitched	chr22	20471093	20471415	1	323	261.9148	23.795799999999996
1_MACS_peak_23944_lociStitched	chr22	26264055	26264377	1	323	221.56820000000002	11.3022
