GENE_ID	locusLine	bin_1_02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam
2_MACS_peak_27114_lociStitched	chr7(.):150124732-150134047	1.9186
1_MACS_peak_27116_lociStitched	chr7(.):150211246-150212448	0.7199
1_MACS_peak_27117_lociStitched	chr7(.):150381920-150383837	1.1927
1_MACS_peak_27118_lociStitched	chr7(.):150521214-150522771	2.1124
1_MACS_peak_27119_lociStitched	chr7(.):150592705-150596426	1.1109
1_MACS_peak_27120_lociStitched	chr7(.):150638626-150640657	0.9142
2_MACS_peak_27121_lociStitched	chr7(.):150670305-150676565	1.2174
2_MACS_peak_27123_lociStitched	chr7(.):150704931-150711886	0.7665
1_MACS_peak_27125_lociStitched	chr7(.):150722610-150726611	1.8253
1_MACS_peak_27126_lociStitched	chr7(.):150754631-150757876	1.3784
4_MACS_peak_27127_lociStitched	chr7(.):150776575-150785538	1.1952
2_MACS_peak_27131_lociStitched	chr7(.):150923242-150931137	0.9208
1_MACS_peak_27133_lociStitched	chr7(.):151036477-151039881	1.0794
1_MACS_peak_27134_lociStitched	chr7(.):151046217-151047917	1.5418
1_MACS_peak_27135_lociStitched	chr7(.):151125984-151128620	1.0567
1_MACS_peak_27136_lociStitched	chr7(.):151145268-151146220	0.6147
1_MACS_peak_27137_lociStitched	chr7(.):151167808-151171007	0.9898
1_MACS_peak_27138_lociStitched	chr7(.):151214601-151218055	2.5697
1_MACS_peak_27139_lociStitched	chr7(.):151328101-151331063	1.561
1_MACS_peak_27140_lociStitched	chr7(.):151722144-151723080	0.4512
2_MACS_peak_27141_lociStitched	chr7(.):151854393-151859221	2.2465
1_MACS_peak_27143_lociStitched	chr7(.):152130761-152134725	1.7283
1_MACS_peak_27144_lociStitched	chr7(.):152160000-152162589	2.2088
1_MACS_peak_27145_lociStitched	chr7(.):152209313-152210856	0.579
2_MACS_peak_27146_lociStitched	chr7(.):152364341-152374224	0.6474
1_MACS_peak_27148_lociStitched	chr7(.):152455984-152457943	1.4736
1_MACS_peak_27149_lociStitched	chr7(.):152598057-152600457	0.9752
1_MACS_peak_27150_lociStitched	chr7(.):152685948-152687110	0.4926
1_MACS_peak_27151_lociStitched	chr7(.):152707811-152710516	0.6186
1_MACS_peak_27152_lociStitched	chr7(.):152731377-152733168	0.5527
1_MACS_peak_27153_lociStitched	chr7(.):152787002-152789817	1.2921
1_MACS_peak_27154_lociStitched	chr7(.):152970264-152971404	0.4978
1_MACS_peak_27155_lociStitched	chr7(.):153118926-153120297	0.6836
1_MACS_peak_27156_lociStitched	chr7(.):153130105-153131082	0.9147
1_MACS_peak_27157_lociStitched	chr7(.):153337212-153337985	0.3934
1_MACS_peak_27158_lociStitched	chr7(.):153537485-153539014	0.5373
1_MACS_peak_27159_lociStitched	chr7(.):153560540-153562084	0.7372
1_MACS_peak_27160_lociStitched	chr7(.):153600665-153601916	0.6235
1_MACS_peak_27161_lociStitched	chr7(.):153631532-153632629	0.498
1_MACS_peak_27162_lociStitched	chr7(.):154180244-154181591	0.784
1_MACS_peak_27163_lociStitched	chr7(.):154213981-154215558	0.639
1_MACS_peak_27164_lociStitched	chr7(.):154383102-154384261	0.5823
1_MACS_peak_27165_lociStitched	chr7(.):154719266-154721193	0.8611
1_MACS_peak_27166_lociStitched	chr7(.):154793632-154796532	2.6537
1_MACS_peak_27167_lociStitched	chr7(.):154818930-154820232	0.6693
1_MACS_peak_27168_lociStitched	chr7(.):154905740-154906775	0.6981
1_MACS_peak_27169_lociStitched	chr7(.):154995876-154999225	2.3293
1_MACS_peak_27170_lociStitched	chr7(.):155087911-155092751	3.0841
1_MACS_peak_27171_lociStitched	chr7(.):155137023-155138000	0.5632
1_MACS_peak_27172_lociStitched	chr7(.):155274632-155275556	0.5607
2_MACS_peak_27173_lociStitched	chr7(.):155430418-155438527	1.5354
3_MACS_peak_27175_lociStitched	chr7(.):155532735-155547613	1.0811
1_MACS_peak_27178_lociStitched	chr7(.):156194048-156195573	0.9849
1_MACS_peak_27179_lociStitched	chr7(.):156340237-156342415	0.7573
1_MACS_peak_27180_lociStitched	chr7(.):156432275-156434525	2.3642
1_MACS_peak_27181_lociStitched	chr7(.):156495511-156497435	0.876
1_MACS_peak_27182_lociStitched	chr7(.):156684320-156687338	2.4845
1_MACS_peak_27183_lociStitched	chr7(.):156714518-156717873	2.071
1_MACS_peak_27184_lociStitched	chr7(.):156741325-156744070	1.7525
1_MACS_peak_27185_lociStitched	chr7(.):156792090-156793128	0.5008
2_MACS_peak_27186_lociStitched	chr7(.):156802812-156810604	1.3495
1_MACS_peak_27188_lociStitched	chr7(.):156930367-156933186	2.5094
1_MACS_peak_27189_lociStitched	chr7(.):157094241-157096065	0.7209
1_MACS_peak_27190_lociStitched	chr7(.):157128784-157131133	1.4236
1_MACS_peak_27191_lociStitched	chr7(.):157643862-157644687	0.6695
1_MACS_peak_27192_lociStitched	chr7(.):157783813-157784919	0.4503
1_MACS_peak_27193_lociStitched	chr7(.):157795952-157800753	2.2685
2_MACS_peak_27194_lociStitched	chr7(.):157807954-157818495	1.118
1_MACS_peak_27196_lociStitched	chr7(.):157901523-157905263	1.7918
1_MACS_peak_27197_lociStitched	chr7(.):158448309-158451316	1.0652
1_MACS_peak_27198_lociStitched	chr7(.):158495776-158498728	3.6848
1_MACS_peak_27199_lociStitched	chr7(.):158610178-158612163	1.7231
1_MACS_peak_27200_lociStitched	chr7(.):158620093-158623599	2.4563
1_MACS_peak_27201_lociStitched	chr7(.):158648014-158650158	1.0015
1_MACS_peak_27202_lociStitched	chr7(.):158769110-158769973	0.6797
1_MACS_peak_27203_lociStitched	chr7(.):158841437-158845802	0.8861
1_MACS_peak_27204_lociStitched	chr7(.):158989653-158990982	0.9135
1_MACS_peak_27205_lociStitched	chr8(.):181617-183353	1.8761
1_MACS_peak_27206_lociStitched	chr8(.):223985-224824	0.5946
2_MACS_peak_27207_lociStitched	chr8(.):353486-357990	0.5498
1_MACS_peak_27209_lociStitched	chr8(.):680251-682145	0.8063
1_MACS_peak_27210_lociStitched	chr8(.):695601-696928	0.5335
1_MACS_peak_27211_lociStitched	chr8(.):1693245-1695152	0.8954
3_MACS_peak_27212_lociStitched	chr8(.):1710823-1715836	0.6369
2_MACS_peak_27215_lociStitched	chr8(.):1990776-2000579	1.7151
2_MACS_peak_27217_lociStitched	chr8(.):2027008-2051016	2.4613
1_MACS_peak_27219_lociStitched	chr8(.):2074228-2077004	1.6687
4_MACS_peak_27220_lociStitched	chr8(.):2098068-2115830	1.1273
1_MACS_peak_27224_lociStitched	chr8(.):2122843-2124699	0.6632
1_MACS_peak_27225_lociStitched	chr8(.):2145254-2146649	0.7153
1_MACS_peak_27226_lociStitched	chr8(.):2166243-2167033	0.5268
1_MACS_peak_27227_lociStitched	chr8(.):2400488-2401681	0.6034
1_MACS_peak_27228_lociStitched	chr8(.):2590634-2591930	0.7197
1_MACS_peak_27229_lociStitched	chr8(.):2966291-2967738	0.473
1_MACS_peak_27230_lociStitched	chr8(.):3981777-3983186	0.6593
1_MACS_peak_27231_lociStitched	chr8(.):4495743-4496591	0.4369
1_MACS_peak_27232_lociStitched	chr8(.):4711379-4712783	1.0435
1_MACS_peak_27233_lociStitched	chr8(.):5368976-5370237	0.6758
1_MACS_peak_27234_lociStitched	chr8(.):6125984-6126840	0.5198
1_MACS_peak_27235_lociStitched	chr8(.):6263091-6265168	1.4918
1_MACS_peak_27236_lociStitched	chr8(.):6273923-6276227	0.7131
1_MACS_peak_27237_lociStitched	chr8(.):6546807-6549158	1.0381
1_MACS_peak_27238_lociStitched	chr8(.):6564872-6567485	2.0253
1_MACS_peak_27239_lociStitched	chr8(.):7064809-7066173	0.4227
1_MACS_peak_27240_lociStitched	chr8(.):7212080-7213212	0.8583
1_MACS_peak_27241_lociStitched	chr8(.):7528959-7529574	0.4429
1_MACS_peak_27242_lociStitched	chr8(.):7536927-7538160	0.4678
1_MACS_peak_27243_lociStitched	chr8(.):7812444-7813118	0.4193
1_MACS_peak_27244_lociStitched	chr8(.):7922317-7924329	1.4924
2_MACS_peak_27245_lociStitched	chr8(.):7930958-7936978	0.3927
2_MACS_peak_27247_lociStitched	chr8(.):7998259-8005630	1.8394
1_MACS_peak_27249_lociStitched	chr8(.):8087599-8088688	0.5709
1_MACS_peak_27250_lociStitched	chr8(.):8202943-8205243	1.0365
1_MACS_peak_27251_lociStitched	chr8(.):8219535-8220401	0.5367
1_MACS_peak_27252_lociStitched	chr8(.):8242965-8244057	0.5481
1_MACS_peak_27253_lociStitched	chr8(.):8610008-8611539	0.6591
1_MACS_peak_27254_lociStitched	chr8(.):8859718-8861758	0.7047
1_MACS_peak_27255_lociStitched	chr8(.):8923338-8924649	0.8328
1_MACS_peak_27256_lociStitched	chr8(.):8939252-8940113	0.5284
1_MACS_peak_27257_lociStitched	chr8(.):8992747-8995228	0.9035
1_MACS_peak_27258_lociStitched	chr8(.):9007476-9009590	1.2693
1_MACS_peak_27259_lociStitched	chr8(.):9395681-9396867	0.5177
1_MACS_peak_27260_lociStitched	chr8(.):9412646-9414610	1.6883
1_MACS_peak_27261_lociStitched	chr8(.):9638509-9640735	1.0092
1_MACS_peak_27262_lociStitched	chr8(.):9910868-9913323	1.1846
1_MACS_peak_27263_lociStitched	chr8(.):10190038-10193301	1.6092
1_MACS_peak_27264_lociStitched	chr8(.):10367217-10369242	1.1874
2_MACS_peak_27265_lociStitched	chr8(.):10402372-10406640	0.7092
1_MACS_peak_27267_lociStitched	chr8(.):10412852-10414464	0.5505
1_MACS_peak_27268_lociStitched	chr8(.):10436528-10438732	0.9231
1_MACS_peak_27269_lociStitched	chr8(.):10487319-10488446	0.7024
1_MACS_peak_27270_lociStitched	chr8(.):10696004-10698641	1.7022
1_MACS_peak_27271_lociStitched	chr8(.):10707698-10708941	0.8278
1_MACS_peak_27272_lociStitched	chr8(.):10733161-10736120	0.7712
2_MACS_peak_27273_lociStitched	chr8(.):10744727-10750143	0.4613
2_MACS_peak_27275_lociStitched	chr8(.):10758757-10769148	0.9319
1_MACS_peak_27277_lociStitched	chr8(.):10785283-10787566	0.6785
1_MACS_peak_27278_lociStitched	chr8(.):10799186-10803186	1.2472
1_MACS_peak_27279_lociStitched	chr8(.):10810554-10812494	0.5122
1_MACS_peak_27280_lociStitched	chr8(.):10821079-10827539	2.9695
1_MACS_peak_27281_lociStitched	chr8(.):10849432-10850622	0.5179
1_MACS_peak_27282_lociStitched	chr8(.):10871749-10874799	2.3186
1_MACS_peak_27283_lociStitched	chr8(.):10905056-10907018	0.658
1_MACS_peak_27284_lociStitched	chr8(.):10980933-10982694	0.898
1_MACS_peak_27285_lociStitched	chr8(.):11018448-11019315	0.4757
1_MACS_peak_27286_lociStitched	chr8(.):11056119-11060185	1.76
1_MACS_peak_27287_lociStitched	chr8(.):11107339-11109835	1.1088
2_MACS_peak_27288_lociStitched	chr8(.):11137967-11143180	1.029
1_MACS_peak_27290_lociStitched	chr8(.):11154288-11156477	1.1501
1_MACS_peak_27291_lociStitched	chr8(.):11204345-11205748	0.5099
2_MACS_peak_27292_lociStitched	chr8(.):11313478-11315814	0.6482
1_MACS_peak_27294_lociStitched	chr8(.):11323006-11326116	2.5621
1_MACS_peak_27295_lociStitched	chr8(.):11348808-11350278	0.6834
2_MACS_peak_27296_lociStitched	chr8(.):11386536-11396718	1.3321
2_MACS_peak_27298_lociStitched	chr8(.):11413445-11422802	1.015
1_MACS_peak_27300_lociStitched	chr8(.):11593410-11594349	0.5321
1_MACS_peak_27301_lociStitched	chr8(.):11626135-11627825	0.9845
1_MACS_peak_27302_lociStitched	chr8(.):11659012-11661100	1.3208
1_MACS_peak_27303_lociStitched	chr8(.):11724410-11726470	1.3311
1_MACS_peak_27304_lociStitched	chr8(.):11734414-11736806	1.7376
2_MACS_peak_27305_lociStitched	chr8(.):11753835-11760550	1.01
1_MACS_peak_27307_lociStitched	chr8(.):11823925-11827076	1.6982
1_MACS_peak_27308_lociStitched	chr8(.):12006134-12007851	0.5501
2_MACS_peak_27309_lociStitched	chr8(.):12048639-12052960	1.4235
1_MACS_peak_27311_lociStitched	chr8(.):12219434-12220333	0.7573
1_MACS_peak_27312_lociStitched	chr8(.):12291082-12295449	1.1696
2_MACS_peak_27313_lociStitched	chr8(.):12375207-12382580	1.6459
2_MACS_peak_27315_lociStitched	chr8(.):12441123-12451545	1.7396
1_MACS_peak_27317_lociStitched	chr8(.):12457647-12459724	1.626
1_MACS_peak_27318_lociStitched	chr8(.):12610842-12615824	1.3553
1_MACS_peak_27319_lociStitched	chr8(.):12622606-12625790	1.1204
1_MACS_peak_27320_lociStitched	chr8(.):12808349-12810144	0.8107
1_MACS_peak_27321_lociStitched	chr8(.):12922026-12923610	0.898
2_MACS_peak_27322_lociStitched	chr8(.):12982778-12990948	0.252
1_MACS_peak_27324_lociStitched	chr8(.):13346165-13347762	0.6704
1_MACS_peak_27325_lociStitched	chr8(.):13356415-13357645	0.4609
1_MACS_peak_27326_lociStitched	chr8(.):13414113-13416257	0.8379
2_MACS_peak_27327_lociStitched	chr8(.):13423888-13430292	0.6367
1_MACS_peak_27329_lociStitched	chr8(.):13513411-13516110	0.5922
1_MACS_peak_27330_lociStitched	chr8(.):16280307-16281362	0.5146
1_MACS_peak_27331_lociStitched	chr8(.):16313492-16316068	1.2531
2_MACS_peak_27332_lociStitched	chr8(.):16403447-16409170	1.2988
1_MACS_peak_27334_lociStitched	chr8(.):16422949-16424005	0.5755
1_MACS_peak_27335_lociStitched	chr8(.):16461021-16462037	0.5468
1_MACS_peak_27336_lociStitched	chr8(.):16883866-16885526	0.7692
1_MACS_peak_27337_lociStitched	chr8(.):17012857-17015087	1.3176
1_MACS_peak_27338_lociStitched	chr8(.):17103108-17105982	1.3271
1_MACS_peak_27339_lociStitched	chr8(.):17185163-17188357	1.8211
1_MACS_peak_27340_lociStitched	chr8(.):17434131-17435334	0.607
1_MACS_peak_27341_lociStitched	chr8(.):17553688-17555715	1.1611
1_MACS_peak_27342_lociStitched	chr8(.):17657158-17660857	1.355
2_MACS_peak_27343_lociStitched	chr8(.):17779465-17786428	1.1705
1_MACS_peak_27345_lociStitched	chr8(.):17940129-17943370	2.4762
1_MACS_peak_27346_lociStitched	chr8(.):18067437-18068372	0.6081
2_MACS_peak_27347_lociStitched	chr8(.):18285419-18291594	0.8497
1_MACS_peak_27349_lociStitched	chr8(.):18587664-18591418	1.4332
3_MACS_peak_27350_lociStitched	chr8(.):18597972-18614706	0.6094
1_MACS_peak_27353_lociStitched	chr8(.):18703571-18705099	0.6515
1_MACS_peak_27354_lociStitched	chr8(.):18870440-18871077	0.526
1_MACS_peak_27355_lociStitched	chr8(.):19045215-19046613	0.5502
1_MACS_peak_27356_lociStitched	chr8(.):19065742-19066195	4.1704
1_MACS_peak_27357_lociStitched	chr8(.):19170887-19172516	0.7137
1_MACS_peak_27358_lociStitched	chr8(.):19201903-19206895	1.4201
1_MACS_peak_27359_lociStitched	chr8(.):19242274-19248672	2.6639
2_MACS_peak_27360_lociStitched	chr8(.):19316725-19325405	0.5287
1_MACS_peak_27362_lociStitched	chr8(.):19370149-19374754	1.4066
1_MACS_peak_27363_lociStitched	chr8(.):19453008-19454350	0.765
1_MACS_peak_27364_lociStitched	chr8(.):19494834-19496512	0.9257
3_MACS_peak_27365_lociStitched	chr8(.):19518733-19541000	1.0134
3_MACS_peak_27368_lociStitched	chr8(.):19552673-19566223	1.0477
1_MACS_peak_27371_lociStitched	chr8(.):19614032-19615772	1.1109
1_MACS_peak_27372_lociStitched	chr8(.):19673979-19676208	1.4519
1_MACS_peak_27373_lociStitched	chr8(.):19818961-19820755	0.6208
1_MACS_peak_27374_lociStitched	chr8(.):20054315-20055939	1.4151
1_MACS_peak_27375_lociStitched	chr8(.):20123157-20124105	0.448
2_MACS_peak_27376_lociStitched	chr8(.):21027504-21032100	0.6865
1_MACS_peak_27378_lociStitched	chr8(.):21066979-21067724	0.5229
2_MACS_peak_27379_lociStitched	chr8(.):21769877-21778461	1.2134
1_MACS_peak_27381_lociStitched	chr8(.):21867211-21868691	1.1599
1_MACS_peak_27382_lociStitched	chr8(.):21965761-21968151	1.5765
1_MACS_peak_27383_lociStitched	chr8(.):21975752-21977148	0.608
1_MACS_peak_27384_lociStitched	chr8(.):21994814-22000229	1.3855
1_MACS_peak_27385_lociStitched	chr8(.):22090753-22092814	1.0467
1_MACS_peak_27386_lociStitched	chr8(.):22101715-22104452	2.2065
1_MACS_peak_27387_lociStitched	chr8(.):22144353-22145750	0.6394
1_MACS_peak_27388_lociStitched	chr8(.):22171373-22172708	0.6346
1_MACS_peak_27389_lociStitched	chr8(.):22224077-22225986	1.0856
1_MACS_peak_27390_lociStitched	chr8(.):22297312-22302551	1.7677
1_MACS_peak_27391_lociStitched	chr8(.):22330901-22332563	0.7623
1_MACS_peak_27392_lociStitched	chr8(.):22437046-22438552	0.7962
2_MACS_peak_27393_lociStitched	chr8(.):22457061-22463470	0.7743
1_MACS_peak_27395_lociStitched	chr8(.):22483337-22484525	0.4007
1_MACS_peak_27396_lociStitched	chr8(.):22525541-22527441	1.9826
1_MACS_peak_27397_lociStitched	chr8(.):22550908-22554096	1.1709
1_MACS_peak_27398_lociStitched	chr8(.):22561350-22564160	1.8922
1_MACS_peak_27399_lociStitched	chr8(.):22572114-22574613	1.4719
1_MACS_peak_27400_lociStitched	chr8(.):22672432-22674920	0.9224
2_MACS_peak_27401_lociStitched	chr8(.):22830539-22839670	0.9693
1_MACS_peak_27403_lociStitched	chr8(.):22856986-22858272	0.7877
1_MACS_peak_27404_lociStitched	chr8(.):22875043-22877614	1.8457
2_MACS_peak_27405_lociStitched	chr8(.):22924977-22933151	0.7387
1_MACS_peak_27407_lociStitched	chr8(.):22941465-22942608	0.8785
1_MACS_peak_27408_lociStitched	chr8(.):22972223-22973806	0.6929
1_MACS_peak_27409_lociStitched	chr8(.):23019755-23022020	0.9525
2_MACS_peak_27410_lociStitched	chr8(.):23075066-23083740	1.2986
2_MACS_peak_27412_lociStitched	chr8(.):23100460-23105224	0.7645
1_MACS_peak_27414_lociStitched	chr8(.):23144700-23146836	0.6583
1_MACS_peak_27415_lociStitched	chr8(.):23304447-23305794	0.6918
1_MACS_peak_27416_lociStitched	chr8(.):23313566-23315889	1.1021
1_MACS_peak_27417_lociStitched	chr8(.):23365799-23367172	0.55
1_MACS_peak_27418_lociStitched	chr8(.):23385653-23387632	1.012
1_MACS_peak_27419_lociStitched	chr8(.):23415730-23416943	0.6624
1_MACS_peak_27420_lociStitched	chr8(.):23618220-23620152	0.9105
1_MACS_peak_27421_lociStitched	chr8(.):23889507-23891782	1.225
1_MACS_peak_27422_lociStitched	chr8(.):23903338-23904536	0.6656
1_MACS_peak_27423_lociStitched	chr8(.):24010641-24012112	0.6459
1_MACS_peak_27424_lociStitched	chr8(.):24150941-24157578	0.6729
1_MACS_peak_27425_lociStitched	chr8(.):24206221-24208115	0.6882
1_MACS_peak_27426_lociStitched	chr8(.):24223067-24229732	1.4171
1_MACS_peak_27427_lociStitched	chr8(.):24243395-24246404	2.1308
1_MACS_peak_27428_lociStitched	chr8(.):24275606-24277252	0.7049
1_MACS_peak_27429_lociStitched	chr8(.):24857545-24858436	0.4688
1_MACS_peak_27430_lociStitched	chr8(.):25042203-25043041	0.7419
1_MACS_peak_27431_lociStitched	chr8(.):25202404-25204790	0.5586
2_MACS_peak_27432_lociStitched	chr8(.):25314764-25317449	1.3062
1_MACS_peak_27434_lociStitched	chr8(.):25517406-25518921	0.7926
1_MACS_peak_27435_lociStitched	chr8(.):25991276-25992526	0.6887
1_MACS_peak_27436_lociStitched	chr8(.):26058276-26061123	0.8382
1_MACS_peak_27437_lociStitched	chr8(.):26071327-26073893	1.0664
1_MACS_peak_27438_lociStitched	chr8(.):26114817-26116606	1.0586
1_MACS_peak_27439_lociStitched	chr8(.):26148157-26151337	0.8288
1_MACS_peak_27440_lociStitched	chr8(.):26158692-26163145	0.8784
1_MACS_peak_27441_lociStitched	chr8(.):26172473-26173581	0.4349
1_MACS_peak_27442_lociStitched	chr8(.):26239773-26241453	1.2774
1_MACS_peak_27443_lociStitched	chr8(.):26306882-26307951	0.9438
1_MACS_peak_27444_lociStitched	chr8(.):26428161-26437506	2.7584
1_MACS_peak_27445_lociStitched	chr8(.):26466737-26467775	0.5426
1_MACS_peak_27446_lociStitched	chr8(.):26515983-26516996	0.6165
1_MACS_peak_27447_lociStitched	chr8(.):26713741-26715632	0.7339
1_MACS_peak_27448_lociStitched	chr8(.):26807275-26809375	0.6862
1_MACS_peak_27449_lociStitched	chr8(.):27167608-27170177	1.1643
1_MACS_peak_27450_lociStitched	chr8(.):27181348-27185199	0.956
7_MACS_peak_27451_lociStitched	chr8(.):27208557-27252431	1.0475
1_MACS_peak_27458_lociStitched	chr8(.):27261117-27266281	1.4894
1_MACS_peak_27459_lociStitched	chr8(.):27276112-27282335	1.7484
1_MACS_peak_27460_lociStitched	chr8(.):27347960-27349610	1.2975
1_MACS_peak_27461_lociStitched	chr8(.):27471085-27472962	0.8106
2_MACS_peak_27462_lociStitched	chr8(.):27629213-27633055	0.8944
1_MACS_peak_27464_lociStitched	chr8(.):27694209-27696216	1.2176
1_MACS_peak_27465_lociStitched	chr8(.):27900594-27905006	2.3189
3_MACS_peak_27466_lociStitched	chr8(.):27934247-27951519	1.2673
1_MACS_peak_27469_lociStitched	chr8(.):27965100-27966199	0.5136
2_MACS_peak_27470_lociStitched	chr8(.):28195031-28207387	1.8265
1_MACS_peak_27472_lociStitched	chr8(.):28242667-28243717	0.5697
1_MACS_peak_27473_lociStitched	chr8(.):28258292-28260759	0.9951
1_MACS_peak_27474_lociStitched	chr8(.):28268756-28270461	1.3552
1_MACS_peak_27475_lociStitched	chr8(.):28299465-28301512	1.2242
1_MACS_peak_27476_lociStitched	chr8(.):28325163-28326240	0.7159
1_MACS_peak_27477_lociStitched	chr8(.):28346638-28353184	2.4925
4_MACS_peak_27478_lociStitched	chr8(.):28479211-28492098	0.3898
1_MACS_peak_27482_lociStitched	chr8(.):28558138-28560084	1.0801
1_MACS_peak_27483_lociStitched	chr8(.):28746533-28749313	1.748
1_MACS_peak_27484_lociStitched	chr8(.):28843210-28846488	1.0378
1_MACS_peak_27485_lociStitched	chr8(.):28917557-28919487	0.9376
1_MACS_peak_27486_lociStitched	chr8(.):29050404-29051362	0.5248
1_MACS_peak_27487_lociStitched	chr8(.):29083050-29089153	1.3183
1_MACS_peak_27488_lociStitched	chr8(.):29119540-29120917	0.6221
1_MACS_peak_27489_lociStitched	chr8(.):29204157-29210522	2.7093
1_MACS_peak_27490_lociStitched	chr8(.):29223434-29224800	0.7236
1_MACS_peak_27491_lociStitched	chr8(.):29264812-29266865	0.5967
2_MACS_peak_27492_lociStitched	chr8(.):29338163-29349713	0.7641
1_MACS_peak_27494_lociStitched	chr8(.):29385306-29391332	2.2956
3_MACS_peak_27495_lociStitched	chr8(.):29403965-29420516	1.4728
2_MACS_peak_27498_lociStitched	chr8(.):29449793-29456424	1.1049
1_MACS_peak_27500_lociStitched	chr8(.):29464109-29475605	1.4924
