GENE_ID	locusLine	H3k27me3_23_DMSO_compare_signal
MACS_peak_32111	chr8(.):145109971-145112076	1.0018
MACS_peak_32111	chr8(.):145109971-145112076	1.0018
MACS_peak_32112	chr8(.):145121574-145125373	1.0361
MACS_peak_32112	chr8(.):145121574-145125373	1.0361
MACS_peak_32114	chr8(.):145179206-145180010	0.7866
MACS_peak_32115	chr8(.):145552545-145554383	1.4485
MACS_peak_32116	chr8(.):145554452-145555614	1.4128
MACS_peak_32119	chr8(.):145557491-145557776	0.6297
MACS_peak_32120	chr8(.):145557825-145558146	0.7818
MACS_peak_32121_1	chr8(.):145558149-145558942	1.4982
MACS_peak_32121_2	chr8(.):145558943-145560065	1.6944
MACS_peak_32122_1	chr8(.):145560742-145560942	1.2197
MACS_peak_32122_2	chr8(.):145560943-145561876	1.9789
MACS_peak_32123	chr8(.):145561950-145569709	1.2849
MACS_peak_32124	chr8(.):145570336-145571277	0.7523
MACS_peak_32126	chr8(.):145574003-145574760	0.9265
MACS_peak_32127	chr8(.):145574762-145575090	0.7755
MACS_peak_32130_1	chr8(.):145640831-145640916	0.2639
MACS_peak_32130_2	chr8(.):145640917-145641272	0.4906
MACS_peak_32130_3	chr8(.):145641273-145641399	0.1646
MACS_peak_32131_1	chr8(.):145698003-145700717	2.3299
MACS_peak_32131_2	chr8(.):145700718-145701998	0.8
MACS_peak_32132	chr8(.):145756294-145756956	0.6913
MACS_peak_32133	chr8(.):145756966-145760547	1.5077
MACS_peak_32133	chr8(.):145756966-145760547	1.5077
MACS_peak_32134	chr8(.):145760563-145762149	1.151
MACS_peak_32135	chr8(.):145762309-145763267	0.7885
MACS_peak_32135	chr8(.):145762309-145763267	0.7885
MACS_peak_32136	chr8(.):145763271-145763984	0.9906
MACS_peak_32137	chr8(.):145764044-145764617	0.8653
MACS_peak_32138	chr8(.):145765745-145766401	0.7857
MACS_peak_32139	chr8(.):145768457-145770953	1.0444
MACS_peak_32139	chr8(.):145768457-145770953	1.0444
MACS_peak_32139	chr8(.):145768457-145770953	1.0444
MACS_peak_32140	chr8(.):145771050-145771428	0.7219
MACS_peak_32142	chr8(.):145773924-145774216	0.678
MACS_peak_32147	chr8(.):145778862-145780278	0.8438
MACS_peak_32149	chr8(.):145782646-145783362	0.8219
MACS_peak_32150	chr8(.):145808701-145809077	0.9669
MACS_peak_32151	chr8(.):145812959-145814348	0.6472
MACS_peak_32151	chr8(.):145812959-145814348	0.6472
MACS_peak_32157	chr8(.):145843214-145843618	0.2451
MACS_peak_32164	chr8(.):145849361-145850187	0.5732
MACS_peak_32168	chr8(.):145853980-145858153	0.8523
MACS_peak_32168	chr8(.):145853980-145858153	0.8523
MACS_peak_32168	chr8(.):145853980-145858153	0.8523
MACS_peak_32168	chr8(.):145853980-145858153	0.8523
MACS_peak_32168	chr8(.):145853980-145858153	0.8523
MACS_peak_32169	chr8(.):145863358-145863858	0.7137
MACS_peak_32170	chr8(.):145863872-145864367	0.9793
MACS_peak_32172	chr8(.):145865492-145866171	0.7529
MACS_peak_32173	chr8(.):145866419-145866817	1.1066
MACS_peak_32174	chr8(.):145895308-145895855	0.5998
MACS_peak_32175	chr8(.):145896855-145897801	0.6163
MACS_peak_32182	chr8(.):145919372-145921513	0.6616
MACS_peak_32182	chr8(.):145919372-145921513	0.6616
MACS_peak_32182	chr8(.):145919372-145921513	0.6616
MACS_peak_32183	chr8(.):146020568-146021092	0.608
MACS_peak_32184_1	chr8(.):146022166-146023259	0.6387
MACS_peak_32184_2	chr8(.):146023260-146023518	0.6808
MACS_peak_32185	chr8(.):146028627-146029319	0.5104
MACS_peak_32188	chr8(.):146041121-146041537	0.3796
MACS_peak_32189	chr8(.):146041847-146042887	0.6432
MACS_peak_32190	chr8(.):146043054-146043769	0.5726
MACS_peak_32191_1	chr8(.):146044503-146051901	1.5996
MACS_peak_32191_2	chr8(.):146051902-146052059	1.0086
MACS_peak_32191_1	chr8(.):146044503-146051901	1.5996
MACS_peak_32191_2	chr8(.):146051902-146052059	1.0086
MACS_peak_32193	chr9(.):31064-32409	0.7588
MACS_peak_32194	chr9(.):32627-33191	0.3102
MACS_peak_32194	chr9(.):32627-33191	0.3102
MACS_peak_32195_1	chr9(.):33378-34863	0.8272
MACS_peak_32195_2	chr9(.):34864-36700	0.7784
MACS_peak_32195_1	chr9(.):33378-34863	0.8272
MACS_peak_32195_2	chr9(.):34864-36700	0.7784
MACS_peak_32197	chr9(.):37716-38212	0.3584
MACS_peak_32200	chr9(.):46586-47144	0.5069
MACS_peak_32202	chr9(.):114280-114626	0.8491
MACS_peak_32203	chr9(.):14315991-14316390	0.6614
MACS_peak_32205_1	chr9(.):34522118-34522600	0.9047
MACS_peak_32206	chr9(.):34547811-34548817	0.6457
MACS_peak_32207	chr9(.):34549205-34550424	0.8108
MACS_peak_32207	chr9(.):34549205-34550424	0.8108
MACS_peak_32208	chr9(.):34550522-34551535	0.9392
MACS_peak_32209	chr9(.):34551677-34561580	1.4765
MACS_peak_32209	chr9(.):34551677-34561580	1.4765
MACS_peak_32209	chr9(.):34551677-34561580	1.4765
MACS_peak_32209	chr9(.):34551677-34561580	1.4765
MACS_peak_32209	chr9(.):34551677-34561580	1.4765
MACS_peak_32210_1	chr9(.):34562180-34567008	1.0041
MACS_peak_32210_2	chr9(.):34567009-34569008	1.0809
MACS_peak_32210_3	chr9(.):34569009-34572181	0.8274
MACS_peak_32210_1	chr9(.):34562180-34567008	1.0041
MACS_peak_32210_2	chr9(.):34567009-34569008	1.0809
MACS_peak_32210_3	chr9(.):34569009-34572181	0.8274
MACS_peak_32210_1	chr9(.):34562180-34567008	1.0041
MACS_peak_32210_2	chr9(.):34567009-34569008	1.0809
MACS_peak_32210_3	chr9(.):34569009-34572181	0.8274
MACS_peak_32210_1	chr9(.):34562180-34567008	1.0041
MACS_peak_32210_2	chr9(.):34567009-34569008	1.0809
MACS_peak_32210_3	chr9(.):34569009-34572181	0.8274
MACS_peak_32211	chr9(.):34572210-34575656	1.2662
MACS_peak_32211	chr9(.):34572210-34575656	1.2662
MACS_peak_32211	chr9(.):34572210-34575656	1.2662
MACS_peak_32212	chr9(.):34575687-34577981	1.4153
MACS_peak_32212	chr9(.):34575687-34577981	1.4153
MACS_peak_32213	chr9(.):34578019-34580724	1.4258
MACS_peak_32215_1	chr9(.):34584363-34588721	1.3119
MACS_peak_32215_2	chr9(.):34588722-34590721	1.5187
MACS_peak_32215_3	chr9(.):34590722-34593665	1.4382
MACS_peak_32215_1	chr9(.):34584363-34588721	1.3119
MACS_peak_32215_2	chr9(.):34588722-34590721	1.5187
MACS_peak_32215_3	chr9(.):34590722-34593665	1.4382
MACS_peak_32217	chr9(.):34621604-34621994	0.4273
MACS_peak_32218_1	chr9(.):34622545-34627010	1.3485
MACS_peak_32218_2	chr9(.):34627011-34629010	2.14
MACS_peak_32218_3	chr9(.):34629011-34631459	1.9068
MACS_peak_32218_1	chr9(.):34622545-34627010	1.3485
MACS_peak_32218_2	chr9(.):34627011-34629010	2.14
MACS_peak_32218_3	chr9(.):34629011-34631459	1.9068
MACS_peak_32219_1	chr9(.):34958490-34958779	0.9743
MACS_peak_32225	chr9(.):36760699-36761269	0.4754
MACS_peak_32228	chr9(.):36768339-36769068	0.6051
MACS_peak_32229	chr9(.):36769085-36769461	0.5096
MACS_peak_32230	chr9(.):36769693-36773080	1.0217
MACS_peak_32230	chr9(.):36769693-36773080	1.0217
MACS_peak_32232	chr9(.):36776075-36776823	0.7045
MACS_peak_32233	chr9(.):36778809-36779178	0.432
MACS_peak_32235	chr9(.):36780846-36781577	0.933
MACS_peak_32242	chr9(.):36866391-36867488	0.5985
MACS_peak_32242	chr9(.):36866391-36867488	0.5985
MACS_peak_32242	chr9(.):36866391-36867488	0.5985
MACS_peak_32245	chr9(.):37023811-37027657	1.4741
MACS_peak_32246	chr9(.):37028138-37031078	2.3026
MACS_peak_32247	chr9(.):37031227-37032564	1.0506
MACS_peak_32247	chr9(.):37031227-37032564	1.0506
MACS_peak_32248	chr9(.):37032572-37033227	0.7132
MACS_peak_32248	chr9(.):37032572-37033227	0.7132
MACS_peak_32249_1	chr9(.):37033661-37034172	0.5917
MACS_peak_32250_1	chr9(.):37034527-37035475	1.5842
MACS_peak_32250_2	chr9(.):37035476-37037118	1.7286
MACS_peak_32253	chr9(.):37410069-37415427	1.3725
MACS_peak_32253	chr9(.):37410069-37415427	1.3725
MACS_peak_32254_1	chr9(.):37651307-37652051	1.2876
MACS_peak_32255_1	chr9(.):38066684-38068209	1.467
MACS_peak_32255_2	chr9(.):38068210-38068652	1.1674
MACS_peak_32256	chr9(.):42742649-42743477	1.0655
MACS_peak_32257	chr9(.):42744140-42744484	0.2379
MACS_peak_32264	chr9(.):44992225-44993510	8.8683
MACS_peak_32265	chr9(.):44996789-44997290	0.9454
MACS_peak_32268	chr9(.):45728909-45729503	2.0324
MACS_peak_32269	chr9(.):45732201-45732713	1.0131
MACS_peak_32270	chr9(.):66454634-66459073	2.8738
MACS_peak_32272	chr9(.):67787110-67787641	1.2706
MACS_peak_32281	chr9(.):70402533-70402977	0.6394
MACS_peak_32282	chr9(.):70403461-70404292	0.9158
MACS_peak_32286	chr9(.):76045813-76046108	1.2003
MACS_peak_32287_1	chr9(.):87284501-87285593	1.1111
MACS_peak_32287_2	chr9(.):87285625-87285897	0.7902
MACS_peak_32289_1	chr9(.):92219835-92220925	1.4141
MACS_peak_32289_2	chr9(.):92220926-92221495	1.3998
MACS_peak_32290	chr9(.):94896854-94899860	1.0277
MACS_peak_32291_1	chr9(.):94902690-94902747	0.6794
MACS_peak_32291_2	chr9(.):94902748-94904747	1.6603
MACS_peak_32291_3	chr9(.):94904748-94905545	0.5151
MACS_peak_32295	chr9(.):96710633-96712546	1.4637
MACS_peak_32295	chr9(.):96710633-96712546	1.4637
MACS_peak_32296	chr9(.):96712887-96713796	1.1357
MACS_peak_32297_1	chr9(.):96713920-96716607	1.5937
MACS_peak_32297_2	chr9(.):96716608-96717260	1.7369
MACS_peak_32298_1	chr9(.):96717910-96718607	0.8422
MACS_peak_32298_2	chr9(.):96718608-96719770	0.8612
MACS_peak_32298_1	chr9(.):96717910-96718607	0.8422
MACS_peak_32298_2	chr9(.):96718608-96719770	0.8612
MACS_peak_32299	chr9(.):96719801-96722308	1.1275
MACS_peak_32299	chr9(.):96719801-96722308	1.1275
MACS_peak_32299	chr9(.):96719801-96722308	1.1275
MACS_peak_32300	chr9(.):96722350-96723112	0.9063
MACS_peak_32301_1	chr9(.):97401142-97401530	1.3923
MACS_peak_32301_2	chr9(.):97401531-97401733	0.9051
MACS_peak_32303	chr9(.):100610692-100611586	1.5498
MACS_peak_32305_1	chr9(.):100953758-100953955	0.092
MACS_peak_32305_2	chr9(.):100953956-100954868	0.7327
MACS_peak_32306_1	chr9(.):112082068-112082505	0.7704
MACS_peak_32307_1	chr9(.):112260753-112261298	0.782
MACS_peak_32308	chr9(.):112261594-112261949	0.3453
MACS_peak_32310	chr9(.):114994166-114994348	1.2075
MACS_peak_32312	chr9(.):115823129-115824120	0.5607
MACS_peak_32313	chr9(.):115824259-115825096	0.6269
MACS_peak_32314	chr9(.):115825119-115827847	1.0361
MACS_peak_32315	chr9(.):115828372-115829027	0.3374
MACS_peak_32316	chr9(.):115829191-115829599	0.5586
MACS_peak_32317	chr9(.):115829654-115833169	1.0415
MACS_peak_32318	chr9(.):115833987-115835484	0.594
MACS_peak_32319	chr9(.):115835803-115838692	1.059
MACS_peak_32321	chr9(.):115840090-115840501	0.651
MACS_peak_32322	chr9(.):115840975-115844267	1.0775
MACS_peak_32323	chr9(.):115844590-115846095	0.4919
MACS_peak_32324	chr9(.):115846187-115849503	1.1451
MACS_peak_32328	chr9(.):116879572-116880251	0.5408
MACS_peak_32329	chr9(.):116900814-116901178	0.4031
MACS_peak_32330_1	chr9(.):116915913-116917229	1.0527
MACS_peak_32330_2	chr9(.):116917230-116917320	0.6035
MACS_peak_32331_1	chr9(.):116918557-116919229	0.8722
MACS_peak_32331_2	chr9(.):116919230-116919866	0.9003
MACS_peak_32331_1	chr9(.):116918557-116919229	0.8722
MACS_peak_32331_2	chr9(.):116919230-116919866	0.9003
MACS_peak_32332	chr9(.):116929512-116930022	0.4563
MACS_peak_32333	chr9(.):116930051-116933576	1.158
MACS_peak_32338	chr9(.):117027716-117028893	0.8499
MACS_peak_32345_1	chr9(.):124260694-124261305	0.7456
MACS_peak_32345_2	chr9(.):124261306-124262583	1.2223
MACS_peak_32345_1	chr9(.):124260694-124261305	0.7456
MACS_peak_32345_2	chr9(.):124261306-124262583	1.2223
MACS_peak_32348_1	chr9(.):124328525-124329849	0.8144
MACS_peak_32349	chr9(.):124337628-124338118	0.6513
MACS_peak_32352	chr9(.):124344044-124344747	0.8183
MACS_peak_32353	chr9(.):124344757-124345629	0.6646
MACS_peak_32355	chr9(.):124411245-124411812	0.6995
MACS_peak_32356	chr9(.):124411897-124413230	0.8152
MACS_peak_32357	chr9(.):124413352-124415594	1.7161
MACS_peak_32357	chr9(.):124413352-124415594	1.7161
MACS_peak_32357	chr9(.):124413352-124415594	1.7161
MACS_peak_32364	chr9(.):124461864-124462831	1.2377
MACS_peak_32366	chr9(.):124887644-124888000	0.5979
MACS_peak_32367	chr9(.):124888054-124889793	1.2256
MACS_peak_32369	chr9(.):124981723-124982226	0.8281
MACS_peak_32369	chr9(.):124981723-124982226	0.8281
MACS_peak_32371_1	chr9(.):124990666-124991168	1.0445
MACS_peak_32372	chr9(.):126124369-126126207	0.731
MACS_peak_32373	chr9(.):126130007-126140075	1.6292
MACS_peak_32375	chr9(.):126760850-126761601	0.9013
MACS_peak_32376	chr9(.):126762448-126763573	1.1311
MACS_peak_32377_1	chr9(.):126769559-126772887	1.6735
MACS_peak_32377_2	chr9(.):126772888-126773420	1.1698
MACS_peak_32378	chr9(.):126775035-126776246	0.6827
MACS_peak_32383_1	chr9(.):127212893-127214109	1.4966
MACS_peak_32386	chr9(.):127233621-127234762	0.9432
MACS_peak_32386	chr9(.):127233621-127234762	0.9432
MACS_peak_32387	chr9(.):127235014-127236842	0.8325
MACS_peak_32387	chr9(.):127235014-127236842	0.8325
MACS_peak_32388	chr9(.):127237056-127240087	1.6256
MACS_peak_32388	chr9(.):127237056-127240087	1.6256
MACS_peak_32389	chr9(.):127240117-127244924	1.4991
MACS_peak_32389	chr9(.):127240117-127244924	1.4991
MACS_peak_32390	chr9(.):127245383-127250316	1.4222
MACS_peak_32390	chr9(.):127245383-127250316	1.4222
MACS_peak_32391	chr9(.):127250324-127252560	1.2898
MACS_peak_32392	chr9(.):127252670-127253331	0.9001
MACS_peak_32392	chr9(.):127252670-127253331	0.9001
MACS_peak_32393	chr9(.):127253367-127264646	1.4171
MACS_peak_32393	chr9(.):127253367-127264646	1.4171
MACS_peak_32393	chr9(.):127253367-127264646	1.4171
MACS_peak_32394	chr9(.):127264780-127265608	0.7307
MACS_peak_32395	chr9(.):127266367-127266707	0.7314
MACS_peak_32396	chr9(.):127267296-127267782	1.0167
MACS_peak_32397_1	chr9(.):127268069-127268698	0.6799
MACS_peak_32397_2	chr9(.):127268699-127269005	0.6204
MACS_peak_32400_1	chr9(.):127539271-127540050	1.0028
MACS_peak_32412	chr9(.):129261727-129263541	2.2693
MACS_peak_32415	chr9(.):129267836-129268269	0.3142
MACS_peak_32416	chr9(.):129268552-129271531	1.0531
MACS_peak_32416	chr9(.):129268552-129271531	1.0531
MACS_peak_32416	chr9(.):129268552-129271531	1.0531
MACS_peak_32417	chr9(.):129271772-129273262	0.9929
MACS_peak_32418	chr9(.):129274026-129274582	0.4869
MACS_peak_32419	chr9(.):129274971-129275419	0.3959
MACS_peak_32420	chr9(.):129275472-129278659	1.3755
MACS_peak_32421	chr9(.):129280066-129283067	1.0569
MACS_peak_32422	chr9(.):129283108-129285634	1.1505
MACS_peak_32423	chr9(.):129286301-129287497	0.8148
MACS_peak_32424	chr9(.):129287556-129290533	1.0304
MACS_peak_32424	chr9(.):129287556-129290533	1.0304
MACS_peak_32425	chr9(.):129290579-129290906	0.3727
MACS_peak_32426	chr9(.):129293376-129293743	0.668
MACS_peak_32427	chr9(.):129293898-129296611	1.2135
MACS_peak_32427	chr9(.):129293898-129296611	1.2135
MACS_peak_32428	chr9(.):129296624-129297673	1.0088
MACS_peak_32430	chr9(.):129309792-129314762	0.877
MACS_peak_32430	chr9(.):129309792-129314762	0.877
MACS_peak_32430	chr9(.):129309792-129314762	0.877
MACS_peak_32432	chr9(.):129316301-129316920	0.5197
MACS_peak_32434	chr9(.):129324901-129326633	0.9632
MACS_peak_32434	chr9(.):129324901-129326633	0.9632
MACS_peak_32435	chr9(.):129326954-129328838	0.8637
MACS_peak_32435	chr9(.):129326954-129328838	0.8637
MACS_peak_32436	chr9(.):129344340-129345330	0.7277
MACS_peak_32437	chr9(.):129345334-129346578	0.8826
MACS_peak_32438	chr9(.):129348013-129349129	0.9098
MACS_peak_32438	chr9(.):129348013-129349129	0.9098
MACS_peak_32442_1	chr9(.):129371089-129375720	2.2904
MACS_peak_32442_2	chr9(.):129375721-129375981	1.1974
MACS_peak_32443_1	chr9(.):129376631-129377720	1.0416
MACS_peak_32443_2	chr9(.):129377721-129380199	1.5835
MACS_peak_32444	chr9(.):129380304-129417801	1.6655
MACS_peak_32444	chr9(.):129380304-129417801	1.6655
MACS_peak_32444	chr9(.):129380304-129417801	1.6655
MACS_peak_32444	chr9(.):129380304-129417801	1.6655
MACS_peak_32445	chr9(.):129419935-129420258	0.626
MACS_peak_32446	chr9(.):129427324-129429229	1.0519
MACS_peak_32446	chr9(.):129427324-129429229	1.0519
MACS_peak_32446	chr9(.):129427324-129429229	1.0519
MACS_peak_32447	chr9(.):129429250-129437624	1.289
MACS_peak_32447	chr9(.):129429250-129437624	1.289
MACS_peak_32447	chr9(.):129429250-129437624	1.289
MACS_peak_32447	chr9(.):129429250-129437624	1.289
MACS_peak_32447	chr9(.):129429250-129437624	1.289
MACS_peak_32448	chr9(.):129437657-129438140	0.4776
MACS_peak_32449	chr9(.):129438210-129440292	1.5155
MACS_peak_32451	chr9(.):129441915-129444208	0.9219
MACS_peak_32452	chr9(.):129444472-129445556	0.9453
MACS_peak_32453	chr9(.):129445585-129458300	1.6319
MACS_peak_32454	chr9(.):129458308-129468417	1.6894
MACS_peak_32454	chr9(.):129458308-129468417	1.6894
MACS_peak_32454	chr9(.):129458308-129468417	1.6894
MACS_peak_32455	chr9(.):129468475-129469082	1.0573
MACS_peak_32460	chr9(.):129539507-129539964	0.5913
MACS_peak_32462	chr9(.):130483796-130487422	0.7272
MACS_peak_32462	chr9(.):130483796-130487422	0.7272
MACS_peak_32462	chr9(.):130483796-130487422	0.7272
MACS_peak_32462	chr9(.):130483796-130487422	0.7272
MACS_peak_32466	chr9(.):130602241-130603331	0.4647
MACS_peak_32466	chr9(.):130602241-130603331	0.4647
MACS_peak_32469_1	chr9(.):130616296-130616656	0.513
MACS_peak_32472	chr9(.):130892829-130895600	1.103
MACS_peak_32473	chr9(.):130895780-130896443	0.3629
MACS_peak_32474	chr9(.):130899053-130899887	0.8708
MACS_peak_32475	chr9(.):130899906-130900910	1.0875
MACS_peak_32476	chr9(.):130902117-130903258	0.7801
MACS_peak_32478	chr9(.):130906549-130907078	0.4285
MACS_peak_32478	chr9(.):130906549-130907078	0.4285
MACS_peak_32479	chr9(.):130907084-130909946	0.7905
MACS_peak_32479	chr9(.):130907084-130909946	0.7905
MACS_peak_32482_1	chr9(.):130912588-130912730	0.1963
MACS_peak_32482_2	chr9(.):130912731-130913792	0.7606
MACS_peak_32483	chr9(.):130914247-130915439	0.5673
MACS_peak_32485	chr9(.):130916157-130917321	0.5011
MACS_peak_32486_1	chr9(.):130965507-130965661	0.0398
MACS_peak_32486_2	chr9(.):130965662-130966661	2.5396
MACS_peak_32486_3	chr9(.):130966662-130967661	2.1217
MACS_peak_32486_4	chr9(.):130967662-130969436	1.3371
MACS_peak_32487	chr9(.):130969623-130970993	0.7902
MACS_peak_32487	chr9(.):130969623-130970993	0.7902
MACS_peak_32488	chr9(.):130971271-130972326	0.783
MACS_peak_32489	chr9(.):130973083-130973402	0.6207
MACS_peak_32490	chr9(.):130973783-130974743	0.5174
MACS_peak_32490	chr9(.):130973783-130974743	0.5174
MACS_peak_32492	chr9(.):130979307-130979726	0.3383
MACS_peak_32494	chr9(.):130981480-130989545	1.1952
MACS_peak_32494	chr9(.):130981480-130989545	1.1952
MACS_peak_32494	chr9(.):130981480-130989545	1.1952
MACS_peak_32494	chr9(.):130981480-130989545	1.1952
MACS_peak_32495	chr9(.):130993434-130997898	1.3278
MACS_peak_32496	chr9(.):131001350-131001859	0.2944
MACS_peak_32497_1	chr9(.):131002149-131006108	1.1665
MACS_peak_32497_2	chr9(.):131006109-131006308	0.7378
MACS_peak_32497_3	chr9(.):131006309-131007335	0.9961
MACS_peak_32497_1	chr9(.):131002149-131006108	1.1665
MACS_peak_32497_2	chr9(.):131006109-131006308	0.7378
MACS_peak_32497_3	chr9(.):131006309-131007335	0.9961
MACS_peak_32497_1	chr9(.):131002149-131006108	1.1665
MACS_peak_32497_2	chr9(.):131006109-131006308	0.7378
MACS_peak_32497_3	chr9(.):131006309-131007335	0.9961
MACS_peak_32497_1	chr9(.):131002149-131006108	1.1665
MACS_peak_32497_2	chr9(.):131006109-131006308	0.7378
MACS_peak_32497_3	chr9(.):131006309-131007335	0.9961
MACS_peak_32498_1	chr9(.):131007627-131008108	1.1427
MACS_peak_32498_2	chr9(.):131008109-131008308	0.974
MACS_peak_32498_3	chr9(.):131008309-131010099	1.1832
MACS_peak_32499	chr9(.):131010284-131011286	0.6588
MACS_peak_32500	chr9(.):131013009-131016299	1.2895
MACS_peak_32507	chr9(.):131171632-131172311	0.5975
MACS_peak_32509_1	chr9(.):131181316-131181757	1.1846
MACS_peak_32509_2	chr9(.):131181758-131182605	1.1236
MACS_peak_32511	chr9(.):131195950-131198541	0.9265
MACS_peak_32511	chr9(.):131195950-131198541	0.9265
MACS_peak_32512	chr9(.):131475945-131476281	0.7382
MACS_peak_32513	chr9(.):131863033-131863502	0.6589
MACS_peak_32514	chr9(.):131863907-131865420	0.5633
MACS_peak_32516	chr9(.):131867743-131869157	0.8651
MACS_peak_32516	chr9(.):131867743-131869157	0.8651
MACS_peak_32517	chr9(.):131869566-131872016	0.7503
MACS_peak_32518	chr9(.):131932710-131934425	0.9289
MACS_peak_32518	chr9(.):131932710-131934425	0.9289
MACS_peak_32519	chr9(.):131934505-131936436	1.7884
MACS_peak_32521	chr9(.):131955177-131957181	0.7555
MACS_peak_32522	chr9(.):131957233-131958582	0.9074
MACS_peak_32522	chr9(.):131957233-131958582	0.9074
MACS_peak_32526	chr9(.):132004060-132004660	0.3673
MACS_peak_32527	chr9(.):132005620-132005935	0.5463
MACS_peak_32528	chr9(.):132006106-132007078	0.6703
MACS_peak_32529	chr9(.):132007264-132008263	0.5549
MACS_peak_32536	chr9(.):132089810-132090992	0.6569
MACS_peak_32538	chr9(.):132098060-132099298	1.0412
MACS_peak_32539	chr9(.):132099373-132099738	0.6708
MACS_peak_32540	chr9(.):132099867-132100430	0.5507
MACS_peak_32542	chr9(.):132105510-132106185	0.6581
MACS_peak_32544	chr9(.):132108177-132108638	0.4248
MACS_peak_32545	chr9(.):132109773-132116018	1.2544
MACS_peak_32545	chr9(.):132109773-132116018	1.2544
MACS_peak_32546	chr9(.):132116115-132116564	0.7046
MACS_peak_32546	chr9(.):132116115-132116564	0.7046
MACS_peak_32548	chr9(.):132118514-132119046	0.5816
MACS_peak_32549	chr9(.):132119147-132122640	1.2451
MACS_peak_32549	chr9(.):132119147-132122640	1.2451
MACS_peak_32552	chr9(.):132139974-132140714	0.6884
MACS_peak_32553	chr9(.):132140980-132142523	0.5962
