GENE_ID	locusLine	bin_1_23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05.bam
2_MACS_peak_26286_lociStitched	chr7(.):151504044-151507245	0.8496
4_MACS_peak_26288_lociStitched	chr7(.):151510001-151513721	0.7536
1_MACS_peak_26292_lociStitched	chr7(.):151515490-151516118	0.6594
1_MACS_peak_26293_lociStitched	chr7(.):151517301-151517962	0.67
1_MACS_peak_26294_lociStitched	chr7(.):151520426-151521055	0.8465
5_MACS_peak_26295_lociStitched	chr7(.):151527385-151534127	0.7251
1_MACS_peak_26300_lociStitched	chr7(.):151536431-151537395	0.7836
5_MACS_peak_26301_lociStitched	chr7(.):151547010-151556582	0.8164
4_MACS_peak_26306_lociStitched	chr7(.):151557799-151562857	0.712
4_MACS_peak_26310_lociStitched	chr7(.):151564188-151569118	0.9169
3_MACS_peak_26314_lociStitched	chr7(.):151572115-151575771	0.9281
1_MACS_peak_26317_lociStitched	chr7(.):151576819-151577413	0.6455
1_MACS_peak_26318_lociStitched	chr7(.):151581719-151582200	0.6518
1_MACS_peak_26319_lociStitched	chr7(.):151585181-151585738	0.6095
4_MACS_peak_26320_lociStitched	chr7(.):151588042-151593737	0.8569
1_MACS_peak_26324_lociStitched	chr7(.):151615432-151616226	0.6676
1_MACS_peak_26325_lociStitched	chr7(.):151620941-151621439	0.7274
1_MACS_peak_26326_lociStitched	chr7(.):151629333-151630362	0.6971
1_MACS_peak_26327_lociStitched	chr7(.):151631403-151632139	0.6839
1_MACS_peak_26328_lociStitched	chr7(.):151635868-151636661	0.6289
1_MACS_peak_26329_lociStitched	chr7(.):154534922-154535850	0.7082
1_MACS_peak_26330_lociStitched	chr7(.):154539531-154543836	1.1371
1_MACS_peak_26331_lociStitched	chr7(.):154544931-154545820	0.7414
3_MACS_peak_26332_lociStitched	chr7(.):154548392-154552515	0.6689
1_MACS_peak_26335_lociStitched	chr7(.):154553907-154554507	0.7091
1_MACS_peak_26336_lociStitched	chr7(.):154559485-154560090	0.6537
1_MACS_peak_26337_lociStitched	chr7(.):154574837-154575438	0.665
1_MACS_peak_26338_lociStitched	chr7(.):154593067-154593597	0.6691
3_MACS_peak_26339_lociStitched	chr7(.):154594882-154598691	0.7189
1_MACS_peak_26342_lociStitched	chr7(.):154626087-154626781	0.8432
1_MACS_peak_26343_lociStitched	chr7(.):154630164-154630732	0.6241
2_MACS_peak_26344_lociStitched	chr7(.):154632726-154633808	0.7258
2_MACS_peak_26346_lociStitched	chr7(.):154646012-154647566	0.8022
1_MACS_peak_26348_lociStitched	chr7(.):154648971-154650449	0.889
6_MACS_peak_26349_lociStitched	chr7(.):154659739-154671156	0.862
1_MACS_peak_26355_lociStitched	chr7(.):154673428-154674002	0.8739
15_MACS_peak_26356_lociStitched	chr7(.):154678714-154707848	0.9352
1_MACS_peak_26371_lociStitched	chr7(.):154708927-154709959	0.7472
1_MACS_peak_26372_lociStitched	chr7(.):154922260-154923005	0.5975
2_MACS_peak_26373_lociStitched	chr7(.):154957793-154961764	0.8297
1_MACS_peak_26375_lociStitched	chr7(.):154963123-154963681	0.6817
1_MACS_peak_26376_lociStitched	chr7(.):154973806-154974599	0.775
1_MACS_peak_26377_lociStitched	chr7(.):154982378-154982978	0.808
2_MACS_peak_26378_lociStitched	chr7(.):154984047-154986496	0.6591
2_MACS_peak_26380_lociStitched	chr7(.):155001973-155003904	0.7208
1_MACS_peak_26382_lociStitched	chr7(.):155006259-155007114	0.8967
3_MACS_peak_26383_lociStitched	chr7(.):155009914-155013378	0.6416
4_MACS_peak_26386_lociStitched	chr7(.):155015399-155031489	0.9608
1_MACS_peak_26390_lociStitched	chr7(.):155035309-155035862	0.6357
3_MACS_peak_26391_lociStitched	chr7(.):155037449-155042051	0.8935
3_MACS_peak_26394_lociStitched	chr7(.):155043241-155049850	1.0314
2_MACS_peak_26397_lociStitched	chr7(.):155051018-155055479	0.918
1_MACS_peak_26399_lociStitched	chr7(.):155056840-155059954	0.9488
1_MACS_peak_26400_lociStitched	chr7(.):155068228-155069541	0.9745
2_MACS_peak_26401_lociStitched	chr7(.):155077347-155082111	0.8257
1_MACS_peak_26403_lociStitched	chr7(.):155120057-155120822	0.7989
2_MACS_peak_26404_lociStitched	chr7(.):155123197-155126520	0.9517
2_MACS_peak_26406_lociStitched	chr7(.):155128479-155137476	1.2711
2_MACS_peak_26408_lociStitched	chr7(.):155141654-155145473	0.8429
2_MACS_peak_26410_lociStitched	chr7(.):155147474-155158548	1.1136
1_MACS_peak_26412_lociStitched	chr7(.):155161077-155162695	0.8213
8_MACS_peak_26413_lociStitched	chr7(.):155164063-155189596	1.2181
4_MACS_peak_26421_lociStitched	chr7(.):155192044-155199627	0.8394
1_MACS_peak_26425_lociStitched	chr7(.):155201830-155202459	0.7295
2_MACS_peak_26426_lociStitched	chr7(.):155207693-155209882	0.7257
1_MACS_peak_26428_lociStitched	chr7(.):155212744-155213137	0.6053
7_MACS_peak_26429_lociStitched	chr7(.):155214828-155225566	0.858
1_MACS_peak_26436_lociStitched	chr7(.):155231266-155232052	0.7187
4_MACS_peak_26437_lociStitched	chr7(.):155241810-155249380	0.8994
1_MACS_peak_26441_lociStitched	chr7(.):155252748-155253283	0.7883
4_MACS_peak_26442_lociStitched	chr7(.):155254557-155259601	0.6825
2_MACS_peak_26446_lociStitched	chr7(.):155264345-155266435	0.6583
1_MACS_peak_26448_lociStitched	chr7(.):155274606-155278105	0.871
3_MACS_peak_26449_lociStitched	chr7(.):155279467-155284177	0.87
3_MACS_peak_26452_lociStitched	chr7(.):155286381-155290681	0.695
2_MACS_peak_26455_lociStitched	chr7(.):155307503-155311930	0.8942
7_MACS_peak_26457_lociStitched	chr7(.):155313691-155329676	0.9432
3_MACS_peak_26464_lociStitched	chr7(.):155332713-155344299	0.9956
4_MACS_peak_26467_lociStitched	chr7(.):155347377-155354423	0.8906
3_MACS_peak_26471_lociStitched	chr7(.):155357428-155364787	0.8909
3_MACS_peak_26474_lociStitched	chr7(.):155367941-155371529	0.8235
1_MACS_peak_26477_lociStitched	chr7(.):155374060-155374755	0.6853
1_MACS_peak_26478_lociStitched	chr7(.):155377087-155377723	0.8024
4_MACS_peak_26479_lociStitched	chr7(.):155379375-155384786	0.8264
2_MACS_peak_26483_lociStitched	chr7(.):155395354-155397385	0.7957
2_MACS_peak_26485_lociStitched	chr7(.):155402312-155404510	0.7915
2_MACS_peak_26487_lociStitched	chr7(.):155588001-155594614	0.9827
12_MACS_peak_26489_lociStitched	chr7(.):155595874-155633905	1.186
4_MACS_peak_26501_lociStitched	chr7(.):155635389-155641616	0.8943
2_MACS_peak_26505_lociStitched	chr7(.):155655307-155657852	0.7304
1_MACS_peak_26507_lociStitched	chr7(.):155662818-155663263	0.7721
4_MACS_peak_26508_lociStitched	chr7(.):155670249-155680264	0.8441
2_MACS_peak_26512_lociStitched	chr7(.):155681439-155683258	0.7525
1_MACS_peak_26514_lociStitched	chr7(.):155690076-155690706	0.8805
2_MACS_peak_26515_lociStitched	chr7(.):155692821-155697183	1.0153
1_MACS_peak_26517_lociStitched	chr7(.):155701593-155702055	0.8688
4_MACS_peak_26518_lociStitched	chr7(.):155713431-155718705	0.8786
1_MACS_peak_26522_lociStitched	chr7(.):155736020-155736536	0.5288
1_MACS_peak_26523_lociStitched	chr7(.):155740948-155741916	0.773
3_MACS_peak_26524_lociStitched	chr7(.):155743516-155746878	0.7948
2_MACS_peak_26527_lociStitched	chr7(.):155753948-155757843	0.9069
2_MACS_peak_26529_lociStitched	chr7(.):155764904-155767260	0.9091
6_MACS_peak_26531_lociStitched	chr7(.):155785430-155798667	0.9674
2_MACS_peak_26537_lociStitched	chr7(.):155810140-155812478	0.6179
3_MACS_peak_26539_lociStitched	chr7(.):155815011-155819588	0.8597
1_MACS_peak_26542_lociStitched	chr7(.):155827352-155828541	0.9848
4_MACS_peak_26543_lociStitched	chr7(.):155829767-155838677	0.8205
3_MACS_peak_26547_lociStitched	chr7(.):155848193-155852900	0.9166
2_MACS_peak_26550_lociStitched	chr7(.):155854309-155856234	0.6141
1_MACS_peak_26552_lociStitched	chr7(.):155859107-155860136	0.6713
1_MACS_peak_26553_lociStitched	chr7(.):155862849-155863460	0.6474
1_MACS_peak_26554_lociStitched	chr7(.):155867702-155868336	0.7209
3_MACS_peak_26555_lociStitched	chr7(.):155870566-155873465	0.6344
1_MACS_peak_26558_lociStitched	chr7(.):155877025-155877500	0.6099
3_MACS_peak_26559_lociStitched	chr7(.):155883887-155886600	0.6638
1_MACS_peak_26562_lociStitched	chr7(.):155900321-155901243	0.9153
1_MACS_peak_26563_lociStitched	chr7(.):155902528-155903390	0.6826
2_MACS_peak_26564_lociStitched	chr7(.):155913463-155920666	1.05
1_MACS_peak_26566_lociStitched	chr7(.):155922119-155922705	0.7424
1_MACS_peak_26567_lociStitched	chr7(.):155936479-155936867	0.7109
1_MACS_peak_26568_lociStitched	chr7(.):155938000-155939236	0.7939
1_MACS_peak_26569_lociStitched	chr7(.):155941216-155941714	0.5847
1_MACS_peak_26570_lociStitched	chr7(.):155948889-155950740	0.8468
1_MACS_peak_26571_lociStitched	chr7(.):155952471-155953838	0.7113
1_MACS_peak_26572_lociStitched	chr7(.):155954935-155955539	0.7392
1_MACS_peak_26573_lociStitched	chr7(.):155959820-155960517	0.7545
2_MACS_peak_26574_lociStitched	chr7(.):155962591-155964478	0.7959
2_MACS_peak_26576_lociStitched	chr7(.):155965844-155968211	0.967
2_MACS_peak_26578_lociStitched	chr7(.):155969807-155972753	0.9175
2_MACS_peak_26580_lociStitched	chr7(.):155989149-155993537	0.8558
2_MACS_peak_26582_lociStitched	chr7(.):155994846-155997016	0.754
1_MACS_peak_26584_lociStitched	chr7(.):156012700-156013437	0.6194
1_MACS_peak_26585_lociStitched	chr7(.):156025561-156026429	0.8648
1_MACS_peak_26586_lociStitched	chr7(.):156029165-156030384	0.8773
1_MACS_peak_26587_lociStitched	chr7(.):156111380-156112282	0.8259
1_MACS_peak_26588_lociStitched	chr7(.):156135633-156136229	0.6877
2_MACS_peak_26589_lociStitched	chr7(.):156138461-156141022	0.641
1_MACS_peak_26591_lociStitched	chr7(.):156153778-156154510	0.7183
1_MACS_peak_26592_lociStitched	chr7(.):156232742-156234627	0.9443
1_MACS_peak_26593_lociStitched	chr7(.):156237000-156238369	0.8873
2_MACS_peak_26594_lociStitched	chr7(.):156247842-156249707	0.7189
1_MACS_peak_26596_lociStitched	chr7(.):156254724-156255921	0.9019
1_MACS_peak_26597_lociStitched	chr7(.):156257661-156258423	0.6405
2_MACS_peak_26598_lociStitched	chr7(.):156296620-156299975	0.9152
1_MACS_peak_26600_lociStitched	chr7(.):156735384-156737983	0.8698
3_MACS_peak_26601_lociStitched	chr7(.):156793361-156797895	0.9277
1_MACS_peak_26604_lociStitched	chr7(.):156801610-156802486	0.7776
3_MACS_peak_26605_lociStitched	chr7(.):156811239-156815808	0.8823
1_MACS_peak_26608_lociStitched	chr7(.):157069127-157074889	1.461
1_MACS_peak_26609_lociStitched	chr7(.):157076591-157077210	0.728
4_MACS_peak_26610_lociStitched	chr7(.):157078591-157089383	1.1854
1_MACS_peak_26614_lociStitched	chr7(.):157101651-157102683	0.9764
1_MACS_peak_26615_lociStitched	chr7(.):157104198-157104706	0.6665
1_MACS_peak_26616_lociStitched	chr7(.):157215821-157222251	1.6332
1_MACS_peak_26617_lociStitched	chr7(.):157223394-157225046	1.0052
1_MACS_peak_26618_lociStitched	chr7(.):157226786-157228225	0.8188
1_MACS_peak_26619_lociStitched	chr7(.):157229463-157230732	0.7819
1_MACS_peak_26620_lociStitched	chr7(.):157235571-157239077	0.9023
1_MACS_peak_26621_lociStitched	chr7(.):157246285-157247393	0.7609
4_MACS_peak_26622_lociStitched	chr7(.):157248684-157253437	0.8733
1_MACS_peak_26626_lociStitched	chr7(.):157254757-157255273	0.7346
1_MACS_peak_26627_lociStitched	chr7(.):157257077-157262781	1.2042
2_MACS_peak_26628_lociStitched	chr7(.):157267151-157271144	1.0638
2_MACS_peak_26630_lociStitched	chr7(.):157276535-157277950	0.6786
1_MACS_peak_26632_lociStitched	chr7(.):157279837-157280438	0.6012
1_MACS_peak_26633_lociStitched	chr7(.):157288452-157289152	0.8715
3_MACS_peak_26634_lociStitched	chr7(.):157290383-157292455	0.6929
2_MACS_peak_26637_lociStitched	chr7(.):157306554-157309441	0.9571
5_MACS_peak_26639_lociStitched	chr7(.):157316725-157324269	0.7252
1_MACS_peak_26644_lociStitched	chr7(.):157330074-157336502	1.0908
1_MACS_peak_26645_lociStitched	chr7(.):157342042-157347986	1.2793
3_MACS_peak_26646_lociStitched	chr7(.):157351047-157354925	0.8352
2_MACS_peak_26649_lociStitched	chr7(.):157357640-157359677	0.7415
2_MACS_peak_26651_lociStitched	chr7(.):157361058-157363773	0.7887
4_MACS_peak_26653_lociStitched	chr7(.):157365032-157371173	0.8516
9_MACS_peak_26657_lociStitched	chr7(.):157373743-157384762	0.9216
2_MACS_peak_26666_lociStitched	chr7(.):157385977-157389048	0.9597
1_MACS_peak_26668_lociStitched	chr7(.):157390262-157391717	0.8537
2_MACS_peak_26669_lociStitched	chr7(.):157394123-157398119	0.8039
7_MACS_peak_26671_lociStitched	chr7(.):157401016-157417445	0.9402
2_MACS_peak_26678_lociStitched	chr7(.):157422586-157424916	0.9757
1_MACS_peak_26680_lociStitched	chr7(.):157425949-157426699	0.82
1_MACS_peak_26681_lociStitched	chr7(.):157429794-157432815	1.051
3_MACS_peak_26682_lociStitched	chr7(.):157434314-157438754	0.7265
1_MACS_peak_26685_lociStitched	chr7(.):157445083-157446481	0.9095
1_MACS_peak_26686_lociStitched	chr7(.):157447681-157448814	0.8679
3_MACS_peak_26687_lociStitched	chr7(.):157450677-157455685	0.9059
4_MACS_peak_26690_lociStitched	chr7(.):157460543-157469880	0.9901
3_MACS_peak_26694_lociStitched	chr7(.):157474723-157476941	0.7963
1_MACS_peak_26697_lociStitched	chr7(.):157478207-157479097	0.7474
1_MACS_peak_26698_lociStitched	chr7(.):157481010-157481618	0.7409
2_MACS_peak_26699_lociStitched	chr7(.):157486252-157487341	0.6229
4_MACS_peak_26701_lociStitched	chr7(.):157492368-157503086	0.9896
1_MACS_peak_26705_lociStitched	chr7(.):157505232-157509173	0.9983
2_MACS_peak_26706_lociStitched	chr7(.):157510848-157512486	0.7604
2_MACS_peak_26708_lociStitched	chr7(.):157513887-157516224	0.705
2_MACS_peak_26710_lociStitched	chr7(.):157520480-157522667	0.6047
1_MACS_peak_26712_lociStitched	chr7(.):157527533-157528098	0.8241
4_MACS_peak_26713_lociStitched	chr7(.):157530272-157534984	0.8315
2_MACS_peak_26717_lociStitched	chr7(.):157543426-157547223	0.8284
2_MACS_peak_26719_lociStitched	chr7(.):157548958-157551505	0.8572
1_MACS_peak_26721_lociStitched	chr7(.):157561792-157562874	0.8259
1_MACS_peak_26722_lociStitched	chr7(.):157565067-157565626	0.7638
1_MACS_peak_26723_lociStitched	chr7(.):157567017-157568945	0.8631
1_MACS_peak_26724_lociStitched	chr7(.):157571360-157571917	0.7603
4_MACS_peak_26725_lociStitched	chr7(.):157574072-157579727	0.7478
1_MACS_peak_26729_lociStitched	chr7(.):157580985-157581773	0.7286
1_MACS_peak_26730_lociStitched	chr7(.):157585014-157585632	1.0232
3_MACS_peak_26731_lociStitched	chr7(.):157587231-157593346	0.9181
1_MACS_peak_26734_lociStitched	chr7(.):157594836-157595440	0.8146
1_MACS_peak_26735_lociStitched	chr7(.):157601773-157603275	0.8295
3_MACS_peak_26736_lociStitched	chr7(.):157604503-157607091	0.7923
1_MACS_peak_26739_lociStitched	chr7(.):157608291-157609496	0.7379
1_MACS_peak_26740_lociStitched	chr7(.):157618834-157619285	0.4824
5_MACS_peak_26741_lociStitched	chr7(.):157622002-157627824	0.7048
1_MACS_peak_26746_lociStitched	chr7(.):157630283-157630756	0.8961
2_MACS_peak_26747_lociStitched	chr7(.):157634730-157650889	1.2129
1_MACS_peak_26749_lociStitched	chr7(.):157652619-157658989	1.0469
1_MACS_peak_26750_lociStitched	chr7(.):157660255-157661427	0.8851
3_MACS_peak_26751_lociStitched	chr7(.):157665323-157668978	0.7529
1_MACS_peak_26754_lociStitched	chr7(.):157690329-157691186	0.6437
1_MACS_peak_26755_lociStitched	chr7(.):157692472-157698150	1.2875
1_MACS_peak_26756_lociStitched	chr7(.):157699172-157699738	0.6449
1_MACS_peak_26757_lociStitched	chr7(.):157720520-157721048	0.6965
1_MACS_peak_26758_lociStitched	chr7(.):157728225-157730652	0.9556
1_MACS_peak_26759_lociStitched	chr7(.):157737926-157738358	0.7137
1_MACS_peak_26760_lociStitched	chr7(.):157745465-157745909	0.5203
1_MACS_peak_26761_lociStitched	chr7(.):157755083-157755875	0.7411
1_MACS_peak_26762_lociStitched	chr7(.):157764700-157765507	0.6855
1_MACS_peak_26763_lociStitched	chr7(.):157767683-157768401	0.7356
2_MACS_peak_26764_lociStitched	chr7(.):157779791-157782471	0.9061
1_MACS_peak_26766_lociStitched	chr7(.):157838480-157839594	0.7305
2_MACS_peak_26767_lociStitched	chr7(.):157847874-157849838	0.7821
5_MACS_peak_26769_lociStitched	chr7(.):157853543-157861953	0.8535
3_MACS_peak_26774_lociStitched	chr7(.):157865632-157870876	0.8406
1_MACS_peak_26777_lociStitched	chr7(.):157873622-157874338	0.6744
2_MACS_peak_26778_lociStitched	chr7(.):157886951-157887793	0.7718
4_MACS_peak_26780_lociStitched	chr7(.):157914934-157921756	0.8696
4_MACS_peak_26784_lociStitched	chr7(.):157928039-157938790	1.0261
2_MACS_peak_26788_lociStitched	chr7(.):157950150-157953280	0.8769
1_MACS_peak_26790_lociStitched	chr7(.):157955260-157960719	1.0841
1_MACS_peak_26791_lociStitched	chr7(.):157966905-157969785	1.0301
3_MACS_peak_26792_lociStitched	chr7(.):157983002-157987951	0.9508
1_MACS_peak_26795_lociStitched	chr7(.):157996249-157996940	0.7441
3_MACS_peak_26796_lociStitched	chr7(.):158027831-158034010	0.8177
1_MACS_peak_26799_lociStitched	chr7(.):158044854-158046653	0.9968
4_MACS_peak_26800_lociStitched	chr7(.):158048769-158052853	0.7786
2_MACS_peak_26804_lociStitched	chr7(.):158058612-158061236	0.7807
5_MACS_peak_26806_lociStitched	chr7(.):158064529-158078243	0.9521
2_MACS_peak_26811_lociStitched	chr7(.):158108671-158111517	0.9672
1_MACS_peak_26813_lociStitched	chr7(.):158113959-158115051	0.8401
1_MACS_peak_26814_lociStitched	chr7(.):158143504-158144375	0.8376
1_MACS_peak_26815_lociStitched	chr7(.):158147909-158148692	0.7995
1_MACS_peak_26816_lociStitched	chr7(.):158149777-158150738	0.8445
2_MACS_peak_26817_lociStitched	chr7(.):158159777-158161221	0.6946
1_MACS_peak_26819_lociStitched	chr7(.):158164372-158165467	0.7339
1_MACS_peak_26820_lociStitched	chr7(.):158167585-158168095	0.8839
1_MACS_peak_26821_lociStitched	chr7(.):158176374-158176855	0.6612
5_MACS_peak_26822_lociStitched	chr7(.):158178322-158187991	0.8781
4_MACS_peak_26827_lociStitched	chr7(.):158193247-158199582	0.8289
1_MACS_peak_26831_lociStitched	chr7(.):158202590-158204559	0.951
2_MACS_peak_26832_lociStitched	chr7(.):158206672-158208695	0.9947
5_MACS_peak_26834_lociStitched	chr7(.):158209826-158218345	0.8731
2_MACS_peak_26839_lociStitched	chr7(.):158220538-158223835	0.852
4_MACS_peak_26841_lociStitched	chr7(.):158235652-158240993	0.9074
2_MACS_peak_26845_lociStitched	chr7(.):158242134-158244005	0.675
1_MACS_peak_26847_lociStitched	chr7(.):158247822-158249000	0.7451
3_MACS_peak_26848_lociStitched	chr7(.):158251297-158254947	0.6855
5_MACS_peak_26851_lociStitched	chr7(.):158263902-158274537	0.9283
1_MACS_peak_26856_lociStitched	chr7(.):158276706-158278209	0.702
3_MACS_peak_26857_lociStitched	chr7(.):158281230-158285269	0.9908
1_MACS_peak_26860_lociStitched	chr7(.):158287622-158288656	0.7635
1_MACS_peak_26861_lociStitched	chr7(.):158292986-158295717	0.9309
1_MACS_peak_26862_lociStitched	chr7(.):158298848-158299446	0.7264
5_MACS_peak_26863_lociStitched	chr7(.):158300622-158307807	0.7835
1_MACS_peak_26868_lociStitched	chr7(.):158310897-158311776	0.6878
1_MACS_peak_26869_lociStitched	chr7(.):158314032-158315089	0.6409
3_MACS_peak_26870_lociStitched	chr7(.):158317060-158323746	0.9985
3_MACS_peak_26873_lociStitched	chr7(.):158324770-158328152	0.7691
7_MACS_peak_26876_lociStitched	chr7(.):158329731-158343528	0.8986
1_MACS_peak_26883_lociStitched	chr7(.):158352033-158352790	0.8214
2_MACS_peak_26884_lociStitched	chr7(.):158354078-158357722	0.6991
1_MACS_peak_26886_lociStitched	chr7(.):158362849-158363516	0.7924
1_MACS_peak_26887_lociStitched	chr7(.):158378495-158379183	0.7259
1_MACS_peak_26888_lociStitched	chr7(.):158383056-158383723	0.7427
2_MACS_peak_26889_lociStitched	chr7(.):158747922-158749864	0.733
4_MACS_peak_26891_lociStitched	chr7(.):158783952-158788558	0.8601
1_MACS_peak_26895_lociStitched	chr7(.):158791990-158794962	1.0493
5_MACS_peak_26896_lociStitched	chr7(.):158799934-158807654	0.8449
2_MACS_peak_26901_lociStitched	chr7(.):158818001-158820559	0.7186
1_MACS_peak_26903_lociStitched	chr7(.):158822932-158823891	1.0415
1_MACS_peak_26904_lociStitched	chr7(.):158876734-158877433	0.7486
2_MACS_peak_26905_lociStitched	chr7(.):158884449-158887131	0.8194
3_MACS_peak_26907_lociStitched	chr7(.):158889210-158893153	0.7552
3_MACS_peak_26910_lociStitched	chr7(.):158895553-158899957	0.7581
2_MACS_peak_26913_lociStitched	chr7(.):158904999-158906660	0.7326
4_MACS_peak_26915_lociStitched	chr7(.):158908066-158911833	0.7634
1_MACS_peak_26919_lociStitched	chr7(.):158933153-158934371	0.7271
1_MACS_peak_26920_lociStitched	chr7(.):158942084-158942555	0.5031
2_MACS_peak_26921_lociStitched	chr7(.):158948642-158951629	0.9213
2_MACS_peak_26923_lociStitched	chr7(.):158962757-158965045	0.6998
1_MACS_peak_26925_lociStitched	chr7(.):158997256-158997765	0.6958
4_MACS_peak_26926_lociStitched	chr7(.):159022108-159025492	0.642
1_MACS_peak_26930_lociStitched	chr8(.):36802-37182	0.4819
1_MACS_peak_26931_lociStitched	chr8(.):152754-153237	0.6134
2_MACS_peak_26932_lociStitched	chr8(.):226288-228058	0.4993
1_MACS_peak_26934_lociStitched	chr8(.):229554-230020	0.4797
1_MACS_peak_26935_lociStitched	chr8(.):253858-254700	0.4201
2_MACS_peak_26936_lociStitched	chr8(.):295713-297531	0.7699
2_MACS_peak_26938_lociStitched	chr8(.):328946-333051	0.7514
2_MACS_peak_26940_lociStitched	chr8(.):335333-338111	0.8072
1_MACS_peak_26942_lociStitched	chr8(.):341966-342670	0.7112
1_MACS_peak_26943_lociStitched	chr8(.):345873-346306	0.6421
1_MACS_peak_26944_lociStitched	chr8(.):527770-528138	0.5408
1_MACS_peak_26945_lociStitched	chr8(.):550805-551376	0.6948
